Protocol,Unnamed: 0,AGRI_AREA,AGRI_AREA_SURR,AGRI_AREA_BLOCK,BUILT_AREA,BUILT_AREA_SURR,BUILT_AREA_BLOCK,NAT_AREA,NAT_AREA_SURR,NAT_AREA_BLOCK,URBAN_AREA,URBAN_AREA_SURR,URBAN_AREA_BLOCK,INDUSTRIAL_AREA,INDUSTRIAL_AREA_SURR,INDUSTRIAL_AREA_BLOCK,SIARL_2,SIARL_2_SURR,SIARL_2_BLOCK,SIARL_9,SIARL_9_SURR,SIARL_9_BLOCK,SIARL_12,SIARL_12_SURR,SIARL_12_BLOCK,ROADS,ROADS_SURR,ROADS_BLOCK,FARMS,FARMS_SURR,FARMS_BLOCK
All,-0.19556650246305418,0.12167487684729056,0.024630541871921117,0.02610837438423644,0.23694581280788177,0.5270935960591132,0.5285714285714286,-0.5669950738916256,-0.6019704433497536,-0.6029556650246305,-0.15270935960591134,0.396551724137931,0.37832512315270933,0.41428571428571426,0.5660098522167486,0.534975369458128,0.27881773399014775,0.2655172413793102,0.24137931034482754,0.2236453201970443,0.06354679802955662,0.09852216748768469,-0.06600985221674877,0.00935960591133009,0.010344827586206891,0.3113300492610837,0.7044334975369457,0.6527093596059114,0.09261083743842365,-0.04137931034482757,-0.03251231527093599
Nospills,-0.17142857142857143,0.14039408866995065,0.04236453201970438,0.048275862068965475,0.21182266009852216,0.506896551724138,0.5049261083743842,-0.5926108374384237,-0.6325123152709358,-0.6290640394088668,-0.1817733990147783,0.36502463054187195,0.34729064039408863,0.4098522167487685,0.566502463054187,0.5330049261083741,0.24876847290640397,0.23152709359605902,0.21133004926108367,0.21428571428571422,0.08078817733990146,0.11231527093596057,-0.040886699507389115,0.025123152709359622,0.026108374384236452,0.33793103448275863,0.6891625615763547,0.6428571428571429,0.07832512315270933,-0.05714285714285715,-0.04630541871921185
Spills,-0.21330049261083742,0.12709359605911327,-0.019211822660098566,-0.021674876847290636,0.26256157635467975,0.5581280788177339,0.5615763546798029,-0.551231527093596,-0.5103448275862068,-0.512807881773399,-0.10246305418719209,0.45615763546798016,0.447783251231527,0.4266009852216749,0.5665024630541869,0.53743842364532,0.3000000000000001,0.3019704433497537,0.2812807881773398,0.2551724137931034,0.04433497536945815,0.08226600985221678,-0.11034482758620691,-0.0073891625615763856,-0.006403940886699556,0.33448275862068955,0.7300492610837437,0.680295566502463,0.1310344827586207,0.0004926108374385015,0.0059113300492611084
