Unnamed: 0,fid,AGRI_AREA,AGRI_AREA_SURR,AGRI_AREA_BLOCK,BUILT_AREA,BUILT_AREA_SURR,BUILT_AREA_BLOCK,NAT_AREA,NAT_AREA_SURR,NAT_AREA_BLOCK,URBAN_AREA,URBAN_AREA_SURR,URBAN_AREA_BLOCK,INDUSTRIAL_AREA,INDUSTRIAL_AREA_SURR,INDUSTRIAL_AREA_BLOCK,SIARL_2,SIARL_2_SURR,SIARL_2_BLOCK,SIARL_9,SIARL_9_SURR,SIARL_9_BLOCK,SIARL_12,SIARL_12_SURR,SIARL_12_BLOCK,ROADS,ROADS_SURR,ROADS_BLOCK,FARMS,FARMS_SURR,FARMS_BLOCK
10,11,0.900302017,0.897788781639,0.8972360915440001,0.039047341,0.039619659143,0.039487869966,0.04942713,0.04757273855,0.047830441443,0.0286301,0.027071513428,0.027269654632,0.010417241,0.0125481457149999,0.0122182153339999,0.018859958,0.012405812459,0.013380074345,0.075883722,0.057322519359,0.060100810578,0.692924809,0.612285266968,0.623759501136,1.517939,1.23080556564,1.272899480544,0.2171672359999999,0.139526285589,0.151002708706
11,12,0.910654015,0.889098434667,0.8919247467180001,0.038496589,0.0507841976909999,0.049106269837,0.042786537,0.039475137012,0.039931558668,0.026658716,0.0349259249809999,0.033798780345,0.011837873,0.01585827271,0.015307489492,0.003237708,0.00813768308,0.00746026806,0.005496574,0.05590764433,0.048925248093,0.789559736,0.6318532083270001,0.6533960245680001,1.307107334,1.3233245065680002,1.321059042095,0.002377205,0.099550456158,0.086275958469
12,13,0.900688523,0.895798521858,0.8960240251910001,0.077005564,0.044606570762,0.050726462357,0.012837739,0.038600738299,0.033678715461,0.049925261,0.0305513920389999,0.0341976116109999,0.027080303,0.0140551787229999,0.016528850746,0.002363805,0.002378562663,0.002380614988,0.028089515,0.0474769067089999,0.0436138534929999,0.671221226,0.6642680304499999,0.665286780577,1.396037855,1.248818463361,1.276207592935,0.220164719,0.021843995209,0.0595699454739999
13,14,0.944947173,0.892327426495,0.8948225679630001,0.009489336,0.066106055608,0.063452510884,0.030247261,0.021382558464,0.021806640716,0.007318773,0.0454521168459999,0.043664135033,0.002170563,0.0206539387619999,0.019788375851,0.0,0.0011197841439999,0.001066797591,0.166436908,0.051863470269,0.057268036521,0.609318996,0.647040619234,0.6452397503799999,0.4068341669999999,1.343046145866,1.299204297606,0.002455424,0.094627952741,0.090250250534
14,15,0.128523591,0.154995113025,0.153690477982,0.3405036079999999,0.206357856272,0.212684675431,0.236224644,0.500053118584,0.487594788467,0.242365069,0.135339832028,0.1403948899639999,0.098138539,0.071018024244,0.072289785467,0.007774481,0.0054568976069999,0.005560190124,0.002255193,0.011240238246,0.010805201835,0.0,0.0,0.0,3.09120429,1.803862537629,1.864311948834,0.5826315719999999,1.482702398083,1.4400894000500002
15,16,0.248074517,0.1400638238079999,0.160355923515,0.165399797,0.240169410712,0.226092640011,0.489839019,0.405510736863,0.421388592614,0.132781507,0.167816681066,0.161188609258,0.0326182899999999,0.072352729646,0.064904030753,0.001697943,0.002515740663,0.0023639790569999,0.034245518,0.0065252150209999,0.011735421805,0.0,0.0,0.0,1.471392159,1.8794068628110003,1.802554673278,2.060302712,2.053465032597,2.054273126435
16,17,0.103764841,0.14283744376,0.137378192248,0.190815412,0.191469699164,0.191514924967,0.236199988,0.468414099004,0.435690054863,0.135283318,0.145260392821,0.143953715418,0.055532094,0.046209306343,0.047561209549,0.001298027,0.001010367491,0.001052599298,0.00988973,0.011281855297,0.011089790496,0.0,0.0,0.0,1.2123628590000002,1.5677300298890002,1.518366818078,1.244222623,2.064984617691,1.948508651518
17,18,0.066221717,0.119289996565,0.109239620604,0.1780975369999999,0.187254610064,0.185728689956,0.345114207,0.414775837154,0.402224227037,0.15281539,0.139902036102,0.142562388928,0.025282147,0.047352573962,0.043166301028,0.0,0.00072839069,0.000588683152,0.000884533,0.007900039523,0.0065635931189999,0.0,0.0,0.0,1.211187794,1.492900728696,1.440916894106,1.2877012090000002,2.3211144864340003,2.12576081815
18,19,0.000118304,0.075507658492,0.073296002872,0.00197737,0.155266830877,0.150731797239,0.004301202,0.453881160196,0.440862316288,0.00197737,0.127766498598,0.124029964762,0.0,0.027500332279,0.026701832477,0.0,0.0,0.0,0.0,0.0040776108129999,0.003964500183,0.0,0.0,0.0,0.074445531,1.274429866218,1.239066495216,0.0,1.676316452845,1.626670490751
19,20,0.0,0.843908337772,0.843908337772,0.0,0.039255946129,0.039255946129,1.0,0.09352629348,0.09352629348,0.0,0.02774099337,0.02774099337,0.0,0.011514952759,0.011514952759,0.0,0.034055357844,0.034055357844,0.0,0.092987139738,0.092987139738,0.0,0.406007075102,0.406007075102,0.0,1.044199600127,1.044199600127,0.0,0.4977638967259999,0.4977638967259999
20,21,0.857312778,0.880385399182,0.8756973073889999,0.049458532,0.0457070770459999,0.0463479050019999,0.068179794,0.0611140748259999,0.06257782911,0.034063454,0.032809361169,0.033010266438,0.015395078,0.0128977158769999,0.0133376385639999,0.006864177,0.033410389178,0.0286621283409999,0.096197756,0.115299393137,0.1117408163289999,0.387400547,0.4655920314589999,0.451335887327,1.190222545,1.2211570421929998,1.2146921865249998,0.631116145,0.322833698483,0.377397366063
21,22,0.925217082,0.8877503183270001,0.8912633778340001,0.040242959,0.043997710614,0.043388803731,0.0300387339999999,0.056294499595,0.052575325494,0.025727888,0.032668475556,0.031637442582,0.014515071,0.011329235058,0.011751361149,0.027909471,0.021121309688,0.022024512511,0.10452644,0.078928396883,0.082354829466,0.565880082,0.547830702073,0.5493184853540001,1.077875007,1.277171266112,1.24701128469,0.213798377,0.279502085871,0.269935781819
22,23,0.894365728,0.890351119743,0.8924703930329999,0.05336584,0.056894246284,0.056525657007,0.045922948,0.038079272874,0.039066574531,0.040379846,0.035711708104,0.036309543331,0.0129859939999999,0.02118253818,0.020216113676,0.010382408,0.013224362993,0.012941433573,0.018497023,0.081849245446,0.074560273693,0.675178951,0.5931633268709999,0.603856070245,1.3368529859999998,1.36605629705,1.364716804797,0.106456196,0.157584386969,0.151915854244
23,24,0.899210705,0.8813051848810001,0.8852381074019999,0.045262931,0.070295524682,0.067398462984,0.03527941,0.033976745964,0.0342124088119999,0.023758128,0.0444331286559999,0.041997245717,0.021504803,0.025862396026,0.025401217267,0.005948027,0.006469819749,0.006421221895,0.043507723,0.057817492421,0.056206438919,0.642419223,0.629738244122,0.6326279614779999,1.206967413,1.428528042043,1.4047698376959998,0.082520113,0.130763466733,0.125112641348
24,25,0.918607689,0.8736344033900001,0.8749309257169999,0.0432044559999999,0.080742493353,0.0781409660909999,0.016256328,0.030880001302,0.029844872212,0.037841319,0.04688754409,0.0462367132699999,0.005363137,0.033854949263,0.031904252821,0.0,0.002831064007,0.002637425019,0.055107602,0.067956804585,0.066934513411,0.735249958,0.594588289806,0.602926749151,1.020660596,1.452175768748,1.4211019654199997,0.002516155,0.128119703851,0.119516082968
25,26,0.159136066,0.206775087726,0.2045584556359999,0.078393238,0.327288524077,0.3168613516309999,0.609258539,0.414892787411,0.422409496171,0.030912608,0.128400197623,0.12429116005,0.04748063,0.198888326454,0.192570191581,0.026762246,0.029641309086,0.029485264732,0.0,0.0317216433549999,0.030385437395,0.0,0.0,0.0,0.880632961,1.991718212996,1.943820415789,0.7892227249999999,0.471180367436,0.483883582055
26,27,0.119278536,0.180953057295,0.173995488968,0.167576502,0.3221927274649999,0.3049578074069999,0.626525243,0.4497548194149999,0.468760234967,0.039098545,0.162196268458,0.148542551085,0.128477957,0.159996459007,0.1564152563219999,0.022611877,0.0173367009549999,0.0178933401639999,0.0003289,0.0180445674289999,0.016085113508,0.0,0.0,0.0,2.018173137,2.092468345862,2.082578030166,0.457472664,1.064165085926,0.996892944754
27,28,0.136416463,0.1763606181829999,0.170847313762,0.285341239,0.2624185342549999,0.265991997765,0.543564436,0.4665117947819999,0.477665945235,0.186692245,0.143849920944,0.150213823744,0.0986489939999999,0.118568613311,0.115778174021,0.004761081,0.008068213121,0.0075885961229999,0.003919534,0.017421868921,0.0155122914349999,0.0,0.0,0.0,2.268552709,1.7595242937209998,1.833974480644,1.901459352,1.477851472441,1.5403271931419995
28,29,0.121121298,0.1707024614059999,0.164312733578,0.207930452,0.222147487436,0.220198715787,0.478363383,0.4574840983329999,0.459598382902,0.140775372,0.159876822042,0.157361834088,0.06715508,0.0622706653939999,0.062836881699,0.00205156,0.00252560286,0.00246561783,0.00387517,0.0147732381939999,0.013388649215,0.0,0.0,0.0,1.704048741,1.69142644535,1.691812922754,1.118916142,2.135887353546,2.006351825548
29,30,0.218953373,0.129900545984,0.139921041532,0.285580197,0.171802318736,0.184715144554,0.449565004,0.508516476851,0.5021151609700001,0.205375347,0.130493750637,0.138995898358,0.08020485,0.041308568099,0.045719246196,0.001651887,0.001069548895,0.001133284112,0.011204573,0.012121034958,0.012005098614,0.0,0.0,0.0,2.253050597,1.351820630975,1.454490999064,4.371420905,1.7449059736300003,2.044478522876
30,31,0.100146705,0.103654701996,0.102879564623,0.16630576,0.181603697587,0.179042832105,0.725253433,0.4736480919999999,0.505861407072,0.125127666,0.141899577658,0.139266149655,0.041178094,0.039704119929,0.03977668245,0.0,0.000426674329,0.000368620216,0.01042653,0.006064539048,0.006628872988,0.0,0.0,0.0,1.5272250079999998,1.464094192464,1.468764676147,2.001141882,2.168314120607,2.140495404038
