fid,quadkey_L4,pop,dusaf,rete_fer,autostrad,strade_pri,strade_sec,h_mean,st_ferrov,st_metro,int_prim,int_prim_s,int_sec,scn,dsf11,dsf12,dsf13,dsf14,dsf2,dsf3,dsf4,dsf5,dsfSum,lat,lon,mov_tot,FBpop_tot
"167","120221320321",38670.8460706798,3,4368.86188010069,14336.7296797424,27948.5578525483,52918.1883412955,255.182435122544,2,0,4,44,52,136903,293090,222657,38637,71180,418907,687517,0,4289,1736277,45.6668525579962,8.9208984375,17094.0238095238,8619.93491714188
"168","120221320322",94094.7242970471,11,17332.868703878,1915.56894250699,7291.1536512536,116746.436687742,216.506795511222,8,0,6,17,151,198417,552655,291452,9562,89439,460063,334617,0,66,1737854,45.6054413455505,8.8330078125,48634.9603174603,17736.086780179
"169","120221320323",122991.943947249,11,13623.772108841,15978.171064483,7895.26537095557,118453.551616026,213.545433546553,6,0,8,16,140,255717,674880,420151,14499,120187,278512,225587,904,3134,1737854,45.6054413455505,8.9208984375,63066.0476190476,20730.8218596453
"170","120221320330",51961.0194219653,2,12748.5353227342,28673.442669401,27784.3436637351,57744.6745297109,250.220840180968,4,0,10,32,63,147791,358162,200003,14058,48261,924598,188387,693,1014,1735176,45.6668525579962,9.0087890625,24092.2936507936,10201.4547620676
"171","120221320331",67186.9397889006,2,7910.48165206499,7288.18536889068,57371.5586336316,86346.9422073161,247.332301714812,10,0,12,105,119,163781,463796,260532,8148,71969,619064,307619,1697,3452,1736277,45.6668525579963,9.0966796875,30690.2222222222,13240.2021656356
"172","120221320332",72055.4923723824,2,14453.0224238321,24046.6702021138,8887.80542425834,78065.4504773813,201.222684360527,4,0,6,22,93,198066,374369,366810,55762,96856,624193,217003,0,1759,1736752,45.6054413455505,9.0087890625,39654.1507936508,15896.7528685532
"173","120221320333",115921.171502454,11,14932.8025368634,0,18764.5723470707,86474.5566470711,198.547388059702,10,0,6,32,94,183042,484977,287244,19203,96989,472223,367306,2648,7264,1737854,45.6054413455505,9.0966796875,49074.3253968254,20739.0301759464
"174","120221321000",5481.04554197192,3,0,0,16661.0752630533,24203.1039093674,768.793730460107,0,0,0,20,25,30755,81198,14527,1330,11272,183677,1410930,9766,23577,1736277,46.0353198326706,9.18457031249999,2947.63492063492,1191.48374107049
"175","120221321001",9316.0250203684,5,8254.54156561195,0,53540.2897562836,24153.2646409219,337.118852287162,6,0,2,33,14,34540,116590,11901,945,8229,57424,556212,0,984976,1736277,46.0353198326706,9.2724609375,4183.62698412698,1420.34295705793
"176","120221321002",7604.09918355942,3,0,0,13793.2806073846,18462.032354264,568.237881354379,0,0,0,11,7,26251,104468,6217,505,13457,124374,900008,0,588825,1737854,45.9739086202249,9.1845703125,2927.04761904762,1196.85293499964
"177","120221321003",6332.37454189733,5,7340.09607613663,0,40060.3136031445,17298.4120109715,360.955024211612,2,0,0,22,13,29834,111376,9411,198,35087,105306,633076,0,843400,1737854,45.9739086202249,9.2724609375,2822.22222222222,1218.84232765166
"178","120221321010",3152.10675250553,3,0,0,45433.8137014135,20898.2805918496,941.749554449595,0,0,0,15,6,26003,59922,13152,1485,5310,158117,1494622,0,2568,1735176,46.0353198326706,9.3603515625,1153.85714285714,627.084864216226
"179","120221321011",2275.09182822704,3,0,0,5182.5797642774,14941.0522623935,1448.44405711914,0,0,0,2,3,9681,18016,1571,0,429,65868,1649658,0,735,1736277,46.0353198326706,9.4482421875,964.214285714286,355.766038063335
"180","120221321012",1794.84238598199,3,0,0,10800.1959280258,9781.54010761751,1222.01281964025,0,0,0,9,6,14748,28084,14653,1700,1498,77653,1611238,0,1926,1736752,45.9739086202249,9.3603515625,631.857142857143,561.962967286785
"181","120221321013",8681.61556799157,3,0,0,8599.18677374274,14023.3772929577,1053.22919212502,0,0,0,12,6,32595,84620,26689,297,5589,250180,1369906,0,573,1737854,45.9739086202249,9.4482421875,1882.22222222222,684.9082364699
"182","120221321020",3090.1659283936,3,0,0,25348.9000869477,8103.11468793553,800.171422856585,0,0,0,11,2,16044,47666,2467,75,514,99262,1330307,0,257563,1737854,45.9124974077792,9.1845703125,1276.8253968254,764.804586113761
"183","120221321021",5737.03955208324,3,2941.32187000975,0,25360.9594269184,21946.6162954227,683.586290116978,1,0,0,15,11,28763,104468,9515,737,8220,125647,1156789,0,332478,1737854,45.9124974077792,9.2724609375,2240.94444444444,1249.80698708121
"184","120221321022",4543.50435371138,3,1594.1240217785,0,12173.8317980819,15582.2020648772,829.387256619031,2,0,0,7,13,20310,57393,7729,16,2284,37371,1541600,0,89884,1736277,45.8510861953335,9.1845703125,1355.22222222222,1635.50985524165
"185","120221321023",16317.3175798226,3,4671.41056723906,0,31015.4386318357,35825.6926653113,647.363514666977,4,0,0,21,20,57090,194051,47070,12846,15342,165719,1280230,3108,17911,1736277,45.8510861953335,9.2724609375,6654.88095238095,2885.77008015921
"186","120221321030",10738.3323253468,3,6742.93958484338,0,20724.6514036096,20183.6145752107,875.208694720184,6,0,1,9,24,28562,89067,18319,753,6573,95891,1309317,0,216832,1736752,45.9124974077792,9.3603515625,3994.80158730159,1811.44300652084
"187","120221321031",8144.56241680682,3,0,0,33864.9218227901,12765.2630453797,1004.813072004,0,0,1,11,3,36318,116610,13781,129,7114,238311,1361895,0,14,1737854,45.9124974077792,9.4482421875,3644.43650793651,1406.751961554
"188","120221321032",52715.9659813195,3,12201.757119914,0,46655.7489998478,66507.9190693241,474.04497153043,7,0,16,56,72,90267,241350,126860,20479,33686,88949,954574,7021,262257,1735176,45.8510861953334,9.36035156249999,19737.7380952381,6341.95791117946
"189","120221321033",19164.4479405198,3,2862.84545025751,0,14261.4354744198,33826.8515631716,867.651793496652,1,0,2,14,32,51078,110742,69709,17060,16327,115608,1379974,0,26857,1736277,45.8510861953334,9.4482421875,8372.85714285714,3706.58444943522
"190","120221321100",153.242156088352,3,0,0,3727.18755554541,5547.59907666842,1844.03387862357,0,0,0,4,2,6373,7529,1967,0,2278,29403,1681466,0,13634,1736277,46.0353198326706,9.5361328125,9.76190476190476,17.7359137243352
"191","120221321101",149.032006366178,3,0,0,18370.402956487,2643.48820889118,1706.52754868907,0,0,0,1,1,7122,5014,1493,0,1250,29675,1694869,0,3976,1736277,46.0353198326706,9.6240234375,0,2.02550347136507
"192","120221321102",261.539579607546,3,0,0,5548.15888895337,7686.36576519826,1456.1900668276,0,0,0,4,4,7686,9041,1078,250,4214,126798,1595331,0,1142,1737854,45.9739086202249,9.5361328125,51.3412698412698,83.6427601956453
"193","120221321103",1451.20890226262,3,0,0,23416.8025544453,14495.3124260948,1001.15217714441,0,0,1,12,5,12681,31317,2899,2492,1050,109811,1583621,0,6664,1737854,45.9739086202249,9.6240234375,511.071428571429,156.186941705401
