fid,quadkey_L4,pop,dusaf,rete_fer,autostrad,strade_pri,strade_sec,h_mean,st_ferrov,st_metro,int_prim,int_prim_s,int_sec,scn,dsf11,dsf12,dsf13,dsf14,dsf2,dsf3,dsf4,dsf5,dsfSum,lat,lon,mov_tot,FBpop_tot
"39","120221303310",0,3,0,0,0,0,2566.62671563242,0,0,0,0,0,129,428,0,0,0,2582,1469865,0,897,1473772,46.2809646824536,9.7119140625,0,0
"40","120221303311",302.427041827934,3,0,0,0,9603.76832006209,2174.19003902805,0,0,0,0,6,5734,8434,300,6216,0,37544,1674216,0,11144,1737854,46.2809646824536,9.7998046875,3.14285714285714,61.1898190251835
"41","120221303312",0,3,0,0,0,2819.52287622457,1987.06287887594,0,0,0,0,0,2449,1798,0,0,0,31847,1690553,10806,172,1735176,46.2195534700078,9.7119140625,0,130.642411355314
"42","120221303313",1.91304802894592,3,0,0,0,154.697979755152,1932.9052210825,0,0,0,0,0,5384,2455,0,83,0,49633,1680375,1886,1845,1736277,46.2195534700078,9.7998046875,0,251.272984793266
"43","120221303320",21850.9044357527,3,7011.36538739224,0,44828.349200596,46482.0564715332,917.243947150983,2,0,1,53,46,67899,172820,53556,4612,6714,346858,1141172,0,12122,1737854,46.1581422575621,9.5361328125,6177.86507936508,2005.99961072623
"44","120221303321",10780.6671723863,3,7862.64805619939,0,47320.8797309703,46957.8625492139,633.778676535508,2,0,1,45,36,58069,114961,61511,9756,4075,302004,1226049,0,19498,1737854,46.1581422575621,9.6240234375,3805.71428571429,1377.4371843236
"45","120221303322",781.884373899549,3,0,0,20467.9632765754,14683.0550210184,1274.19688265509,0,0,0,9,1,14938,17145,725,0,127,109302,1609953,0,602,1737854,46.0967310451164,9.5361328125,2923.38095238095,1248.66640258752
"46","120221303323",346.862973247655,3,0,0,14884.5947334732,2538.86248565939,1426.64616466612,0,0,0,0,0,7777,4842,132,0,181,96036,1636630,0,33,1737854,46.0967310451164,9.6240234375,537.428571428571,566.275111321747
"47","120221303330",9060.66970922891,3,6817.01959940707,0,32001.5790243563,46487.3394079452,712.744122892216,1,0,0,47,22,46398,95343,42741,4588,5310,431930,1133921,0,22919,1736752,46.1581422575621,9.7119140625,2841.8253968254,890.291038200533
"48","120221303331",4094.54336172875,3,7112.36984236685,0,29477.294749349,49759.5705806529,681.602027182312,2,0,0,39,32,44001,67824,54968,8492,20887,408063,1163378,0,14242,1737854,46.1581422575621,9.7998046875,1738.59523809524,1041.24181407702
"49","120221303332",41.3872585296631,3,0,0,2946.38112470227,5622.65442195524,1788.18599337579,0,0,0,2,3,3979,4001,0,0,0,71404,1660192,0,1155,1736752,46.0967310451164,9.7119140625,0,110.48202955107
"50","120221303333",0,3,0,0,0,227.614719011802,1767.43540250441,0,0,0,0,0,3875,1398,0,0,0,41508,1694919,0,29,1737854,46.0967310451164,9.7998046875,0,151.709807070473
"51","120221310231",0,3,0,0,0,1221.97043546951,2127.64927622024,0,0,0,0,1,180,0,421,0,0,0,22435,0,11698,34554,46.649431957128,10.1513671875,0,0
"52","120221310232",0,3,0,0,0,0,2426.98944314191,0,0,0,0,0,0,0,0,0,0,0,258647,0,247,258894,46.5880207446822,10.0634765625,0,56.7766435449456
"53","120221310233",0.155721664428711,3,0,0,0,10670.0183740604,2329.05943895266,0,0,0,0,3,1707,0,499,0,0,4803,1450375,0,116331,1572008,46.5880207446822,10.1513671875,0,173.84027520685
"54","120221310320",0,3,0,0,0,0,2218.04174589958,0,0,0,0,0,0,0,0,0,0,91,102354,0,5559,108004,46.649431957128,10.2392578125,0,0
"55","120221310322",0,3,0,0,0,0,2320.85349319865,0,0,0,0,0,776,0,126,0,0,3429,1212486,0,16795,1232836,46.5880207446823,10.2392578125,0,1.87622762946088
"56","120221310323",108.812416315079,3,0,0,0,0,2393.03577601819,0,0,0,0,0,0,0,0,0,0,0,34565,0,0,34565,46.5880207446822,10.3271484375,0,0
"57","120221312010",0,3,0,0,0,0,2584.46055293237,0,0,0,0,0,3048,312,0,0,74831,18780,995669,0,704,1090296,46.5266095322365,10.0634765625,1.07936507936508,223.828625916403
"58","120221312011",5723.47709060088,3,0,0,11029.0221218889,28583.9612949357,2155.30663383688,0,0,0,9,15,28101,64331,6420,2607,135495,375678,1145328,0,7995,1737854,46.5266095322365,10.1513671875,5351.73015873016,1295.19024113073
"59","120221312012",0,3,0,0,0,8662.08663098139,2510.08188676543,0,0,0,0,2,3312,642,359,0,966,53676,1123382,0,2954,1181979,46.4651983197908,10.0634765625,0,35.1615504585463
"60","120221312013",9.90045762062073,3,0,0,0,1514.71140563722,2588.47794752294,0,0,0,0,1,1967,1457,155,683,633,14657,1715523,0,3169,1736277,46.4651983197908,10.1513671875,22.7222222222222,124.977642554718
"61","120221312020",0,3,0,0,0,0,2842.08132694508,0,0,0,0,0,13,0,0,0,0,0,36700,0,0,36700,46.403787107345,9.8876953125,0,6.64139493317364
"62","120221312021",48.7918465137482,3,0,0,0,0,2756.55375881186,0,0,0,0,0,5,0,0,0,0,0,32253,0,0,32253,46.403787107345,9.9755859375,0,0
"63","120221312022",0,3,0,0,0,0,2786.92501513733,0,0,0,0,0,164,286,0,0,0,0,1604147,0,5815,1610248,46.3423758948993,9.8876953125,0,0.644963413038888
"64","120221312023",0,3,0,0,0,48.7227361216852,2702.1982485976,0,0,0,0,0,608,0,2599,0,0,0,963129,0,41956,1007684,46.3423758948993,9.97558593750001,0,0
"65","120221312030",26.412294883281,3,0,0,0,0,2248.29694247032,0,0,0,0,0,0,0,0,0,0,0,154629,0,1291,155920,46.403787107345,10.0634765625,0,0
"66","120221312031",1.66213631629944,3,0,0,0,0,2551.9295712569,0,0,0,0,0,845,0,144,0,0,229,932881,2373,8729,944356,46.403787107345,10.1513671875,0,0
"67","120221312032",2100.14500136394,3,0,0,0,0,1741.75153179047,0,0,0,0,0,0,0,0,0,0,0,6956,0,0,6956,46.3423758948993,10.0634765625,733.134920634921,174.74097457404
"68","120221312033",0,3,0,0,0,6024.95423166549,2335.23201147391,0,0,0,0,1,2308,1815,0,0,0,36098,1540413,1817,5257,1585400,46.3423758948993,10.1513671875,0,0
"69","120221312100",0,3,0,0,2460.01505077061,15043.7534121417,2338.95266545491,0,0,0,0,4,4496,357,3129,4141,0,73385,1584143,0,72699,1737854,46.5266095322365,10.2392578125,0,52.0406843703759
"70","120221312101",0,3,0,0,2741.01889112462,17571.2418644501,2294.69354592444,0,0,0,0,3,5341,681,1565,512,0,8390,1456703,0,95270,1563121,46.5266095322365,10.3271484375,0,94.6256765931947
"71","120221312102",1130.34480835497,3,0,0,13996.8560477017,2510.50028402119,2129.2660814189,0,0,0,4,0,11572,12869,759,474,262,159667,1553750,0,8496,1736277,46.4651983197908,10.2392578125,385.880952380952,146.180889627522
"72","120221312103",5774.95836016536,3,0,0,25639.7054180965,28205.4209640389,1752.42850625717,0,0,0,32,16,33905,93597,21362,2867,44187,280656,1276345,0,16162,1735176,46.4651983197908,10.3271484375,2703.57936507937,834.193108563868
"73","120221312110",0,3,0,0,14265.7921167516,0,2599.39627990579,0,0,0,0,0,4600,846,0,0,1443,5311,1326840,0,814,1335254,46.5266095322365,10.4150390625,0,34.9197879462911
"74","120221312111",70.4767690896988,3,0,0,0,0,2606.19979306466,0,0,0,0,0,4380,0,0,0,0,0,53326,0,0,53326,46.5266095322365,10.5029296875,0,0
"75","120221312112",4756.89379674196,3,0,0,8597.02336745238,22177.5280486659,1910.64586427999,0,0,0,4,10,23549,54852,2049,589,44825,259971,1366382,0,7609,1736277,46.4651983197908,10.4150390625,2183.5873015873,678.95906301553
"76","120221312113",0,3,0,0,0,5454.61940395255,2685.06735267341,0,0,0,0,0,1918,0,0,0,0,22400,1683395,0,3428,1709223,46.4651983197908,10.5029296875,0,6.82428105451576
"77","120221312120",0,3,0,0,0,183.587063484962,2514.91378235705,0,0,0,0,0,2189,1324,191,0,0,17404,1714116,0,4819,1737854,46.403787107345,10.2392578125,0,0
"78","120221312121",1101.49176958203,3,0,0,14415.6179403808,16750.3253715256,2039.16783670978,0,0,0,7,12,9399,14675,2025,12833,198,103447,1590953,0,12621,1736752,46.403787107345,10.3271484375,455.119047619048,234.952610545121
"79","120221312122",0,3,0,0,0,14632.0716213336,1919.31554242739,0,0,0,0,1,10495,3380,437,148,0,206839,1520470,430,6150,1737854,46.3423758948993,10.2392578125,0,70.8571693980225
"80","120221312123",4845.9660455361,3,0,0,20180.9659171974,27563.9007988142,1544.61843222514,0,0,3,20,20,19820,46725,15945,3291,2341,242458,1412879,0,13113,1736752,46.3423758948993,10.3271484375,1604.19841269841,457.398257408459
"81","120221312130",0,3,0,0,715.105459129059,0,2531.84363091425,0,0,0,0,0,1660,65,0,0,20108,25131,1687951,0,4599,1737854,46.403787107345,10.4150390625,0,141.594961688094
"82","120221312131",155.786821365356,3,0,0,12898.8853666347,8409.60802834673,2385.17500895174,0,0,0,5,2,9330,10823,0,709,46105,117438,1561934,624,221,1737854,46.403787107345,10.5029296875,228.920634920635,44.9409069988541
"83","120221312132",35.6656122207642,3,0,0,0,2508.14476308859,2299.97538570218,0,0,0,0,0,2046,2136,0,0,0,66593,1668972,0,153,1737854,46.3423758948993,10.4150390625,0,13.1459750037012
"84","120221312133",0,3,0,0,9370.68274912875,0,2631.47295582222,0,0,0,0,0,1924,0,490,0,0,444,1561258,1558,8220,1571970,46.3423758948993,10.5029296875,0,0
"85","120221312200",5042.9405695335,3,0,0,5392.75408585635,34166.8898195078,1729.05583728775,0,0,0,6,20,25794,63406,6416,20283,3904,122635,1500164,4583,16463,1737854,46.2809646824536,9.8876953125,1514.53174603175,379.153926933344
"86","120221312201",0,3,0,0,0,2014.87578763078,2483.23351456252,0,0,0,0,0,1154,555,441,0,0,1249,1488361,11132,9547,1511285,46.2809646824536,9.9755859375,0,0.716345054843625
"87","120221312202",1162.26430860395,3,0,0,14060.8565715902,11966.6507002323,1500.2707440529,0,0,0,12,9,14011,20451,2565,540,324,76345,1628179,0,7873,1736277,46.2195534700078,9.8876953125,264.952380952381,645.581990752313
"88","120221312203",5.80150780826807,3,0,0,0,13310.6233897713,1969.98505507771,0,0,0,0,3,4616,1569,227,0,0,35549,1691783,827,5221,1735176,46.2195534700078,9.9755859375,0,202.621206590504
"89","120221312210",752.661361254752,3,0,0,0,1689.17365071236,1753.55765694772,0,0,0,0,0,188,0,0,0,0,0,277590,0,1017,278607,46.2809646824536,10.0634765625,376.896825396825,125.059886797967
"90","120221312211",394.654091477394,3,0,0,0,0,2095.51425956825,0,0,0,0,0,361,0,0,0,0,11904,735808,0,2411,750123,46.2809646824536,10.1513671875,142.880952380952,103.686748414524
"91","120221312212",10.3132311701775,3,0,0,0,7134.01379349335,1932.79957642676,0,0,0,0,2,5116,2394,0,0,0,34397,1250731,0,1625,1289147,46.2195534700078,10.0634765625,0,193.515547814896
"92","120221312213",12779.2796406671,3,7651.27658686816,0,16302.4858505992,46613.6732153829,977.548458188232,5,0,0,24,36,44962,104800,33109,1290,5685,296862,928653,0,14136,1384535,46.2195534700078,10.1513671875,4737.21428571429,1295.86976340389
"93","120221312220",28462.9340227646,3,7127.13680049828,0,33547.536203721,89778.1420369068,699.936690217854,1,0,0,51,91,79149,177306,79465,5776,19498,366442,1070929,0,18438,1737854,46.1581422575621,9.8876953125,11185.7857142857,2886.93602819672
"94","120221312221",9339.09471591772,3,7108.6512343194,0,27607.0405646944,63996.2476327352,758.107555325803,3,0,0,39,45,56196,118436,31697,3689,5222,462272,1102041,0,13395,1736752,46.1581422575621,9.9755859375,3523.60317460317,1132.32053422126
"95","120221312222",0,3,0,0,0,6287.09196377787,1812.79269880281,0,0,0,0,3,5000,1249,1494,0,0,37805,1678432,0,18874,1737854,46.0967310451164,9.8876953125,0,212.841682280835
"96","120221312223",0,3,0,0,0,899.095143365643,2085.26278981919,0,0,0,0,0,1265,519,987,0,0,12387,1718490,0,4369,1736752,46.0967310451164,9.9755859375,0,111.14724650637
"97","120221312230",4807.79588453099,3,7442.44235042814,0,22124.7005057737,50384.4686688582,816.490048384785,2,0,0,25,28,43299,86265,22006,9026,3564,460952,1139290,755,15996,1737854,46.1581422575621,10.0634765625,1989.7380952381,730.129671658109
"98","120221312231",3022.01227095816,3,1905.04378371843,0,20415.9081588219,32754.2858590302,1255.38922601393,1,0,0,18,18,29035,71000,5784,1963,53443,262053,1333895,4945,4771,1737854,46.1581422575621,10.1513671875,2100.92857142857,856.289066997322
"99","120221312232",0,3,0,0,0,0,2135.49628013086,0,0,0,0,0,678,0,88,0,0,6466,1722273,0,9027,1737854,46.0967310451164,10.0634765625,0,78.4626888039989
"100","120221312233",0.312150076031685,3,0,0,0,4948.59840108277,1988.15559893486,0,0,0,0,1,3284,517,1157,0,2177,13689,1686660,832,32822,1737854,46.0967310451164,10.1513671875,0,68.1425833994657
"101","120221312300",6447.92733052891,3,0,0,15069.7606703901,38853.4441856491,1380.26266551408,0,0,0,21,26,34158,56172,19143,1680,3128,239901,1405906,0,11924,1737854,46.2809646824536,10.2392578125,2131.07142857143,637.188588887264
"102","120221312301",731.488668169826,3,0,0,3981.47136607486,13980.7647592295,1982.5140699716,0,0,0,5,4,7673,6460,859,102,4,102962,1614343,4594,7428,1736752,46.2809646824536,10.3271484375,225.238095238095,262.857621601397
"103","120221312302",2598.8682556781,3,0,0,12763.2380875102,38570.6198782013,1332.27221369195,0,0,0,18,25,22186,30652,8725,3386,2528,267470,1411771,0,11745,1736277,46.2195534700078,10.2392578125,827.563492063492,547.476111292308
"104","120221312303",830.76701091975,3,0,0,5668.94587009597,18597.7695747331,1576.40641915884,0,0,0,3,8,11714,14039,1549,0,807,231085,1485537,0,2159,1735176,46.2195534700078,10.3271484375,253.428571428571,277.992275222941
"105","120221312310",4.40486742556095,3,0,0,0,2469.65305385179,2134.96967185235,0,0,0,0,0,4204,1441,0,0,0,80934,1653213,0,2266,1737854,46.2809646824536,10.4150390625,0,34.5652899016087
"106","120221312311",2274.36514886469,3,0,0,22794.6357447283,19018.7839175939,1921.35553131533,0,0,0,12,7,20355,64528,6136,1080,11542,206446,1445541,857,1724,1737854,46.2809646824536,10.5029296875,1015.76984126984,332.415812818539
"107","120221312312",1476.62049163692,3,0,0,10394.0467178246,18450.9761923384,1715.77458118024,0,0,0,7,9,13642,33862,8875,115,2231,169787,1516181,0,5226,1736277,46.2195534700078,10.4150390625,796.595238095238,299.360192071721
"108","120221312313",342.971855707467,3,0,0,1596.28658311646,12330.5664078503,2070.14112854409,0,0,0,5,7,7445,16139,4373,1320,28794,56218,1598491,0,23869,1729204,46.2195534700078,10.5029296875,721.436507936508,256.069608236716
"109","120221312320",1887.46929621696,3,0,0,7630.66127964033,29741.4354410604,1532.07648245751,0,0,0,8,11,13162,29016,3168,180,1135,241844,1462222,0,289,1737854,46.1581422575621,10.2392578125,696.468253968254,388.145849320248
"110","120221312321",6108.5951577276,3,7749.56820400665,0,12542.7978772729,44757.9166602262,1068.39884844565,3,0,0,12,35,28107,59421,35602,3686,3522,238957,1384410,0,11154,1736752,46.1581422575621,10.3271484375,2469.6746031746,719.588266084328
"111","120221312322",23.5086720306426,3,0,0,2473.06619318137,3304.64060320703,2001.21817604465,0,0,0,0,3,2765,1683,269,0,0,36099,1693914,0,5889,1737854,46.0967310451164,10.2392578125,0,48.6816348579722
"112","120221312323",6859.64875942003,3,9735.98089001866,0,33905.3487711781,26943.5438251972,955.589554885813,4,0,0,27,20,33751,71467,23471,781,4112,219349,1410359,0,7213,1736752,46.0967310451164,10.3271484375,1940.04761904762,603.970842642967
"113","120221312330",0,3,0,0,0,4038.82668593823,2214.76808705155,0,0,0,0,1,2289,223,248,0,0,14857,1710726,0,11800,1737854,46.1581422575621,10.4150390625,0,110.475469064402
"114","120221312331",0,3,0,0,0,0,2812.74516495608,0,0,0,0,0,245,0,1136,0,0,1885,1695029,922,35299,1734271,46.1581422575621,10.5029296875,0,0
"115","120221312332",1309.87074491382,3,0,0,8216.48765081558,8731.36625019724,1728.62013363781,0,0,0,5,4,11941,18378,1352,232,1499,124938,1590806,462,187,1737854,46.0967310451164,10.4150390625,216.071428571429,133.95846753545
"116","120221312333",0,3,0,0,0,453.217897015719,2304.17379761012,0,0,0,0,0,1147,600,767,0,0,13311,1340703,7433,24590,1387404,46.0967310451164,10.5029296875,0,0
"117","120221313002",0,3,0,0,0,0,3021.96785222873,0,0,0,0,0,1179,0,0,0,0,0,899508,0,863,900371,46.4651983197908,10.5908203125,0,0
"118","120221313020",0,3,0,0,0,965.048356439392,2995.76171693326,0,0,0,0,1,1141,0,835,0,216,3255,1345287,0,1186,1350779,46.4037871073451,10.5908203125,0,0
"119","120221313022",0,3,0,0,0,0,2503.12864503062,0,0,0,0,0,1148,0,0,0,0,0,124461,0,120,124581,46.3423758948993,10.5908203125,0,0.478601635041152
"120","120221313200",346.768692091107,3,0,0,3186.90010228542,361.29269756444,2205.43535813894,0,0,0,0,0,12530,4662,3571,361,8659,12946,508839,0,865,539903,46.2809646824536,10.5908203125,583.714285714286,173.076082358135
"121","120221313202",0,3,0,0,0,0,2372.96827952322,0,0,0,0,0,1190,0,0,0,2478,61,337464,0,210,340213,46.2195534700078,10.5908203125,0,44.4251397424811
"122","120221313220",0,3,0,0,0,0,2688.30273154177,0,0,0,0,0,125,0,0,0,0,0,143685,0,0,143685,46.1581422575621,10.5908203125,0,0
"123","120221313222",0,3,0,0,0,0,2492.34361676817,0,0,0,0,0,23,0,0,0,0,0,11940,0,0,11940,46.0967310451164,10.5908203125,0,0
"124","120221320011",5307.71473654243,3,7545.84159357274,0,28688.9976803044,26012.2831573982,372.586241513342,3,0,0,23,9,29877,128878,4433,706,6911,47333,767806,0,366587,1322654,46.0353198326706,8.7451171875,2141.70634920635,1292.07808503688
"125","120221320012",5502.11921839416,5,4777.87321814105,0,9795.36951988168,13854.0011000382,299.749274526446,2,0,0,18,12,26039,93621,6949,2468,10445,36689,104589,0,412864,667625,45.9739086202249,8.6572265625,2173.83333333333,1330.39871682023
"126","120221320013",23847.942557022,3,5420.58978941378,0,46051.7656576363,49064.9601297477,372.786889565742,1,0,1,44,33,70386,268313,62061,5589,18460,169931,1019402,0,174579,1718335,45.9739086202249,8.7451171875,11752.1746031746,3465.05216468265
"127","120221320021",26694.6497404054,5,0,0,3793.1598760142,4006.89384909774,211.583423009085,0,0,0,2,2,48514,46639,245,70,13612,11950,59636,1253,488976,622381,45.9124974077792,8.5693359375,14687.9285714286,4455.23636984254
"128","120221320023",5514.47842525132,5,0,0,3532.88892958716,793.632872256702,313.815684865021,0,0,0,2,0,33008,28245,1697,0,6128,7368,43296,0,471309,558043,45.8510861953335,8.5693359375,3390.64285714286,1804.95341773863
"129","120221320030",17078.0644020019,3,14075.7509464727,0,40170.8759361773,21223.349975714,466.003922065025,7,0,0,25,13,58466,195957,50479,5682,19226,110983,1165399,0,177669,1725395,45.9124974077792,8.6572265625,5784.40476190476,2603.19584619874
"130","120221320031",10378.4293483663,3,0,0,44163.194253588,26143.5569944077,492.473711982787,0,0,1,28,14,47582,160017,39364,1610,8392,190892,1335049,0,1428,1736752,45.9124974077792,8.7451171875,5680.19047619048,2406.88233710799
"131","120221320032",33152.2386131752,3,20361.7327405704,0,56660.3780038865,50806.8004897637,251.188299923407,18,0,3,70,46,113518,407770,119217,5774,42120,394041,662814,18886,85655,1736277,45.8510861953334,8.6572265625,13692.2936507937,4462.91147309115
"132","120221320033",19715.1462254077,3,8122.10229574278,0,18859.7167849476,25894.660995829,542.204394594683,5,0,1,28,20,64675,243046,55367,2433,42063,126843,1117136,26149,122139,1735176,45.8510861953335,8.7451171875,7227.77777777778,3731.21909421398
"133","120221320100",3429.42743986845,3,0,0,3691.15376809315,1964.84794327902,919.349839545706,0,0,0,2,0,3264,9171,265,0,0,17385,685476,0,0,712297,46.0353198326706,8.8330078125,481.142857142857,955.95880299272
"134","120221320102",20418.1239841431,3,0,0,27553.4467404756,16238.2620919397,499.265904908816,0,0,0,16,7,32463,152744,11254,1532,9790,38510,819947,436,16628,1050841,45.9739086202249,8.8330078125,8316.6746031746,3572.03198021089
"135","120221320103",35049.447627604,5,0,0,6123.84685293679,215.764467021378,374.285843504984,0,0,0,1,0,3285,15867,1046,0,724,481,35687,6,62908,116719,45.9739086202249,8.9208984375,24132.5238095238,8126.46055459749
"136","120221320110",25319.0765135288,3,0,0,3162.31808373743,2745.68936671201,722.848076318157,0,0,0,2,0,2993,8408,420,0,0,19782,445921,0,132939,607470,46.0353198326706,9.0087890625,7915.75396825397,3685.1811058714
"137","120221320111",7253.08619266748,3,0,0,22852.3028303705,8347.89385034841,740.805815378012,0,0,0,10,6,26091,81534,8481,3219,15529,81836,1170259,0,344589,1705447,46.0353198326706,9.0966796875,3915.19047619048,1296.85287399496
"138","120221320112",7313.39406646788,3,0,0,8792.58188247795,21391.5931167846,762.270469486034,0,0,0,6,14,14460,63594,3773,3099,5356,105875,666511,0,53049,901257,45.9739086202249,9.0087890625,4115.40476190476,3131.31177784305
"139","120221320113",7964.78148792975,3,0,0,41407.6372639743,17221.0400645447,860.672672499674,0,0,0,14,3,35682,145573,8631,1422,4768,258640,1299471,0,19349,1737854,45.9739086202249,9.0966796875,3214.69047619048,1295.15595927076
"140","120221320120",9266.22549882391,3,0,0,38923.3948402227,22034.1517167529,641.822996552797,0,0,0,16,7,37434,122745,12613,3161,10129,91585,1472525,10632,14464,1737854,45.9124974077792,8.8330078125,7156.38888888889,3135.38384367265
"141","120221320121",9738.31801620219,3,3854.22137755453,0,17363.0621133728,10191.4649594451,505.5178017701,3,0,0,13,5,23485,83139,7197,7601,6475,37379,459637,65,123869,725362,45.9124974077792,8.9208984375,4521.56349206349,2740.66947797037
"142","120221320122",54705.9939702218,3,7954.79593504717,0,27553.2075448087,71425.3754305147,494.428557817425,10,0,4,37,74,118480,440971,109979,10828,70580,170563,931712,1204,440,1736277,45.8510861953334,8.8330078125,19228.2380952381,7229.28873780761
"143","120221320123",30043.6949961903,3,8211.52916089556,0,31421.1763603847,44897.9036974456,416.440370215207,8,0,3,45,37,70072,244507,50560,27423,15528,286468,614797,0,2755,1242038,45.8510861953335,8.9208984375,12686.4444444444,5908.65348351415
"144","120221320130",8328.48986637592,3,0,0,803.031236826236,0,802.87676715613,0,0,0,0,0,557,432,0,0,0,12000,170171,0,0,182603,45.9124974077792,9.0087890625,2580,1612.5562774963
"145","120221320131",2191.87875820696,3,0,0,21338.8229538954,7320.34516196729,815.772992498212,0,0,0,4,3,14577,45101,1601,0,1327,99409,1169070,0,135453,1451961,45.9124974077792,9.0966796875,1513.42857142857,886.79405354183
"146","120221320132",48903.1236508265,3,2728.96621386878,4943.02263940797,7701.97143402078,10703.84558335,431.272201367462,1,0,1,7,11,22688,87919,25149,486,9146,51332,148462,0,938,323432,45.8510861953334,9.0087890625,20362.2777777778,7437.29947276293
"147","120221320133",19624.9904019684,3,398.280340738809,381.592944553724,23137.8147876386,52240.8597732062,556.04529627564,0,0,3,27,29,45622,185294,24651,818,25638,50755,1024363,0,385317,1696836,45.8510861953334,9.0966796875,6644.16666666667,4077.90348999646
"148","120221320201",15171.4174669869,5,3859.69570459331,0,16158.8346168061,23085.5825757824,235.327290446142,1,0,0,18,21,59522,141386,29148,1043,27455,171557,227306,14944,388052,1000891,45.7896749828877,8.5693359375,5469.94444444444,2519.33511788193
"149","120221320203",20477.7599096671,5,3210.88591370945,0,618.804052185531,8415.13175993004,253.106935078012,0,0,0,3,4,75674,33094,5952,129,11834,23773,97954,3583,113776,290095,45.728263770442,8.5693359375,11143.373015873,4157.70063379559
"150","120221320210",15795.7249167378,3,8920.03114709243,0,45393.7547930553,34648.9098148656,268.412472109678,7,0,3,44,24,80871,228018,96760,21818,53462,336543,812460,1690,187103,1737854,45.7896749828877,8.6572265625,8009.73015873016,3365.71774218959
"151","120221320211",19621.25573909,3,2105.37454986358,0,29932.4478375983,38422.9581488344,272.777959408545,0,0,0,43,28,74280,255183,105573,2772,37704,321736,501678,108082,404024,1736752,45.7896749828877,8.7451171875,8882.28571428571,4685.41041500548
"152","120221320212",29133.4698871747,3,10579.5153502314,8273.73447535733,27592.6705833716,46584.6428945296,261.651643791375,6,0,5,29,47,99949,220532,111789,2542,23750,177798,808963,9381,68053,1422808,45.728263770442,8.6572265625,13189.2301587302,4573.943140908
"153","120221320213",16510.5588146299,3,8682.97777891016,8639.24063871385,29608.8864257863,43278.8003515438,301.598659059217,1,0,0,40,35,74826,228013,92238,11319,15593,370176,1014487,2064,2862,1736752,45.728263770442,8.7451171875,7027.72222222222,4461.53013479208
"154","120221320230",16340.1430431092,3,0,0,5156.21739073853,21680.2623063769,234.228991793035,0,0,0,6,14,66641,79287,26269,1759,3723,99562,456471,0,48839,715910,45.6668525579963,8.6572265625,7879.14285714286,3794.29511057944
"155","120221320231",52336.5029837589,3,18007.3979056671,7049.93687344676,33611.1477003435,81038.5611469528,257.692743283122,11,0,6,41,106,167022,435088,328536,14569,58966,187728,707132,3023,134,1735176,45.6668525579963,8.7451171875,26997.7380952381,9915.26999099882
"156","120221320232",18973.1319564134,3,0,0,0,8449.07826975421,197.008411134721,0,0,0,0,8,71976,8637,5613,2577,10276,46201,151969,82,21582,246937,45.6054413455505,8.6572265625,7294.87301587302,2904.36067846054
"157","120221320233",36002.011446869,3,9652.7273030597,0,38925.1372609984,72380.1288370147,205.562135509336,2,0,5,43,92,175245,296295,476078,44863,41892,314228,533676,719,18418,1726169,45.6054413455505,8.7451171875,18771.1428571429,7719.37440999352
"158","120221320300",65707.126564485,3,16018.6162798148,13798.6771646666,53546.8447856539,84536.4159145137,339.300296714893,6,0,10,53,88,149168,484491,229029,8112,71740,338542,583254,5379,17307,1737854,45.7896749828877,8.8330078125,37891.0952380952,12003.4172401596
"159","120221320301",41401.9439001795,3,4673.99290699861,0,42863.79622858,52394.5866762577,392.626327178302,2,0,5,52,63,101183,395207,95816,8915,42450,455162,740198,0,106,1737854,45.7896749828877,8.9208984375,22732.4365079365,8838.33039901538
"160","120221320302",44333.3507799115,3,7560.57838792986,13888.4762751688,42397.5448338901,71322.551418825,327.788584929528,6,0,4,62,71,137399,463844,180262,6475,45406,336293,703880,0,1694,1737854,45.728263770442,8.8330078125,20855.126984127,8423.78534086787
"161","120221320303",35220.7536871172,3,7804.72363842249,0,23819.5780935078,54132.6774888598,328.353486959868,4,0,3,35,57,104125,324682,131766,3756,57142,244384,975842,0,282,1737854,45.7282637704419,8.9208984375,15160.0555555556,6845.55538350192
"162","120221320310",50296.7451659178,3,3652.57394441302,12178.7167707486,40106.0363704227,72015.4311039985,366.723319370938,1,0,6,60,55,124172,407736,196997,22898,54756,441089,604745,0,1918,1730139,45.7896749828877,9.0087890625,21917.4841269841,9961.1400177829
"163","120221320311",92063.5268653813,3,25561.3828874649,8180.5281742587,25290.1890233931,120081.386902278,363.158579890062,12,0,3,46,137,149358,497081,222425,9815,84419,202928,672394,7006,41786,1737854,45.7896749828877,9.0966796875,44503.746031746,13688.7904400467
"164","120221320312",54269.0718942001,2,7315.68513950288,14325.9890378153,46645.3272142357,69098.3767696519,319.346966341275,4,0,15,96,73,141437,465327,180381,11074,80017,552617,447008,0,328,1736752,45.728263770442,9.0087890625,23225.126984127,8876.42614697525
"165","120221320313",66171.7263398627,11,9476.50262811106,0,32939.7358846173,98091.4385008165,310.141643342247,3,0,2,53,98,161133,490890,200676,17158,77143,479158,471241,202,1386,1737854,45.728263770442,9.0966796875,27320.1031746032,10979.5276591406
"166","120221320320",88859.1126838834,11,10270.9300706618,29428.7901571615,26340.4453195053,122683.915505609,257.587883468004,4,0,12,44,163,232184,565993,417060,4033,92558,344578,310500,0,1555,1736277,45.6668525579962,8.8330078125,43951.3412698413,15028.2012814357
