Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Final Score,Borda Count Voting
h_mean,-0.32532107135442556,-0.5347164305622685,-0.33930159178084873,19.482006122458515,0.00021968056877678238,34,3,79
aspect_major,-0.018169615948133513,-0.006457220823919313,-0.01330285303504753,0.7178191804847152,2.305611235707519e-05,33,5,86
slope_mean,-0.246537107767403,-0.2889855485741028,-0.19111211844115014,11.877026548987706,2.9461632383618288e-05,32,3,73
pop,-0.1703661492644647,0.051959928792458365,0.02375429669463707,7.298528940581968,2.9955001154525098e-05,31,6,108
int_prim_sec,0.04000168137433895,0.0050785735665255394,0.00819585849443482,4.77783589050057,6.577058523876601e-06,30,5,92
int_sec,-0.12387928055141956,0.03828325123401536,0.034512695158941196,4.515268213274004,2.4647504522391797e-05,29,6,104
highway,-0.07223470491724353,0.03858921792638705,0.02950485493221377,0.644050467409136,9.936682926398469e-06,28,5,83
prim_road,0.026296776248504662,-0.07933082824900464,-0.0589531676552564,3.3244685638317555,1.9947298204520997e-05,27,6,89
sec_road,-0.21131970753260737,-0.015725262472672506,-0.013230963539551815,9.516057296578179,3.077321536557663e-05,26,5,85
farm_pigs,0.17148177476363863,0.01449810455060841,0.015101710654180762,2.483959177430813,1.203201828427764e-06,25,5,87
farm_poultry,-0.05642426027438822,0.038649132689768495,0.03210143067426516,0.3027249072162383,6.291756816838197e-06,24,4,74
farm_sheep,-0.07278552786610687,-0.034662008823731646,-0.020788348124233906,1.4111884213220516,2.016908107290425e-06,23,5,69
ndvi,0.28596168166153557,0.17975138457264878,0.13131101813110183,16.461911342379228,5.28548480689339e-05,22,6,131
temp_2m,0.4063238237372749,0.3203313549386671,0.2646516967965208,30.9600025439205,7.119662276901897e-05,21,6,158
press,0.38049788575037347,0.42877900948798325,0.27259306911608605,27.402153171449022,0.002194901058303719,2,5,118
aod_047,0.47448987575204515,0.7489033457989248,0.5623921761873087,41.42513698284543,0.00021663040050088456,3,5,139
nh3_cams,0.9158483959299578,0.903405441066685,0.7426778242677825,725.7827833934704,0.035850536171738764,4,5,178
no_cams,-0.1051181242570336,0.5089636972864111,0.3133193863319387,2.961445069085623,0.0029727450600042678,11,6,134
co_cams,0.66807436870755,0.826643691730759,0.6746861924686194,112.10091379253336,0.0047396960736746105,5,6,168
pm10_cams,0.7453772362355643,0.9022127120262503,0.7386331938633195,186.1891598931692,0.061274797241203494,6,6,187
pm25_cams,0.7197225007139124,0.8949113699890622,0.7285913528591353,164.2806595907444,0.05736115257083307,7,6,184
no2_cams,0.1588145811530357,0.6896109307453253,0.4057182705718271,2.4138814309150334,0.0021737366642420055,8,6,129
nmvocs_cams,0.1976126897787213,0.7669048073751279,0.547489539748954,4.418186779307753,0.004258409206589613,9,6,147
so2_cams,-0.20227383047500747,-0.13952846403583394,-0.11324965132496514,9.733797242069949,0.0015003234318475512,10,6,88
o3_cams,-0.1561751519019418,-0.5840509383843469,-0.38974895397489545,1.7763764687886876,0.014742281594043189,17,4,64
no2_int,0.16546485448664827,0.4586833104741401,0.21122733612273364,2.189173666260942,0.05525437725081543,12,6,140
nox_int,0.38126381195749937,0.6061763225055989,0.29546722454672253,21.23206226266691,0.039505078678899956,13,6,168
o3_int,-0.8988009298802127,-0.8768633135991942,-0.688563458856346,590.487837417633,0.29433271528086097,14,3,87
pm10_int,0.8753230355122004,0.9502682338235037,0.8020223152022317,453.0195200899577,0.10187148871511008,15,6,203
pm25_int,0.807592761809311,0.8490260247573741,0.6013249651324966,266.130814134633,0.28729195142296343,16,6,193
so2_int,0.18424562089653856,0.3754466223371933,0.23375174337517435,4.747041877348282,0.010210723359238321,18,6,147
air_hum_int,0.38676296061244697,0.29842792409590435,0.20090655509065553,33.05152890862453,0.0027128813886759862,19,6,145
rad_glob_int,0.5370165974077671,0.10388201184048332,0.022803347280334733,53.889697656736104,0.0025130552212616203,20,6,138
temp_int,0.05849839176108397,0.4016779805204951,0.2087168758716876,0.15940578303186084,0.01849492079738775,1,4,90
