Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Final Score,Borda Count Voting
h_mean,-0.45663305466119797,-0.6362711670930128,-0.43163235069932443,38.807636605736654,0.010993075301370898,34,3,93
aspect_major,-0.015889117823934148,-0.03496301194569971,-0.03257627790472269,0.34717024107027156,3.586974743894017e-05,33,6,116
slope_mean,-0.3396357727705036,-0.32837252564553226,-0.23058282051657103,22.345767549029247,4.300398160393555e-05,32,3,75
pop,-0.15253455451045372,-0.08999376505272702,-0.05926365651128984,5.523183439920883,4.835185905995133e-05,31,6,103
int_prim_sec,0.014958576062411622,-0.0031438788745158106,-0.0013744607413027337,2.0769058316375713,5.1623023979546195e-06,30,6,111
int_sec,-0.20133075168792755,-0.10618300391661885,-0.08086674238096234,8.999041477085422,1.7605831998173307e-05,29,6,95
highway,-0.09400468331445316,-0.047454757125395285,-0.038302666221092053,1.393550984765379,1.2697350843265501e-06,28,5,79
prim_road,0.03769307646303898,-0.037757237799242845,-0.030508154520032166,2.86934188035855,1.2792778282225176e-05,27,6,109
sec_road,-0.2827085932020769,-0.1755163814236801,-0.12226259356334511,16.42938239836322,4.293182755435291e-05,26,6,94
farm_pigs,0.11634081486827115,0.02514735201359204,0.02570372792976889,1.298604235666781,1.1370180146286615e-06,25,5,100
farm_poultry,-0.033009765205653366,0.02041473366858859,0.01745568511465347,0.3714367003283861,5.815838796764733e-07,24,5,87
farm_sheep,-0.12687742619802003,-0.03980611218426544,-0.025918634550780063,3.3472180845739246,2.987631665693331e-06,23,5,86
ndvi,0.0583528450835034,0.04756245768155696,0.051882845188284524,0.2795925956307047,4.72962500585394e-05,22,5,105
temp_2m,0.5268918986253431,0.5492420547804402,0.39703218766487,55.12682766683765,0.0020223723830506348,2,5,132
press,0.5411723826416663,0.5456902395250196,0.37277093094546415,60.22620708897661,0.02186260668364694,3,5,149
aod_047,0.044230552027005494,-0.1772618633829704,-0.0828563846709876,0.3174896050783338,0.0033091243664249335,4,4,65
nh3_cams,0.8621214404477294,0.8978905883782703,0.7292189679218969,415.14239216334084,0.002281740251412295,5,6,187
no_cams,-0.10693924092634788,3.2118613170367535e-05,-0.02859135285913529,2.4180204701772023,0.00306714692018783,11,6,117
co_cams,0.5293080214191445,0.7440077084671607,0.5950488145048816,50.55096683495795,0.007719721484403901,6,6,176
pm10_cams,0.7585507329834171,0.8362966370943938,0.6749651324965134,185.7068072033303,0.007362688455752086,7,6,194
pm25_cams,0.7379105594218951,0.86619125332037,0.7145048814504883,169.3976977644847,0.009024290310823321,8,6,181
no2_cams,0.04847844247142844,0.2608335214153023,0.19239888423988846,0.19366428223588356,0.002809901763267591,9,5,106
nmvocs_cams,0.16489238998131406,0.6704465355301306,0.494281729428173,2.9613281224182586,0.06535240458550791,10,6,163
so2_cams,0.06754652602413642,0.04229587319224291,-0.012622036262203627,0.06599926042792072,0.001763781142795187,21,5,105
o3_cams,-0.47599508151287245,-0.5413757183284431,-0.29093444909344496,33.23330368551434,0.06576686576721795,12,3,78
no2_int,-0.2559437493517026,-0.1811750203996597,-0.12370990237099025,11.83921979150188,0.0019486975153553939,13,6,88
nox_int,-0.10543529207685402,-0.1037952047778607,-0.03333333333333334,0.9994719378583803,0.0027061902299565493,14,6,97
o3_int,-0.5473691649453774,-0.6468193892255072,-0.41032078103207814,66.97363520407376,0.009388127172222203,15,3,78
pm10_int,0.7208676120053188,0.7156443688258475,0.5503486750348676,157.87358593407282,0.002461200772221828,16,6,189
pm25_int,0.520543069407925,0.4888270629698431,0.34337517433751746,64.41530883461989,0.001190930873411251,17,6,155
so2_int,0.5765666731640999,0.4289605722321567,0.2881450488145049,80.03035858522419,0.04950900276815718,18,6,179
air_hum_int,0.5649991120253648,0.6646165732043957,0.4172245467224547,70.21239191705313,0.7190525514333282,19,6,187
rad_glob_int,0.4230071447820788,0.3683093456483619,0.22336122733612276,25.20680178080914,0.004394609558848922,20,6,147
temp_int,0.4761362715381716,0.6201531276584662,0.44121338912133895,38.64410503657481,0.005753979713598494,1,5,139
