Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Final Score,Borda Count Voting
area,0.10604407168447964,0.33052662974945396,0.23762054858332532,2.844195363654626,0.0013113452144887505,30,6,112
pop,-0.1320804505899877,0.031397754787585296,0.02727272727272727,2.359117910019092,0.008389682996180432,10,6,88
int_sec,0.18252346470609473,0.2896806810521856,0.1922266858545343,6.915469172673986,0.005068001105690488,11,6,83
sec_road,0.1739399267756698,0.26983417708274726,0.17054472158275943,5.501032059239407,0.00155330590550044,22,6,75
farm_sheep,-0.0005540001640145955,0.029592533139574204,0.04017685756952203,0.01684219217018777,0.004658651009881008,2,6,46
ndvi,-0.33504007694060534,-0.4272331058771737,-0.2783116883116883,13.249098597149912,0.0020087302268476342,3,6,39
temp_2m,0.49293257316360406,0.5623574730354393,0.374025974025974,37.69956404460821,0.0035359641535096047,4,6,119
press,0.5104441062583924,0.6271648690292758,0.4288311688311688,40.55404012103153,0.010651881895074355,5,6,137
e_wind,-0.29912849374188766,-0.4104050187101035,-0.2588311688311688,12.526756084594659,0.009829700236267381,6,6,61
aod_055,0.28198256473718925,0.35383226942548984,0.23779220779220778,12.191730567540285,0.0022420692880915083,26,6,107
aod_047,0.32116459684776766,0.36755447941888625,0.2425974025974026,15.707266924122198,0.001950019501245949,7,6,96
nh3_cams,0.8982664117146348,0.9017609509134934,0.7294805194805195,560.2371730883715,0.7145770870960366,8,6,169
no_cams,0.11162027506560743,0.3765793528505393,0.25675324675324673,1.9314728331316715,0.0009774346574341257,9,6,79
co_cams,0.4629329034402886,0.44964340744001763,0.3366233766233766,32.244425919468654,0.0014879481686637967,23,6,129
pm10_cams,0.6679361747212003,0.7297556680607529,0.5442857142857143,97.28797379844745,0.00416542923805186,28,6,173
pm25_cams,0.6239017033363852,0.6530618534008364,0.47623376623376623,76.92788410542795,0.013327845267174317,29,6,179
no2_cams,0.3427377856719027,0.4406493506493507,0.31181818181818177,15.456458498154294,0.0019678469073078865,27,6,129
nmvocs_cams,0.1053039521795778,0.2869227382786705,0.20168831168831167,1.4923604312789092,0.005897544329971151,25,6,103
so2_cams,0.2916348967491316,0.36311468192824126,0.2420779220779221,8.832192958621,0.0030486356285877128,21,6,115
o3_cams,-0.37872518606017463,-0.4081818181818182,-0.2905194805194805,21.408924253512886,0.003777238439828738,20,6,78
no2_int,0.06915722013169766,0.16290336781862205,0.08909090909090908,0.3100792528950043,0.002363506744034214,15,6,75
nox_int,0.08592279993629973,0.18830728593440457,0.11558441558441558,0.5729286382810436,0.0016047879134092012,24,6,84
o3_int,-0.2581590237925365,-0.22602245212414707,-0.1396103896103896,10.550518679560776,0.0024216432769348997,19,6,80
pm10_int,0.6014944474099989,0.5637662337662339,0.39220779220779217,71.55804385403091,0.07351395876446502,12,6,168
pm25_int,0.4512414539460943,0.4294541052168171,0.2861038961038961,33.459755362777386,0.01868842809268427,18,6,153
so2_int,0.23274143549793969,0.2475676865507374,0.18480519480519478,6.722237791878047,0.0082370950292324,17,6,111
air_hum_int,0.42009283118023133,0.4742769095311468,0.3275324675324675,26.514468467647603,0.01109132378011718,16,6,153
rad_glob_int,-0.03241183352529102,-0.09991415364296721,-0.045454545454545456,0.30807941714869597,0.026500278933407284,14,6,89
temp_int,0.5135758682293574,0.6838212634822805,0.48922077922077917,41.572063358209476,0.047584548686394716,13,6,177
wind_speed_int,-0.40649196285790823,-0.39060532687651334,-0.29,24.009833899877503,0.007568067513487147,1,6,48
