Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Final Score,Borda Count Voting
area,0.17241846967139826,0.2910536955433482,0.1996934385638953,5.31945526955262,0.012157334938515627,1,6,79
pop,-0.06792063961941727,0.22765120646281406,0.14927288280581696,0.6531489832380336,0.0011578239717823001,6,6,33
int_sec,0.206700393999245,0.3516593422035132,0.24177754579661812,6.432407161340852,0.0035061766046577516,8,6,57
sec_road,0.16886206053816485,0.3070101067102786,0.20336816199196048,4.676841462162737,0.0031664276301125887,7,6,48
farm_sheep,0.03948864421162342,0.21474850511559276,0.15815235859698376,0.6787921672690588,0.007213702250442149,5,6,39
ndvi,0.5131711393496894,0.5802334468847598,0.4114627887082977,39.96102325581677,0.005133453090531141,4,6,92
temp_2m,0.4033688679424475,0.28877663101523077,0.21514114627887085,22.63489592618417,0.0053042971939582136,20,6,81
press,0.4395717759271913,0.41392531926847914,0.26247504990019965,27.732363315788405,0.014506815172237801,9,6,95
aod_047,0.5504054498152088,0.7221936793983743,0.5312700901069887,49.52861104102784,0.0027554364561736566,2,6,96
nh3_cams,0.8659966426654824,0.8860706313493047,0.6971770744225835,337.79435397205754,0.12080212570002606,3,6,143
no_cams,0.1573301316567614,0.5161874054089624,0.3565725691474195,3.2161928114339515,0.0017092935411978632,21,6,72
co_cams,0.6947189583026632,0.758259474288954,0.5734245794126034,107.21996103571492,0.01316676617517993,24,6,143
pm10_cams,0.7416770374509527,0.8605848320265641,0.6710863986313088,136.94274966426516,0.016827064910239883,26,6,159
pm25_cams,0.7201778914444974,0.8458906363097982,0.6468491588252069,122.2936735324079,0.009902103717377935,27,6,153
no2_cams,0.47503104699691845,0.6333689341519836,0.4617907043056744,32.94816217053226,0.005728488495970462,25,6,136
nmvocs_cams,0.3970493020671744,0.630610292517248,0.4723410322212718,22.358513689740203,0.007314980251773402,23,6,117
so2_cams,0.12953456114944956,0.21058306042184444,0.14585115483319078,1.4577404523358048,0.022925790131806557,10,6,64
o3_cams,-0.35400758707444896,-0.46527907836060767,-0.29754776161961793,15.436149583708946,0.006748427711186658,19,6,65
no2_int,0.4070929007181074,0.5169998127160725,0.32178500142572003,25.232405055579274,0.00483856561821651,11,6,94
nox_int,0.5031132347268109,0.5770774596200668,0.3828058169375535,38.2534200256789,0.0030406402718168943,12,6,106
o3_int,-0.6195053682680787,-0.6579942397537977,-0.4702024522383804,69.53117792308666,0.006866871004865315,13,6,70
pm10_int,0.858139900027164,0.9008205060715427,0.7228400342172798,330.2866755776191,0.40346706712374664,14,6,168
pm25_int,0.8570194113460983,0.8382651434240566,0.6327345309381238,267.81938197966093,0.2836138761655134,15,6,159
so2_int,0.30039985041256134,0.294390087112335,0.1900484744796122,11.901228549938951,0.005490800874928692,16,6,88
air_hum_int,0.24575204774682513,0.2529598453135994,0.17821499857428003,5.572456980159961,0.008674510568703464,17,6,89
rad_glob_int,0.32400774308406244,0.2348616376714028,0.15326489877388083,8.855527020714655,0.007605362716307997,18,6,91
temp_int,0.4354584371786701,0.5348474648336463,0.36512688907898494,28.82187523112077,0.016375797712731052,22,6,109
