Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Final Score,Borda Count Voting
h_mean,-0.3626346460774079,-0.6015553637460976,-0.4284239078460312,27.213434667471525,0.001030471050832899,35,3,88
aspect_major,-0.13099760678568367,-0.14264781782717828,-0.1012889247205692,5.010630311928774,8.40229244033321e-05,34,6,116
slope_mean,-0.25369702995989185,-0.21179412791733832,-0.13261920170886274,13.39088950102252,9.22561583894478e-05,33,6,107
pop,-0.2600264975901073,-0.2667069254524201,-0.19678544378461585,15.29804863356199,0.00048508803393561316,32,6,105
int_prim_sec,0.055065705275944815,0.10748380400111547,0.0947769761941657,0.5658424060592504,1.0444982820404652e-05,31,4,116
int_sec,-0.18028493919674926,-0.12615849105406868,-0.09343567718035126,6.293818839362034,1.0919735518656934e-05,30,6,105
highway,-0.09660721868913774,-0.06409430550164844,-0.051331386778965496,1.5426835855268979,2.5291138104985254e-06,29,4,96
prim_road,0.0680519345881731,0.10863307509019238,0.08110519478552579,1.1207803608556572,1.0771791572260908e-05,28,5,124
sec_road,-0.29547392810807505,-0.1697057744108818,-0.1255228344078941,17.566655674159456,9.007486829068877e-05,27,6,106
farm_pigs,0.15041337861220283,-0.05206252831349118,-0.039867418925318525,3.751531800426713,1.084664768075061e-06,26,5,114
farm_poultry,-0.07070650953538614,-0.08022075368313267,-0.0649633218140145,3.55176089628139,5.427941711417713e-07,25,5,98
farm_sheep,-0.068394492085456,-0.13081972204897852,-0.09508578141190197,0.5864685914419818,3.2228370689540383e-06,24,4,81
ndvi,-0.06996333714503297,-0.08993417071717184,-0.04717059066501446,0.5616174720683123,6.00974517180847e-05,23,5,102
temp_2m,0.33451770874925457,0.47420866307934034,0.23817554045895317,20.428901085864098,0.00304511223568695,22,6,171
press,0.37375522873003114,0.5848062604094671,0.38192138338628684,26.52411931809398,0.00789944223121846,21,6,195
e_wind,-0.34772773426247766,-0.54079381102032,-0.3324622926415996,22.5640806353392,0.006189029942859298,2,2,60
aod_055,-0.29805124567471963,-0.5368390504797188,-0.34498821006051006,16.503652586680992,7.967248101375806e-05,3,2,47
aod_047,-0.2958560103488219,-0.5375610837240843,-0.34433076531886997,16.238388870908278,3.455444834865649e-05,11,3,54
nh3_cams,0.8936115087268928,0.8369506669044385,0.6836568910918354,681.1769343485693,0.273313795144034,4,5,188
co_cams,-0.0924342892895027,0.06126009958984348,0.042324108495112214,2.7772438776179875,0.010562551886102162,5,5,114
pm10_cams,0.6939537183794724,0.7304130067322977,0.5752168525402725,162.49258202899188,0.5410926953676122,6,6,198
pm25_cams,0.6479309809799331,0.7046769426802073,0.5934462343384276,126.7989749270073,0.018068565462059483,7,6,194
no2_cams,-0.23843889199033527,-0.02601437910289883,-0.06958557070081234,11.991407395213034,0.0002927044529908857,8,6,113
nmvocs_cams,-0.3296923514137836,-0.12575359210841178,-0.14410023406305933,23.40891869777193,0.00034444325043768534,9,5,91
so2_cams,-0.09923285580352044,-0.1317527599067812,-0.17169213823488916,2.662197689263555,0.009119636121339793,10,6,104
o3_cams,0.21375874698846792,0.3284888834018451,0.1949882968470329,6.3986363157395445,0.005307681489628243,18,6,162
no2_int,-0.18552250484323646,-0.09439208890230165,-0.10532837670384139,8.527965669349513,0.013242653022806545,12,6,123
nox_int,-0.0884359013308886,-0.01853249015761533,-0.023874432052870712,2.731406842444941,0.007858462514992438,13,6,136
o3_int,-0.2500724957630207,-0.4792576029849517,-0.27308274817568495,13.466150877603235,0.00304896948507694,14,4,78
pm10_int,0.6529355658361016,0.7942571990775668,0.5634310890816466,123.6154246635543,0.008406822959242975,15,6,203
pm25_int,0.5533922128003385,0.8497312110667574,0.6481894533939143,72.83244086855915,0.05126379522145422,16,6,200
so2_int,0.3186231274665783,0.2637143323106093,0.1278535040616825,19.33326477710916,0.014255731408675552,17,6,173
air_hum_int,0.22516525360986456,-0.035769123490491404,-0.08175684978658956,10.90137439726765,0.006071600858547659,19,6,141
rad_glob_int,0.6158081430548679,0.736832847882382,0.5311028500619578,101.5587014012087,0.0020540650710709017,20,6,197
temp_int,-0.11460416346686417,0.06585824222554491,0.05240258846206801,2.839280713169399,0.016566488537501187,1,5,110
