Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Final Score,Borda Count Voting
area,0.12066382546932672,0.2928759209994615,0.19213631450542584,3.792762730867889,0.004040724799311591,20,6,116
pop,-0.1583379256590439,0.07053264561325365,0.04918733960650129,2.7518848473546673,0.004014721966109178,23,6,80
int_sec,0.16584539532054987,0.2559743055734561,0.18020819735446603,3.3054085432333706,0.00887335195292725,21,6,100
sec_road,0.16855823049410923,0.2556029980755509,0.17596697806041212,2.8038976236277,0.005868292097286395,2,6,75
farm_sheep,0.11114427010698016,0.22205207537490756,0.17757332543146664,2.429227051019824,0.05371298267713334,3,6,83
ndvi,0.06186324586163242,-0.040979748027191606,-0.01311662389506701,0.43292547847999563,0.005497560320619633,4,6,35
temp_2m,0.3136479282030991,0.22807892245939235,0.10593099515255205,12.413975499470004,0.052646974291261715,5,6,101
press,0.4112805283113175,0.5131048131969367,0.3534359851725121,22.280548406923682,0.07523602957701692,6,6,135
aod_055,0.38040328713608607,0.3713334109464925,0.2607641859138865,23.870386157976114,0.010076304658297754,7,6,120
aod_047,0.39576229402435303,0.39497421049701115,0.27687482178500145,26.670275654956242,0.005844166898783282,22,6,135
nh3_cams,0.790762135074303,0.7840818785084103,0.5985172512118621,188.643920242961,0.5904930969306584,8,6,158
co_cams,0.21953231287702424,0.22431299699839544,0.1495580268035358,7.1119406715671545,0.005542865899646557,27,6,108
pm10_cams,0.49759344365554925,0.5313042553945364,0.40062731679498154,37.784048702436536,0.014310165161716952,24,6,161
pm25_cams,0.46714599668650764,0.4530904378900694,0.331194753350442,33.285761094828445,0.003098227217087352,9,6,121
no2_cams,0.2499838377995728,0.30206366641189314,0.22226974622184206,8.850741838625925,0.0054380730619740456,12,6,108
nmvocs_cams,-0.08637509548591366,0.09135153193190966,0.05018534359851726,0.5931705231921747,0.008169104858147706,10,6,62
so2_cams,0.09367667725703069,0.21804151629117086,0.14328485885372116,0.8374267560080882,0.0036224880293762207,11,6,68
o3_cams,-0.17506783916973162,-0.17733510156356777,-0.11077844311377247,2.910398696206547,0.004012393310442375,19,6,62
no2_int,0.12374418199855944,0.0980886915939887,0.05118334759053323,1.86166524731699,0.025575077103995328,13,6,91
nox_int,0.09614725538331897,0.09345467982040992,0.05317935557456516,1.3024531210235593,0.010660875771030623,14,6,82
o3_int,-0.28196934926143685,-0.3494895247543797,-0.22212717422298262,7.8424716068312215,0.007719172108103953,15,6,72
pm10_int,0.5590055999163303,0.650432018465183,0.47918448816652415,49.47715695854616,0.017770573436587913,25,6,176
pm25_int,-0.3068592037490784,-0.3617642145970106,-0.2450812660393499,12.890847058840981,0.011866786361285306,26,6,93
so2_int,0.2616750955503909,0.2083483076113201,0.14285714285714288,7.848046793340289,0.03239750072670265,28,6,133
air_hum_int,0.203774542065413,0.21486275125151222,0.1489877388080981,1.5616872235601333,0.011096547108685535,16,6,106
rad_glob_int,0.09221384698858731,0.13921522972651487,0.0878243512974052,0.590432405871572,0.004988539460505988,17,6,78
temp_int,0.35212066193875036,0.34135785909162236,0.2261191901910465,17.404702660943343,0.005621376396830501,18,6,137
wind_speed_int,-0.39734843477664245,-0.36830143601216847,-0.2547761619617907,22.559678323733085,0.011806027818475541,1,6,46
