fid,X,Y,I,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
51,8.745,46.101,0.2900187192275748,0.08339519503280446,0.7069679603216767,0.009350499983295962,0.33165951761565077
52,8.811,45.045,1.130684579348418,0.12379180235141671,0.06844213481249073,0.13296420265742445,0.404351355625848
53,8.811,45.111,1.160627209243911,0.10100508474350023,0.06283719149526179,0.09571384471692357,0.3870722304697797
54,8.811,45.177,1.1830339359834845,0.12094883323355915,0.04469307133692415,0.11704616015298139,0.44390090645423474
55,8.811,45.243,1.2555241585890118,0.1694549836982932,0.05762762698565803,0.1308663417090576,0.49588049340639107
56,8.811,45.309,1.3579824008797794,0.19443196264646231,0.09643029655516323,0.13977243452315363,0.472113836984456
57,8.811,45.375,1.4261526219461635,0.24498245059280307,0.1359821804146544,0.19481272523095142,0.5054413492018611
58,8.811,45.441,1.3993266777250355,0.284202331618785,0.16769903031609584,0.2512906150786895,0.5100996114599664
59,8.811,45.507,1.398231565076376,0.44283729610817213,0.19435779414387955,0.3795219160993192,0.6756129066431424
60,8.811,45.573,1.4451981083192402,0.6210735152677122,0.20428582848911542,0.5523826028581954,0.7611305581357286
61,8.811,45.639,1.454959815105192,0.6457803371575525,0.2898173509306503,0.5084759043089896,0.7450080100686005
62,8.811,45.705,1.2985351742838696,0.6280997872946193,0.33198674566471326,0.47428683681061967,0.7508899519568285
63,8.811,45.771,1.1294988524384528,0.4757425083439795,0.41873008240675436,0.2635056117609524,0.6363709121795053
64,8.811,45.837,1.017379795148912,0.3563612484605671,0.5456373162140727,0.16033727073623397,0.5282743546729018
65,8.811,45.903,0.7257564073958153,0.27980843836266683,0.6457514645385473,0.12051889749492081,0.509413415226574
66,8.811,45.969,0.5435921998465566,0.1737270728628522,0.7441482651114817,0.04890502461175864,0.4243392033648323
67,8.811,46.035,0.3860379654997272,0.16281124151404885,0.7116281050456564,0.04474532239272218,0.45680818328862455
68,8.811,46.101,0.2801427954639732,0.08239736545271473,0.7170943775531307,0.010103118926836078,0.3164425121949846
69,8.877,44.979,1.091401102160807,0.13867733668133722,0.09762546965733071,0.1513802831516653,0.5889197483363214
70,8.877,45.045,1.1187166748331625,0.13999191496993535,0.07210603430314154,0.16175094141912508,0.4982851310788945
71,8.877,45.111,1.1656645909872876,0.13207422028304872,0.07579352565170594,0.09828366026919659,0.44048300300455745
72,8.877,45.177,1.2424189338657388,0.12152256162804995,0.0842274253877957,0.11262771920827253,0.43141788109057577
73,8.877,45.243,1.2805592995410704,0.1563376745369756,0.13496741877355986,0.11215156923690259,0.4400499171909211
74,8.877,45.309,1.4186397950243834,0.172841192732036,0.16884595768754457,0.10338118575971991,0.4200876132615075
75,8.877,45.375,1.525957453242543,0.23452688036567076,0.16959072889299565,0.19401061749414944,0.5010530688024117
76,8.877,45.441,1.522644419366451,0.30938568954674794,0.12069496858681593,0.25244884811679286,0.540565998220162
77,8.877,45.507,1.5281656530872771,0.49282688692686827,0.1107314621699489,0.38848294093155206,0.6712958200835024
78,8.877,45.573,1.5063911795699574,0.6531206840308956,0.14855234885525123,0.5310207813153928,0.8138072640631501
79,8.877,45.639,1.4779824963643722,0.6652580171588655,0.2608726309359684,0.4595486535333131,0.7471802101372826
80,8.877,45.705,1.342316129420614,0.5930992210018241,0.35139183761997544,0.41008659810000037,0.7930254362372938
81,8.877,45.771,1.1606180143434186,0.49548422960436683,0.4229788640252481,0.25396049118469005,0.6828783796726786
82,8.877,45.837,1.0584920194006089,0.401429097046683,0.5292791870283741,0.1775899619448261,0.6314793071754521
83,8.877,45.903,0.7249129717795477,0.3175171871323783,0.626739206039728,0.1353413989906306,0.5820525702416346
84,8.877,45.969,0.5841329906936124,0.1522070078584826,0.7940869124482944,0.032103602690570957,0.3859616425380052
85,8.877,46.035,0.3334765700101575,0.1341417602663941,0.8253293749760771,0.01894394403016834,0.37836817430230346
86,8.877,46.101,0.3203353961920555,0.04354488972626446,0.9409196991845648,0.005733517562497309,0.25723738092562476
87,8.943,44.913,0.7158121521741176,0.3237432008192539,0.08250403330591684,0.22905968090489176,0.8715981794416321
88,8.943,44.979,1.0004473562309564,0.21060390780242902,0.08217053894539032,0.16492380813370094,0.6529381393908603
89,8.943,45.045,1.0935039017510242,0.17534792927607784,0.06921594243627048,0.17770078164672354,0.568559062554677
90,8.943,45.111,1.1750111183550316,0.13702800351492417,0.07361986872720767,0.13828795424640675,0.48824266193581733
91,8.943,45.177,1.273017427115073,0.1290364106546273,0.11397311839064418,0.10440752926601239,0.43912502214484267
92,8.943,45.243,1.329613285407282,0.1668243187166281,0.1534088896343338,0.11497102938063623,0.4772647071979947
93,8.943,45.309,1.4502372697207764,0.18040391870623124,0.1762473654090794,0.13355856851859899,0.4766687820447137
94,8.943,45.375,1.5185732362837807,0.23642541463299227,0.12679411999997262,0.16128644136281867,0.48235619890359127
95,8.943,45.441,1.6209247287459272,0.3444461536467986,0.08180460875648286,0.3119737727034399,0.6149356587980592
96,8.943,45.507,1.63030545521131,0.5335951578910224,0.06705544178945849,0.43279958890019476,0.6952871643963989
97,8.943,45.573,1.5815430589193469,0.684819161940231,0.11134701329864342,0.5749783235490111,0.7961474063861333
98,8.943,45.639,1.5030418629131317,0.6397861352606573,0.2104312804021155,0.4946652909862356,0.737780234376966
99,8.943,45.705,1.374758289201608,0.5469560544455876,0.3152243410691291,0.4243901117160603,0.7564042303545125
100,8.943,45.771,1.1943466296862244,0.45308084722866737,0.40168383632684773,0.28183995012018626,0.6820205925035201
101,8.943,45.837,1.1322275429730024,0.4081981862836917,0.48785364388507446,0.22001857499521685,0.6388564359670061
102,8.943,45.903,0.7056791048826303,0.30249271882243595,0.5970374955411528,0.12490630722427896,0.5241599071431977
103,8.943,45.969,0.5195650943524451,0.1567272492442613,0.7285596410309901,0.03651309746670381,0.33566719888230584
104,9.009,44.913,0.631486965517875,0.1993729137679925,0.2589410719570749,0.14939325834100192,0.6874639433680545
105,9.009,44.979,0.8936137205408203,0.180148206134501,0.14539709528583272,0.11266857974708487,0.6395683343498618
106,9.009,45.045,1.0484967918031167,0.15795418142847303,0.07337443963204694,0.140936466312022,0.5934311901044983
107,9.009,45.111,1.1484218983301322,0.12182691384286622,0.08155275041029597,0.10422703003242408,0.5080061239940314
108,9.009,45.177,1.2827219623826394,0.1137947847152433,0.13280821428505,0.07875055243626762,0.42762132196585645
109,9.009,45.243,1.3703033005910403,0.1375656530480042,0.15715703832632602,0.1017285536175728,0.4745854783964418
110,9.009,45.309,1.466078956152564,0.15221362699065155,0.13677203498162196,0.11087276309974972,0.47229524057945066
111,9.009,45.375,1.5347024561522602,0.24223297901177898,0.0828802329280947,0.21239663643353715,0.5322286190623815
112,9.009,45.441,1.6382264763930194,0.4075861078275619,0.053844101845561425,0.44471427791535634,0.721559265641555
113,9.009,45.507,1.6474079701274078,0.5945643929762792,0.07950354151927291,0.558773992191644,0.7704128178225799
114,9.009,45.573,1.6287066103205063,0.6734099108485518,0.1319016907969578,0.6071030568469835,0.7797065655830834
115,9.009,45.639,1.530661134250464,0.6057893235218911,0.2110494361379378,0.4653368911519153,0.7038781886163132
116,9.009,45.705,1.405576154980112,0.5227881907080416,0.30115829254315296,0.39673800286199307,0.6883825721660418
117,9.009,45.771,1.2533077723167425,0.47070903312145185,0.3739935305614636,0.27709800824925307,0.7253418798494653
118,9.009,45.837,1.124438216495121,0.4192376548040509,0.47555223193544166,0.24407294887658657,0.6853287251840111
119,9.009,45.903,0.7378204431126716,0.263160248131045,0.6203481083992912,0.07885156352792608,0.5244113183737108
120,9.009,45.969,0.4770188363860308,0.09457336618549526,0.7437744303488958,0.015418087285281391,0.2618642820912901
121,9.009,46.035,0.3436494742291831,0.08920806342930043,0.7367836599223079,0.012786585304267475,0.2726230642711234
122,9.075,44.781,0.3955031960667337,0.0535471328569223,0.6131457565228521,0.01591806994758285,0.45524698045787476
123,9.075,44.847,0.6446282876408238,0.07781572011650857,0.5321899161662922,0.025511939335647237,0.4952026884974051
124,9.075,44.913,0.5344330704830436,0.14907086541747455,0.36227334229995856,0.1004226861383641,0.6383150816640473
125,9.075,44.979,0.7725153238533651,0.1728279930817302,0.20628135641683146,0.11498358791263621,0.6837926051716613
126,9.075,45.045,1.0504979284209526,0.17695378448255203,0.09121442761734054,0.13083833326488659,0.6377667054145294
127,9.075,45.111,1.121580441422044,0.17459869039039272,0.07982225816459164,0.14808027447302236,0.6045480650585855
128,9.075,45.177,1.2756627110038647,0.16838488778584512,0.10694035077390915,0.133628953202186,0.527996692588768
129,9.075,45.243,1.396213521706021,0.19998531180126417,0.09253137994940432,0.16480446845180463,0.5402468232577267
130,9.075,45.309,1.4617821494914378,0.20910928076041294,0.06983855933701,0.17762102098796623,0.5617489370807681
131,9.075,45.375,1.5486768065988623,0.3713094291334526,0.03820621035972511,0.39175444660241143,0.6832525746117223
132,9.075,45.441,1.6396095822233965,0.5806968785405504,0.04072922233459955,0.60154390900069,0.8142672382664637
133,9.075,45.507,1.6664891089856204,0.75191727879483,0.06562090892116493,0.7227699669351599,0.8732582209252737
134,9.075,45.573,1.6390413225424736,0.7885301838815785,0.0971844487311867,0.7413655381586917,0.9177261464708689
135,9.075,45.639,1.5746314153544465,0.6958127427361847,0.15422364732114702,0.5458952981807873,0.8659218195599157
136,9.075,45.705,1.419474514023289,0.6273693321845952,0.22724979658323277,0.4490741462371451,0.8471460441950137
137,9.075,45.771,1.267152385683492,0.4866227541679197,0.3702061029582343,0.27092605088355304,0.7663768339108992
138,9.075,45.837,1.1241855050364231,0.3507028134838766,0.5234077719072477,0.21391734724523054,0.6005006372900064
139,9.075,45.903,0.7232713817243172,0.15250793344922228,0.6888363585234928,0.03939364296240464,0.4137910811258667
140,9.075,45.969,0.5109301336389448,0.07833446752526181,0.7302087855364763,0.01105195997256224,0.2301676481896424
141,9.075,46.035,0.3116232502211142,0.073489090598995,0.7739766875405183,0.014093784560960687,0.2607058368114545
142,9.075,46.101,0.2892954661514144,0.04745778990176757,0.8241509505817014,0.011260307913837572,0.1748929825197772
143,9.141,44.781,0.3564852587070559,0.05221058906461424,0.6799694979428913,0.01983366327204784,0.4789677881069426
144,9.141,44.847,0.4481108700837015,0.053412299492987224,0.5962717695541059,0.01783867491570015,0.454871703988761
145,9.141,44.913,0.6884877850243561,0.08106846106506833,0.43635435777412457,0.04284497152316737,0.543743813800882
146,9.141,44.979,0.6542812758513145,0.11944682826425507,0.2667388201348751,0.07930398678648834,0.6033414386045893
147,9.141,45.045,0.9445449120797622,0.14548885527228417,0.11479463691761504,0.08124034893508139,0.597563148415024
148,9.141,45.111,1.083453771699301,0.19565569403564742,0.07886129157021139,0.15495141675350768,0.5991871480941817
149,9.141,45.177,1.2726414001763828,0.19218200910345767,0.07099010544347098,0.1034091538272783,0.4886547181846105
150,9.141,45.243,1.3844738954259768,0.2209131219686408,0.06290561073105472,0.1996520064552992,0.5450752257279619
151,9.141,45.309,1.4782690213281071,0.23519197157020338,0.045870962632597614,0.23410347168366766,0.6048722386465974
152,9.141,45.375,1.562671178199763,0.47944575063870054,0.040516563332514396,0.4794898246735451,0.6786176187089418
153,9.141,45.441,1.6525993961150038,0.7487168562868869,0.034621422858428744,0.7755747711879444,0.8580334345205117
154,9.141,45.507,1.692994744398946,0.9364715066900715,0.04682782623012743,0.8816689619448326,0.93944146018601
155,9.141,45.573,1.6615809304246487,0.9136320440192223,0.07893429366638158,0.8311087142074296,0.939808650494542
156,9.141,45.639,1.5964173676668971,0.7948777861847705,0.1479340109100565,0.6026658693081037,0.9088856367775943
157,9.141,45.705,1.4011445095524078,0.6898063644929896,0.22710016089655902,0.49463184673831956,0.9245425240810325
158,9.141,45.771,1.2418194560145956,0.49073191142169703,0.4156595675974815,0.33207753057349343,0.7717965228740304
159,9.141,45.837,1.0455868727459563,0.29051751752501465,0.5930352845908109,0.18820253839871928,0.5997141069707168
160,9.141,45.903,0.6862588299163332,0.13183860403355135,0.6981787165363236,0.032708320445918676,0.3484786050206795
161,9.141,45.969,0.4850159972760126,0.08243833830282976,0.7211511307200534,0.01456941824326066,0.26247182522126095
162,9.141,46.035,0.3693200643729409,0.07574026239908443,0.7649319399274226,0.009584539125431498,0.21415904732834534
163,9.141,46.101,0.2373916914281185,0.04654359533458993,0.8689925500907729,0.012310770379825652,0.13912323064918433
164,9.141,46.167,0.3396042667404041,0.01062172743630272,0.9667488117709875,0.0008901346631668858,0.05372048110622045
165,9.207,44.715,0.1791648357543518,0.028634948332423176,0.8085030116279257,0.009620415930481322,0.4590764698543542
166,9.207,44.781,0.2675204142451926,0.043881128666706876,0.7206404689832736,0.013438958157168961,0.4614938490160803
167,9.207,44.847,0.3492276051044278,0.04940333192176982,0.607228284637162,0.012676107607691502,0.4435207318007445
168,9.207,44.913,0.5881287385160319,0.07020593976385041,0.4446369724346653,0.0240935779957621,0.5463186136462252
169,9.207,44.979,0.6036911669215709,0.1308441118445613,0.2711326277758425,0.07614608006807652,0.6823966434117006
170,9.207,45.045,0.8671985955754072,0.15987876763462933,0.137662589010437,0.10221400530654563,0.6523100976775207
171,9.207,45.111,1.091189456314147,0.22258926008266086,0.08238315315463095,0.1863073506194189,0.6269303721771854
172,9.207,45.177,1.2764070826901888,0.19758164645827603,0.05349035226233501,0.14470668971859632,0.5125955781977972
173,9.207,45.243,1.3826228952196506,0.21929518837696987,0.045886839039499035,0.19590890274468856,0.5362358813226845
174,9.207,45.309,1.4920617279985278,0.2600273729315886,0.04086803608569431,0.26689983526617317,0.615205806012775
175,9.207,45.375,1.5873372699561663,0.512304971105035,0.040498933417670066,0.5861230103798972,0.72609216992051
176,9.207,45.441,1.69176651331993,0.8075792155887933,0.031073509506240223,0.8948069114187068,0.8744569785261284
177,9.207,45.507,1.7130135258196415,1.0,0.027239107056812078,1.0,0.9803078361177872
178,9.207,45.573,1.7069029508839406,0.9811408813124594,0.055238237835825356,0.8738456892709876,1.0
179,9.207,45.639,1.6056025393614823,0.833833606195244,0.1217103260351893,0.6142335478607215,0.9912444413843999
180,9.207,45.705,1.4361984956487883,0.6721778644100941,0.20846131803459497,0.44151309812879264,0.9362380275358371
181,9.207,45.771,1.2771122425750574,0.45016860215025895,0.4142010706065535,0.2894196023144666,0.7486392670546673
182,9.207,45.837,1.0859728629940748,0.25773426585142284,0.5944169662768173,0.15522698619282818,0.5525481972639317
183,9.207,45.903,0.719874815143348,0.12080374450075675,0.658975978201992,0.03925712895931548,0.3306773185581156
184,9.207,45.969,0.5120786063714308,0.08685668698500343,0.6133499339913904,0.014113681051320298,0.28541150905803775
185,9.207,46.035,0.4149472962066459,0.07970510932803797,0.6253131606363991,0.012811458301030663,0.24539110434991662
186,9.207,46.101,0.1900560767438715,0.06508467023526696,0.745744252882344,0.015728596009065135,0.23362802710586938
187,9.207,46.167,0.3582822388729887,0.039159841588576154,0.8636475303296097,0.007710573682277794,0.1327036073073732
188,9.207,46.233,0.3543174867635195,0.02509613543830804,0.9366768991326148,0.004378105498519805,0.05928559496915149
189,9.273,44.649,0.5074281223120045,0.02016458678948022,0.8658609268642086,0.002771101441557438,0.48370428903434537
190,9.273,44.715,0.173708492819179,0.0301583769527113,0.7984439991751339,0.010722228643818922,0.49848134452530934
191,9.273,44.781,0.236520615496056,0.04235468813247072,0.7289411664205818,0.013765135774282178,0.4713863447026036
192,9.273,44.847,0.3090065298457879,0.05016194812173718,0.6153749186478429,0.017303867169300442,0.4900002696664874
193,9.273,44.913,0.5115024717031507,0.06563811297328948,0.42560015039467497,0.018036944575735753,0.5183816022735065
