fid,X,Y,I,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR,ROADS_SURR
44,8.745,45.639,1.1970185194645055,0.22814336286421266,0.5279806280172457,0.3890212840238337,0.46540860958317487,0.08338473328564669,0.03268243309059034,0.7740393273155155
45,8.745,45.705,1.115395476775262,0.18474978548156362,0.5591168943563626,0.4099787218885609,0.3927810039494,0.03065467779804604,0.018576821493169332,0.7170407112831662
46,8.745,45.771,0.9956357537861256,0.17283410440551375,0.4653500364473449,0.44776262917622867,0.22988175637467353,0.008683810321134439,0.01608798946531472,0.6567512545431873
47,8.745,45.837,0.824294952589527,0.15873625219729823,0.3461309205616287,0.5547786531088051,0.1536462348575916,0.003763764823734591,0.017353148158429924,0.5651667354263264
48,8.745,45.903,0.5341212150515002,0.10820257431534784,0.3086150382726379,0.615462492235037,0.1114050620792524,0.0007514522838631892,0.006833728150001053,0.5142181014819439
49,8.745,45.969,0.3754057537553729,0.0719681127932246,0.16779932035659367,0.7043993851398304,0.05712146010297013,0.0,0.008056789039486752,0.4003468569864099
50,8.745,46.035,0.311389225173095,0.058426303846901034,0.16731290231308432,0.6558213802560098,0.04028687196148346,0.0,0.0019302603521831685,0.4143589490050542
51,8.745,46.101,0.1880452854805179,0.036068700794033695,0.09935943660549497,0.7069679603216767,0.009210437749197178,0.0,0.0,0.33165951761565077
52,8.811,45.045,0.8326121553385872,0.9170595587014071,0.1283463060520609,0.06844213481249073,0.12662855989790117,0.12617535553379824,0.19828429212393558,0.404351355625848
53,8.811,45.111,0.838366946947166,0.9327950131084446,0.1041925522279548,0.06283719149526179,0.09244064686868778,0.08197432467514788,0.20420223851208477,0.3870722304697797
54,8.811,45.177,0.8941931624071807,0.9537131742393067,0.13145052440584432,0.04469307133692415,0.10553162765163193,0.039426509943208995,0.23569756610853934,0.44390090645423474
55,8.811,45.243,0.9768495339459686,0.8839070149309091,0.1823363584767554,0.05762762698565803,0.12487954948942484,0.024596878620084806,0.2116951666032536,0.49588049340639107
56,8.811,45.309,1.0655005653523129,0.8213222315660252,0.19339535136112668,0.09643029655516323,0.1444277788770151,0.03489287171595229,0.24858231334291966,0.472113836984456
57,8.811,45.375,1.168796314773103,0.7255752383194879,0.2600907084898932,0.1359821804146544,0.18264665998230942,0.05692211684563963,0.1922773243705576,0.5054413492018611
