fid,X,Y,Ex,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,URBAN_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
14,8.613,45.375,0.5165182960994875,0.9931893255834676,0.09481292779930957,0.018263895687516626,0.12366838666957221,0.05628938666809665,0.00432280989247708,0.09763084135721417,0.38269730834665755
15,8.613,45.705,0.3268360633901544,0.17026490424754098,0.31799955762378107,0.48589828897055776,0.39763548563089623,0.20583837918900433,0.021065784047908234,0.018420763313558488,0.5491570233041603
16,8.613,45.771,0.2684009427088362,0.17766595728834345,0.33805206062472504,0.41942967146969656,0.456528801987798,0.18480023593601563,0.009711754433383207,0.02000660707275704,0.5309656247922755
17,8.613,45.837,0.1925517574128747,0.15215237278413832,0.2863387874766246,0.43378782045687647,0.4077150212040199,0.1353996301713654,0.0039004183159182483,0.01890593151736035,0.44725444291714295
18,8.613,45.903,0.1157715752480277,0.12090839063791678,0.27768508808549414,0.4001893440536249,0.40377441635248906,0.12288083979327234,0.0028118762863287043,0.011189647095712792,0.4244405733122209
19,8.613,45.969,0.0343393330648584,0.08099798705036716,0.22534490684141767,0.4389805831861551,0.3512856862779488,0.0759822002671473,0.0,0.006758700174488903,0.3649829464507306
20,8.679,44.979,0.4628157676070277,0.9366561326694124,0.05862535551962705,0.0902678238009741,0.07856983522257786,0.03272274155975757,0.13146715692368588,0.15852495108144243,0.3075824003057958
21,8.679,45.045,0.4862748916196527,0.9719533756043467,0.06923185181031176,0.05919668893293218,0.09349381112977254,0.037914617888670926,0.12897732265994694,0.19049631478358392,0.35780318084647217
22,8.679,45.111,0.4951760053249179,0.9892373384587341,0.0648063190038384,0.04915453837078417,0.08960561063468175,0.03339614512752036,0.08153661306117452,0.14039893418813296,0.367323186205697
23,8.679,45.177,0.52065426462023,0.9905775614737785,0.08445335701383522,0.0355922427411169,0.1028382364853909,0.05750778749313545,0.05105127401040723,0.12711073566844616,0.40199485855583944
24,8.679,45.243,0.5215454453198406,0.9825471111015927,0.10071436167129787,0.03071883655450558,0.11894731496368198,0.07227742937174657,0.024976064327557824,0.09582102433951259,0.4137929936988744
25,8.679,45.309,0.532048915672399,0.9711024150232589,0.11678048971821171,0.026333988339831263,0.13095460910156556,0.09080116849687594,0.010929027314121794,0.11411030056452781,0.41860383163334375
26,8.679,45.573,0.5146429751767999,0.22674674013258528,0.4738027072864026,0.42045462158442853,0.35202546046214467,0.5484542000958865,0.11442718208639234,0.05180124897058382,0.5725772631775318
27,8.679,45.639,0.4757714392477785,0.1928108034762494,0.45600016501017376,0.4669890809083597,0.4207118183053661,0.4454677434999798,0.06692652578870334,0.02742198371925095,0.6134501002151947
28,8.679,45.705,0.3977319639731284,0.1893151914326148,0.39772420447057516,0.47593009076023995,0.4254453047987385,0.32971399971379994,0.031146495224954072,0.026445433721513978,0.5402207324992738
29,8.679,45.771,0.3531138688887061,0.18205944621622663,0.32923730485147434,0.45779091398966093,0.4456903619027395,0.17891201196874837,0.0097498264162574,0.02282503761094951,0.49834522019137856
30,8.679,45.837,0.2458183939254062,0.15497585432524097,0.27616926351018806,0.5004762159068054,0.3936731711421854,0.13015284221431148,0.00412888195333684,0.020466353475055012,0.42843900022645903
31,8.679,45.903,0.1538688769393099,0.1138464303496196,0.267685942889284,0.5042373110129311,0.3944385943406546,0.11322559344698058,0.0016471317442296135,0.011300936550028751,0.43264349509300076
32,8.679,45.969,0.0458618020094291,0.0842453620934906,0.22329120356438187,0.5643634214405069,0.3490629242061617,0.07430617442458493,0.0,0.009348524721300667,0.4332839907360519
33,8.679,46.035,0.0136432528805502,0.0617400131832324,0.19026803002939763,0.5075798484450308,0.30696213151448687,0.0537515678672694,0.0,0.0023082934655086072,0.44066873867625767
34,8.679,46.101,0.0064642173851961,0.029669226302497017,0.11038905015419666,0.5426819433212285,0.19757966827375076,0.011621545811822533,0.0,0.0,0.358879172995352
35,8.745,44.979,0.4584654929575142,0.9199109862754682,0.07407543913419647,0.09270385417685545,0.08875821904304984,0.05190247557657389,0.1503878626347458,0.17592545550763877,0.3662475752205438
36,8.745,45.045,0.4876652444430706,0.9644685144437568,0.0813449132261228,0.05828989645987288,0.09892721423890981,0.05552081224953175,0.09552861110446632,0.1844878332772427,0.3893092719154011
37,8.745,45.111,0.5046179612361279,0.9721984712182973,0.07295382705236961,0.05727788206906904,0.09346879821098746,0.0450286971790646,0.0828938894032868,0.15898968599410152,0.3763726631163902
38,8.745,45.177,0.5443521128989295,0.9761190713470591,0.09108935614617113,0.04272128358267946,0.10463511374932072,0.06833963699713845,0.049596250364600934,0.18021333178627233,0.39931766284805914
39,8.745,45.243,0.5544474140499634,0.9478392167875479,0.1183181459844039,0.04590226856207731,0.13194641670993856,0.09273232449111461,0.023180616999004946,0.16864077055922533,0.42918002841669467
40,8.745,45.309,0.5850842825386825,0.9207347337166377,0.14727752108740097,0.049632507742361866,0.15810623147007674,0.12157918653593855,0.02002989744118496,0.17825148837216928,0.4511860335794183
41,8.745,45.375,0.6306930591945352,0.8467706196615868,0.16334713104499915,0.100600413919987,0.19016684047036497,0.1199414628964049,0.022705209152952346,0.13191495534913156,0.4516141619922722
42,8.745,45.507,0.6442046637446485,0.4492557437412354,0.3613268522449617,0.30396575548160654,0.3633783524179111,0.322813328289818,0.2097742661475146,0.16336232582726953,0.6176627882372743
43,8.745,45.573,0.613779922326246,0.3232806900764794,0.5259878220762483,0.3080576447085687,0.49494046603236946,0.5041136476656586,0.16281237302768609,0.10107170074552325,0.6991126598644349
44,8.745,45.639,0.5619823547585678,0.21907311720757522,0.5550856978009195,0.3890212840238337,0.5885300219540232,0.46540860958317487,0.08351300619259278,0.031539728649625204,0.7402829657985891
45,8.745,45.705,0.5130829176287524,0.18668730718247403,0.5252138156562252,0.4099787218885609,0.6041737062206566,0.3927810039494,0.03291670225570608,0.02091220780749431,0.6987839629490835
46,8.745,45.771,0.4084242811148513,0.1815059428453231,0.43880091744819966,0.44776262917622867,0.6024993898768392,0.22988175637467353,0.008111524566689603,0.01833415657317721,0.634869856517423
47,8.745,45.837,0.3072489187049037,0.1504793308690665,0.3294191470164823,0.5547786531088051,0.47115671567893835,0.1536462348575916,0.004244262830406912,0.015236324778640377,0.5306248437907499
48,8.745,45.903,0.178364601539359,0.10728585717255124,0.285849091420709,0.615462492235037,0.43064565912824015,0.1114050620792524,0.0008481326833519664,0.008898808729106554,0.4976751341975311
49,8.745,45.969,0.0603629859907194,0.07636965992111781,0.18439388066141402,0.7043993851398304,0.2924871078173508,0.05712146010297013,0.0,0.007875612996142171,0.4338386162404805
50,8.745,46.035,0.0256484930488997,0.0552649765144151,0.16408777740596261,0.6558213802560098,0.27077072205282904,0.04028687196148346,0.0,0.0015829929960255932,0.4159317935565353
51,8.745,46.101,0.0117968759499692,0.03137296502403473,0.08339519503280446,0.7069679603216767,0.14885679949236355,0.009210437749197178,0.0,0.0,0.3197841454741494
52,8.811,45.045,0.4766119717148494,0.911962529460573,0.12379180235141671,0.06844213481249073,0.10860895664279754,0.12662855989790117,0.11620618477395672,0.20116880598417722,0.4165896337091487
53,8.811,45.111,0.5245860142987546,0.9433787124939254,0.10100508474350023,0.06283719149526179,0.09944941303604549,0.09244064686868778,0.08363180946100517,0.193078455901621,0.3946621958185957
54,8.811,45.177,0.5511363539068218,0.9503510489472669,0.12094883323355915,0.04469307133692415,0.12420188278699981,0.10553162765163193,0.043349743602696805,0.2361624217097492,0.4355876498155481
55,8.811,45.243,0.5751081126253813,0.8946784074747501,0.1694549836982932,0.05762762698565803,0.1968237484221427,0.12487954948942484,0.021958904925720266,0.2291526759818236,0.4869879590459645
56,8.811,45.309,0.6039502198136881,0.8247396705912329,0.19443196264646231,0.09643029655516323,0.22468751855835672,0.1444277788770151,0.03938845292287983,0.23300060945907625,0.48851025368398376
57,8.811,45.375,0.6750594933095144,0.7335583807550219,0.24498245059280307,0.1359821804146544,0.282417335040693,0.18264665998230942,0.05761568925690521,0.17425062235368316,0.48911931288140026
58,8.811,45.441,0.7081840074333804,0.6673590670719731,0.284202331618785,0.16769903031609584,0.30449573653250495,0.23514059126776352,0.1759891824910826,0.25318276451645644,0.4992331481097128
59,8.811,45.507,0.6937475467555461,0.5121784395706634,0.44283729610817213,0.19435779414387955,0.4767750190797784,0.3640134785999138,0.20728922957196824,0.19829317637384816,0.6632073707009065
60,8.811,45.573,0.6736207931060876,0.37012091616819276,0.6210735152677122,0.20428582848911542,0.6463329854636694,0.5329560666836322,0.1779074626308437,0.13015479621350137,0.7681203113480146
61,8.811,45.639,0.63862340815788,0.2579484679343313,0.6457803371575525,0.2898173509306503,0.7119364219246574,0.5140340736943412,0.11859855983147223,0.04241665266152092,0.7862999312333289
62,8.811,45.705,0.576756153220373,0.21524522599612683,0.6280997872946193,0.33198674566471326,0.7333950488079999,0.45877801481292446,0.04217449728260453,0.03472250304585345,0.7713708520184303
63,8.811,45.771,0.474498349368775,0.2078757579964554,0.4757425083439795,0.41873008240675436,0.6424417324415256,0.2600702368855221,0.0199347615253238,0.038047616213542995,0.6624472251873192
64,8.811,45.837,0.33732415563473,0.15615968006845077,0.3563612484605671,0.5456373162140727,0.5083783603296304,0.16752582612079078,0.005909895339581838,0.028229767430048236,0.5570824175528197
65,8.811,45.903,0.1757173907103529,0.10225958531274033,0.27980843836266683,0.6457514645385473,0.42328937195459493,0.10729834699686161,0.0009463479828157032,0.015800101418249314,0.49859286945519965
66,8.811,45.969,0.0833976622072645,0.06873587453586086,0.1737270728628522,0.7441482651114817,0.28374925647938615,0.04559318145432847,0.0,0.007837849026183964,0.4300986038689141
67,8.811,46.035,0.0339566554208897,0.05088850275594973,0.16281124151404885,0.7116281050456564,0.2699187762051103,0.038712386990422926,0.0,0.0016940040130466296,0.4257550269717672
68,8.811,46.101,0.0131578633909574,0.030973528289835565,0.08239736545271473,0.7170943775531307,0.14707532065096324,0.009101633882632906,0.0,0.0,0.31595807376713153
69,8.877,44.979,0.3954943256061057,0.839685409609329,0.13867733668133722,0.09762546965733071,0.11584349409374946,0.14770379925516214,0.581040436402077,0.20988728624373376,0.5852816336973646
70,8.877,45.045,0.4590260545941036,0.8839104790299538,0.13999191496993535,0.07210603430314154,0.1064497955239142,0.15965502791320707,0.3203782601141579,0.1893249709579853,0.4925929132823388
71,8.877,45.111,0.5171878710034956,0.8942134988581321,0.13207422028304872,0.07579352565170594,0.12362213822338233,0.1273042496266703,0.17331689521790625,0.20244185901800615,0.4380511175064789
72,8.877,45.177,0.5546090837202805,0.9033367851609467,0.12152256162804995,0.0842274253877957,0.12589261200257457,0.10492395185015575,0.0500890993626064,0.22550810645080333,0.4266402590554031
73,8.877,45.243,0.5877504398232448,0.8142768600559659,0.1563376745369756,0.13496741877355986,0.19050194597592734,0.10625413589643184,0.024772504701149653,0.21489290762121607,0.4564567683226055
74,8.877,45.309,0.6313926105992204,0.7575910210759677,0.172841192732036,0.16884595768754457,0.20228360955929603,0.12583785607566056,0.04962106794521246,0.23447943695684856,0.4459754930876137
75,8.877,45.375,0.7137255657402211,0.7035353347343839,0.23452688036567076,0.16959072889299565,0.2703315538387367,0.17488779968528778,0.08266056472086179,0.22840647932228525,0.47132383310780546
76,8.877,45.441,0.7389353697388731,0.7051126231868565,0.30938568954674794,0.12069496858681593,0.32692370526583964,0.2605488072038945,0.1833700193124207,0.3050232079538527,0.5511062644366587
77,8.877,45.507,0.728037385992791,0.5726562230684016,0.49282688692686827,0.1107314621699489,0.5497743914089889,0.3858071130912837,0.23802007791070734,0.22715932852279316,0.6802063269432053
78,8.877,45.573,0.6891771758696666,0.40203445562893253,0.6531206840308956,0.14855234885525123,0.7215957466988381,0.5182999832362291,0.205155728422844,0.14124189470950096,0.8083587442727125
79,8.877,45.639,0.6797705334800802,0.2681465965546053,0.6652580171588655,0.2608726309359684,0.7796431968482159,0.4830372106126445,0.1506286880660129,0.04660151830245515,0.7800230115242835
80,8.877,45.705,0.6306392560781067,0.22605221372841236,0.5930992210018241,0.35139183761997544,0.7264858716686698,0.399064197323069,0.058832804899866614,0.043516593749370086,0.7742640535518486
81,8.877,45.771,0.5084571650287449,0.23196060131961424,0.49548422960436683,0.4229788640252481,0.6769832604922368,0.26293134579242855,0.03408642974638734,0.04960739081409967,0.6967891752656526
82,8.877,45.837,0.3757450586752853,0.17954456207846292,0.401429097046683,0.5292791870283741,0.5762316531218588,0.18512097961585855,0.010826976066844983,0.033361394151498004,0.6373815164225688
83,8.877,45.903,0.1780068775461532,0.12083389560947652,0.3175171871323783,0.626739206039728,0.4831907446732186,0.11887469643693158,0.002103367143508174,0.019561465309643446,0.549399363732896
84,8.877,45.969,0.0839599114507296,0.05650444422545866,0.1522070078584826,0.7940869124482944,0.25649559148962586,0.03201543880327694,0.0,0.004863354862480822,0.39632235787943926
85,8.877,46.035,0.0423880673027853,0.039511262048464786,0.1341417602663941,0.8253293749760771,0.23576981139682524,0.018452538331704207,0.0,0.00020862241248295106,0.3740422288443733
86,8.877,46.101,0.0190952689757963,0.03224511946843841,0.04354488972626446,0.9409196991845648,0.07701048932674513,0.005568558389922915,0.0,0.0,0.2533761854893319
87,8.943,44.913,0.259537262333305,0.748136588942277,0.3237432008192539,0.08250403330591684,0.3896897690325947,0.2247689935487794,0.67167152971666,0.03720239260941954,0.8722771281421059
88,8.943,44.979,0.3481323256179295,0.8200586684051915,0.21060390780242902,0.08217053894539032,0.23185555408666622,0.1680200158451917,0.690137783921154,0.11688346559134916,0.6908436503152809
89,8.943,45.045,0.4368672137803553,0.8598241281281189,0.17534792927607784,0.06921594243627048,0.16145511896240178,0.17167440112394622,0.43360704285228635,0.1705097581572957,0.5655323228503483
90,8.943,45.111,0.507662226155923,0.8854020117999505,0.13702800351492417,0.07361986872720767,0.12985796307552086,0.13046777361925005,0.2807428207074503,0.19581054369361806,0.47649295041678946
91,8.943,45.177,0.5609627324270541,0.8546533354136046,0.1290364106546273,0.11397311839064418,0.13688944403330613,0.10817515310866567,0.056739931423660274,0.2091250047582021,0.4456190023970508
92,8.943,45.243,0.5983165851643124,0.7812519064961478,0.1668243187166281,0.1534088896343338,0.21203903396280419,0.10456677661828323,0.048294758489087375,0.19388197903679155,0.4629551843201164
93,8.943,45.309,0.6395701577425628,0.7406519037550834,0.18040391870623124,0.1762473654090794,0.22385572138196896,0.1185463392627815,0.07088590461913233,0.24950805990242253,0.45136593705810596
94,8.943,45.375,0.7422179195537354,0.7494984730373723,0.23642541463299227,0.12679411999997262,0.28071417866630394,0.16806172104245073,0.11495489302085583,0.2925527571051736,0.48729649707642614
95,8.943,45.441,0.7591514180842507,0.7146155495992932,0.3444461536467986,0.08180460875648286,0.36606662196928486,0.28795847032677413,0.17165839726815788,0.3268658051278557,0.602004341738144
96,8.943,45.507,0.7483218504323059,0.5787986263297161,0.5335951578910224,0.06705544178945849,0.57845683596424,0.4346082855349396,0.2412312003542632,0.22821951802033885,0.708170022937568
97,8.943,45.573,0.7239617852155766,0.40735715006978196,0.684819161940231,0.11134701329864342,0.729937776364515,0.5702835458024942,0.24526658537677815,0.13619112105039358,0.7899163539837611
98,8.943,45.639,0.6498573164347952,0.3402525485078603,0.6397861352606573,0.2104312804021155,0.7196805035745817,0.4948290309732685,0.20040864549345425,0.08401618220738673,0.726757198064707
99,8.943,45.705,0.6607528149803085,0.3034090350556329,0.5469560544455876,0.3152243410691291,0.6491786216695788,0.38892904804744577,0.11926328329695386,0.08691820892629006,0.7109193438276072
100,8.943,45.771,0.5668470288598676,0.2924006873225366,0.45308084722866737,0.40168383632684773,0.5998099761953358,0.25978430637626787,0.06748820057330923,0.08107287823398966,0.66880930360328
101,8.943,45.837,0.3581829929832263,0.22297800871134346,0.4081981862836917,0.48785364388507446,0.5652658482276259,0.20904204649122135,0.02192466489128843,0.04730921438836664,0.636110419770627
102,8.943,45.903,0.1806265205497506,0.15836635096569235,0.30249271882243595,0.5970374955411528,0.451060610276606,0.1225729340028199,0.008053863824248476,0.027705976273184774,0.5195769291141177
103,8.943,45.969,0.0854716984099947,0.06253265521939733,0.1567272492442613,0.7285596410309901,0.2611428121181921,0.035950930221895085,0.0,0.0061313953345581325,0.3408579907388219
104,9.009,44.913,0.2319295857143538,0.6559708293257797,0.1993729137679925,0.2589410719570749,0.23891700704057584,0.13952744552592827,0.501007648136464,0.017961759959092164,0.694486428639034
105,9.009,44.979,0.3073338249274477,0.78504789211736,0.180148206134501,0.14539709528583272,0.20245405403163955,0.1395834702614854,0.693559031589985,0.06038821947621313,0.6746592963453006
106,9.009,45.045,0.4181804758085415,0.8702698379983654,0.15795418142847303,0.07337443963204694,0.16874766251347592,0.13121175520109232,0.5411655025320297,0.1426931815836228,0.5949503816249017
107,9.009,45.111,0.5091843208134266,0.8844426806503922,0.12182691384286622,0.08155275041029597,0.1349507942921741,0.09639359629328492,0.40903259617707904,0.18826643439174104,0.4982816939267376
108,9.009,45.177,0.558953175162304,0.8365730004695442,0.1137947847152433,0.13280821428505,0.13406513542322845,0.08198622520507143,0.09733524505679045,0.2040373935799016,0.4445476799540604
109,9.009,45.243,0.6046458228115035,0.8009057838377551,0.1375656530480042,0.15715703832632602,0.16566242497600847,0.0954823913416307,0.046186759017436324,0.1794582422069251,0.4628689437372036
110,9.009,45.309,0.6603187688740971,0.8109533549318025,0.15221362699065155,0.13677203498162196,0.1787543206002528,0.11021428598574434,0.055991935362571854,0.21930654902313837,0.47330562265418147
111,9.009,45.375,0.7533481696569142,0.7892733355266497,0.24223297901177898,0.0828802329280947,0.2574331580745705,0.20253715953934312,0.12530775335469277,0.27472354518428466,0.537218297554032
112,9.009,45.441,0.7672300750444485,0.6787166116703414,0.4075861078275619,0.053844101845561425,0.37092587753710127,0.40332859239591123,0.15890128008069723,0.2724611878015991,0.6972157960578751
113,9.009,45.507,0.7897511408114475,0.494199215594887,0.5945643929762792,0.07950354151927291,0.5729514603311292,0.5562679828110749,0.2118585226762066,0.1866331613876389,0.7788734087822571
114,9.009,45.573,0.7681347009387218,0.3858870116727518,0.6734099108485518,0.1319016907969578,0.6712378436796983,0.6075892502526089,0.22199806767729602,0.11946074149905464,0.7841577187582341
115,9.009,45.639,0.686740139171389,0.3667661544466729,0.6057893235218911,0.2110494361379378,0.6824125586670824,0.4675595105731757,0.19987234774186485,0.11158180568943295,0.7011289044999096
116,9.009,45.705,0.6393414082559162,0.3406541001972721,0.5227881907080416,0.30115829254315296,0.6094524649517543,0.38285215375875514,0.15082745694521954,0.11284177651595674,0.7078560305765351
117,9.009,45.771,0.593322279167094,0.28023221921254604,0.47070903312145185,0.3739935305614636,0.6132134991482687,0.27987894106542843,0.08572027766210202,0.08369453597415638,0.7369842501974333
118,9.009,45.837,0.369887886523882,0.19908277935382368,0.4192376548040509,0.47555223193544166,0.5580875980150241,0.23728730056047573,0.019628054704602448,0.031663939495275184,0.6876130103386503
119,9.009,45.903,0.1895974823398408,0.149368382634303,0.263160248131045,0.6203481083992912,0.4219884407366629,0.07689836138431698,0.005756686070606134,0.005254482364668071,0.5192353327152249
120,9.009,45.969,0.0740476185622896,0.10540418558439425,0.09457336618549526,0.7437744303488958,0.16304026678081276,0.016235880654842414,0.0,2.0488006862824437e-05,0.27006784278329243
121,9.009,46.035,0.0293852454601151,0.10295191228985137,0.08920806342930043,0.7367836599223079,0.15753620514856911,0.01155261951204728,0.0,0.0,0.2555889023720953
122,9.075,44.781,0.0490027141294124,0.3845943333387787,0.0535471328569223,0.6131457565228521,0.08592369307785444,0.01565474231315521,0.13350883923283507,5.064038341932537e-05,0.4544746499407081
123,9.075,44.847,0.1382383605001824,0.4528009592135527,0.07781572011650857,0.5321899161662922,0.12347913547555288,0.024106614837236504,0.17619966282643687,0.003675008178451032,0.49635790631599086
124,9.075,44.913,0.2297137229479654,0.5831593817763954,0.14907086541747455,0.36227334229995856,0.1945053476381148,0.08838735925032555,0.3213905779396744,0.005970394399098258,0.6173196597457636
125,9.075,44.979,0.2678049339023864,0.7330518235715441,0.1728279930817302,0.20628135641683146,0.2092492398255495,0.11880721625132885,0.5287072235091571,0.03737283573243756,0.6816448813481484
126,9.075,45.045,0.3805346609450325,0.8363144211249095,0.17695378448255203,0.09121442761734054,0.2082769954962212,0.12764306223078487,0.5019709241242745,0.12496293687094764,0.6426237330940997
127,9.075,45.111,0.4930505065630768,0.8416741981158153,0.17459869039039272,0.07982225816459164,0.19520520550421375,0.1363041281988494,0.42549046867184126,0.18044305276793018,0.5790497662460155
128,9.075,45.177,0.5692889716256632,0.8131636470782447,0.16838488778584512,0.10694035077390915,0.19594772810387667,0.1237224650959638,0.14404003732866877,0.20872614737130055,0.5129702970724025
129,9.075,45.243,0.6083674715707539,0.8192205512116228,0.19998531180126417,0.09253137994940432,0.22270587306556056,0.15699774890431104,0.06889228432907557,0.17668892011768886,0.5476007500533505
130,9.075,45.309,0.6949683267126843,0.832555285163235,0.20910928076041294,0.06983855933701,0.22135242162324087,0.17573657891205616,0.07969884683579029,0.18381650011153372,0.5681519835532046
131,9.075,45.375,0.7648187517677774,0.7162681903424518,0.3713094291334526,0.03820621035972511,0.35484448663805823,0.35040898733156567,0.10748221842430222,0.19357428293226273,0.6583093054592777
132,9.075,45.441,0.7875990175043898,0.5185620936998662,0.5806968785405504,0.04072922233459955,0.4909423824965453,0.6123342066400755,0.1105259614065298,0.16915437181635223,0.8232351523169765
133,9.075,45.507,0.8057246528644452,0.35257819622696907,0.75191727879483,0.06562090892116493,0.6836251672522685,0.7446571949755112,0.14387816852429341,0.12212145177248426,0.9015399010581311
134,9.075,45.573,0.8160043696399283,0.31254218080753415,0.7885301838815785,0.0971844487311867,0.7885395805612004,0.7088757033516911,0.17811698114088856,0.09445045179751245,0.8972966873339463
135,9.075,45.639,0.7667782281836476,0.3560141753332225,0.6958127427361847,0.15422364732114702,0.7990611449725444,0.5217030534465249,0.16321917899394953,0.11151991180735016,0.8391610644724791
136,9.075,45.705,0.5897989163606969,0.337178311798858,0.6273693321845952,0.22724979658323277,0.7553818184858537,0.4352741645321114,0.11948860880326775,0.11087334869956071,0.8450047007902368
137,9.075,45.771,0.5794105257211076,0.2542597385418236,0.4866227541679197,0.3702061029582343,0.6156934528637655,0.3076942760729765,0.06887911464319649,0.07564934463614159,0.7896050253382944
138,9.075,45.837,0.3519734444250058,0.1439217682313575,0.3507028134838766,0.5234077719072477,0.4666954427900182,0.19867019509268322,0.0146221502562507,0.023337601468594444,0.6306476689600883
139,9.075,45.903,0.1759094932102462,0.09186821382723694,0.15250793344922228,0.6888363585234928,0.25368233855951616,0.035417940865143924,0.00358268620508305,0.00022501580820120476,0.39261737009033415
140,9.075,45.969,0.076933242217192,0.09080206818180558,0.07833446752526181,0.7302087855364763,0.13617117375908222,0.01232994402371633,0.0,5.797701221445968e-06,0.2631384191504743
141,9.075,46.035,0.0226177699776154,0.09044711334792775,0.073489090598995,0.7739766875405183,0.12715946504955805,0.012164664356913034,0.0,6.095019232802171e-06,0.24207474453918848
142,9.075,46.101,0.0140983805104854,0.05274717185983757,0.04745778990176757,0.8241509505817014,0.0799105123044226,0.010104497842055077,0.0,9.514176363398512e-06,0.16268024781311177
143,9.141,44.781,0.0231817602688406,0.31364736463137527,0.05221058906461424,0.6799694979428913,0.08009103311625887,0.018975187838243767,0.0822146633924061,0.00011832798941324087,0.4738071324767424
144,9.141,44.847,0.062965210498026,0.4041021342682929,0.053412299492987224,0.5962717695541059,0.08397034307876125,0.01736246733842657,0.14495659180435058,0.00010649031029680605,0.4543660341352577
145,9.141,44.913,0.1525123700945768,0.5591611525072094,0.08106846106506833,0.43635435777412457,0.11554296076556975,0.0382834273751093,0.2159160392198666,0.0012757555607878636,0.5327345196044356
146,9.141,44.979,0.2235619337476303,0.7109754806677616,0.11944682826425507,0.2667388201348751,0.15064875380732184,0.07607264359673455,0.4589476863892,0.024682297825679676,0.6234333283879027
147,9.141,45.045,0.3423780540991062,0.8395105281578013,0.14548885527228417,0.11479463691761504,0.18109649801670863,0.0950506135640381,0.509352581928245,0.10742021840194615,0.6277618294743311
148,9.141,45.111,0.4690100234604014,0.8251790512255877,0.19565569403564742,0.07886129157021139,0.22478403771688724,0.146661442236148,0.4597559045073698,0.16102538814445533,0.587288314489214
149,9.141,45.177,0.5635091655920184,0.8358393900623489,0.19218200910345767,0.07099010544347098,0.22636534083514795,0.13845506197765467,0.23901568355437192,0.21399943584348208,0.5212565950846471
150,9.141,45.243,0.6294322001082865,0.8351981336732232,0.2209131219686408,0.06290561073105472,0.23159647561939334,0.18791564266713387,0.07126899918959002,0.19022667521573317,0.5484418501725472
151,9.141,45.309,0.7111637785028874,0.8346374207372357,0.23519197157020338,0.045870962632597614,0.21921935906700743,0.2275592879326645,0.07198926409818,0.19841877635266594,0.5930994269690614
152,9.141,45.375,0.7678274510579377,0.6176985582347302,0.47944575063870054,0.040516563332514396,0.42926125986416186,0.48152413936569965,0.09756577485905506,0.15272870132083913,0.7033961109898738
153,9.141,45.441,0.8337108851117733,0.37384939600704103,0.7487168562868869,0.034621422858428744,0.6373890788816942,0.7850623588740648,0.10784138288437627,0.10770988964977106,0.8694501062741875
154,9.141,45.507,0.8552532903459041,0.212606765190014,0.9364715066900715,0.04682782623012743,0.8693224282942726,0.9094014744526799,0.11351137332720722,0.06079265742501375,0.9578354772942415
155,9.141,45.573,0.8372037230986774,0.2202665432748455,0.9136320440192223,0.07893429366638158,0.9260586292628952,0.8088401889951827,0.11174331981819548,0.057566329373599325,0.9559363329668527
156,9.141,45.639,0.7751608983173769,0.2776947895130879,0.7948777861847705,0.1479340109100565,0.9149612869907163,0.5938201214294079,0.13021954905355035,0.07550826496213345,0.9207218286021984
157,9.141,45.705,0.6205220292317057,0.2832057765162967,0.6898063644929896,0.22710016089655902,0.8237534798422758,0.4854295591893239,0.08667698399376915,0.08012489870027978,0.9179500342149159
158,9.141,45.771,0.5654415679455677,0.20534737349923615,0.49073191142169703,0.4156595675974815,0.6122990652010774,0.3189344474442203,0.04088181910353243,0.05309959326898928,0.7887932168101223
159,9.141,45.837,0.3137285905699645,0.12581497438807884,0.29051751752501465,0.5930352845908109,0.38794964865030895,0.16323699866016775,0.006850407064229823,0.02164572908248561,0.5577476122131696
160,9.141,45.903,0.149347637649013,0.07807031372018985,0.13183860403355135,0.6981787165363236,0.2210319316711004,0.028888151800438924,3.312451132849059e-05,7.325368216415204e-05,0.3396413508727109
161,9.141,45.969,0.0684371066022681,0.09042066032141066,0.08243833830282976,0.7211511307200534,0.1432233188405412,0.013053720911255172,0.0,4.31111116466495e-06,0.25931334195771216
162,9.141,46.035,0.0238316829907811,0.08194489274908369,0.07574026239908443,0.7649319399274226,0.1310359255555515,0.012553627612604938,0.0,4.459770170343052e-06,0.2233545580738607
163,9.141,46.101,0.0141999322542314,0.051624276191451914,0.04654359533458993,0.8689925500907729,0.07786644817910915,0.010419074574731686,0.0,5.760536470026442e-06,0.14393508270787223
164,9.141,46.167,0.0072062082673352,0.027481013702425467,0.01062172743630272,0.9667488117709875,0.019394257054615945,0.00080868021092855,0.0,0.0,0.04932351375344286
165,9.207,44.715,0.010472629674426,0.18709253499514403,0.028634948332423176,0.8085030116279257,0.046024175714350975,0.008334557736680123,0.016684047998442513,1.1030259548599609e-05,0.4738731176491738
166,9.207,44.781,0.0201545572284335,0.27476895347894553,0.043881128666706876,0.7206404689832736,0.06937238797863689,0.013890783232085405,0.0538704090643941,6.367785663833e-05,0.4594816337032435
167,9.207,44.847,0.0343902130416198,0.3957819142926541,0.04940333192176982,0.607228284637162,0.07839821045774899,0.01533096071112921,0.11853150470028789,8.048166713917334e-05,0.450756313163694
