rfuid,fid,Target,AGRI_AREA_SURR,FARMS_BLOCK,INDUSTRIAL_AREA_BLOCK,NAT_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
0,1.0,1,0.8998785971936771,0.004262224384399838,0.04252762988821654,0.024808792697627906,0.008384111743686548,0.0899999526256873
1,1.0,1,0.8982764709458683,0.003283609817129524,0.04341412984578858,0.024875755985982736,0.00833635647205714,0.08266683850324076
2,1.0,1,0.9160554343946642,0.004363366999818899,0.047260805841435126,0.02552984613991282,0.007132975777289707,0.09241005760119535
3,1.0,1,0.8334983912078698,0.0034928065213188264,0.047750632786192855,0.028118784367027628,0.006883204022094496,0.09548603953820865
4,1.0,1,0.8987336191900445,0.002421674537393514,0.05070744291837946,0.028036421796821826,0.00803184470774736,0.08751643507643457
5,1.0,1,0.9488970533221838,0.0031207190714284652,0.047843502917858646,0.027312396055668816,0.007498120940263273,0.08802079975370036
6,1.0,1,0.825692266561323,0.002125334018901407,0.04664483642928813,0.02330462738106949,0.0071398553518625,0.08423033535973119
7,1.0,1,0.8854925325274714,0.0016433255204379698,0.051236185387500174,0.023300360411758717,0.007164577559400186,0.08444570323063114
8,1.0,1,0.9705448700503524,0.0030786613817137564,0.04855014501453919,0.026301496963840727,0.007771711520098104,0.08327385499870427
9,2.0,1,0.8672022304237511,0.023150033117743246,0.037202069011591114,0.039759771583109255,0.046516786192667,0.09821487709838644
10,2.0,1,0.9619924794192167,0.02034644991079939,0.03879228366414939,0.034417799206342053,0.04534962142849173,0.10497374103096326
11,2.0,1,0.8494448908468716,0.02613533898191369,0.03870043014391763,0.03728434234253477,0.041373380713268536,0.09335231922992972
12,2.0,1,0.9473591053247192,0.027369650998748295,0.03326494040016633,0.03339175967293143,0.044501914566763764,0.08834395464956363
13,2.0,1,0.9364357691126858,0.021382274190246707,0.03543060791137359,0.03445425391997557,0.043344619911046815,0.0925554416143623
14,2.0,1,0.8683847207709288,0.02615230475851366,0.03320050190992648,0.03725060590667304,0.04460455391724197,0.10474430773212202
15,2.0,1,0.9839880531612343,0.024369179760009383,0.03839536949681959,0.03786349387068923,0.04821980249944265,0.09503477217988482
16,2.0,1,0.8401328571043082,0.024274621509113567,0.03798660097564997,0.038819972174547905,0.047680000835026944,0.09239188277043232
17,2.0,1,0.9073685978200217,0.026816173362752514,0.03316564653461391,0.03635239031907491,0.04279251375108244,0.08867048372917553
18,3.0,1,0.8594655532658657,0.0096270416365229,0.03720614668587457,0.03253051003845528,0.030709634113155828,0.09058927372665689
19,3.0,1,0.9107186197373116,0.007548317943380796,0.039862559453073015,0.028560150702942787,0.026241260937675454,0.08965783245186465
20,3.0,1,0.8998197676431027,0.01130415215689227,0.038880097197751796,0.03341368533023158,0.026065132656625602,0.09056843545116319
21,3.0,1,0.8319708501208879,0.008461351240922762,0.04143413740855373,0.03209026046566249,0.0280596261118268,0.09118002863020712
22,3.0,1,0.822100723895642,0.010718062049571419,0.03948647641598016,0.027219099962637622,0.030725942024691075,0.08025754858583732
