rfuid,fid,Target,INDUSTRIAL_AREA_SURR,NAT_AREA_BLOCK,ROADS_SURR
0,1.0,1,0.049000988040311055,0.025975511766802833,0.33767796347035345
1,1.0,1,0.05514660011121555,0.02516134632087321,0.31961555897682853
2,1.0,1,0.05696653553169214,0.026264951792911936,0.34837657718375964
3,1.0,1,0.056927360905146746,0.02488274134969409,0.3612001262997499
4,1.0,1,0.057204556607959915,0.026784459105635722,0.3218866260169369
5,1.0,1,0.05740658938631579,0.022567715070871786,0.3332002760009346
6,1.0,1,0.052966444155815265,0.025698293058872813,0.33851654279345306
7,1.0,1,0.04990083406530257,0.024896576363878927,0.3845970576205523
8,1.0,1,0.04866327056517719,0.02226787548312611,0.3285763405222754
9,1.0,1,0.049088694876905134,0.022741614191299327,0.3766169017548505
10,2.0,1,0.04461811380579933,0.03792302387714331,0.3700945703244407
11,2.0,1,0.04358271115482445,0.03818193655987791,0.30859327773077094
12,2.0,1,0.04286617334112302,0.03427229444007765,0.35679609229250003
13,2.0,1,0.04452942414479675,0.03523093308262183,0.3401555987710765
14,2.0,1,0.04651618962478141,0.037338484277334584,0.3764661450188955
15,2.0,1,0.04741411565922613,0.040622713050852945,0.3765872142057982
16,2.0,1,0.043631408112171755,0.0390207240603201,0.3388660413455369
17,2.0,1,0.04054391113749162,0.03715200036522673,0.32178729928031824
18,2.0,1,0.04301355059692622,0.034908271543354456,0.37234066218780953
19,2.0,1,0.0479049835100046,0.039141620594251,0.3186215702377951
20,3.0,1,0.0518996282638136,0.029882923996842205,0.361985226122456
21,3.0,1,0.054048868508816336,0.033154445115121854,0.30906072078978636
22,3.0,1,0.047036801922770495,0.03158114368653862,0.31488527865890215
23,3.0,1,0.04958311070415246,0.03205581685128052,0.32543732576343953
24,3.0,1,0.04912817541371025,0.027906423533527427,0.3354828460696879
25,3.0,1,0.050140325657364815,0.03170421628574209,0.34927932328712347
26,3.0,1,0.047895073422267155,0.029176492625306655,0.34928730750789233
27,3.0,1,0.048190503658231104,0.030006309255207836,0.3774496539761981
28,3.0,1,0.05164698706951126,0.03344707324812527,0.3148844146147699
29,3.0,1,0.05439749018401876,0.03317839947983542,0.34518471175876825
30,4.0,1,0.05962136648701874,0.021703005785235794,0.36100803213141075
31,4.0,1,0.05645391440906738,0.020800759065727134,0.3608806209779903
32,4.0,1,0.05829050243301461,0.0227669631351534,0.32759961412049865
33,4.0,1,0.05590407319928821,0.024964102498258985,0.35383896535181886
34,4.0,1,0.05928916409702498,0.02114888862546461,0.36233716799409266
35,4.0,1,0.06179300950068654,0.02053428053578921,0.33307592381167506
36,4.0,1,0.06029630078228865,0.020905927261883915,0.3086139837979008
37,4.0,1,0.0601143560411307,0.02161973062337205,0.33297836668308634
38,4.0,1,0.05035794861464708,0.0235660200141267,0.35570789409829773
39,4.0,1,0.05089509076552426,0.023864219444324205,0.3180364077710687
40,4.0,1,0.05832281148812456,0.022354269201820823,0.37064581616874137
41,5.0,1,0.07018638723737367,0.02002161972083358,0.3531665121526561
42,5.0,1,0.06532859754120254,0.017389169733105257,0.3297281072975109
43,5.0,1,0.06126776511435076,0.019610559019975056,0.3628645640769195
44,5.0,1,0.05935287020958691,0.02196966680296409,0.3330200477980288
45,5.0,1,0.06594461090672538,0.01915426404303269,0.324651170587925
46,5.0,1,0.06443856177105327,0.022028459819429247,0.32170931296308947
47,5.0,1,0.06699997266547854,0.02109334565422584,0.373934149033355
48,5.0,1,0.06569789420331434,0.01998447688187862,0.3149409954360309
49,5.0,1,0.0680278483096962,0.020300116093937476,0.3491359646498267
50,5.0,1,0.06275519095099355,0.017764286852503784,0.3664811461417709
51,5.0,1,0.07154616197425002,0.02171232606182457,0.3626821541793722
52,5.0,1,0.05903227138264927,0.020687024147064845,0.3178521285000153
53,6.0,1,0.17893244339116718,0.38045015123873194,0.43806782171133846
54,6.0,1,0.20320317683786607,0.3698078795177885,0.37729838083271533
55,6.0,1,0.20398190423469864,0.3345231419601354,0.45010525980813704
56,6.0,1,0.19534830450435026,0.3830501086344177,0.43824004552204754
57,7.0,1,0.1383020061836382,0.3275924341111299,0.4104620968165494
58,7.0,1,0.1487744945439934,0.34526339528571837,0.3389001220578965
59,7.0,0,0.16464553911148938,0.29530428749019677,0.3444665712418696
60,8.0,1,0.12616435732507997,0.3248024240830057,0.36737023644354566
61,9.0,1,0.042485502118217756,0.04913287574485322,0.33340316974069933
62,9.0,1,0.04205778075262121,0.048707643142269455,0.30111915469462025
63,9.0,1,0.046576231162465426,0.044316079051568674,0.3000860932669333
64,9.0,1,0.048709240400490135,0.044829414840448674,0.3313869142166974
65,9.0,1,0.04179795565882378,0.05072082933501813,0.28073214741501135
66,9.0,1,0.04601301226052827,0.04736398358937102,0.33984913612039613
67,9.0,1,0.050797907047713045,0.04325251654295489,0.3458246471904056
68,9.0,1,0.04389680673379138,0.04437331257775072,0.3251521657585663
69,9.0,1,0.047408438244310375,0.04609533131179016,0.33705445909484416
70,9.0,1,0.04210704803816854,0.04454215296063736,0.33839675178815914
71,10.0,1,0.04460406064171781,0.043897050389439286,0.356191733135584
72,10.0,1,0.03963625422664673,0.03904941489333226,0.2953316156829771
73,10.0,1,0.0466049520198719,0.04412527994212373,0.3496832168730649
74,10.0,1,0.043496249950119296,0.043727559978556485,0.35771707540545966
75,10.0,1,0.0416543427920723,0.04498885396939907,0.31629013549557433
76,10.0,1,0.045884871324044944,0.03604453488151436,0.3072112237191723
77,10.0,1,0.040866534721906836,0.04367614339789899,0.3113028680065946
78,10.0,1,0.04246741944873384,0.04482443861866761,0.3137459830661891
79,10.0,1,0.04395529803333403,0.0435006090973122,0.35361660231386677
80,10.0,1,0.04214792269158008,0.03910209039441134,0.32594726830358983
81,10.0,1,0.039124898499298046,0.03580367144247484,0.3355194311100968
82,11.0,1,0.05210662166519488,0.03460448643821252,0.36929315103432
83,11.0,1,0.04973512469320351,0.03322736706833236,0.3697508820248312
84,11.0,1,0.050614646577073166,0.03061242435651843,0.32609663935602584
85,11.0,1,0.04630956345504863,0.03231875888889113,0.3232111255030781
86,11.0,1,0.04876186651845576,0.03759179855453784,0.3282674343928539
87,11.0,1,0.052314551898844416,0.034895768165495396,0.33519733582957895
88,11.0,1,0.04557106441322992,0.037921114350600166,0.31530820884760646
89,11.0,1,0.04832616369324769,0.03604834721500043,0.328568720078084
90,11.0,1,0.05118909455124295,0.03337664189111161,0.3550443680061552
91,11.0,1,0.04795856174367006,0.034893871749790036,0.3799735829521672
92,11.0,1,0.05265690216207813,0.0345861727902754,0.36059047597769744
