rfuid,fid,Target,BUILT_AREA_SURR,INDUSTRIAL_AREA_SURR,NAT_AREA_SURR
0,1.0,1,0.07947286502831626,0.05088610323142167,0.026136084080425694
1,1.0,1,0.08368373116878142,0.05061181149443766,0.02669149197172734
2,1.0,1,0.0795611475038083,0.046657088003925304,0.025655472691258358
3,1.0,1,0.08153290279668292,0.04951210261240218,0.025889227415738302
4,1.0,1,0.07848746085473468,0.047231097066504406,0.025049755105073065
5,1.0,1,0.08247604880677631,0.04729201913326243,0.024494885368694794
6,1.0,1,0.08274617405256915,0.048527758033084394,0.02396603355111171
7,1.0,1,0.08348745706254539,0.05000929330261493,0.02584109616426044
8,1.0,1,0.08084239776081764,0.050772666651850325,0.024043211039481704
9,1.0,1,0.08057732769997286,0.050380413447858235,0.026134707615017606
10,1.0,1,0.08419089734591181,0.051179008921466276,0.025957358831454537
11,1.0,1,0.08009067889999139,0.05008641561240779,0.024608239112011217
12,2.0,1,0.06266375862355798,0.037176420827659575,0.035411813082749904
13,2.0,1,0.0685178099310821,0.038030219243867035,0.03472069187096988
14,2.0,1,0.06550423568141615,0.03889664790152757,0.03643863413117383
15,2.0,1,0.06242275582250864,0.03937834731645431,0.03594805326630099
16,2.0,1,0.06544426170457848,0.03813041356125894,0.03493668696885145
17,2.0,1,0.06723721261939611,0.038669680367235934,0.035255608604113024
18,2.0,1,0.06604091485328913,0.039130997212440295,0.034235585105168484
19,2.0,1,0.06407391013735901,0.03993423413879404,0.03693800161917409
20,2.0,1,0.06741464701280027,0.03717593765749548,0.03579310004340013
21,2.0,1,0.06793863187095817,0.03870578722075608,0.03368146805796404
22,2.0,1,0.06618994413978505,0.03999080541158099,0.03534977554063962
23,2.0,1,0.06319292752228968,0.039383261726554465,0.03649983843973326
24,2.0,1,0.0683589527661758,0.036849119071975425,0.03378684161649452
25,2.0,1,0.06687436530710013,0.037414087966849766,0.03495187706134246
26,3.0,1,0.06867690048738596,0.04147637517286436,0.028772090817851693
27,3.0,1,0.07092069897650005,0.04414870560998949,0.029656494681360564
28,3.0,1,0.0708720013097056,0.042532865538897534,0.03020439494429997
29,3.0,1,0.06909740284650406,0.04463413653683864,0.02817150179539414
30,3.0,1,0.07218913995597893,0.04189906353226549,0.03060156373819896
31,3.0,1,0.07279426517309635,0.04428780448563681,0.03148452407859547
32,3.0,1,0.07424813857678508,0.04492210955670704,0.030056534379386757
33,3.0,1,0.07127954773762434,0.044920856489824544,0.028676157644111196
34,3.0,1,0.07508346527482274,0.043305523588752844,0.030440963603331213
35,3.0,1,0.07238475231610013,0.04394492500131615,0.03149274612667898
36,3.0,1,0.0755338368156907,0.044054557926705935,0.0285508570972795
37,3.0,1,0.0683902654260643,0.042258148652197035,0.030153262155604585
38,3.0,1,0.07365071808060578,0.04377374638312698,0.028581015497165997
39,3.0,1,0.07219685675678181,0.045677584130752846,0.03081628745817558
40,4.0,1,0.07982022634862934,0.051581129711930594,0.02237676399453835
41,4.0,1,0.08473905570297637,0.04947388481974781,0.023516841464526258
42,4.0,1,0.08223613948871705,0.05013339375409778,0.02401733967779518
43,4.0,1,0.08092090820328958,0.048663071184614104,0.024945737563580556
44,4.0,1,0.0817612446475599,0.050283714657727116,0.024715316397707868
45,4.0,1,0.08575379351771263,0.05098868240959117,0.022327600896798885
46,4.0,1,0.07913017386115997,0.05150843178195647,0.023389963915097137
47,4.0,1,0.08303177034852714,0.05085820788225748,0.02237570587837059
48,4.0,1,0.08110144263379623,0.05280442526004224,0.022929922666488745
49,4.0,1,0.0804549192828269,0.05359983753553786,0.02416538215212338
50,4.0,1,0.08612666275225833,0.05326793771046962,0.02433051290543375
51,4.0,1,0.07999877175545402,0.05196974759453241,0.023871468312658246
52,4.0,1,0.08502065042813126,0.05319502404996743,0.02315589041923683
53,4.0,1,0.08531618169363912,0.05280569176219353,0.022369755736689444
54,5.0,1,0.09304400583986527,0.0563989410225488,0.019086846935440046
55,5.0,1,0.089192412599196,0.05836003917476559,0.02087169785057525
56,5.0,1,0.09324285773846326,0.05496387518890817,0.02002000659531544
57,5.0,1,0.0878751864457444,0.056816546932218104,0.019527868638768216
58,5.0,1,0.08952367145567583,0.05672521837206055,0.02045730748770085
59,5.0,1,0.0916620535251405,0.056062503015697145,0.01969346190124525
60,5.0,1,0.09344783096799146,0.05666031116129174,0.01983796501850454
61,5.0,1,0.08898480354047604,0.0541227044011486,0.019344914747322046
62,5.0,1,0.08706250129399126,0.05784963135336123,0.02008738133523098
63,5.0,1,0.08438821744668057,0.05520376459772191,0.02033864808849308
64,5.0,1,0.09144160784404651,0.05559496531435064,0.021049614085315405
65,5.0,1,0.09194542507155999,0.0574155247993302,0.021102697863343595
66,5.0,1,0.0882518865138925,0.05848761087811103,0.01961100673693299
67,5.0,1,0.08657641611932233,0.056436225630426724,0.021240855127664836
68,6.0,1,0.310636233436078,0.17328303611019913,0.3832109606334839
69,6.0,1,0.3249245151597756,0.1648502692836667,0.38922336074168545
