rfuid,fid,Target,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,NAT_AREA_BLOCK
0,1.0,1,0.08268339959097651,0.046961007393708766,0.02539780591511944
1,1.0,1,0.07637520374524055,0.04793121263025332,0.0254784060522905
2,1.0,1,0.0820729239139783,0.05102811747287597,0.025505453903573623
3,1.0,1,0.08376512821754671,0.05117950206890931,0.02701305441270377
4,1.0,1,0.07664717712282935,0.047579301189198134,0.02556620230589662
5,1.0,1,0.08105407160125716,0.046709340698390375,0.02700374474085851
6,1.0,1,0.07824962501404124,0.04921683717597232,0.026233846661035128
7,1.0,1,0.08169453634061281,0.047634276267883476,0.02541580528730577
8,1.0,1,0.07634768749926159,0.04703998909659258,0.027152180691511894
9,1.0,1,0.07635124980201723,0.05116041758349631,0.02736669238515624
10,2.0,1,0.06429073849576704,0.03894994919599308,0.03967331130448308
11,2.0,1,0.06212713363157176,0.03695323555119639,0.03853364034368369
12,2.0,1,0.06361341992365994,0.03853353538679671,0.03702196770105008
13,2.0,1,0.059877654502164784,0.038443258781608744,0.03979080278796806
14,2.0,1,0.0649204385476769,0.03912122967376036,0.03749561392829469
15,2.0,1,0.05972122456363721,0.04019863869609316,0.03549821733983434
16,2.0,1,0.06505669923631464,0.03731580778155438,0.03755071847599664
17,2.0,1,0.06231845022150515,0.03878251736595476,0.03584974556848291
18,2.0,1,0.06266807723085378,0.036949259592219695,0.0376518066112441
19,2.0,1,0.05938128966058289,0.037305346126503415,0.03980632022802556
20,3.0,1,0.07334183318666714,0.045251988993885106,0.02979791710881934
21,3.0,1,0.06972459940537018,0.042694939339660606,0.032278838918752537
22,3.0,1,0.07249412187725322,0.044455630586167326,0.03225380920908518
23,3.0,1,0.07437981617838589,0.04293670470876737,0.029885456273725197
24,3.0,1,0.06765319393727923,0.045005347534972415,0.03276824973236849
25,3.0,1,0.07179223554239252,0.043513246300876364,0.031133660119099845
26,3.0,1,0.07297181006052894,0.04546980219434328,0.03286205791978114
