rfuid,fid,Target,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,NAT_AREA_BLOCK,ROADS_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK
0,1.0,1,0.9131994752600687,0.07729129753836936,0.04130534381997711,0.031081966493324915,0.3340975544024339,0.01159291916850008,0.09585438855147412
1,1.0,1,0.9630571096065316,0.07970577032464943,0.046958556947382595,0.030227606503334153,0.3236142469622327,0.012328127647613235,0.0898519226728563
2,1.0,1,0.9036504061204559,0.07330479170807132,0.04353780867667419,0.02959336209155497,0.37427631334416844,0.01191551768563157,0.08807548616736874
3,1.0,1,0.8177744021093988,0.0740135575091721,0.046280242952612974,0.030895118953156882,0.3309628953689594,0.012405407235170073,0.08342008502075089
4,1.0,1,0.8202965790468635,0.07409528809858461,0.0407356552854344,0.02959613666499857,0.32827050271380226,0.012202454096629947,0.08381459448868653
5,1.0,1,0.9263855425105009,0.06733972912557323,0.040532064454231825,0.02583474973394659,0.371422663062713,0.013197053100135983,0.09165007631207726
6,1.0,1,0.8551435522618952,0.07272163568188529,0.044917375992811946,0.02798950760528417,0.35164329827272023,0.012381932698881113,0.08393499314818005
7,1.0,1,0.8417947714893192,0.06766119687205698,0.04411585036469367,0.026203544763490655,0.31565628185482,0.011375634324970543,0.08318097014240984
8,1.0,1,0.8918533619160122,0.06980521344089714,0.042584312270644194,0.029786231587707292,0.37485534545343974,0.011915826827002237,0.09543567125122944
9,1.0,1,0.9028414810738763,0.06990880952708273,0.04250021614736719,0.03005404878998736,0.33083540547609924,0.012051256937651796,0.08713277151097185
10,1.0,1,0.9750285080170209,0.06774371033708876,0.045951571539661104,0.030665866534184044,0.33097329455509494,0.012012589706966913,0.09276186835079295
11,1.0,1,0.9362942164452307,0.07329270259931735,0.04419659536294837,0.026269891316587555,0.3527241279860454,0.013079513265455735,0.09406795759411671
12,1.0,1,0.8920609621563402,0.0712830218057702,0.047845415642000504,0.031247155782203037,0.305074793293232,0.011074555723098541,0.08562180293580053
13,1.0,1,0.8285654960228734,0.07583703272554054,0.046013644465192904,0.026454399693334303,0.32605614915268927,0.01327487599943078,0.09746747617285777
