rfuid,fid,Target,BUILT_AREA_SURR,INDUSTRIAL_AREA_SURR,NAT_AREA_SURR
0,1.0,1,0.9112972478076068,0.056466193305935344,0.04463859944798625
1,1.0,1,0.7834908884152607,0.06116987040827568,0.047337934431983336
2,1.0,1,0.7430903803081698,0.059272319160657776,0.04709752023273563
3,1.0,1,0.925937963454379,0.06170029042703753,0.043556177557701296
4,1.0,1,0.8066740082133064,0.057907467275862504,0.04372746877026813
5,1.0,1,0.9148234853743803,0.061749885561073505,0.04344630549327936
6,1.0,1,0.9155678385719956,0.05817020688611147,0.047601646381056816
7,1.0,1,0.735505952944126,0.05671712111762009,0.044981583221226876
8,1.0,1,0.9268862194646046,0.05819465752045801,0.046516940830329354
9,2.0,1,0.8211490495095646,0.054439415310357356,0.04024569327641926
10,2.0,1,0.809519080180756,0.04999157018397869,0.03843986062015833
11,2.0,1,0.8214197737751838,0.05269192642758415,0.04044445527059553
12,2.0,1,0.7786590967368934,0.05312764064558429,0.03790788664597762
13,2.0,1,0.9562027674719414,0.05141016343278308,0.036218201132168004
14,2.0,1,0.8387001723471633,0.054346860928683544,0.03812698009158299
15,2.0,1,0.8634080582849831,0.05302020851211901,0.03938258147906704
16,2.0,1,0.9514245150838964,0.050054823414135766,0.03720158415167033
17,2.0,1,0.8246946762693845,0.051843375606278774,0.03773763301019736
18,3.0,1,0.7851648340110925,0.05992106865577945,0.04306059863818857
19,3.0,1,0.8845004290082906,0.06001132257462496,0.04356862044247262
20,3.0,1,0.7523102620681029,0.05873203465506638,0.041131121402506084
21,3.0,1,0.8269476807749678,0.05595884705924081,0.04253816397590719
22,3.0,1,0.9269837023479104,0.05603529180200622,0.041957336099467314
23,3.0,1,0.8462643678547991,0.055935648828509404,0.039390643900613045
24,3.0,1,0.7401313266758228,0.05531808734978363,0.04325452325881795
25,3.0,1,0.8174624487752081,0.061309430061257796,0.04198572056310824
26,3.0,1,0.9163527729319141,0.060032048293497585,0.04155838804730357
27,3.0,1,0.7708167884040295,0.0563258221825742,0.04276758963860981
28,4.0,1,0.7970000608437268,0.06054287056324153,0.047362682631614375
29,4.0,1,0.8272512956611001,0.061569826766609534,0.04571192967491724
30,4.0,1,0.9110055799365575,0.06107303305199923,0.04702062945292731
31,4.0,1,0.7341163642113802,0.06277524077584083,0.04409848223975107
32,4.0,1,0.7559927195176941,0.06677394399883407,0.049138647222945094
33,4.0,1,0.7293863447745936,0.06054263452031675,0.047634942725247806
34,4.0,1,0.8520472226808539,0.0639034139567796,0.049521947815775375
35,4.0,1,0.7645547878419942,0.061515801715879996,0.04434635183939955
36,4.0,1,0.7873663942440038,0.06679492007579935,0.04660509124482101
37,4.0,1,0.8296428532491248,0.06140861541276783,0.04599091503559484
38,5.0,1,0.8413124551725482,0.07427601437660429,0.06386652392252191
39,5.0,1,0.9196233368085973,0.07427244335423987,0.0698191470921764
40,5.0,1,0.8163629066791842,0.07646703873105948,0.07114257209186693
41,5.0,1,0.8964332858523416,0.07354049419525863,0.07101044272874718
42,5.0,1,0.793415997825384,0.07527788603249584,0.06618526693489582
43,5.0,1,0.9244301834710063,0.07684287192880951,0.06405843771357364
44,5.0,1,0.873732101838045,0.07953458329491404,0.07093237103416035
45,5.0,1,0.7317032016652789,0.07801582878015018,0.07134872642414578
46,5.0,1,0.9035343068358185,0.08060654355216681,0.06383080695553306
47,5.0,1,0.7511785024645764,0.07555331910002318,0.06504145594536212
48,6.0,1,0.8210596773097428,0.21827122005195893,0.45595148184395634
49,6.0,0,0.7104577862267909,0.2193329788871425,0.42443666919607004
50,7.0,1,0.7078501101491798,0.1693136595185989,0.4782788845298665
51,7.0,1,0.699245722980223,0.16654640564170664,0.46214831905944315
52,7.0,0,0.6816557942146904,0.17581630157817224,0.4573422388360193
53,7.0,0,0.7761801709598976,0.1685806186798797,0.450673875051417
54,7.0,0,0.7300971220999645,0.17735160090745222,0.4708568547222959
55,7.0,0,0.8019564625791122,0.16605744549301654,0.4737533403822846
56,8.0,1,0.8072897883701616,0.14417476565093948,0.4912250641285206
57,8.0,1,0.7225673065227496,0.14582531718412184,0.48957328006354156
58,8.0,1,0.8101758465499173,0.14310251249455333,0.48321348006008535
59,8.0,0,0.6979809950891948,0.13854020954661073,0.5140753634966645
60,8.0,0,0.6509662403436356,0.13927751929166612,0.5006025509104219
61,8.0,0,0.6599898794400458,0.14348846502378193,0.49966922499938293
62,8.0,0,0.6727872003817856,0.1434869073458309,0.5120890888730598
63,8.0,0,0.7140556930953846,0.13740113643112267,0.4938128388666811
64,8.0,0,0.7712347413264221,0.14256676237416976,0.4761294199929492
65,8.0,0,0.7078848274041923,0.14024347510263616,0.4829300733020406
66,8.0,0,0.6908019404945516,0.1490115520605962,0.5127096635186691
67,8.0,0,0.7905620049219512,0.13671326072608134,0.5017887262243895
68,8.0,0,0.803376841754569,0.14659697216286505,0.5117655043199845
69,9.0,1,0.9539468513854031,0.05100831100127664,0.04358456671182448
70,9.0,1,0.7736858372854483,0.05058028499204067,0.046938325186507285
71,9.0,1,0.8613555678333015,0.0523249845366386,0.04264227348936153
72,9.0,1,0.8827439312121497,0.05548684744999257,0.04170511211486806
73,9.0,1,0.7956758066352756,0.053789440065212926,0.04165589677588676
74,9.0,1,0.838192769824143,0.055477240319661995,0.04159017207910396
75,9.0,1,0.78303780909776,0.05051468194890973,0.0427596881545816
76,9.0,1,0.9747458492189899,0.05088726353014387,0.042791882244858366
77,9.0,1,0.8694234463705779,0.051119768528795455,0.04673834120489468
78,10.0,1,0.8255271253446627,0.05176434335282643,0.04427297488139963
79,10.0,1,0.7570665041734962,0.04942065992524586,0.043470686712237395
80,10.0,1,0.840817277159168,0.050195051998556305,0.040328210419354
81,10.0,1,0.8026181314989825,0.04936287896205141,0.04429470418130893
82,10.0,1,0.9093361144333192,0.052630411091904354,0.04164415998718116
83,10.0,1,0.8589973745357807,0.053581682486730266,0.043832196319559036
84,10.0,1,0.790611351514601,0.05109973007143174,0.043931733987088994
85,10.0,1,0.7893902016578385,0.05145124762466902,0.041236259418987495
86,10.0,1,0.8476627395501803,0.053448721255155734,0.04351095055270875
87,11.0,1,0.898875684000786,0.05582504378676443,0.041696298120238035
88,11.0,1,0.78803731172672,0.053718710177563585,0.0426999068634004
89,11.0,1,0.812159847399067,0.05192523875511581,0.039443110330645195
90,11.0,1,0.8512871690210778,0.05661282300754529,0.044048130909453684
91,11.0,1,0.75060201105037,0.052102246292966725,0.04094772081460203
92,11.0,1,0.8904609760142025,0.056656825367859674,0.04399153430273076
93,11.0,1,0.9407187514666612,0.05597411372857126,0.04299080155388818
94,11.0,1,0.7556463773459847,0.056820213289194794,0.03985047636187515
95,11.0,1,0.8544680140619136,0.05376811798442382,0.03946085960054641
96,11.0,1,0.8931032301515103,0.05318236342491645,0.042340274444534316
97,12.0,1,0.7456539812293205,0.06598237130940297,0.04188603597434067
98,12.0,1,0.8308612768530309,0.060813185516984496,0.037742353349480125
99,12.0,1,0.9148754351906583,0.06228022966857486,0.038135467039326576
100,12.0,1,0.8165628702527674,0.06442190437880083,0.04019980180817524
101,12.0,1,0.9262731638020398,0.059922213564022095,0.042612416476128324
102,12.0,1,0.9415060253141434,0.06030338745978505,0.042615227484041195
103,12.0,1,0.7804127698111849,0.06593569129427487,0.03912714806321611
104,12.0,1,0.7603289778992443,0.06277078659635064,0.04075318986650576
105,12.0,1,0.8780710700298516,0.06530885066835537,0.042540230182264896
106,12.0,1,0.8424634883821605,0.06094747302695603,0.03935852243638574
107,13.0,1,0.8392939563076803,0.07031324247779151,0.04509468030713563
108,13.0,1,0.7745343732905225,0.07679470999210591,0.04825841613149706
109,13.0,1,0.9049010493122326,0.0763758195212885,0.045758439331566404
110,13.0,1,0.9055700228263933,0.07285382169402112,0.04584678362358382
111,13.0,1,0.881750066101339,0.07745448830666032,0.0485166718105364
