fid,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR,FARMS_BLOCK
112,0.6256525110896656,0.45707365738740646,0.0678892773747102,0.15694302890510156,0.23550747986996193,0.17955821608377154
113,0.49549739764834927,0.6064734227782751,0.0803252520461546,0.19535657205761398,0.18595066555474385,0.21394555953077052
114,0.396963748032626,0.6766372783124492,0.12634576622395668,0.2101053004863317,0.13474221754510052,0.2560116274509758
115,0.34970509458614396,0.6488880148692007,0.19941540444001074,0.1898319832514453,0.10733148599707329,0.34860988527270187
116,0.31750898684144874,0.570299933156173,0.28694655949382747,0.13745109553841894,0.09618812893369841,0.49767416453882934
117,0.26711484795335205,0.48137845736732315,0.38435651347264393,0.07536007761794596,0.07646924557781828,0.6373680638111628
118,0.20007551844998855,0.38293266886338734,0.49838703668169254,0.02886830728655791,0.042008782873396835,0.7280453506155934
119,0.138970212079211,0.25352645427470444,0.6228307901992911,0.007622050110980872,0.01455239986698025,0.7333037608180912
120,0.10400835191504952,0.1415895452817961,0.7106702290376806,0.0014821517482729667,0.003504804004330498,0.7282576746397758
121,0.09221550847086522,0.09429076959809662,0.752419462178634,6.534428787419066e-05,0.0007305205016740961,0.7374859253056193
122,0.40557351924416685,0.07082190238288112,0.588078131665144,0.14720401168626868,0.0018952530132852103,0.15799764024382384
123,0.4775939746088106,0.09554017765532852,0.5063009334263693,0.2079438848862409,0.004215612667217394,0.1881870884029729
124,0.6086709947238771,0.13763304714078073,0.3552172572096002,0.3505189872152774,0.016786087007903943,0.2148278516472503
125,0.7308022104595191,0.15696483143264886,0.2150731314604024,0.4921145542863907,0.05725997210241139,0.2043336077924429
126,0.8150485496282566,0.16653800680271932,0.11791301553299104,0.5182741763589678,0.11865988630648736,0.17889214649055513
127,0.840923524515642,0.17035468963548056,0.08929625230006549,0.38221837906027667,0.16986065706838305,0.1549372219006063
128,0.8317660735261251,0.17294880861047573,0.09732823481155256,0.19162054327374792,0.19426980702762411,0.13434003424915286
129,0.8214323439263378,0.19042506420563643,0.09702707924836425,0.08492090354258582,0.1945804738187473,0.11346577501067509
130,0.7888052392429967,0.2500251567548147,0.07811294224560675,0.07818187375341225,0.19835096384929649,0.103696920273718
131,0.6858226695033238,0.39164711596869034,0.0559031580122679,0.10282637100787535,0.19936837173319133,0.12354693173667292
132,0.5293258282976853,0.5807833125650492,0.049723736509823833,0.12731281308612785,0.17370173998146363,0.1610940905375766
133,0.39133577513063417,0.7313269828971234,0.06801979357204917,0.1495632769820658,0.13238498008730315,0.19209679563807672
134,0.32838958467891693,0.7748359256562308,0.10841669682783471,0.16559181636451473,0.10510948808137346,0.2340811269546217
135,0.3233166294710031,0.7174887236391153,0.1702164034741351,0.1589498442623193,0.09864286944257918,0.337189316061411
136,0.30381359839916966,0.6152283882764173,0.2603637785970746,0.11979168102973127,0.0928152232694773,0.4913759687224393
137,0.2446047526327414,0.48836106090435244,0.38490408263883963,0.06461531251066022,0.06928786319960986,0.6096026314687836
138,0.17061497341953386,0.34679778890583957,0.5287634389567605,0.022696791825085078,0.03354896113597597,0.6733414411553947
139,0.11386340103321248,0.2037830747293487,0.6515400636928612,0.004833945470171692,0.007859680328760424,0.7207799993971357
140,0.0923917275486281,0.10663333493085947,0.7252052593426022,0.0007638403432828622,0.00035951465848187635,0.7887506678968095
141,0.08393489343229116,0.0759777165802428,0.7675087693492569,2.7385862618418834e-05,8.807854598323667e-06,0.8159595676226162
142,0.06888860291222351,0.06048542571508289,0.8207373728163952,0.0,5.855766371669561e-06,0.8296147302631727
143,0.34892488478252714,0.053023372891636215,0.6527132501171375,0.09944188981259869,0.0004732678743076871,0.13001218181032365
144,0.43453590342693815,0.06855682966149308,0.5647766586620403,0.14728916956349064,0.0012494751442281285,0.1687145619313948
145,0.5697835586660279,0.10172804318016246,0.4187983309482149,0.24753921023994233,0.008793325241085202,0.20229681256190754
146,0.7052097850907392,0.134199116717955,0.2598240770451907,0.3852885070540854,0.04296847617946494,0.2096772130000956
147,0.7953180202816016,0.16422507152995072,0.14066891272054138,0.4601917389973657,0.10058977215988017,0.19804729445560748
148,0.8308821840933308,0.18578561179134884,0.08751357334163098,0.39266147880049773,0.15909720660811763,0.17919175322129546
149,0.8388705387080369,0.195164863022209,0.07438403921910804,0.23225815686433132,0.1982663584908534,0.15812944749949692
150,0.8351423242711837,0.2157293234785253,0.06453753774193831,0.11170863369073744,0.2092632553484775,0.13168893212145064
151,0.7777882225866074,0.29833350718416135,0.051905702964284206,0.08530487969883918,0.20360407991518198,0.11060268555410024
152,0.6255521251811693,0.4796868400956793,0.0413394133211876,0.09582673085845117,0.1773907888856401,0.11342012181170126
153,0.4285532978703802,0.702297993133379,0.03930187533364007,0.10132608589405087,0.13050867392288446,0.1351384944130279
154,0.286569819616463,0.8603910830554806,0.051527772282162126,0.10648579655181113,0.08729498131616113,0.15747027329268476
155,0.2502729036419597,0.8822958832725362,0.0862174325061871,0.11417891154553107,0.07037261796818552,0.20514184806484972
156,0.27896945803791656,0.7935522384251035,0.14642934161678942,0.1104629999820479,0.07670389275794802,0.3321596769524555
157,0.2786462287245137,0.6583470905287595,0.24806925761019488,0.08252635713664208,0.07681689392448862,0.5081576741704822
158,0.2234143638862593,0.49035862735567337,0.4015526467346408,0.042986367121268874,0.056884196100153175,0.618106445352013
159,0.15091286982783428,0.31541985199451106,0.5603295530783973,0.013933779402806191,0.02779336322139773,0.6321095750391339
160,0.09838026231074044,0.17398356955870223,0.6613879674826852,0.0022640716076498817,0.006651263932231274,0.6458523715540965
161,0.08043917019854355,0.0963552540406388,0.7027478104065643,0.00019863442896161804,4.2464210599786476e-05,0.7335736412279557
162,0.07483789473238542,0.07275103425608694,0.7470239466746219,2.767420650811529e-19,5.326746150444865e-06,0.82995302566493
163,0.061019700212600274,0.05634702920002357,0.8163328996151579,0.0,6.2640056617673786e-06,0.8073726463233334
164,0.0482677493546951,0.038875577204012156,0.8838108211208349,0.0,4.876652862181334e-06,0.7585417424861919
165,0.23475240173706682,0.03740143295408687,0.771835776997847,0.029270549113049063,5.991362138771157e-05,0.0673847738076268
166,0.3014645537042921,0.04491620426420074,0.7030060586836734,0.061662351144829285,0.00010591853737397257,0.0929381198829881
167,0.41343129288643266,0.05564513035418287,0.5910504452475065,0.10925025691205369,0.0002255550682914613,0.1408552047719891
168,0.5609016525838929,0.08385073561419949,0.4354174402336481,0.17914056821619825,0.005054103277890418,0.1821510604377899
169,0.7021701066355012,0.12235245464686446,0.27154937328918943,0.2872856032634732,0.03244628183275493,0.20924165678166784
170,0.7916529402598321,0.16120801249551756,0.14988694910679434,0.37582153552800873,0.08407140135383391,0.22013563002596534
171,0.8299705698727252,0.19013261947182622,0.08683492217234369,0.3601330875192804,0.1483339910693717,0.21664695299821551
172,0.8520718478269885,0.19913024607421048,0.059857481283089334,0.247105317079723,0.2101163048383871,0.20243524079975866
173,0.851560624726948,0.22058050296001203,0.04716275496609314,0.13603359131744266,0.2511929792716598,0.1739313182496261
174,0.7790341997184731,0.3118731076474178,0.041281930260118956,0.10144945575032666,0.2584235371217461,0.1429997325335929
175,0.6073984360360499,0.5047447952797813,0.0375715396109991,0.10563103717670815,0.219582594280446,0.12458431905040351
176,0.4011918861325083,0.7384882131194749,0.0341408433114389,0.10144642494974182,0.14967053928419655,0.12527730972881462
177,0.26053317066411713,0.8982350782026207,0.03935540046601132,0.09594191975525992,0.08813952465136361,0.1380511384432536
178,0.22891439110338677,0.9130619590133581,0.06981379656462801,0.09430858711736652,0.061381128562345795,0.19710125289742456
179,0.26617627595100785,0.8088922158275853,0.13139657299102178,0.08727254211895459,0.0659378720378574,0.3528808079218277
180,0.2776479531048681,0.6524603426054527,0.23879980467615272,0.06339495980244864,0.06681663852356663,0.5643386234372508
181,0.22978002593471464,0.47029966802483963,0.40098521602420895,0.03199569469158834,0.05018556393160567,0.6912862041300417
182,0.15526360958902075,0.2955353876202268,0.5582666784165777,0.010381075049971952,0.025957083651221152,0.6775649763050573
183,0.09633415349591459,0.16493555349594424,0.6394035017957915,0.001506350515070265,0.007059432409048313,0.6245188915672562
184,0.07368406947585697,0.09844165769664226,0.655015946716294,1.8767033227704874e-05,7.741823402539017e-05,0.6489007617075946
185,0.07037587513802551,0.07748750826851589,0.6828989950394139,7.444589048683254e-19,4.5297713555473406e-05,0.7416047319800001
186,0.06260285951951078,0.06194122143630315,0.7642104325973391,0.0,5.051139785812393e-05,0.7832047940326202
187,0.05402335663052885,0.04413591195071691,0.8465092275622248,1.5620969093268278e-06,0.0002199465480082202,0.7281289474840974
188,0.047730092043955896,0.03225889374405788,0.8988697279472467,2.296438111228011e-06,0.00028538912351829345,0.6255575915432279
189,0.20724965283929186,0.031970481654207496,0.7967384903601009,0.017156777646277602,5.158341622853167e-05,0.05104555250269559
190,0.22146089185771767,0.034146506764315625,0.7827848683883801,0.020698891269548887,7.488670674181876e-05,0.062291352105505134
191,0.28775490536904175,0.04181607774300011,0.7155417481426258,0.04649300638847345,0.0001505001730646727,0.08194989110302674
192,0.4098846503401517,0.05255297937991824,0.5948830444827604,0.08613359564100392,0.00018993973617479286,0.12028552985152013
193,0.5716523560463471,0.08233304318211303,0.42493222976156597,0.13229882894545986,0.0035248454060749627,0.16916547702967444
194,0.7180046806008813,0.12371698893639842,0.2543431870332381,0.20994527621064474,0.028162689403367823,0.21541413717708938
195,0.8065165638964027,0.15586751360419082,0.14101014628428116,0.28739477812841246,0.0827930785697267,0.24655933490354912
196,0.8470359194119631,0.17623281365086416,0.08302851119046016,0.2971633315018613,0.1585102669115209,0.2530968975604891
197,0.8728154022780301,0.18502877930701872,0.05206718375056825,0.22907854292118573,0.24778420973325632,0.24612477067588567
198,0.8734307861997767,0.21001821162763204,0.0376425748649117,0.14769028909352624,0.3288959704041796,0.2231345199710212
199,0.8075286449987172,0.29110911635167913,0.0344082148984191,0.12082220092587963,0.3675224438891441,0.19076010916105277
200,0.6583409583635831,0.45511137011489844,0.03447205778728946,0.1279941345914202,0.33208360272104126,0.1583680055520076
201,0.47773177503154185,0.6605926854476462,0.03298788021985828,0.12757232386373782,0.24032511422264038,0.14592519068419726
202,0.3467046616086849,0.8081272348502704,0.037129317710423534,0.1256703943934418,0.14956146273203516,0.15829494797477317
203,0.30290250399717916,0.8329900026612608,0.06527706459953987,0.12620849082285338,0.10015672468128851,0.23619487644952206
204,0.31861459779713747,0.7467868197611459,0.12686139312843794,0.11573401081710864,0.08778668302810559,0.41570660017274713
205,0.31433709538192234,0.6060808689896366,0.23216792448072635,0.08273117673569204,0.07779898811586894,0.6500141373781322
206,0.25416726650471344,0.44716450110839406,0.3837195508544432,0.040206894464613396,0.053617321569981086,0.7813714991864807
207,0.16940914838847293,0.294481229766365,0.5347842248663535,0.012401523632262707,0.02626548652505742,0.7367843965114742
208,0.10128015481965057,0.17396437437646506,0.6215186192960102,0.0019469438025996578,0.007020655995172235,0.6032838551764631
209,0.07384704838374705,0.10420383641335464,0.6416910821519313,2.6000294649965768e-05,0.00013899328087056068,0.5423440586806637
210,0.07429119619118935,0.08088131419752241,0.6512970163572562,1.050949871139476e-18,0.0005824593603841478,0.626797132892108
211,0.07811267079344149,0.07158068330831653,0.7000507465048593,1.0842777058303715e-05,0.002427295384570447,0.7491871504059089
212,0.07699969884172557,0.05818407555898489,0.7809670487388828,3.601350300942556e-05,0.004706018397430221,0.7615440301316656
213,0.07015313104130914,0.04495133369272141,0.8581752155911898,5.276777167663448e-05,0.0055627762066941125,0.6259339168906759
214,0.06410958390323379,0.03556227197690555,0.9033854962132627,5.25850149133384e-05,0.004606415389598639,0.45513739777391254
215,0.060091697508623344,0.028452268216403398,0.9168961088271641,2.0642263877825254e-05,0.0015381706540067892,0.27199878531277805
216,0.06776720593200734,0.025860963368653837,0.9065310621800841,2.3182465554702107e-18,1.5890129316435935e-05,0.15457490270430693
217,0.06965412959573976,0.024530074033550654,0.902975856248511,0.0,8.137065829128663e-06,0.12590268111506017
218,0.24269177244524406,0.03544115132851283,0.7602651721065989,0.027786952615336563,9.531650275221218e-05,0.06293620728891668
219,0.29289022143560495,0.04040472243681701,0.7096930898536485,0.043338271643699175,0.00015093232295470695,0.07518303441875444
220,0.4157424882890426,0.05228970722929859,0.5896866868533759,0.07376614314374225,0.00032979807198845504,0.11655309187374202
221,0.5792527724738481,0.08564110920409929,0.41491357140364427,0.10994159553785579,0.004707552555480508,0.17139303728273098
222,0.7377830365490619,0.12635135265044642,0.22910136896292851,0.17772174704305127,0.04824215685175773,0.2227192003832738
223,0.8292685059471332,0.1527258201986632,0.11785658238851887,0.23638420644721309,0.11707777009461,0.2653392773513329
224,0.8641796350649636,0.16478438736252657,0.074916867557977,0.24472372929205677,0.19796198844831647,0.27122769711160144
225,0.883093265080111,0.17755337922070885,0.04980170725662949,0.20086462668326088,0.302520364659587,0.2682093876714838
226,0.8794677091125324,0.2067734530696466,0.03717115870785586,0.14550237454165213,0.4085160062265912,0.25865866337087956
227,0.8329333116649525,0.2646768159572692,0.035548006075686714,0.12914296116662347,0.4717450900764532,0.23657643637786877
228,0.7311472325944461,0.3718604557058244,0.03829477294616644,0.14129912445640994,0.4499952359303512,0.20527910124272664
229,0.6013602934704805,0.5182906186607307,0.0395207774872093,0.15198906131164483,0.3535495345047524,0.19063051787336865
230,0.4903872623716369,0.6419581369670897,0.04468616970673446,0.16977547848255103,0.24394284292867305,0.20775757699352923
231,0.4295277629766056,0.6829127126034116,0.07278948554572243,0.1871533471284304,0.17232159850469447,0.2988780306527851
232,0.40124380407597526,0.6331069712993446,0.14133151288627668,0.1756102572998109,0.13287310799411406,0.48592167745298304
233,0.35316763439226606,0.5322493378830708,0.25231222277593646,0.12079793448786569,0.09945257478301743,0.7068416187561638
234,0.2650823164138843,0.41340952161543326,0.39748010784631477,0.053831308509881305,0.05903635473120261,0.798929207392996
235,0.17206222221077708,0.2874087808985868,0.5423046752498349,0.01428479052156161,0.024164626290604604,0.7069387925975908
236,0.10764683837911312,0.17785152056952494,0.646873056063572,0.0021409948967137855,0.005527253365414297,0.5300555490995992
237,0.08102082340050476,0.1044114581933062,0.6956769759045407,2.3262993856927134e-05,0.00014824798640918256,0.4318147206819135
238,0.08518778434978078,0.07914378433071634,0.6985145449445295,2.8296910690632787e-18,0.0020189937164383034,0.5070734454133714
239,0.10129206624171297,0.07826992284450282,0.6965709857144579,3.5142208424379186e-05,0.007833197283940668,0.675789668513059
240,0.11209101483386784,0.07591053671341406,0.7286457547744608,0.00010443430630191769,0.013468123302741195,0.7794626359399067
241,0.10523705250094775,0.06510735716376721,0.8003980813538201,0.00014545775129721266,0.01427703857778401,0.692938397531744
242,0.08087137173932721,0.04616014693439882,0.875595534190094,0.00011266319642972038,0.009536885783185444,0.4833027704293497
243,0.062286786163911596,0.03240278680914669,0.9075991397333207,3.966809863748981e-05,0.0029833837576538403,0.2718341085349685
244,0.05886236495471839,0.024092895061373777,0.908968894152697,2.0291474056863726e-18,3.041269529964226e-05,0.15813649939611343
245,0.06358397971304743,0.021092843077499274,0.9044870403334452,0.0,1.7655722781248562e-06,0.11102842546462219
