rfuid,fid,Target,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,NAT_AREA_BLOCK
0,1.0,1,0.07028594053436073,0.04477594780810149,0.024256787991717495
1,1.0,1,0.08366483297600866,0.04661204103725881,0.026237554871713153
2,1.0,1,0.07369574623123677,0.04633854449192986,0.023558695789008075
3,1.0,1,0.07471522572679778,0.051720041611260134,0.026242252356064193
4,1.0,1,0.07046767933293657,0.047262049974021045,0.028041755167931618
5,1.0,1,0.08230428361736736,0.043149890692231116,0.024596701058050834
6,1.0,1,0.07929171421516631,0.05144144371427511,0.02511970567482219
7,1.0,1,0.08366944418846523,0.04330103318579069,0.02780769769529715
8,1.0,1,0.0683851977322676,0.04582657956142811,0.027994112502624558
9,1.0,1,0.07334974513634737,0.04394816182321361,0.026765645538964853
10,1.0,1,0.0762287350254861,0.04795269962662077,0.028147340055196424
11,1.0,1,0.0702785213627677,0.05093052987966877,0.022861973690629377
12,1.0,1,0.07026309217738085,0.04738574631131725,0.024404656290838204
13,1.0,1,0.07094989766397569,0.051804917517526375,0.022864399704299435
14,1.0,1,0.08160593686425299,0.05088230264267784,0.027068011414082466
15,1.0,1,0.08081532767945547,0.052408299145751555,0.02263938399031345
16,2.0,1,0.0634011933977158,0.0396666216717518,0.03726693335017588
17,2.0,1,0.05787133802905902,0.03379339579492281,0.037430967359843755
18,2.0,1,0.057860785979921926,0.03939998780247916,0.03634554883983748
19,2.0,1,0.06346626904362175,0.03475801404357373,0.034054843771205406
20,2.0,1,0.057294960988049405,0.040731696585898716,0.03577458642439924
21,2.0,1,0.06215825936871437,0.034419910988907836,0.03295035381072569
22,2.0,1,0.057847571593906,0.038143060445814204,0.03634927362542006
23,2.0,1,0.06005642591713605,0.04006441031302194,0.03462808940569094
24,2.0,1,0.06271520760706578,0.037747348198207284,0.032375802427540734
25,2.0,1,0.06246535800110875,0.04117539966412526,0.03714726872896114
26,2.0,1,0.055243542878155395,0.03534046906861422,0.03292384901430738
27,2.0,1,0.06111517689883445,0.036947822582333666,0.03869288809723825
28,2.0,1,0.06379563792386152,0.04035908288397885,0.04045679099765634
29,2.0,1,0.05936132703972439,0.036646437644882124,0.038416603603001545
30,2.0,1,0.05976435854318237,0.03780933214915558,0.03849897001940052
31,2.0,1,0.054411076911042494,0.036688975653346556,0.0399041362867963
32,3.0,1,0.07110643917821484,0.04361984680655559,0.02821017121269481
33,3.0,1,0.061494385197505226,0.04499508059232255,0.031168708828263045
34,3.0,1,0.07273227909045507,0.03810389750304386,0.027284445129482575
35,3.0,1,0.06800085628956494,0.04560800945371982,0.030699881630070813
36,3.0,1,0.06410814478742062,0.04060911347830292,0.02999519045243512
37,3.0,1,0.0649381843193044,0.04559552580342377,0.03169201630622012
38,3.0,1,0.0646582046103759,0.04061306639124559,0.03357697681857946
39,3.0,1,0.06293878251090199,0.039589186827776526,0.02929971381736793
40,3.0,1,0.07291317623154266,0.039115334875333724,0.03030765638318353
41,3.0,1,0.06986474996252987,0.04227730668764519,0.03270757279933774
42,3.0,1,0.06829786853348563,0.03910186697938569,0.029636888480212682
43,3.0,1,0.061821190474556614,0.044497088052890446,0.03032948098199369
44,3.0,1,0.06699181004791295,0.04520815191051229,0.03086081335956714
45,3.0,1,0.06697299887224407,0.04246346163685036,0.03213983763636882
46,3.0,1,0.07367194655881275,0.042462220499324174,0.028492348857564378
47,4.0,1,0.07966595755740037,0.04447189747158919,0.022301379982420877
48,4.0,1,0.07714892017684996,0.050712124498305505,0.02236333523231525
49,4.0,1,0.0765587251818642,0.04445059267940226,0.020977649324880453
50,4.0,1,0.08625657562222831,0.0450821187207343,0.02371411336365651
51,4.0,1,0.08111693546018521,0.05178846185057518,0.021591626302633882
52,4.0,1,0.08226394678143824,0.04552307859702231,0.022498113063712622
53,4.0,1,0.07659141971434788,0.05137982405319419,0.025227872095895113
54,4.0,1,0.08191162508618031,0.046993247631497266,0.02392935565091946
55,4.0,1,0.08463121112384199,0.0522710386665926,0.020693815790226153
56,4.0,1,0.0811140305361964,0.053188889206275215,0.01994116528574561
57,4.0,1,0.08543171645255176,0.04732155359023264,0.02097752209435426
58,4.0,1,0.08178573374310164,0.04602569815502523,0.02475259510981839
59,4.0,1,0.07595312693220242,0.05253928798499932,0.02320998429897583
60,4.0,1,0.07952964774443318,0.0457713203362687,0.023619725677431907
61,4.0,1,0.08309024589982712,0.05096017642744929,0.02252634039488976
62,4.0,1,0.07759838081318837,0.050141290933953794,0.023209846252071002
63,5.0,1,0.08213828531988743,0.05407620508272728,0.021700220367857365
64,5.0,1,0.08601004110540747,0.05900497780384268,0.02179260481547091
65,5.0,1,0.0900419532254972,0.05468167323012631,0.020622319685576398
66,5.0,1,0.08266469220082277,0.05180220020882977,0.017737967314366106
67,5.0,1,0.08575534311126398,0.0598957719504128,0.018683682911455265
68,5.0,1,0.08826768471246074,0.05849925148552656,0.02159098937048832
69,5.0,1,0.07706739168922493,0.056412042369500606,0.021829342739742155
70,5.0,1,0.07788140545948792,0.05521415313628612,0.018153187495460178
71,5.0,1,0.07820278824021867,0.05273834089055404,0.017473131397159825
72,5.0,1,0.08365590364688412,0.05411197128586029,0.020473609876489978
73,5.0,1,0.09126649968367664,0.055909138716912006,0.017664567706414936
74,5.0,1,0.0905269920390359,0.054653830884149886,0.017170601810526247
75,5.0,1,0.08835869947622788,0.0551580358573619,0.02212285281112043
76,5.0,1,0.0826514614396636,0.058950278345720974,0.021748836010597107
77,5.0,1,0.07609514222886408,0.05239457332943147,0.020019396855212986
78,5.0,1,0.07941869617324128,0.058280626600300985,0.019031872116340096
79,5.0,1,0.08268350716748148,0.0585791060317485,0.0212112350504807
80,6.0,1,0.2728100157835441,0.16832425817530694,0.3461516812204726
81,6.0,1,0.30450032094173574,0.16803625817089046,0.337614411637648
82,6.0,1,0.3117261551723091,0.16988615695168655,0.3985146535392875
83,6.0,1,0.3093587269109741,0.14966781872945178,0.34981115541651336
