fid,NAT_AREA,INDUSTRIAL_AREA_SURR,ROADS_SURR
1,0.0475346319131609,0.04619358299565549,0.41027727384746415
2,0.06765290688281062,0.03669096601925013,0.3966091044108232
3,0.05075856503057799,0.04114898125585094,0.4040273995203452
4,0.043408109958096616,0.04797101053563338,0.4153972545702322
5,0.050154728962913966,0.05303054329644009,0.43794516351978124
6,0.3174396303473046,0.1570640325622637,0.5141846930359648
7,0.29154537613367937,0.12761367016733355,0.49133141627304094
8,0.26712168929648045,0.11539341506428322,0.46726021219882713
9,0.19121867702392686,0.03600220445259425,0.4006100279084699
10,0.12233701819666283,0.03720955675760509,0.3993246224911576
11,0.05913568827146674,0.04251930427503434,0.40117208845397656
12,0.04253201061794389,0.0505109555316549,0.4055364855468935
13,0.03904406351785083,0.056395772360079074,0.4208010656718196
14,0.0497748694377925,0.0601708426576899,0.44326242436139973
15,0.4012649692047587,0.250501659674241,0.5625101799647525
16,0.3619576203418553,0.17918243752194404,0.5295549611956165
17,0.3348988135873669,0.13770199204031972,0.4967784850872326
18,0.3124537142559072,0.11355155746742204,0.4731421269866751
19,0.30724623056366807,0.09452768663917552,0.4504550675214718
20,0.2505947781867849,0.04621230368224155,0.41989443897063805
21,0.19786206708554455,0.041979654270808145,0.4050006011788543
22,0.11754364202536838,0.043813654866177255,0.40182109723186615
23,0.04985344400838486,0.05552960156911104,0.4055751818545749
24,0.03791632176120059,0.07099082811492044,0.4145350671839593
25,0.035702365773101284,0.08375090540678107,0.4331870321908249
26,0.40797031076365703,0.4900594484164602,0.6255393402391115
27,0.44768188262919817,0.4278494879321602,0.6239245532728067
28,0.4370097651546277,0.31693622700535845,0.5938803370952247
29,0.4373951136942915,0.21778921850799038,0.5547799441444073
30,0.4522015010698204,0.14815233753853604,0.5084704348443128
31,0.4443136772919888,0.11218766209859656,0.4766285486125522
32,0.4252225517254974,0.08032236918682044,0.4499727662155958
33,0.43693591390685016,0.04849758965983924,0.43409403031481186
34,0.4824193021353501,0.03460149503322848,0.4203011459737687
35,0.2143242640516082,0.05948695819778222,0.4441512559356914
36,0.18112508591594173,0.06325084529739147,0.4268834690467126
37,0.09054029726324032,0.06620150117915552,0.41313898050020853
38,0.0488212509087771,0.07732011346435222,0.41539026595316714
39,0.04626875810113016,0.09584886096605488,0.4257317845218353
40,0.06358140621088788,0.11791397764688825,0.4456924103323179
41,0.11017117652530266,0.1524494852633337,0.4874627967807328
42,0.29282857642116833,0.41645898463208814,0.6227735344009251
43,0.3505089981483166,0.47515417750915473,0.6644062269008116
44,0.3901526932070556,0.46132325928471385,0.6632271263070816
45,0.41938770939211495,0.3743479017787263,0.6365892535575439
46,0.45850812495198384,0.25803139187343044,0.5903256515754782
47,0.5324434491559102,0.1634880391821539,0.5368660337531238
48,0.584979736619863,0.11122200658824963,0.486354383397777
49,0.5893522535533562,0.06965153787795711,0.45360371050603077
50,0.5792239328861355,0.0403439236577682,0.4278442833416405
51,0.5812741902856616,0.024471295472615312,0.4116473956263845
52,0.12317495364323902,0.108338439338551,0.46052189236484836
53,0.07415291392917009,0.09874544734058478,0.4387761566509971
54,0.061838414946748056,0.10208450697669266,0.4354957543581847
55,0.07692878531386314,0.11412844731053612,0.4436348376058531
56,0.11005736621077274,0.13587691195392418,0.4673024513902811
57,0.13992628915347077,0.17940310184402816,0.5136277108895793
58,0.17300429197371697,0.26510127769223496,0.5807137592001521
59,0.20848868084272892,0.39142444788723196,0.6479355292733517
60,0.2515874063530527,0.48104889547328955,0.688883521884206
61,0.3036264107320284,0.47952669863527914,0.697056658557705
62,0.3637477832740994,0.40311585469833916,0.6741147532877946
63,0.4347071342442447,0.2808233261623983,0.6299335183014634
64,0.540637926056737,0.17798089722621876,0.5686479765267713
65,0.6427002555001038,0.11455267839992624,0.504157275186028
66,0.7081911272591027,0.0626742476629006,0.4533483420088443
67,0.7089211710544705,0.03252289735388324,0.42250757244013787
68,0.6765097277839014,0.019991529272733767,0.40067815468181583
69,0.0944998264960855,0.16244626748948807,0.5225010278893152
