rfuid,fid,Target,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,NAT_AREA
0,1.0,1,0.07953186132102516,0.05412451200479949,0.037793238741142265
1,1.0,1,0.07558702057953436,0.05487138430147447,0.03788875541124525
2,1.0,1,0.082433448229651,0.0530462589600298,0.03621228232949051
3,1.0,1,0.08173097771216332,0.05555774577952441,0.03700128015056263
4,1.0,1,0.08163530014277562,0.05592549003477344,0.038773603141495444
5,1.0,1,0.08117326870719309,0.05708855398573889,0.0359450679466723
6,1.0,1,0.08011887884288922,0.057939773393252354,0.03607215676551096
7,1.0,1,0.08307562824746859,0.05551027279396214,0.03781759327786884
8,1.0,1,0.07587250380243014,0.05684212399770853,0.03884175600588923
9,1.0,1,0.08277674200880938,0.057570763014424715,0.034365035312088975
10,1.0,1,0.08230267943731359,0.058041736327884876,0.03778106036515889
11,1.0,1,0.0793060533247343,0.056973187791781794,0.0344978004894511
12,1.0,1,0.07559646345276508,0.05747649259491246,0.03564104112634624
13,1.0,1,0.07551880450478461,0.055947106816098886,0.037690108489794864
14,1.0,1,0.0833789579149826,0.055391695887202615,0.03854808323223522
15,1.0,1,0.07930683160095119,0.058299202484307304,0.03663069229155039
16,1.0,1,0.08181970049862032,0.05612412263572127,0.03684415979186415
17,1.0,1,0.0756425333774669,0.05267256636874951,0.03787746895054355
18,1.0,1,0.08061972983106061,0.052828429532906535,0.037483177685249364
19,1.0,1,0.08220445441594978,0.05793214421582174,0.03527193649786901
20,1.0,1,0.08309272539731041,0.055041204722470954,0.03661976562254358
21,1.0,1,0.0764966410646684,0.056582163034693676,0.03493899930139387
22,1.0,1,0.07883859002676785,0.05642032307213865,0.037360597996341685
23,1.0,1,0.08159386523773365,0.05790910579663048,0.035128868228043196
24,1.0,1,0.07931652361806345,0.05689803333816349,0.03467534526505938
25,1.0,1,0.07582831364737183,0.05484978445376324,0.03633350447412949
26,1.0,1,0.08176449497505524,0.05833318678204357,0.03854200625133975
27,1.0,1,0.07817485696449449,0.05787026521269233,0.035559693657273767
28,1.0,1,0.07527973842726678,0.05394068495998505,0.038471145655392086
29,2.0,1,0.06630406226693357,0.04639695638871318,0.055044358312650435
30,2.0,1,0.06641833740135471,0.047388872625385985,0.05716156073358576
31,2.0,1,0.06664165107641076,0.046760585342688885,0.0587130803204227
32,2.0,1,0.0672927372434754,0.044512404705572065,0.05368503600517012
33,2.0,1,0.06930316850570233,0.04547838746692144,0.05808274671950842
34,2.0,1,0.0643191689528188,0.04804625145361952,0.05903611258896614
35,2.0,1,0.06413011612457759,0.04679416641670169,0.05544587765195951
36,2.0,1,0.06704102302741226,0.04548769760031182,0.05926145232601269
37,2.0,1,0.06953924162498536,0.04806143479286476,0.054378755832777265
38,2.0,1,0.06332949145645106,0.046107985882704546,0.05902191055630057
39,2.0,1,0.06513237654043766,0.04696005307202245,0.05389558315214773
40,2.0,1,0.06667870273801549,0.04573201066660335,0.056821858374832286
41,2.0,1,0.06876453782673625,0.04460233936360905,0.05905153760442724
42,2.0,1,0.06407189671535529,0.044126627648492484,0.05447044039485202
43,2.0,1,0.06566394749961182,0.0460908284655465,0.05723687638117505
44,2.0,1,0.06749129357805857,0.04642246173712483,0.054449043487266494
45,2.0,1,0.06565619902503317,0.04423786254906849,0.05491969175204057
46,2.0,1,0.06292671910433117,0.043969496999241124,0.053191435727580866
47,2.0,1,0.06267476872509138,0.04794098143084937,0.055534840933128105
48,2.0,1,0.0657313104393969,0.04819778164493445,0.0594596393882786
49,2.0,1,0.06668201500686022,0.046121505859315653,0.05362124494125931
50,2.0,1,0.06828385950027986,0.04691692829959368,0.059266812085029236
51,2.0,1,0.06600151796715388,0.04519576496010693,0.05501174195060157
52,2.0,1,0.06409364717934393,0.04484066925264117,0.05400422120853058
53,2.0,1,0.06400244178773361,0.04678304788379194,0.05731071068421411
54,2.0,1,0.06475021690422098,0.04460545476207089,0.05462076150744712
55,2.0,1,0.06346517255728305,0.04678957022111267,0.05654304051958734
56,2.0,1,0.06555750405080285,0.04700174032722871,0.0555013134266397
57,3.0,1,0.0703447459464644,0.051240145388864115,0.04197276596390437
58,3.0,1,0.072415369666633,0.05052099546834367,0.037418506314306266
59,3.0,1,0.06974171424820658,0.05158718781965586,0.041769669822803425
60,3.0,1,0.07296669977817877,0.05145464657724793,0.03928975579050133
61,3.0,1,0.06704945900782207,0.05205507945414972,0.0414596806140058
62,3.0,1,0.06984205057718985,0.05335964524537858,0.03832698061620655
63,3.0,1,0.0720589188078055,0.05085679715490763,0.03807347829177913
64,3.0,1,0.07328989475074896,0.051297665723782276,0.03812040379832012
65,3.0,1,0.07284600483675996,0.050094310400971814,0.03898093340119817
66,3.0,1,0.06843187776670966,0.05295362870349978,0.0403524256704521
67,3.0,1,0.07313016674126183,0.05277455006548871,0.04114440639674828
68,3.0,1,0.07196950698045955,0.050188557083177945,0.03759725254886849
69,3.0,1,0.06903678163236762,0.053398793447705685,0.041959877986277955
70,3.0,1,0.07226348316017239,0.053181907190765106,0.04116046570855984
71,3.0,1,0.0695864659439096,0.053546360614675305,0.038971553050876385
72,3.0,1,0.07263500026472844,0.05106103604321358,0.038843453122165215
73,3.0,1,0.0707814120698841,0.0535737742972553,0.040447030286709686
74,3.0,1,0.06998959105477559,0.05314396553472307,0.03737884966248427
75,3.0,1,0.07046284192085285,0.05267831077632102,0.03799711489186003
76,3.0,1,0.06948145048024998,0.05418874581769093,0.04132640709986944
77,3.0,1,0.06779661483742924,0.04976723901140305,0.0375895792184507
78,3.0,1,0.0738991738074986,0.05265185562355938,0.037523919575959554
79,3.0,1,0.07001544661322624,0.052483932435997055,0.04179053212627813
80,3.0,1,0.06766733370526776,0.05236749415318543,0.0397791047405852
81,3.0,1,0.07203704029585262,0.0505187578047378,0.03876513095768613
82,3.0,1,0.068699077395536,0.054333879599817364,0.041859343556259115
83,3.0,1,0.06904504066659317,0.052068920932676316,0.040853799754288406
84,3.0,1,0.0712813468751084,0.05223158962487885,0.04177386502724613
85,4.0,1,0.0799469445083845,0.060377868956366605,0.031233932683126527
86,4.0,1,0.08156785392683255,0.058339651602023035,0.03334698328390819
87,4.0,1,0.08313651642259227,0.05762399199140665,0.034005429695747366
88,4.0,1,0.08238733657891291,0.06151216620628915,0.03250879915603958
89,4.0,1,0.08489612642203243,0.056796841754608376,0.03345719302890788
90,4.0,1,0.0840429491366229,0.056599883507236916,0.033861653178867336
91,4.0,1,0.08615797583574797,0.059190117876630324,0.03419928691251072
92,4.0,1,0.08281380460364687,0.0569186306482251,0.03440759776533235
93,4.0,1,0.07785264087834329,0.05956509676304876,0.030645119949327837
94,4.0,1,0.08181981716527442,0.060069074729875056,0.03418244683512104
95,4.0,1,0.08277282344976618,0.05599145123996255,0.031114698537081407
96,4.0,1,0.0858876986532743,0.058521594769846606,0.03343511107684978
97,4.0,1,0.07955701443839228,0.05700604606948437,0.031226203603212755
98,4.0,1,0.07934183904818551,0.06182376438362319,0.03463665862935726
99,4.0,1,0.08294874461967308,0.05624629726034239,0.03125432714950707
100,4.0,1,0.08469374714142508,0.059039200751215146,0.031687180173300356
101,4.0,1,0.07878588341305211,0.059618364296154844,0.03441711808995852
102,4.0,1,0.08415959566469386,0.05610232771311245,0.031175036113999157
103,4.0,1,0.07926954692251714,0.057680205230319956,0.033442405550252796
104,4.0,1,0.08431950305291949,0.056206610841361686,0.031361704560444105
105,4.0,1,0.08621427184594348,0.060086663886927336,0.032422568158298054
106,4.0,1,0.08616777531372638,0.05596298189359377,0.03293740907980406
107,4.0,1,0.08120469469710304,0.060230574703243,0.031351025951422376
108,4.0,1,0.080889708248173,0.06130052981744674,0.030976393228085358
109,4.0,1,0.08063978756424231,0.057718076699433976,0.03171948289959354
110,4.0,1,0.07775185105322555,0.05655257153747939,0.03209126369698954
111,4.0,1,0.08127181862391679,0.05588474550915281,0.03274500039393483
112,4.0,1,0.08253302926892525,0.06013719645449532,0.03308331596075807
113,4.0,1,0.08329965460769546,0.05929313211593411,0.030622055320693026
114,4.0,1,0.08364003989181629,0.06089813472715247,0.03170695673804528
115,4.0,1,0.08175335195310753,0.05782277376127033,0.03428023365123321
116,5.0,1,0.08677323561950463,0.0690940604796632,0.04033778589643852
117,5.0,1,0.08962930482235415,0.06683433830075333,0.038079819218200625
118,5.0,1,0.08564550409193054,0.06976425054959871,0.03682113848618271
119,5.0,1,0.0908044783758083,0.06830428151699945,0.03723666080804811
120,5.0,1,0.089204306940243,0.06548660122594398,0.039815285017220634
121,5.0,1,0.0904155288048327,0.07102131199472188,0.03715388252078355
122,5.0,1,0.09107773612959814,0.06929891868508228,0.03700921195288085
123,5.0,1,0.0871212122112902,0.07116088475180822,0.04150992575696074
124,5.0,1,0.08405843786790614,0.06899881896093653,0.03768815222082284
125,5.0,1,0.08964959641489652,0.06641893660576827,0.03965801507200461
126,5.0,1,0.08375426644803717,0.07084628899450168,0.038184448123586796
127,5.0,1,0.08490936752269312,0.07148370720869801,0.03799533837691192
128,5.0,1,0.08506670482721565,0.06979395497570703,0.03919985744748228
129,5.0,1,0.08282911203038593,0.06520699063839193,0.03958166919740442
130,5.0,1,0.08399743173127418,0.07044347888077238,0.040087375759730474
131,5.0,1,0.08363239001409513,0.06553064458796645,0.03907215124397851
132,5.0,1,0.08887658597897546,0.07096818849037474,0.039990884022997886
133,5.0,1,0.08855809426326026,0.07026959028048665,0.036941367736077625
134,5.0,1,0.09064981435641321,0.06733664517289005,0.0370449898328253
135,5.0,1,0.08667604829210311,0.06840642239704199,0.04069966595438962
136,5.0,1,0.08764854652756339,0.0707578861115508,0.03714689551402285
137,5.0,1,0.08464970300331728,0.06857500993870452,0.03985957881668533
138,5.0,1,0.08613804117249693,0.06911201696984318,0.03795875911610138
139,5.0,1,0.08967269437467022,0.07052225222844807,0.03734928026073317
140,5.0,1,0.08437198229800195,0.07081340240386294,0.0373435168058331
141,5.0,1,0.08755784773106969,0.06762667486604516,0.0378652615488624
142,5.0,1,0.08656948911229041,0.0681850059590808,0.03837102705654542
143,5.0,1,0.09026397177410166,0.06831191612378194,0.04158983640823511
144,5.0,1,0.08664671083272545,0.06564189677321663,0.03739705276433739
145,5.0,1,0.08877509496806796,0.0702381388489514,0.038038907912762716
146,5.0,1,0.08429383098888779,0.0679580943720266,0.03994963128318892
147,6.0,1,0.30114701664218296,0.19198429121141022,0.28720381637182524
148,6.0,1,0.2986840221231197,0.18551615405530866,0.3045105751263353
149,6.0,1,0.30492753601573047,0.19550011354263,0.3103951572953787
150,6.0,1,0.31498811539574856,0.19967808027892228,0.30651781503999254
151,6.0,1,0.3206203826040698,0.18764615039449353,0.3029901650893773
152,6.0,1,0.30586998515462,0.19059122043100993,0.31649782272610577
153,6.0,1,0.2979986928516677,0.18798822937119136,0.29241372107514985
154,6.0,1,0.2954253465433551,0.20129170929695817,0.2925599592429981
155,6.0,1,0.3110692730963305,0.1976378985494425,0.28952660934733865
156,6.0,1,0.3102138521463008,0.2030169099226788,0.29346429005898017
157,6.0,1,0.29797806274849126,0.2044924138824509,0.31200762938337173
158,6.0,1,0.3027040757015891,0.19642799891410387,0.31323211521412897
159,6.0,1,0.29597986618181354,0.18554680921790198,0.29372610597851734
160,6.0,1,0.3115387053010891,0.19876615428285171,0.29151194644150674
161,6.0,1,0.2965888441135802,0.19012608476771423,0.30340698148883793
162,6.0,1,0.3137098146428767,0.19097283058171563,0.31322784106340545
163,6.0,1,0.2968919147275768,0.18643730392246344,0.3098004326161361
164,6.0,1,0.29374492329003843,0.18973083104910904,0.306729410730065
165,6.0,1,0.3116546485887419,0.20474538889934607,0.30915707313928703
166,6.0,1,0.3057751752377181,0.1865682560402089,0.3043187534464658
167,6.0,1,0.3114548903844614,0.18991573511258647,0.31509157910285085
168,6.0,1,0.3200577031987419,0.1969486315443958,0.314208562083688
169,6.0,1,0.29458701634209056,0.20023175680350994,0.3108893191377925
170,6.0,1,0.30234867922048053,0.19586957342528485,0.30603675628621874
171,6.0,1,0.31182249219693314,0.18771584335353245,0.29971782536085556
172,6.0,1,0.308137605234651,0.19032811995670343,0.30928605221117916
173,7.0,1,0.2845493250814039,0.15096468864401444,0.2811907909825271
174,7.0,1,0.2972432615533383,0.1540340540647399,0.27928583039500576
175,7.0,1,0.2935825912683496,0.15295428447004358,0.26447008520867676
176,7.0,1,0.2987470646605792,0.16310800478961165,0.2767244636008541
177,7.0,1,0.29387579900928484,0.16051278389030987,0.27933149990249695
178,7.0,1,0.29922153239387034,0.16465525070873646,0.28344066746470614
179,7.0,1,0.28606095257768716,0.15881481106188428,0.2898701251522238
180,7.0,1,0.2954740717571191,0.1619916535582524,0.27823924321458915
181,7.0,1,0.2833215851334297,0.15762177631893087,0.2906758800413909
182,7.0,1,0.2740125778061862,0.1552104622023649,0.2663293338501226
183,7.0,1,0.2762473431940426,0.16585209612593316,0.27085978161297875
184,7.0,1,0.2790028105301586,0.15246365514640262,0.2769766980149619
185,7.0,1,0.2766240590859889,0.16259577939823033,0.2842176869359015
