rfuid,fid,Target,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,NAT_AREA_BLOCK,ROADS_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK
0,1.0,1,0.9292019188454351,0.0701952123553935,0.04150265729127705,0.0284090753827655,0.33715732414908245,0.009613305003527787,0.09823867329003727
1,1.0,1,0.9175308078162747,0.07170093663879823,0.047137891172017984,0.02787299528547268,0.3182815683598952,0.008976384331145195,0.08320293922253034
2,1.0,1,0.8216816508606061,0.07931998624956886,0.05038092757197054,0.03140237094561897,0.35738845232899097,0.009321639343625995,0.08119680985600965
3,1.0,1,0.9002410864816385,0.08075602852859737,0.04347069301760796,0.02800815757474117,0.3548268658908041,0.009726595150768505,0.09835424922946139
4,1.0,1,0.9847998038844488,0.08084007070728126,0.04910549268966225,0.02887847746378193,0.35947874549775516,0.008984454686997028,0.08951981730068853
5,1.0,1,0.8472030060232967,0.0754317339641956,0.0475689502841294,0.03069552998567601,0.37171172504911876,0.009708684553011318,0.09024659774595473
6,1.0,1,0.8863722454705469,0.06727596152268982,0.043334751329907925,0.030176495203067918,0.3358701377510532,0.00879771056986143,0.08531716437809274
7,1.0,1,0.9534234961571038,0.07179799155382245,0.049740094756192975,0.028281574820740698,0.3219352843633895,0.009440188414008628,0.0853977649151471
8,1.0,1,0.8456567635280899,0.07223734474989887,0.043070748523792536,0.029783716215229048,0.36707337120013955,0.009286593983036986,0.08580661225683853
9,1.0,1,0.9721872460090734,0.0707934426078244,0.05057202895558963,0.028062892353932892,0.3556731531575644,0.009831949745286525,0.09430164346952459
10,2.0,1,0.8634801091558456,0.055218991659991855,0.032794319531898146,0.0358007603858936,0.30734327977925086,0.04005795669388294,0.10464482023320046
11,2.0,1,0.9283136871287521,0.05221472712138401,0.03650062973408082,0.035975550447452945,0.3661201624356917,0.044057402108498234,0.09896478865183511
12,2.0,1,0.9551376555374429,0.060048923443071965,0.03474747294458609,0.03821589587093489,0.3111331074516739,0.04186208924842787,0.10508974217110997
13,2.0,1,0.93498671935642,0.06224459780500385,0.03606034055694579,0.04045287942102295,0.3218001126157409,0.03889536864846904,0.10443338393209475
14,2.0,1,0.9081407803342598,0.05801653595068612,0.037838164955649886,0.04289010826580318,0.3217153079516939,0.04327802289559718,0.09336606847905464
15,2.0,1,0.8953606959104462,0.058799395941727346,0.037283472405630604,0.041852561567872495,0.34530969686298213,0.04168780593393761,0.09245903251346207
16,2.0,1,0.9099866023827587,0.05702004810900815,0.036257124229634,0.03913135072253782,0.3398494907400776,0.040493108851038004,0.1043631334711393
17,2.0,1,0.8773807910257762,0.05551332368051527,0.0316385247432197,0.040018100810341364,0.33157615861085565,0.04481340235461734,0.10473894660827249
