fid,f,f_class,I,I_class,Ex,Ex_class,f_Nones,f_Nzeros,I_Nones,I_Nzeros,Ex_Nones,Ex_Nzeros
143,0.10588235294117647,2.0,0.35648525870705594,2.0,0.0377454979807471,2.0,0.0,17.0,2.0,4.0,4.0,41.0
144,0.2,2.0,0.44811087008370154,2.0,0.08962217401674032,2.0,0.0,1.0,0.0,1.0,8.0,10.0
145,0.2823529411764706,2.0,0.6884877850243561,2.0,0.19439655106570056,2.0,6.0,1.0,6.0,0.0,3.0,0.0
146,0.4,3.0,0.6542812758513145,2.0,0.2617125103405258,3.0,15.0,0.0,5.0,1.0,4.0,0.0
147,0.4823529411764706,3.0,0.9445449120797622,3.0,0.45560401641494414,3.0,21.0,0.0,12.0,0.0,9.0,0.0
148,0.5176470588235295,3.0,1.083453771699301,3.0,0.5608466582914029,3.0,23.0,0.0,16.0,0.0,11.0,0.0
149,0.5411764705882353,3.0,1.2726414001763828,3.0,0.6887235812719248,3.0,25.0,0.0,20.0,0.0,14.0,0.0
150,0.5647058823529412,3.0,1.3844738954259768,3.0,0.7818205527111398,3.0,27.0,0.0,22.0,0.0,17.0,0.0
151,0.5764705882352941,3.0,1.4782690213281071,3.0,0.8521786122950263,3.0,28.0,0.0,25.0,0.0,18.0,0.0
152,0.5882352941176471,3.0,1.562671178199763,3.0,0.9192183401175077,3.0,28.0,0.0,27.0,0.0,20.0,0.0
153,0.6,3.0,1.6525993961150038,3.0,0.9915596376690022,3.0,29.0,0.0,29.0,0.0,22.0,0.0
154,0.6235294117647059,3.0,1.6929947443989461,3.0,1.0556320170958136,3.0,31.0,0.0,30.0,0.0,23.0,0.0
155,0.611764705882353,3.0,1.6615809304246487,3.0,1.0164965692009615,3.0,30.0,0.0,29.0,0.0,22.0,0.0
156,0.611764705882353,3.0,1.5964173676668973,3.0,0.9766318013962196,3.0,30.0,0.0,27.0,0.0,21.0,0.0
157,0.5764705882352941,3.0,1.4011445095524078,3.0,0.8077185996243291,3.0,28.0,0.0,23.0,0.0,17.0,0.0
158,0.5176470588235295,3.0,1.2418194560145956,3.0,0.6428241889957907,3.0,23.0,0.0,19.0,0.0,13.0,0.0
159,0.4,3.0,1.0455868727459565,3.0,0.41823474909838265,3.0,15.0,0.0,15.0,0.0,8.0,0.0
160,0.32941176470588235,2.0,0.6862588299163332,2.0,0.2260617322077333,2.0,10.0,0.0,5.0,1.0,3.0,0.0
161,0.23529411764705882,2.0,0.48501599727601263,2.0,0.11412141112376768,2.0,2.0,1.0,1.0,1.0,2.0,3.0
162,0.15294117647058825,2.0,0.3693200643729409,2.0,0.056484245139390966,2.0,2.0,7.0,2.0,3.0,6.0,29.0
163,0.08235294117647059,1.0,0.2373916914281185,1.0,0.0195499039999627,1.0,0.0,21.0,0.0,12.0,0.0,55.0
164,0.023529411764705882,1.0,0.33960426674040417,2.0,0.00799068862918598,1.0,0.0,31.0,2.0,4.0,0.0,61.0
165,0.047058823529411764,1.0,0.17916483575435183,1.0,0.008431286388440085,1.0,0.0,27.0,0.0,14.0,0.0,61.0
166,0.07058823529411765,1.0,0.2675204142451926,2.0,0.018883793946719477,1.0,0.0,23.0,1.0,9.0,0.0,55.0
