fid,X,Y,f,BUILT_AREA_SURR,NAT_AREA_SURR,INDUSTRIAL_AREA_SURR,ROADS_SURR
111,9.009,45.375,0.4482758620689655,0.24989487968323643,0.09047611228594467,0.21239663643353715,0.5322286190623815
112,9.009,45.441,0.4482758620689655,0.4468551224584434,0.05620403375580203,0.44471427791535634,0.721559265641555
113,9.009,45.507,0.4655172413793103,0.5947602877169723,0.0802253913222351,0.558773992191644,0.7704128178225799
114,9.009,45.573,0.4655172413793103,0.6857765924436645,0.13663311732368327,0.6071030568469835,0.7797065655830834
115,9.009,45.639,0.4482758620689655,0.6096119822727829,0.23187124314426863,0.4653368911519153,0.7038781886163132
116,9.009,45.705,0.396551724137931,0.5315178152798646,0.3180975601269699,0.39673800286199307,0.6883825721660418
117,9.009,45.771,0.3620689655172414,0.471811239067453,0.3848594554493331,0.27709800824925307,0.7253418798494653
118,9.009,45.837,0.293103448275862,0.4244444752590339,0.47794302056158816,0.24407294887658657,0.6853287251840111
119,9.009,45.903,0.2413793103448276,0.2709735600425087,0.6177132322776389,0.07885156352792608,0.5244113183737108
120,9.009,45.969,0.1551724137931034,0.09391721721611976,0.7298392931987517,0.015418087285281391,0.2618642820912901
121,9.009,46.035,0.0862068965517241,0.09861904728481452,0.7374717744668664,0.012786585304267475,0.2726230642711234
122,9.075,44.781,0.1206896551724138,0.05470333271166324,0.6138662066817365,0.01591806994758285,0.45524698045787476
123,9.075,44.847,0.1896551724137931,0.08366230438500304,0.5300640310601874,0.025511939335647237,0.4952026884974051
124,9.075,44.913,0.2413793103448276,0.16602326314017993,0.33211265931081513,0.1004226861383641,0.6383150816640473
125,9.075,44.979,0.3275862068965517,0.17582848829555012,0.21649492630356343,0.11498358791263621,0.6837926051716613
126,9.075,45.045,0.3275862068965517,0.1844693302017466,0.0977956192324733,0.13083833326488659,0.6377667054145294
127,9.075,45.111,0.3793103448275862,0.18665242649487113,0.07967679093123739,0.14808027447302236,0.6045480650585855
128,9.075,45.177,0.396551724137931,0.1829039170770729,0.10328415146707172,0.133628953202186,0.527996692588768
129,9.075,45.243,0.396551724137931,0.21056989904460482,0.09519281624288006,0.16480446845180463,0.5402468232577267
130,9.075,45.309,0.4310344827586206,0.2146064940972921,0.07401881991122805,0.17762102098796623,0.5617489370807681
131,9.075,45.375,0.4482758620689655,0.41354190539998736,0.04003285854092431,0.39175444660241143,0.6832525746117223
132,9.075,45.441,0.4482758620689655,0.5741970383024858,0.04077269496088666,0.60154390900069,0.8142672382664637
133,9.075,45.507,0.4655172413793103,0.767220146372968,0.06368881406595733,0.7227699669351599,0.8732582209252737
134,9.075,45.573,0.4827586206896552,0.8155840835030437,0.08779513985992823,0.7413655381586917,0.9177261464708689
135,9.075,45.639,0.4827586206896552,0.7204314234002521,0.15248282192849183,0.5458952981807873,0.8659218195599157
136,9.075,45.705,0.4310344827586206,0.653451526533943,0.22642155856810908,0.4490741462371451,0.8471460441950137
137,9.075,45.771,0.3793103448275862,0.4691192959590497,0.3809102995781358,0.27092605088355304,0.7663768339108992
138,9.075,45.837,0.2758620689655172,0.3463339787872936,0.5349328956346361,0.21391734724523054,0.6005006372900064
139,9.075,45.903,0.2413793103448276,0.16848354671845156,0.6655375715650877,0.03939364296240464,0.4137910811258667
140,9.075,45.969,0.1551724137931034,0.06363767359980253,0.7401327666815453,0.01105195997256224,0.2301676481896424
141,9.075,46.035,0.0689655172413793,0.08018772499923506,0.789046696562375,0.014093784560960687,0.2607058368114545
142,9.075,46.101,0.0344827586206896,0.05282427367295817,0.8114833449260787,0.011260307913837572,0.1748929825197772
143,9.141,44.781,0.0689655172413793,0.054655599128534856,0.6722953957801742,0.01983366327204784,0.4789677881069426
144,9.141,44.847,0.1379310344827586,0.05324706328578295,0.5919621830553169,0.01783867491570015,0.454871703988761
145,9.141,44.913,0.1896551724137931,0.08811549237493997,0.42269899883182,0.04284497152316737,0.543743813800882
146,9.141,44.979,0.2758620689655172,0.11956190378728276,0.2688878339662478,0.07930398678648834,0.6033414386045893
147,9.141,45.045,0.3275862068965517,0.1334096932262512,0.1218925177302225,0.08124034893508139,0.597563148415024
148,9.141,45.111,0.3793103448275862,0.20253624090083283,0.07972699702481394,0.15495141675350768,0.5991871480941817
149,9.141,45.177,0.396551724137931,0.15747611120998212,0.06662746681767799,0.1034091538272783,0.4886547181846105
150,9.141,45.243,0.4137931034482758,0.2276937290562666,0.0674759571623034,0.1996520064552992,0.5450752257279619
151,9.141,45.309,0.4310344827586206,0.2446242767288502,0.042541132187840336,0.23410347168366766,0.6048722386465974
152,9.141,45.375,0.4482758620689655,0.489247932580941,0.03661768278029596,0.4794898246735451,0.6786176187089418
153,9.141,45.441,0.4655172413793103,0.7304531947554315,0.03680525568916009,0.7755747711879444,0.8580334345205117
154,9.141,45.507,0.5,0.93696674061851,0.051516141828576854,0.8816689619448326,0.93944146018601
155,9.141,45.573,0.4827586206896552,0.9271999314337386,0.07972193829277119,0.8311087142074296,0.939808650494542
156,9.141,45.639,0.4827586206896552,0.7921222467892653,0.14682343355881924,0.6026658693081037,0.9088856367775943
157,9.141,45.705,0.4482758620689655,0.7118561363312481,0.22202252149704033,0.49463184673831956,0.9245425240810325
158,9.141,45.771,0.3793103448275862,0.4974505611139963,0.4176444726214081,0.33207753057349343,0.7717965228740304
159,9.141,45.837,0.2758620689655172,0.32748596586166007,0.567275420392369,0.18820253839871928,0.5997141069707168
160,9.141,45.903,0.2241379310344827,0.14354124814348584,0.7089945478522853,0.032708320445918676,0.3484786050206795
161,9.141,45.969,0.1551724137931034,0.0894358380319897,0.7255557323935798,0.01456941824326066,0.26247182522126095
162,9.141,46.035,0.0689655172413793,0.07302734278311994,0.7687589525570127,0.009584539125431498,0.21415904732834534
163,9.141,46.101,0.0344827586206896,0.05056820605939976,0.858012764361775,0.012310770379825652,0.13912323064918433
164,9.141,46.167,0.0172413793103448,0.011727893693377072,0.9659328618939297,0.0008901346631668858,0.05372048110622045
165,9.207,44.715,0.0172413793103448,0.03228888525554626,0.7958702382070332,0.009620415930481322,0.4590764698543542
166,9.207,44.781,0.0344827586206896,0.045731336886448176,0.7075998883508211,0.013438958157168961,0.4614938490160803
167,9.207,44.847,0.1206896551724138,0.045279233143632705,0.6085671268350364,0.012676107607691502,0.4435207318007445
168,9.207,44.913,0.1896551724137931,0.07466647703725607,0.4392527831603291,0.0240935779957621,0.5463186136462252
169,9.207,44.979,0.2586206896551724,0.1417726295970617,0.2755571005077324,0.07614608006807652,0.6823966434117006
170,9.207,45.045,0.3448275862068966,0.16494409379424335,0.14232743833649217,0.10221400530654563,0.6523100976775207
171,9.207,45.111,0.3620689655172414,0.2430328286396138,0.0849422747096066,0.1863073506194189,0.6269303721771854
172,9.207,45.177,0.396551724137931,0.19460822500061348,0.052956969989512916,0.14470668971859632,0.5125955781977972
173,9.207,45.243,0.4310344827586206,0.23022327622792185,0.04776236990335777,0.19590890274468856,0.5362358813226845
174,9.207,45.309,0.4482758620689655,0.2679944366380827,0.041637811646362155,0.26689983526617317,0.615205806012775
175,9.207,45.375,0.4655172413793103,0.5398665194949959,0.03891756518995634,0.5861230103798972,0.72609216992051
176,9.207,45.441,0.4827586206896552,0.8017933365524404,0.03188848478555782,0.8948069114187068,0.8744569785261284
177,9.207,45.507,0.5172413793103449,0.9916632157114861,0.030596128273999806,1.0,0.9803078361177872
178,9.207,45.573,0.4827586206896552,1.0,0.060723517904902054,0.8738456892709876,1.0
179,9.207,45.639,0.4827586206896552,0.8354011760043284,0.13188573365216227,0.6142335478607215,0.9912444413843999
180,9.207,45.705,0.4482758620689655,0.6643639650211602,0.20939371359427275,0.44151309812879264,0.9362380275358371
181,9.207,45.771,0.396551724137931,0.45290049453329034,0.4328063002709324,0.2894196023144666,0.7486392670546673
182,9.207,45.837,0.2758620689655172,0.26908070300979686,0.5716263472882409,0.15522698619282818,0.5525481972639317
183,9.207,45.903,0.2413793103448276,0.13477569451857518,0.6302322907660846,0.03925712895931548,0.3306773185581156
184,9.207,45.969,0.1551724137931034,0.0840959488233046,0.6310014169430105,0.014113681051320298,0.28541150905803775
185,9.207,46.035,0.0862068965517241,0.0771689965474474,0.6039803992713733,0.012811458301030663,0.24539110434991662
186,9.207,46.101,0.0517241379310344,0.07503859669532505,0.7142689630746356,0.015728596009065135,0.23362802710586938
187,9.207,46.167,0.0172413793103448,0.045683670061769946,0.8491184754521942,0.007710573682277794,0.1327036073073732
188,9.207,46.233,0.0172413793103448,0.02691510158220124,0.934286499873383,0.004378105498519805,0.05928559496915149
189,9.273,44.649,0.0172413793103448,0.020678735403875378,0.8659663109402784,0.002771101441557438,0.48370428903434537
190,9.273,44.715,0.0172413793103448,0.032938430508102655,0.7764786352147217,0.010722228643818922,0.49848134452530934
191,9.273,44.781,0.0344827586206896,0.0438969950500358,0.7318367352908786,0.013765135774282178,0.4713863447026036
192,9.273,44.847,0.1206896551724138,0.05327682276534852,0.609773802060493,0.017303867169300442,0.4900002696664874
193,9.273,44.913,0.1896551724137931,0.06760835796894354,0.42806469937699054,0.018036944575735753,0.5183816022735065
194,9.273,44.979,0.2586206896551724,0.1294654427425191,0.2348787489915496,0.05677891625382278,0.630062577758217
