rfuid,fid,Target,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,NAT_AREA
0,1.0,1,0.07962699664348526,0.054758813347531674,0.03774030427977607
1,1.0,1,0.07674833934278086,0.054863872404213775,0.035072300986767876
2,1.0,1,0.07573682519268111,0.05661842222122179,0.03683382329049075
3,1.0,1,0.0838272658797053,0.05751264563742022,0.03855257547807367
4,1.0,1,0.07847002447497971,0.053513297277588294,0.0348418077945504
5,1.0,1,0.07892360048108978,0.05547189918844411,0.03589509930659931
6,1.0,1,0.08224217999872022,0.05682405885582769,0.03749200246787405
7,1.0,1,0.08292645722667939,0.055399784976510554,0.03582070199187178
8,1.0,1,0.07973560696704485,0.055486053581090974,0.0363148005097285
9,2.0,1,0.060717413335969306,0.04588388122256245,0.05495177278852588
10,2.0,1,0.06430356977870491,0.0462887166517005,0.05702420631064208
11,2.0,1,0.06199965659724478,0.04576528132013402,0.05945049313109788
12,2.0,1,0.05998690806882177,0.04846482897162098,0.059878270778888326
13,2.0,1,0.06021205685529718,0.047992595884801384,0.05619891572546302
14,2.0,1,0.060629596702463866,0.04429572375995208,0.05954138783472172
15,2.0,1,0.05975833628134291,0.04623130037671117,0.054674968724172684
16,2.0,1,0.0633579848505666,0.04531956196567441,0.054481371415625104
17,2.0,1,0.06519507836974606,0.046518060295494074,0.05524980192549388
18,3.0,1,0.07277563007454459,0.05415956353552928,0.03768998303200914
19,3.0,1,0.07038614095115889,0.05040887742848155,0.040051190095418535
20,3.0,1,0.07041581924426352,0.05012428176715258,0.03906642371526919
21,3.0,1,0.07249945496981926,0.05383093807075504,0.03878765345565511
22,3.0,1,0.06799714019005462,0.05343480036854232,0.04141625044463062
23,3.0,1,0.07438876309778257,0.051242207945820226,0.03756614219230696
24,3.0,1,0.07373661811789331,0.050812726562122185,0.04041524257765786
25,3.0,1,0.0723503964954098,0.0522428047314383,0.04193424193873441
26,3.0,1,0.07251526789632674,0.05362503053995669,0.03847345671767351
27,4.0,1,0.08362932143806426,0.05850270181368118,0.03379019789670758
28,4.0,1,0.0842568449700699,0.0573434293231717,0.034183107843861124
29,4.0,1,0.08500396998762023,0.06089410677621952,0.03284665547716255
30,4.0,1,0.0862481157162485,0.05807512852591088,0.03192136828367031
31,4.0,1,0.07913472605198074,0.06056877265169044,0.0332389213753896
32,4.0,1,0.08258907230588763,0.058023139242322656,0.03336929313898728
33,4.0,1,0.0800221428740994,0.06151102168296423,0.03404044827690268
34,4.0,1,0.08511486935922258,0.06108261627120157,0.03245559269187462
35,4.0,1,0.08398952994029743,0.05894243347387706,0.030690751198582562
36,4.0,1,0.08325855204102083,0.058638651897577096,0.031151786129624704
37,5.0,1,0.08460415693873795,0.06505408037229612,0.040092473155741964
38,5.0,1,0.08812068194474117,0.06877543950111803,0.038622278299393124
39,5.0,1,0.09225274983943375,0.07061090357489333,0.04134633762600728
40,5.0,1,0.08908810267244778,0.06540146264118804,0.03855664746352375
41,5.0,1,0.08653402817703613,0.06776718952455917,0.04061159745253579
42,5.0,1,0.0875279395613735,0.07117643905544406,0.04038250083092893
43,5.0,1,0.08344608066604699,0.0690460148082674,0.03763784250068164
44,5.0,1,0.08524409893560457,0.06897626412674493,0.04064405309537557
45,5.0,1,0.09172884994249615,0.0704887419909346,0.0387550515413759
46,5.0,1,0.08700455878828921,0.06657682791908721,0.039058492176420934
47,6.0,1,0.3062875422920718,0.18754357145132916,0.31738825619076755
48,6.0,1,0.31782281459182665,0.19505631898593326,0.31869874440687884
49,6.0,1,0.3119764156599697,0.2037977859859976,0.3107673067186938
50,6.0,1,0.29330481419264176,0.1885899514996821,0.30938477396486136
51,6.0,1,0.3159029135457717,0.20374855239350737,0.28807581580041874
52,7.0,1,0.2891267336589207,0.1573912551778009,0.28231221014547614
53,7.0,1,0.2942323466661689,0.1517898784459658,0.27320779495842334
54,7.0,1,0.2743894320000198,0.15987690201936425,0.2885646353050275
55,7.0,1,0.2938591590415181,0.15192506611302434,0.28450089077461593
56,8.0,1,0.27374984162344923,0.12491562639521962,0.25843105135636796
57,8.0,1,0.2635296859560794,0.13023886877518578,0.25643419926315286
58,9.0,1,0.06451372035974928,0.048057570726238195,0.18344225795946006
59,9.0,1,0.06597680411949866,0.047025122987767065,0.18785006132729712
60,9.0,1,0.06068129872737741,0.047149051961746256,0.18134140508725155
61,9.0,1,0.06294450260958215,0.046414289748303444,0.18595920031651567
62,9.0,1,0.06089185492619596,0.049372719098230336,0.1747801920904795
63,9.0,1,0.06232923641584624,0.048753260242818765,0.18127258938380902
64,9.0,1,0.06108459707327147,0.0468457147866233,0.17095548488288054
65,9.0,1,0.06117666323929033,0.05011718138850888,0.16976835915174643
66,9.0,1,0.061407968665662414,0.04865629866765976,0.18111153711745584
67,10.0,1,0.06495136863035049,0.043870703313165886,0.11505248960804017
68,10.0,1,0.06124594695144873,0.04377311846115354,0.1131939109328451
69,10.0,1,0.06236418912972289,0.044700792714107145,0.11455575047779118
70,10.0,1,0.06191579041644627,0.045857036995803416,0.10855513296044031
71,10.0,1,0.06522485505996735,0.04303455115058267,0.11094751308389061
72,10.0,1,0.06459588256138413,0.043210645826049,0.11186444114031097
73,10.0,1,0.06446155287810613,0.04633397716784885,0.11132394348392106
74,10.0,1,0.060541492367214345,0.043654583722240174,0.11560331711881265
75,10.0,1,0.0666855085319515,0.04291919306497541,0.11438517825866013
76,11.0,1,0.07147427926376833,0.051206016553720486,0.04694399649299139
77,11.0,1,0.06999226966618954,0.04897112198906804,0.049855544260436875
78,11.0,1,0.06613637956101197,0.05200638510347368,0.050024363869271685
79,11.0,1,0.06537038838387331,0.051032044813762556,0.047505395120419604
80,11.0,1,0.07014927696312055,0.049540559314337616,0.05101736135246354
81,11.0,1,0.07072877927726749,0.04988096497147596,0.046673801232543034
82,11.0,1,0.07184142789242873,0.049305082731025726,0.047710924336294154
83,11.0,1,0.06888274634418391,0.050682826218015474,0.048979030699279835
84,11.0,1,0.07200608570674003,0.05063613985809856,0.04926059646611432
85,12.0,1,0.0782212174713232,0.05976771008144142,0.03206781505197089
86,12.0,1,0.07601795948709772,0.055356566053369395,0.03225844919370739
87,12.0,1,0.07985028833596809,0.060534414263186676,0.029824751503306306
88,12.0,1,0.07653853249419745,0.05714640990694336,0.032787747276721596
89,12.0,1,0.07887958639482777,0.05996173346398861,0.03196472553456236
90,12.0,1,0.07967131245791935,0.05567177914000862,0.031021372392242556
91,12.0,1,0.08149464351837754,0.057226885745417136,0.03365568435135625
92,12.0,1,0.07982851111924749,0.0599947135671525,0.031113406157027075
93,12.0,1,0.08027783437676816,0.05725143380418505,0.03341429813864546
94,13.0,1,0.0884824590075518,0.06890209217237397,0.02977303660053241
95,13.0,1,0.09021887874280395,0.06557118023178167,0.02890722910992092
96,13.0,1,0.08781915183588057,0.0691333630873037,0.02955087620626179
97,13.0,1,0.08732093081626793,0.06814149255258921,0.027182714189348398
98,13.0,1,0.09225229341925031,0.06896006484701381,0.029006635286873438
99,13.0,1,0.08879977913355204,0.06333071552021392,0.027650127806049897
100,13.0,1,0.09186069616750024,0.06431021929849973,0.027484181916583517
101,13.0,1,0.09088236251968827,0.06617518515928332,0.028082381459566097
102,13.0,1,0.08550744118775054,0.06766239220013416,0.028086131542729483
103,13.0,1,0.0857571463637044,0.06823352104753774,0.027546002747849522
104,14.0,1,0.09919235309451356,0.08856205595518425,0.036893013337615986
105,14.0,1,0.09288079194776838,0.08283184013847512,0.03989452592579051
106,14.0,1,0.0921987504819975,0.08331276612684713,0.0369645718410157
107,14.0,1,0.09623071134217448,0.08509700033548577,0.039390262986567524
108,14.0,1,0.09228146522619829,0.08860894212174593,0.04090333071774632
109,14.0,1,0.09304097062736176,0.08421701108328876,0.03841684468272779
110,14.0,1,0.09712326155470881,0.082825517671343,0.04077592650876612
111,14.0,1,0.09361125682021108,0.08924921467471572,0.03982058191486141
112,14.0,1,0.0918183626833582,0.08649175595724329,0.03652594432545697
113,14.0,1,0.09054822594656255,0.0847474253987845,0.04069686241323151
114,14.0,1,0.09417859425570975,0.08699663840566826,0.038301012874007334
115,15.0,1,0.3685666805685464,0.29791248435245093,0.37507454728336365
116,15.0,1,0.3735683107699045,0.2885672934563366,0.3949305645032653
117,15.0,1,0.3753293327588433,0.2856893663905229,0.39114489361582155
118,15.0,1,0.369705152694987,0.2996185373151714,0.3688578492361799
119,15.0,1,0.37561840243634204,0.275271163329912,0.3747254474302049
120,15.0,1,0.374146072353363,0.2783802809998155,0.4003039995224788
121,15.0,1,0.3696119650286767,0.2766028112349468,0.38245205621275097
122,15.0,1,0.3490911180494888,0.2794562637889878,0.3710297537444787
123,16.0,1,0.33650542417635054,0.21525893055414996,0.35401474864767346
124,16.0,1,0.3330862586307695,0.21211075786740233,0.35139644783889773
125,16.0,1,0.3385846455961082,0.2177967034902783,0.33744335418376203
126,16.0,1,0.33026398162749976,0.21305284708077632,0.36489496247329806
127,16.0,1,0.3116398367158196,0.20308271091772495,0.33166396843118323
128,16.0,1,0.32184679288976065,0.20313699629810814,0.34222520023572045
129,16.0,1,0.32923766750816824,0.2188515466797353,0.3300709091831727
130,17.0,1,0.3049336984717428,0.1610652980765309,0.3243844930769703
131,17.0,1,0.2965721292454699,0.15471323779959592,0.3155475715290714
132,17.0,1,0.2857707615226283,0.1670137087523563,0.309433387001199
133,17.0,1,0.31170850944205936,0.167351966249139,0.31624972325227846
134,17.0,1,0.29869015342896854,0.16716411100970913,0.3038293029366871
135,18.0,1,0.2696475818595191,0.12140260295255931,0.29500369700384643
136,18.0,1,0.28458171556274414,0.12424709669645755,0.29171013797402295
137,19.0,1,0.2540767121411055,0.1003347154436281,0.28453732414704863
138,19.0,1,0.2548289543911488,0.09814303324179748,0.2895347528757472
139,19.0,1,0.26001709646523824,0.096785476979553,0.2801279882228198
140,19.0,1,0.2380275610047117,0.09437914585634487,0.2903211894241174
141,19.0,1,0.23655043278076315,0.1003101531959334,0.2793613315854822
142,19.0,1,0.24830411629788826,0.094369669680271,0.29362504151345054
143,19.0,0,0.24940926037659542,0.10033691053114505,0.30568203573729263
144,19.0,0,0.260201286984752,0.0989851666062623,0.2983770739784053
145,19.0,0,0.24839671754292336,0.10171926934355445,0.28337250030146643
146,19.0,0,0.2587916672647956,0.10425538719486994,0.27889432414873483
147,19.0,0,0.24556188371542717,0.10434854533396698,0.2898522361417714
148,19.0,0,0.24400381524626422,0.0952598333989199,0.3034836148343971
149,19.0,0,0.24931335724808318,0.10112647508138903,0.2971057562117414
150,19.0,0,0.24024062182355863,0.09568667986982425,0.2787770606383374
151,19.0,0,0.24169574417095638,0.1034754568575707,0.3053047861051035
152,20.0,1,0.0682807729203027,0.06150519706610066,0.2303391178549218
153,20.0,1,0.07434533184216215,0.060692842971865446,0.24345899068603757
154,20.0,1,0.0691157577034893,0.06419248773587827,0.2370750528178286
155,20.0,1,0.06806759120027904,0.06250509540991908,0.24409735283692555
156,20.0,1,0.07354087237791812,0.05947043763391352,0.228388456615848
157,20.0,1,0.06765782443035619,0.06064782478218141,0.2437036454792352
158,20.0,1,0.0681791572723248,0.060708300065086054,0.24263648686202588
159,20.0,1,0.06979958235404445,0.06289379674911279,0.23270395113364253
160,21.0,1,0.06792364509002258,0.050525453636603886,0.18787133732990827
161,21.0,1,0.0692054364916465,0.05334790340499604,0.1787813697803802
162,21.0,1,0.06841957960110599,0.053338830962490626,0.17692978528695402
163,21.0,1,0.0703074304059464,0.055584131931425605,0.18647446238384227
164,21.0,1,0.07078933863153139,0.05147796250925578,0.17548470727831378
165,21.0,1,0.06640861573651048,0.05506130177229299,0.18128601553963133
166,21.0,1,0.0706820226436159,0.0546766968473267,0.19331787642401788
167,21.0,1,0.07126843561384487,0.05206656223977537,0.1926543604990327
168,22.0,1,0.07021810540003971,0.05480952812730189,0.10392292761583606
169,22.0,1,0.07525812455701378,0.05773709819747081,0.10660830086100105
170,22.0,1,0.07200113258393799,0.05355822807023854,0.10313646104461549
171,22.0,1,0.06914670154949316,0.05610923242536358,0.10276369357057918
172,22.0,1,0.07139285734495057,0.0535702558668658,0.11060941248108676
173,22.0,1,0.0687337793615138,0.05636922567565649,0.10528271034052421
174,22.0,1,0.07443411660351829,0.0584798057459491,0.10992152882926985
175,22.0,1,0.06984378186549961,0.05507750795555219,0.10465162579147917
176,23.0,1,0.08631447987538601,0.06590512531507237,0.04020342874333089
177,23.0,1,0.08592197935679537,0.06503861937460315,0.037802001863928035
178,23.0,1,0.08346735406148674,0.06034657736919672,0.03815834407680432
179,23.0,1,0.08433608333529964,0.06431954498457904,0.04097989623083255
180,23.0,1,0.08601884956841574,0.06080429027531865,0.04079495028553058
181,23.0,1,0.08508029806612016,0.06577840270270129,0.03851910172105632
182,23.0,1,0.08449892090767794,0.06485095911388208,0.040332535227828537
183,23.0,1,0.08488907987089286,0.06398281423922134,0.03717667024169539
184,23.0,1,0.08025256479989348,0.06092036265771622,0.03826723683078063
185,24.0,1,0.10403754102781801,0.07393078383119467,0.02894751213221345
186,24.0,1,0.10104478678864787,0.07299948445455078,0.02872239315329678
187,24.0,1,0.09926767065046889,0.07460902352657071,0.027660974541854032
188,24.0,1,0.10237492784045187,0.0802312896559518,0.026085619615036058
189,24.0,1,0.09803612147806058,0.07763204858750583,0.028566700748986318
190,24.0,1,0.10184842926033184,0.0746990722718149,0.027206290382489343
191,24.0,1,0.10173732546742058,0.07756124246120698,0.026612406811419614
192,24.0,1,0.10235924732458039,0.07836570118705107,0.02872860435617775
193,24.0,1,0.0986088620780937,0.07694478231316214,0.028035869718312557
194,24.0,1,0.0953590999414726,0.07523798852424543,0.02848562769285658
195,25.0,1,0.12035368745959164,0.08604585321883265,0.023411711234116683
196,25.0,1,0.11450045470106464,0.0883444133727218,0.024589268972509994
197,25.0,1,0.11038155031620564,0.08871599942400092,0.02386333885298807
198,25.0,1,0.11324561076529346,0.09096597256025755,0.026564399357561344
199,25.0,1,0.11514474185105408,0.09362446589231603,0.02547928644329951
200,25.0,1,0.11224469894734812,0.09235555607889917,0.025392877812607913
201,25.0,1,0.12045512457703254,0.09479812159916803,0.02445794024732928
202,25.0,1,0.11177991558600597,0.09374844521184388,0.023807301299216058
203,25.0,1,0.11856971943051271,0.0947117150085236,0.026564422578690856
204,25.0,1,0.11275870751286271,0.09233010964314199,0.023884531377307307
205,25.0,1,0.11368540743351195,0.0935563179143506,0.0258483425231775
206,26.0,1,0.5173870458864277,0.5153335072413167,0.3981471871905424
207,26.0,1,0.47793668719547094,0.49874075680072116,0.3792037352385367
208,26.0,1,0.4846050204906338,0.4855415597990674,0.4055770630568347
