rfuid,fid,Target,INDUSTRIAL_AREA_SURR,NAT_AREA,ROADS_SURR
0,1.0,1,0.04739078031145996,0.03248989265728465,0.36768480483795896
1,1.0,1,0.05007143753394485,0.037076619881452326,0.34752377542404
2,1.0,1,0.04270118171860606,0.03225346585850179,0.33981325036312
3,1.0,1,0.04488523117209117,0.036606283704816195,0.40853744519049234
4,1.0,1,0.051251476625547646,0.0316234072089537,0.35241090717449
5,1.0,1,0.04966480745977818,0.032377474527309706,0.35943230147690836
6,1.0,1,0.04263368639237846,0.03294572533295585,0.3995935420829004
7,1.0,1,0.04860420916435779,0.033905811185273436,0.3320696329979211
8,2.0,1,0.037397930750626994,0.06090886027055182,0.30966625420293314
9,2.0,1,0.039519721255496014,0.05636088445680561,0.3904528076261872
10,2.0,1,0.04063270278155308,0.05367539146656181,0.3233268047335022
11,2.0,1,0.04092875788516501,0.053821142480205024,0.316029384781257
12,2.0,1,0.039447042414411645,0.06073423521074678,0.31929875924536166
13,2.0,1,0.037812259049210976,0.05384775301772962,0.3351344763306322
14,2.0,1,0.035974080768925776,0.057953937961022876,0.312924604842553
15,2.0,1,0.04054017962605526,0.05039439065031314,0.3951997038289507
16,2.0,1,0.03426505794265211,0.04973260738217077,0.35303129602029065
17,3.0,1,0.04274371196152231,0.034730991792452405,0.3233652012361984
18,3.0,1,0.039945008905859364,0.03608250050526846,0.3219105049778123
19,3.0,1,0.044389926215931554,0.034251723413915434,0.40138343599930587
20,3.0,1,0.041189154719203924,0.036179924493288676,0.3295517970052445
21,3.0,1,0.04334771321364506,0.0411240227533862,0.38750240357913074
22,3.0,1,0.0417468568503926,0.03799285151736546,0.3157186605701959
23,3.0,1,0.0431789798285711,0.036691395768979757,0.36983072327769934
24,3.0,1,0.038222195369535486,0.03722341662871152,0.31758128128243784
25,3.0,1,0.03831771275103401,0.038750503063395544,0.3924967487959166
26,4.0,1,0.04821601680721045,0.03468314032430839,0.3703454038648142
27,4.0,1,0.0515076297197706,0.028157968131051286,0.4111622246017501
28,4.0,1,0.04588619621562989,0.0345628528702881,0.3688077538301043
29,4.0,1,0.04927963164145175,0.03283555109442077,0.3517157746889933
30,4.0,1,0.05206516420280142,0.03087123606942114,0.3509541534496372
31,4.0,1,0.045687285174960034,0.035614579685390994,0.3873205842126576
32,4.0,1,0.05134404412378104,0.03145954745686111,0.4016546561322481
33,4.0,1,0.047328924673898105,0.03476591902518748,0.3817141250410226
34,4.0,1,0.05336661988945314,0.0314908558379877,0.4163361530426642
35,5.0,1,0.05351102677185076,0.036952443113389445,0.3921346343948898
36,5.0,1,0.056508767108171,0.0407743612940077,0.43913937686574583
37,5.0,1,0.0504260513848999,0.03544724780679125,0.3951139001310528
38,5.0,1,0.0559351991605796,0.039411511705712325,0.42419306720166994
39,5.0,1,0.0558145790106975,0.03600557935180235,0.40839479237429516
40,5.0,1,0.05612483033332942,0.04138863181442668,0.4114928973574562
41,5.0,1,0.05613264872155969,0.03392061096516092,0.39187838817638426
42,5.0,1,0.049974586136462384,0.03616788868639026,0.3930187162748523
43,5.0,1,0.05416402256114777,0.03392690760743194,0.3916398539029389
44,6.0,1,0.15271757571718492,0.3035059455424542,0.4828178890505341
45,6.0,1,0.15487708190870314,0.27362226785973687,0.5175266725229466
46,6.0,0,0.16583977907406416,0.27947357864571676,0.49027380217212585
47,7.0,1,0.12859351400292335,0.26934841724842223,0.4229518432780857
