rfuid,fid,Target,INDUSTRIAL_AREA_SURR,NAT_AREA_SURR,ROADS_SURR
11236,427.0,0,0.016204303176617817,0.8482019608167072,0.09232260864889275
11237,427.0,0,0.014152968222228866,0.8594254913084547,0.0853394180532968
11238,427.0,0,0.014282262819570263,0.8812336010720241,0.08837001696094388
11239,427.0,0,0.016335264861643394,0.8121318380913126,0.07723703956243445
11240,427.0,0,0.01377135532250975,0.7824518395387996,0.07471563194238222
11241,427.0,0,0.016379459304541894,0.9005817768028146,0.0780533958163071
11242,427.0,0,0.013906376660590173,0.796319188406466,0.068140843809035
11243,427.0,0,0.016096564014482784,0.8024632243768309,0.06986552794737165
11244,427.0,0,0.013359638783806135,0.8720795063914945,0.0844741456834495
11245,427.0,0,0.015231004939848143,0.7988134151801733,0.08394366408154802
11246,427.0,0,0.014258824215768335,0.8418661126185303,0.07491640005019962
11247,427.0,0,0.01593057868484437,0.9185373687691576,0.0923590686276088
11248,427.0,0,0.014776931346302771,0.8875619219537612,0.09327784029094091
11249,427.0,0,0.015924759007744028,0.8965439618070419,0.0743820110937214
11250,427.0,0,0.015938544086128197,0.8440537950909732,0.08257370831255431
11251,427.0,0,0.016134502828466915,0.8173135809309998,0.0674729639781422
11252,427.0,0,0.015614087369629286,0.7654642410957164,0.06689763134463671
11253,427.0,0,0.014691646421558542,0.8219946429525582,0.06806499393932115
11254,427.0,0,0.013453193037072939,0.8910944252055389,0.06434511659878757
11255,427.0,0,0.01590040346009769,0.8574600928543034,0.07781351506854907
11256,427.0,0,0.013602929425674848,0.8416836445472236,0.07794739160520271
11257,427.0,0,0.016364717521049198,0.8537836841553393,0.07296582663343126
11258,427.0,0,0.015641444510709635,0.902414985995256,0.09069384855469229
11259,427.0,0,0.01511873416473803,0.9073336148519999,0.07981252781102931
11260,427.0,0,0.014936050900775703,0.9206948983300988,0.09395862586485361
11261,427.0,0,0.014723855816050955,0.8151724599732371,0.06764811411419762
11262,427.0,0,0.014195019402834776,0.799712371031502,0.0726052222779343
11263,427.0,0,0.01441169386595832,0.8194664377853389,0.07603493867280156
11264,427.0,0,0.013885890053291536,0.8389049625055829,0.086553146567745
11265,427.0,0,0.014981256240856276,0.8010867759459952,0.08839444429398893
11266,427.0,0,0.014782943592409283,0.7915142346179297,0.07461011273534972
11267,427.0,0,0.013699805668522405,0.8499804051453249,0.07326236006814042
11268,427.0,0,0.013265029297523165,0.8406622969054479,0.09046849145182445
11269,427.0,0,0.013113000168911709,0.7866178444441868,0.09149120613355273
11270,427.0,0,0.014372631069993985,0.8948237193862635,0.07819391004191643
11271,427.0,0,0.01485737488939825,0.8146527579784357,0.09141785553676507
11272,427.0,0,0.013450209985721153,0.9198958936984805,0.06556054332342369
11273,427.0,0,0.014283750136255182,0.8734301059012293,0.09105128868706243
11274,427.0,0,0.014522320904616961,0.7951880988710801,0.08267915342490942
11275,427.0,0,0.014663644203482437,0.7838420681676613,0.07198232774370976
11276,427.0,0,0.014732431042200823,0.7689494721201168,0.07200547259476453
11277,427.0,0,0.014415737515534908,0.7992609284326768,0.0940174885070312
11278,427.0,0,0.01324348994559975,0.9038479861730936,0.08120939432838288
11279,427.0,0,0.014843386085170695,0.8443384025919682,0.0746917126898936
11280,427.0,0,0.014254068113292294,0.781079518364323,0.08660616213248214
11281,427.0,0,0.014983277685955185,0.8617423989520842,0.09358580438180776
11282,427.0,0,0.013718208597859357,0.7856526375903361,0.07523298629718164
11283,427.0,0,0.013465210419283202,0.8497517858873904,0.07282272078662
11284,428.0,0,0.02382115374583745,0.8900395223453914,0.13058804959524675
11285,428.0,0,0.021719668911888236,0.8294178732461555,0.12376881085220935
11286,428.0,0,0.020972089981932618,0.8316609753245856,0.09638913548731232
11287,428.0,0,0.021216235274760183,0.8119939352333594,0.11913768491121354
11288,428.0,0,0.0211229393281249,0.857702459711122,0.12352074455818095
11289,428.0,0,0.02373442152169747,0.9146054522347501,0.12971074345624936
11290,428.0,0,0.0233176812604764,0.9152193399571125,0.11052875483775775
11291,428.0,0,0.023712691183818694,0.7644617563526515,0.12483192601856527
11292,428.0,0,0.019467428061597035,0.9057963839602924,0.09707713513982655
11293,428.0,0,0.020181322208818197,0.8626595945827209,0.11703409013801135
11294,428.0,0,0.023508332108686622,0.8821705280882434,0.09571339116227769
11295,428.0,0,0.023199261858698115,0.7990082715238067,0.12406246410497884
11296,428.0,0,0.02374075143784102,0.8046067233122061,0.10036149445658257
11297,428.0,0,0.0220497766888077,0.802357356601403,0.10394918442111654
11298,428.0,0,0.022848621709202103,0.8088042573573797,0.11177052798500826
11299,428.0,0,0.022723415167661007,0.9165935300877089,0.12639067604856485
11300,428.0,0,0.019608407182874363,0.8205576773618518,0.09453879838605057
11301,428.0,0,0.02274954235193104,0.8745246890682928,0.11597897933902093
11302,428.0,0,0.019617377796323728,0.7575619940659697,0.11244491553750188
11303,428.0,0,0.02384087200082808,0.8969651064985048,0.11987036809431968
11304,428.0,0,0.021311993014798324,0.762301206121526,0.12187491944016812
11305,428.0,0,0.023194219845524104,0.8307498003092089,0.12843867415390506
11306,428.0,0,0.020500988164511128,0.8671202850176654,0.12641646551820743
11307,428.0,0,0.02340410923358091,0.7982061933787228,0.12000529407240314
