rfuid,fid,Target,AGRI_AREA_SURR,FARMS_BLOCK,INDUSTRIAL_AREA_BLOCK,NAT_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
0,1.0,1,0.823273292687743,0.003263009462736353,0.049260474886505826,0.02789014999142618,0.006958722203629658,0.08914915185082473
1,1.0,1,0.9224639624352018,0.003918865859344243,0.048798183217870765,0.02748582713922873,0.006959788326060099,0.08207024132231032
2,1.0,1,0.8641803775148261,0.003284435382139183,0.044474086088089095,0.02760592359795337,0.007032569937611459,0.08389666201140089
3,1.0,1,0.8836983425099798,0.003458040935574556,0.048488020118656106,0.02658238164700043,0.007124655520634647,0.08428415890013498
4,1.0,1,0.9833704095266499,0.004388345541383421,0.04989228650818882,0.02798358657800626,0.00813355088230229,0.07922050646405251
5,1.0,1,0.8947254099301186,0.003915832668406711,0.043168914820803414,0.027054038071776667,0.008167187144353136,0.08212193672656923
6,1.0,1,0.9528478740749806,0.004832857668806937,0.04170174289276921,0.025271449545431326,0.007865825012629026,0.0926224956107891
7,1.0,1,0.865560638535216,0.004265300934629948,0.04833036541115391,0.024392743658294334,0.007846182012358741,0.08166673949083392
8,1.0,1,0.987961434516681,0.0021822487648153676,0.046660714172482,0.02598841747496844,0.007290067984452569,0.08115136108464137
9,1.0,1,0.9387555404226802,0.002840896076457104,0.04199800877060738,0.023312497827056553,0.0068231451681103035,0.0874558232172867
10,1.0,1,0.8825134731566734,0.0018459724253917587,0.04312587825652609,0.026071225163861084,0.0073578438489988705,0.08240462119898206
11,1.0,1,0.8273634388437925,0.001764224687192668,0.0476238145416958,0.02744718881775831,0.00760897604032524,0.08487333656915201
12,2.0,1,0.8458626039581402,0.025086835737660938,0.03737420477998244,0.038670044280883636,0.041657632588564114,0.10576253961255047
13,2.0,1,0.8408793674419266,0.025089187309040348,0.03537892918430974,0.03890338829672402,0.047072407364694493,0.08805986824254325
14,2.0,1,0.8329678395376476,0.021769015869167962,0.036890664348149645,0.03702458445915132,0.04650321665353779,0.09116089664444899
15,2.0,1,0.9044194934371379,0.026488754495126915,0.03581037159634686,0.03280123940243505,0.040429921659070917,0.10372017263959608
16,2.0,1,0.9544839416964253,0.02084457845614499,0.03133189705823735,0.034680871495539535,0.039890512568630195,0.09807397931309561
17,2.0,1,0.8997879679723183,0.02576338696100852,0.0346012391560278,0.03908677495555098,0.04053253239031167,0.09738057894541807
18,2.0,1,0.8267122105617234,0.023231206407534313,0.03384519507199167,0.03333187260006225,0.04487279894394767,0.10589417232320299
19,2.0,1,0.9040739886847498,0.025230634161658584,0.03832388992715665,0.033037956834433335,0.04201272899913117,0.09076975031381404
20,2.0,1,0.9872024206499136,0.027662487485620404,0.03562053049286061,0.039564639563678096,0.04366574566217377,0.10440010619067785
21,2.0,1,0.8913015504757422,0.02340223502205455,0.03382191121325892,0.03236078554560423,0.04064155828583015,0.09070989912926092
22,2.0,1,0.9624364435313992,0.02460051869426972,0.036847498160999234,0.03737464811080327,0.044106945912068804,0.09508359094921255
23,2.0,1,0.8936003087623805,0.0215903916260086,0.0380302472865753,0.0356113069320834,0.04318340739128478,0.10169983802648477
24,2.0,1,0.938006324415831,0.021978512922979705,0.038264616135565754,0.03577778702806663,0.03972383930331433,0.10374298547350927
25,2.0,1,0.8509490382617465,0.021211864255879974,0.03154138710449593,0.0332937639242359,0.04718952977893341,0.08899285841937657
26,3.0,1,0.8341668963098665,0.009426748874711264,0.04203802679687387,0.02939335636826128,0.02770783784204414,0.082719142096536
27,3.0,1,0.9793419437948694,0.010903910565564938,0.04359656951645013,0.027969239057748268,0.025705987841720953,0.0784027102552242
28,3.0,1,0.9071731392526656,0.010446062281438588,0.038869017128676825,0.028757768797434646,0.02953526673990798,0.09186522517427513
29,3.0,1,0.8438161158441055,0.010132730419668067,0.04052718368981177,0.030266383879672464,0.030493374280187117,0.08338273632249157
30,3.0,1,0.8940071450222918,0.011106567981914528,0.041406697513405935,0.029675345994071643,0.029432407688378275,0.08240494705789998
31,3.0,1,0.8436972945546858,0.007178976628765305,0.04229968013402784,0.030484567068355988,0.0278952749436563,0.08286728267128138
32,3.0,1,0.8740124755935922,0.007208736480287976,0.03918291424121019,0.032005215772528836,0.026382167992772074,0.0897147832650227
