Unnamed: 0,fid,AGRI_AREA,AGRI_AREA_SURR,AGRI_AREA_BLOCK,BUILT_AREA,BUILT_AREA_SURR,BUILT_AREA_BLOCK,NAT_AREA,NAT_AREA_SURR,NAT_AREA_BLOCK,URBAN_AREA,URBAN_AREA_SURR,URBAN_AREA_BLOCK,INDUSTRIAL_AREA,INDUSTRIAL_AREA_SURR,INDUSTRIAL_AREA_BLOCK,SIARL_2,SIARL_2_SURR,SIARL_2_BLOCK,SIARL_9,SIARL_9_SURR,SIARL_9_BLOCK,SIARL_12,SIARL_12_SURR,SIARL_12_BLOCK,ROADS,ROADS_SURR,ROADS_BLOCK,FARMS,FARMS_SURR,FARMS_BLOCK
14,15,0.128523591,0.154995113025,0.153690477982,0.3405036079999999,0.206357856272,0.212684675431,0.236224644,0.500053118584,0.487594788467,0.242365069,0.135339832028,0.1403948899639999,0.098138539,0.071018024244,0.072289785467,0.007774481,0.0054568976069999,0.005560190124,0.002255193,0.011240238246,0.010805201835,0.0,0.0,0.0,3.09120429,1.803862537629,1.864311948834,0.5826315719999999,1.482702398083,1.4400894000500002
27,28,0.136416463,0.1763606181829999,0.170847313762,0.285341239,0.2624185342549999,0.265991997765,0.543564436,0.4665117947819999,0.477665945235,0.186692245,0.143849920944,0.150213823744,0.0986489939999999,0.118568613311,0.115778174021,0.004761081,0.008068213121,0.0075885961229999,0.003919534,0.017421868921,0.0155122914349999,0.0,0.0,0.0,2.268552709,1.7595242937209998,1.833974480644,1.901459352,1.477851472441,1.5403271931419995
29,30,0.218953373,0.129900545984,0.139921041532,0.285580197,0.171802318736,0.184715144554,0.449565004,0.508516476851,0.5021151609700001,0.205375347,0.130493750637,0.138995898358,0.08020485,0.041308568099,0.045719246196,0.001651887,0.001069548895,0.001133284112,0.011204573,0.012121034958,0.012005098614,0.0,0.0,0.0,2.253050597,1.351820630975,1.454490999064,4.371420905,1.7449059736300003,2.044478522876
41,42,0.283661946,0.4251102677610001,0.404951782907,0.2414803829999999,0.241848943247,0.24165516513,0.409404487,0.28914088762,0.306380534326,0.130528613,0.128016324064,0.1282995749789999,0.11095177,0.113832619183,0.113355590151,0.033871025,0.054340094266,0.0514018892849999,0.082656747,0.097970170996,0.095824634015,0.0,0.008179863026,0.007027650366,1.681805341,2.167255393392,2.096879521876,0.35995358,0.4759782103859999,0.459674725479
42,43,0.269045724,0.29591688254,0.291497676567,0.255645268,0.370502277525,0.351754560258,0.420758075,0.289804389675,0.310456268556,0.125352476,0.184326396519,0.174750782509,0.130292792,0.186175881006,0.177003777749,0.038889249,0.0421750477809999,0.0416409198369999,0.033653534,0.064263206527,0.059286366573,0.0,5.595325e-05,4.687975e-05,2.397552038,2.3707379709580003,2.373390542334,0.348626195,0.630471586966,0.584496133497
43,44,0.14387118,0.205779677385,0.1976475315599999,0.535183298,0.346352468581,0.371210649458,0.300874284,0.4048531052909999,0.3911002591040001,0.177200086,0.212486182551,0.2077948539769999,0.357983212,0.13386628603,0.163415795481,0.021507355,0.0216332761509999,0.021629549693,0.015500016,0.0189552109959999,0.018500489262,0.0,0.0,0.0,1.7581819529999998,2.628758422772,2.513158022368,0.668631776,1.321779550008,1.235189318838
44,45,0.184200402,0.166706419018,0.1684806209089999,0.240096609,0.366774341138,0.351237026329,0.557162154,0.3935202668650001,0.4119749558859999,0.164311579,0.220238694039,0.213318237605,0.07578503,0.146535647099,0.137918788724,0.003852624,0.008526768971,0.0079516579429999,0.02354984,0.0107742153119999,0.01226662665,0.0,0.0,0.0,1.939094565,2.435182222321,2.372274661883,1.516936683,1.7881535795460002,1.753487394684
59,60,0.36210455,0.3283155107309999,0.333682345971,0.347974725,0.422519939206,0.415332937796,0.260904662,0.199116602662,0.207094149003,0.196243336,0.2314918955319999,0.22820359765,0.151731389,0.191028043674,0.187129340146,0.061233328,0.046085291907,0.048054214115,0.043554045,0.080264102695,0.076345850546,0.0,0.000589595102,0.000522726262,2.696287984,2.5849182269170004,2.607661950624,0.377550351,0.807812159197,0.7604277845230001
60,61,0.150644827,0.24317274425,0.232658972691,0.605165684,0.41067521275,0.431852979846,0.19984599,0.304172391375,0.292287988431,0.385932836,0.234828765125,0.251366488227,0.219232848,0.175846447625,0.180486491619,0.01552361,0.0307218661249999,0.029004137829,0.004224849,0.0274906395,0.024880646115,0.0,0.0,0.0,3.807153327,2.5301635361249994,2.669379239376,1.2239165,1.4124056905,1.3900709846640005
61,62,0.179049135,0.196312668,0.194200103169,0.46933786,0.414340656,0.420031004988,0.312840751,0.337348618,0.334290896145,0.330293676,0.25031574425,0.25894297893,0.139044184,0.16402491175,0.161088026058,0.003000271,0.010924915625,0.010034355156,0.016149472,0.020917613875,0.020367432513,0.0,0.0,0.0,3.190749401,2.55013952925,2.618697085485,3.138532929,1.977018643125,2.103969710214
