fid,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
269,0.05928336816414408,0.13682912988737964,0.4918027769815207
270,0.05239780870461876,0.1623379429352687,0.5124751930326205
271,0.04730433570746257,0.2026299881098235,0.5558652197235763
272,0.04786415836851725,0.2278891752570297,0.5802593922775146
273,0.051687203297232025,0.2547112230433722,0.5925633514016473
274,0.054517131325416475,0.3080671427981857,0.6200372323669904
275,0.06074418090263893,0.37695562395834986,0.6612625478981592
276,0.0893491721166797,0.42266686228561,0.6998132689167158
277,0.17500120434045632,0.3909415235529931,0.7032364341881703
278,0.3281521302050245,0.29981743520685944,0.6613454176356107
279,0.5121253012242226,0.19839743561624673,0.5777473265366176
280,0.670911306882878,0.11156003961731524,0.4453850422280621
281,0.7814941064785323,0.054754721615412234,0.3035670150311854
282,0.8532224996953739,0.0257318442520214,0.20833927919665812
283,0.8674161799512513,0.02622223941759674,0.20118030450696578
284,0.8251516487413924,0.04326140744966447,0.23707925333580404
285,0.7898296322728222,0.05330969956758049,0.24020991456048166
286,0.8118473018674413,0.04983096985319373,0.19626298659444297
287,0.8761082013135586,0.030541464728801874,0.12463910160004128
288,0.9199017990972158,0.013678993377212793,0.08239411103991626
289,0.9272710427620191,0.006566514968333591,0.07966776715188512
290,0.9225896391027082,0.004677594816876151,0.08792525124264922
291,0.05510114079329055,0.16748001410299584,0.4822642227797938
292,0.05141209422880225,0.1755987401278876,0.4923331006029809
293,0.047195380761810776,0.20062109449238338,0.520972374320487
294,0.04573099775085488,0.21203296358861398,0.5318453324156366
295,0.04480415805255206,0.2257220035957631,0.5359344937655064
296,0.0452022843518518,0.26912669482637963,0.559139294108667
297,0.052469421338885866,0.33719500580557643,0.5948992324005696
298,0.08007060544275103,0.4059749616899869,0.6402167983015806
299,0.16626359447292624,0.40589308995758744,0.6576380469520541
300,0.33451568585218705,0.3188737733513539,0.6202458836728637
301,0.5407358344013913,0.19393964380024709,0.5286203844529798
302,0.7127506549831369,0.08512403155710567,0.3970700362609884
303,0.818017926940759,0.03039067485224956,0.2695524946005748
304,0.8797988927895611,0.014262474569066727,0.18514998159049487
305,0.8941764033746846,0.020209098032531354,0.18259242458543676
306,0.8644826688101679,0.03639318310015411,0.22057700814037987
307,0.8433533409646778,0.04527008975847647,0.22826610860701932
308,0.8681214115991819,0.04063220609277844,0.18345116576239642
309,0.9193069299802631,0.022425226345813613,0.10007181036824711
310,0.9435438854839058,0.009600126149178503,0.05336933170197906
311,0.050941741785007766,0.19383533347782894,0.4741076499692223
312,0.04885413966241406,0.19007044771420473,0.47146532401801516
313,0.04667683986615796,0.19616134950376884,0.48319903751604965
314,0.04207725028105681,0.19991841819864556,0.49119911953762363
315,0.03484944790765528,0.21400838827939098,0.5024550921834039
316,0.031185922373503126,0.2575057885822672,0.528985495643338
317,0.03777668370750269,0.3271433470477033,0.5617899242175607
318,0.061823392792383726,0.411374753592995,0.6140838651432444
319,0.14520195317761384,0.4311034387144945,0.6415207098233355
320,0.3214140163238098,0.34699498104213483,0.6081561316329311
321,0.5439290269852196,0.20491666374791695,0.5118978535886641
322,0.7268830682449906,0.07743826338838634,0.37753596541967427
323,0.8328964439852019,0.02162269975188662,0.2635517542354379
324,0.8899912663479136,0.011476973903376608,0.1911987651414918
325,0.9039520748645313,0.01679014752908504,0.1890217613347144
326,0.8804733195612414,0.0290018834871602,0.22177281313668928
327,0.8685289980083013,0.03522837969263464,0.22289875715196672
328,0.9000530176180102,0.029901208676299404,0.1722054820788791
329,0.9417239210309667,0.01706189686334697,0.09740863135981863
330,0.0498620426428736,0.1871272750709732,0.4587839714162194
331,0.04825172265893982,0.19647784329431525,0.46184711489221886
332,0.04827101103050113,0.19031218815092293,0.45144934225513206
333,0.048045458371881136,0.18717272787982403,0.45088424547842926
334,0.04210046601670781,0.1877245326649817,0.4561826126800656
335,0.03200817536323048,0.2067776094085064,0.47960122945264505
336,0.026922993026819112,0.2520558995916707,0.5171313261357877
337,0.03201016299788602,0.3182692301045908,0.5507539277674446
338,0.05239980898111863,0.4052522908148732,0.6050898140481265
339,0.13481456356044189,0.4325967764563927,0.6330629102999242
340,0.3157779574315998,0.35568719751656586,0.5973226098119945
341,0.547391847336135,0.21348667013026212,0.49667825847015123
342,0.7358540754967061,0.08048478169531126,0.3613214711437027
343,0.8413666679420244,0.021861655665638118,0.2541601846544587
344,0.8950177174895372,0.011866939042028329,0.1852665212027558
345,0.9079345661967024,0.01597313938236004,0.1804269598025667
346,0.884089489403566,0.026649285521127084,0.2104910146868109
347,0.8723126707883659,0.031740658889446466,0.21006499166396414
348,0.9035537439546789,0.026889866776913504,0.16326020459783233
349,0.9483647546337575,0.015439339586911625,0.0913487387496627
350,0.049442126047951174,0.1593592083173163,0.42897098226357894
351,0.048236891754925376,0.17171508157550466,0.43416498768121975
352,0.04871496348001648,0.17289960239563382,0.4267728152215906
353,0.04767053959185968,0.17176424315836716,0.42346005958885197
354,0.04265509377337579,0.17330003449914172,0.42681659583008325
355,0.036083044993261607,0.19244223790835216,0.45466591727577205
356,0.03364454988727106,0.2325293331509442,0.4987506884393722
357,0.03806743878064346,0.2920302111569736,0.5399800737636655
358,0.06335063161917101,0.37008534222873385,0.5915834207751516
359,0.1545842467521104,0.3925830025478006,0.6064378702632772
360,0.33765051926537093,0.3253931654233,0.561796455449822
361,0.560844759949178,0.19936704439989136,0.4604753048185933
362,0.7422307800279287,0.08055065349035465,0.3309833959029434
363,0.8463383971843467,0.02521983204056393,0.22668318626941705
364,0.9021267662641257,0.01165318756633346,0.15639295427910313
365,0.9135431794104463,0.01518255332297116,0.15034773297018633
366,0.8862795112996777,0.026695713534228897,0.18660374275993696
367,0.8699959558862795,0.032336347952999556,0.19841581089127533
368,0.8971939149222342,0.028067313523851445,0.1647947229517164
369,0.9479653317035015,0.014972820967659646,0.08786083120419945
370,0.9731202515545901,0.007731423237987707,0.04124668750679309
371,0.05572798790390982,0.12593443843451416,0.377192967942589
372,0.05272878545086388,0.1402781218927261,0.38906873621525073
373,0.04869503155697057,0.148665632712863,0.39531490265992547
374,0.044281092300042145,0.15177014449976292,0.39845513169163155
375,0.041316879839790495,0.15552525487744312,0.4042410718298792
376,0.040125940261205195,0.17587143535134556,0.43463415299500946
377,0.04004288160408614,0.21565819490791552,0.48641897288848
378,0.046198143737842076,0.27252079076669955,0.5379426348305072
379,0.0865474113369773,0.33302372394575264,0.5769296503464771
380,0.1990745375730256,0.3385248224603824,0.5685540333182009
381,0.380532042164167,0.2744691768118044,0.5103266732437662
382,0.5785080176831169,0.16961193989581436,0.4101743729190012
383,0.7341795987317395,0.07661745423760778,0.2943507764560294
384,0.8364473615733167,0.03166705511124599,0.2008360003189608
385,0.9014433505542476,0.013438314151824232,0.1291192004161944
386,0.9168008508485757,0.014909146261243414,0.12790459173153848
387,0.8858574779838851,0.027473030957164017,0.18033307552100028
388,0.8633687432503638,0.03415129564232267,0.20961099567479655
389,0.8850932346176893,0.030853703405498718,0.18719389984253965
390,0.9347114926864206,0.01834180187606704,0.11131223841540366
391,0.9600368534977395,0.01168909448740055,0.06452490193476694
392,0.06387295079688776,0.12296401078674014,0.3483588769574668
393,0.05804745384394068,0.142946797947283,0.366432594431566
394,0.0477735712594712,0.15056247499051872,0.38173235315888626
395,0.04039709642312138,0.14713102138908712,0.3884234133244621
396,0.03903346948213913,0.1464482150627029,0.3987956465906125
397,0.03946448102554101,0.164961446544918,0.43348816042112087
398,0.03806008240242475,0.20771711091710335,0.4941499083161385
399,0.047193724696979085,0.26491988739305733,0.5506314261323335
400,0.10871252872558886,0.304536938534257,0.5683268703457636
401,0.24727727486800108,0.28493269660170606,0.5245323576390949
402,0.4310445554303287,0.21685160923837096,0.44225383183180833
403,0.598652971607191,0.13220099594318035,0.34546776022267234
404,0.7194638998087567,0.06892280248368594,0.2585227135186773
405,0.8100833187151664,0.03690910939932752,0.18487589186830183
406,0.8850962942577235,0.01704891724444084,0.12121608138399055
407,0.9107805782904138,0.015193074672603607,0.12612410376247657
408,0.8831058415530336,0.02653085971717943,0.18749804117051633
409,0.8579203961025944,0.0340164869943632,0.22744211719535692
410,0.8766762169156538,0.03159492490125082,0.20996738431336742
411,0.9258057015899614,0.020264797278656165,0.131613413810743
412,0.95097252954896,0.014594428007902829,0.08312070954839236
413,0.05453922779894838,0.1869337130465372,0.4151084115348338
414,0.04282763248698098,0.17733387886046886,0.4055540026190948
415,0.03584087657814821,0.16145100431556877,0.4035459605957157
416,0.03492877940702255,0.1522840796219037,0.41440725392837663
417,0.03309285564028439,0.1672254917416817,0.453213300628648
418,0.02903689586627042,0.21181483522804692,0.5216071599941107
419,0.044799547393530245,0.26535819139578615,0.5794360027025514
420,0.12491092122899164,0.28483659745707396,0.5779892091141338
421,0.2787065233206471,0.241631375216781,0.5003460503369657
422,0.4583435268864075,0.16408287522956838,0.38922039364386624
423,0.6040101569990026,0.09511485765320571,0.2961817346242902
424,0.7010573184275046,0.05707190172677278,0.2369275778067342
425,0.7837573224317057,0.037449750857195784,0.18548794620182185
426,0.8649403520261532,0.019189111493480796,0.1277023589090119
427,0.9017886876621314,0.014512465952988928,0.13035735124401127
