fid,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,URBAN_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK
664,0.09038295391664274,0.05403557686910327,0.7131912607895938,0.08915033540806723,0.0015195128789932785,0.0009389754477615646
665,0.0784292924135905,0.024143979567546762,0.8235110418181824,0.04600440525301983,0.00018524834314529812,0.0005646926814780925
666,0.07884169862645957,0.020257473840051155,0.8546836070278921,0.032970712368302714,0.0002415471838815378,0.0010666525560886736
667,0.03086262391786134,0.019155430884745583,0.9437251510480866,0.028645303053144586,1.718397416066392e-19,6.274434078608836e-07
668,0.03760001472407098,0.020789120871439002,0.9385942259421816,0.032728461380093776,0.0,5.194951738009629e-19
669,0.03819107151021501,0.016359326230378366,0.9446065008857105,0.025066420180040152,0.0,0.0
670,0.028737749187494437,0.007173307784561789,0.9636756443129871,0.011613868733449594,0.0,0.0
671,0.022385314667325903,0.0025223550461623465,0.9742618011123174,0.004563323031018002,0.0,0.0
672,0.02537035861897079,0.0028104142474769545,0.9706965278796486,0.007803714065089604,0.0,0.0
673,0.9069554557881538,0.15314002951252886,0.03203488552477062,0.18264149697300236,0.4770263723250214,0.33543500254180775
674,0.9123645506310755,0.14416765430709902,0.03283299803885393,0.17377198793555884,0.47236168261998396,0.35649813503703215
675,0.9278638540894795,0.13752098629565052,0.029014542772939994,0.1703178230509567,0.49112032156804897,0.4217510334417845
676,0.9119827922881248,0.14601014851134128,0.03780645569658881,0.1781611793742748,0.4544127609304261,0.47533454804400677
677,0.9135691726147616,0.16482444201099503,0.03208603219926151,0.18775753431238543,0.399700712580238,0.504502811362563
678,0.9023418497826478,0.17903898966141468,0.03453396635008524,0.1918052785877941,0.31072100212894727,0.4755643517105496
679,0.9046674478140514,0.18048458718450577,0.03303010667773191,0.19923764927011403,0.25924118399136603,0.4410340801242705
680,0.8299341756182962,0.1927130986108318,0.03974115533289863,0.21469868349521778,0.18794753476406778,0.3616359357432437
681,0.6355882330505294,0.17414751289876326,0.04196682439173333,0.21661229868668633,0.14304018129653914,0.2503477776004254
682,0.3674721668957594,0.14150699040723852,0.06323715634163421,0.1986716461895666,0.05399769398787278,0.10751833662032527
683,0.14771304811753505,0.09458069794400324,0.20685050227019572,0.15226456196027216,0.01007534588858853,0.01648251798766226
684,0.09445260570145333,0.06146617315423192,0.42746052109461913,0.10432685714310005,0.002137246544891258,0.0018801390565167644
685,0.08788016141252614,0.041093193331827434,0.643117161741359,0.07282454599103692,0.00012341486292528214,0.001641695342857593
686,0.08474545654610129,0.02568459409708882,0.7810726390960082,0.04760122037294137,2.8615604794111306e-05,0.0021983252424184604
687,0.07962881274715118,0.022478538269143235,0.8267763677066431,0.03783793745894342,8.245072987175232e-05,0.0025641142001101794
688,0.018744565880979825,0.002866151042376476,0.9779787119497185,0.005623597935296104,0.0,0.0
689,0.8841161119243406,0.1768344335237426,0.03316704977562796,0.20052442222195577,0.336010398343587,0.298819368321594
690,0.8775436012963328,0.18213846630338418,0.03508765942057628,0.20506733289613124,0.3422191956607371,0.3725507733086281
691,0.8368101532676596,0.2013981923448888,0.048829136481775594,0.21939339349277398,0.29675870823415,0.43300910469839593
692,0.8349109264664929,0.22184393183649312,0.043030762820798124,0.22810729808750382,0.26683646824391133,0.46578615293180603
693,0.8408810685773958,0.22059961583938756,0.04423165042252035,0.21768547713269062,0.20273681809678534,0.44525760964398503
694,0.883763378291493,0.1945692082644858,0.03574047966419912,0.20325915575069284,0.18836389771198744,0.4412455578702115
695,0.8431773697032232,0.18112662513241543,0.04108179135355705,0.20561952166369288,0.18094984052251967,0.39352114503527036
696,0.706795776251405,0.16522501697729175,0.044402174624643666,0.20515279550540708,0.1645690674073865,0.29974786745712606
697,0.0917144182177531,0.04405561667746525,0.42621935257331,0.07720744239293409,0.0002993901931830557,0.0015980137766030827
698,0.09477060527740212,0.03885024192713936,0.555301648127281,0.0669724520645046,1.9746385538528055e-17,0.0026817033422743496
699,0.08562114325277495,0.032255717342484426,0.6811539409748714,0.0565145953137151,0.0,0.0029824030106324795
700,0.07977759729018147,0.030493301397683116,0.7501352436288897,0.05099776003895688,4.586368820250671e-18,0.0038165463997103235
701,0.8844610238562669,0.21598047230275202,0.017259769412836967,0.21886911568604459,0.3010720367377752,0.18847591553114873
702,0.8789691743618768,0.20282556085550604,0.02492411381263623,0.21060508624796506,0.2694621439726985,0.23506873740358686
703,0.856905068055394,0.212541565772999,0.03133269228742484,0.21635693690735652,0.2846281409537699,0.30784371775331976
704,0.8017299573394097,0.24155554419065853,0.04607402021850784,0.23767056644880064,0.25995164087905265,0.36979675566489245
705,0.8027419951500553,0.25733185927885005,0.04099577492975595,0.2472357703389409,0.2454190394363094,0.42603522363467766
706,0.826383790669688,0.24355645504614964,0.03783172359616535,0.2274449822797017,0.2002121170692844,0.439916545391295
707,0.8941457900860054,0.19897327364613798,0.02632378705918406,0.20139725331518749,0.18717229165718147,0.48866583304239214
708,0.09569453639443593,0.0405581247621022,0.5283159379497082,0.06919523690348618,0.0,0.00399052128722966
709,0.08108525426553798,0.03846049809835692,0.6023461939190695,0.06548617408705208,0.0,0.004015823341148849
710,0.06977578858256966,0.03707293547354358,0.6363506059348428,0.06120993408569734,0.0,0.0036101085263032027
711,0.9046030646140909,0.20310373000286663,0.012318870879760966,0.19953456807053085,0.3329101056098297,0.1769409060008564
712,0.8999302436996585,0.1850522586687577,0.021125623457674842,0.1913262841732421,0.3053226560772335,0.19972259903020098
713,0.8739701477276594,0.19699814929185946,0.027675071990026254,0.19789196193518652,0.28761920289101645,0.2650844833146552
714,0.8291366786229831,0.22991143002276165,0.033824533616838195,0.2170694228359831,0.2556473186164281,0.3552837113763348
715,0.8356256973213652,0.2479222949086092,0.025714382574461726,0.22750426346227837,0.2481306744119479,0.45993188844305855
716,0.8740902433780086,0.22548856471616463,0.019913658198852872,0.2132812438566399,0.24953514106163172,0.5147031397047469
717,0.910216831684381,0.200271648857697,0.015109817978432118,0.19376939316409042,0.23534179852376735,0.5452967416966752
718,0.06682625607991646,0.03876330495671466,0.587350562267392,0.0654284391198042,0.0,0.0032967768110463043
719,0.9261764745879417,0.1760762037482662,0.011365218202020022,0.17699303833597782,0.4000641970743667,0.18864522459898075
