rfuid,fid,Target,AGRI_AREA_SURR,BUILT_AREA_SURR,INDUSTRIAL_AREA_BLOCK,NAT_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
0,1.0,1,0.8932141768737355,0.07162694191754086,0.6060652818020964,0.027441740552735225,0.007193287032961531,0.09269941137924914
1,1.0,1,0.9681860232955949,0.07007343964283524,0.8573805089185838,0.02407620177844736,0.008239937654500477,0.08491019480122408
2,1.0,1,0.9224885273828461,0.06955270737451194,0.8354491811412372,0.024510780489506844,0.007929472960294535,0.0932004522907708
3,1.0,1,0.9576642121441462,0.08226284199455995,0.8501543012148659,0.025848034357329,0.008012351437059985,0.07923639750783283
4,1.0,1,0.9357185666485305,0.07278683240293195,0.5720989648154302,0.025307814816883635,0.007171444555709698,0.08042955671272772
5,1.0,1,0.9593783774217194,0.07291602120347135,0.861986988445772,0.023374414060254242,0.007148880691710944,0.08667781853654531
6,1.0,1,0.8148045997088437,0.077452046976593,0.5637297084126152,0.02796228413451667,0.008142161924488267,0.08210282933434589
7,1.0,1,0.8988167402101725,0.07661863799223918,0.8061458231321,0.027533983864350544,0.0076220930834419425,0.0915264751726046
8,2.0,1,0.8665171027877857,0.06821903523552052,0.8270750367368993,0.031836425480235186,0.04038919636900253,0.09403976208966526
9,2.0,1,0.8742729847933098,0.060406335915978736,0.798359670704457,0.031057241935803007,0.04243680133745314,0.08827175245118384
10,2.0,1,0.883152695335532,0.06672318691486796,0.6030596646054439,0.034896607510914134,0.041031567461330486,0.09315882437902423
11,2.0,1,0.8258679262484926,0.05885008600409188,0.58942456154167,0.031161538872006945,0.04584453839862146,0.10624504834043114
12,2.0,1,0.9963736523985037,0.06663911945698159,0.6668257795864319,0.03287367613304722,0.04801955461821613,0.09922960078981335
13,2.0,1,0.929365278678728,0.06652739814949502,0.8755923913921703,0.03745660051519555,0.04376310930113305,0.10619255437627832
14,2.0,1,0.9545507021278833,0.05905231940210603,0.8214458312462887,0.0316497243582801,0.046973633107953064,0.0877471610601961
15,2.0,1,0.8294255450313274,0.0653578676436013,0.8956939698847267,0.03697989230939455,0.040201129854924106,0.0887474242011339
16,2.0,1,0.8643143611230423,0.06414084067593803,0.7220366088319811,0.03017370735428998,0.041011060921001444,0.08949102823867779
17,3.0,1,0.9760334020188545,0.06279140147413093,0.5971501072947825,0.025208077055766144,0.02608200566358377,0.08993550521163862
18,3.0,1,0.9310926015421783,0.07037577823276205,0.6732929649969256,0.025144957756968386,0.028964809440350226,0.08384479946918862
19,3.0,1,0.9882248016135087,0.06999470332651708,0.766063540294421,0.025119675856717337,0.025720070176633976,0.08524199595039163
20,3.0,1,0.8320661084852696,0.06417422428116296,0.7034426838041804,0.024685413342649856,0.027417895348457465,0.08851390816385056
21,3.0,1,0.9904876115509204,0.0671803819282944,0.7266213959688157,0.029561099743845503,0.029158445845032504,0.08300275593028857
22,3.0,1,0.8872905447510736,0.06640347528139336,0.8513262117170793,0.03090869527721366,0.029955622062043274,0.08790703248001465
23,3.0,1,0.9904292038749639,0.06364480072920171,0.6366327192361398,0.025506593575928823,0.027888709743046216,0.08110027700364107
24,3.0,1,0.8962302727928431,0.07028914116843389,0.8399866108664624,0.029479085679022174,0.02686703984993289,0.07973909904518749
25,3.0,1,0.965940083893886,0.06480553306476683,0.674699497819767,0.027520668578673472,0.028398429515604326,0.0882175350549737
26,4.0,1,0.9772072758802326,0.08760793116851166,0.6188896393091079,0.023347541120271216,0.008397618346526496,0.08001248177404348
27,4.0,1,0.9005161968425459,0.07230474652727341,0.6345338890909054,0.027692530086874043,0.007936118579708886,0.07830160255483974
28,4.0,1,0.9410304440601517,0.08025739586058372,0.8434984905915369,0.022651196577965306,0.00900259007668516,0.09234520635794426
29,4.0,1,0.9974871691401961,0.08574066037573697,0.6424708121321425,0.024958770236910968,0.009505376762715049,0.07856657010524673
30,4.0,1,0.8411721341837286,0.07760578677949699,0.776438097131013,0.023102771881596703,0.008721170785456343,0.08323361744285168
31,4.0,1,0.913654094223233,0.07334106993290697,0.8230633980950909,0.024192139261376887,0.00938853183819945,0.0797041780636925
32,4.0,1,0.9396307243350956,0.0721774674264671,0.6661926362570678,0.026650256541936597,0.008720129799553946,0.09098376284275915
33,4.0,1,0.9045695662626084,0.07852260204447274,0.7588865620890497,0.022839780577060324,0.00788905215059152,0.08499232009105259
34,4.0,1,0.821935809467859,0.07541661633021136,0.7957907285715949,0.026954322985941654,0.009264535056757055,0.08097485378657122
35,5.0,1,0.971472357724367,0.08186169547105661,0.6416976211602564,0.027318968979125252,0.0058503889589578565,0.09492951642581336
36,5.0,1,0.9489137260578734,0.07923644902201488,0.7835803821126819,0.026497682006198314,0.0048858748734971315,0.09356634519630232
37,5.0,1,0.9195299886896464,0.0763292463569458,0.6723263406699972,0.031056907985105724,0.005388378304520168,0.08648846785821414
38,5.0,1,0.9926240844261744,0.08494473074978649,0.7629881237191293,0.026394777621577756,0.005211697771884347,0.09499724206413741
39,5.0,1,0.9709804415134545,0.08276420039420264,0.611906852388961,0.02658239266613057,0.005088535302032347,0.09474059893150202
40,5.0,1,0.9656233027731953,0.0783592089581063,0.6210254682904739,0.029413981052574083,0.00573193546079025,0.09340271241310104
41,5.0,1,0.9997823153170597,0.08422732721043835,0.5405833733863487,0.029199527647192303,0.005551390078907046,0.08650321814780125
42,5.0,1,0.9943626182518086,0.09188403355706401,0.6846539294383492,0.029737130050356917,0.005649624015268249,0.09356291018557045
43,5.0,1,0.9952286776990719,0.08755278806363315,0.5788189359433021,0.03154171018231781,0.0053919017054407424,0.09154173948788037
44,6.0,1,0.12672034485228523,0.2879864180933879,0.552457847096082,0.416501733471616,0.007173291939687417,0.020191591898681832
45,6.0,1,0.13077260772643456,0.2886827381903289,0.5488626965757751,0.3509642998868319,0.0074539670006101635,0.020391825484221488
46,6.0,0,0.13111202245562437,0.2819790222021131,0.5738381509192856,0.36007563283729377,0.007187588488162331,0.020325243229112545
47,7.0,1,0.10702306571048877,0.29443292431670814,0.7524565153264762,0.38583289525681425,0.003945269217347711,0.019342773323997337
48,7.0,0,0.10906396716571568,0.255937928223633,0.6497820177761409,0.3947194072969082,0.003941868282588805,0.019307799996831063
49,8.0,1,0.10468097805184909,0.2732673935094009,0.6459240683634636,0.3716697426882718,0.0025469762535641895,0.014616507242277789
50,8.0,0,0.1009751959275219,0.26594639396681236,0.5499006040938932,0.3816812480892139,0.0025124695972542767,0.01611728469100212
51,8.0,0,0.08944233933776768,0.29382200951793747,0.5458662765925795,0.3510968483476026,0.0025137180020866996,0.014378690443405636
52,8.0,0,0.09269193187600523,0.2711407968667771,0.6732478730964099,0.35327571685831344,0.0024153109405678197,0.015964070152240776
53,9.0,1,0.9502522844906383,0.057049505881500484,0.8686347587859552,0.05074950121388447,0.08875959103047983,0.16776643000476277
54,9.0,1,0.8846526012052495,0.06833938440498766,0.8755223705667792,0.05069117562644935,0.08853124849853199,0.1603298876650419
55,9.0,1,0.9657112188417104,0.06013695626381203,0.6796030457136929,0.0507441127191311,0.08471028646426848,0.15683816256536023
56,9.0,1,0.8501587728588733,0.0652540473088456,0.7383486378148009,0.045973348832472706,0.07761031219137295,0.1467470406165288
57,9.0,1,0.9354264848608467,0.06284723171812805,0.6930157126565843,0.04533941207280251,0.09119279320632638,0.1600315843914989
58,9.0,1,0.8686435215525462,0.06973508779687211,0.7671005326254214,0.04514217216682424,0.07930219718002514,0.14453144048977204
59,9.0,1,0.893126005026277,0.06017922706204391,0.6315861598305347,0.046186663743299466,0.0885127690492171,0.17015696195471472
60,9.0,1,0.9523758769691182,0.06589408301940121,0.8677047774955976,0.05103001600300003,0.08291844566294329,0.16535739634233967
61,9.0,1,0.8164464365960533,0.06668538055645001,0.6884285922571798,0.04334267381055995,0.08211573436194822,0.1502670230319177
62,10.0,1,0.9824676518317674,0.059119291352612215,0.7458423136226788,0.042015731698520575,0.06722222122696413,0.12979751455480132
63,10.0,1,0.9671485835002368,0.06294964858260224,0.6032933803169188,0.037566671153740176,0.06581178072445039,0.13551007648146746
64,10.0,1,0.8349309121765954,0.06580445379182197,0.6249972876075774,0.04236307744118111,0.07056873835170051,0.1422513882528743
65,10.0,1,0.9131243425586502,0.0557988863398766,0.6722925198348666,0.04105195760334232,0.06877957027167421,0.13294718678719783
66,10.0,1,0.8579937819858973,0.060936632260296886,0.7946963722192311,0.03835971838318258,0.06533774399938115,0.12643245803834793
67,10.0,1,0.8792546248798286,0.06439277234348612,0.865227089585669,0.04455802529280532,0.07070539661440953,0.13049645115676928
68,10.0,1,0.8713744787308517,0.06835866533095229,0.853526949606207,0.043418722862785405,0.0662174912783489,0.12434534483378237
69,10.0,1,0.9870551871499595,0.06419098151931185,0.7220625670474758,0.041403794553745724,0.0626089521740047,0.14492234792739728
70,11.0,1,0.9753527571524209,0.07119888984039813,0.7518310373953615,0.03587319448491216,0.04641085680168571,0.11815849510360292
71,11.0,1,0.9181964023435859,0.07489044308161501,0.6122387969634342,0.03688474555514437,0.050750041161072304,0.10794696329450215
72,11.0,1,0.9041021570668253,0.07496950104112358,0.6428984767513402,0.03686379111571107,0.05039915274521202,0.11828787256313361
73,11.0,1,1.0,0.06488061162202212,0.716482107973023,0.02956297166880942,0.05219661277463253,0.10310442057245678
74,11.0,1,0.9322455491465504,0.07248293093022393,0.839804478586795,0.035166932067104,0.047165504341385285,0.09751923679609574
75,11.0,1,0.8640763454925079,0.07015945273284452,0.7342907755649422,0.03200564342148377,0.04832186904095525,0.10669063449593442
76,11.0,1,0.8889415247071051,0.07199292419516908,0.6813719665677501,0.030602797499177162,0.048930972668480836,0.10338812926655609
77,11.0,1,0.9721806827379469,0.07194899225369181,0.6666947937150387,0.03354134866995632,0.051992593137211954,0.09966108363246605
78,12.0,1,0.9311018621895395,0.0741558692158317,0.7766085262116462,0.029538903553105372,0.029935739306586023,0.09326995790493606
79,12.0,1,0.8987484089820232,0.08206101033764425,0.761568863491602,0.030471609800056074,0.02581643642898766,0.09661089715310722
80,12.0,1,0.998596907856403,0.07691794691430472,0.8842413536097926,0.030008084552436493,0.02766887088749914,0.09782707823280379
81,12.0,1,0.8703717842392508,0.07087875710219653,0.6451301998568149,0.027659761877719395,0.030281045003551332,0.08726195793049443
82,12.0,1,0.9960412221372654,0.08061733081600499,0.7173798873417517,0.030036517433648345,0.02756065663188629,0.094097754884965
83,12.0,1,0.8227999264899705,0.07548419296898436,0.6817321855966745,0.0239968743444665,0.027557898551288273,0.08684758640195044
84,12.0,1,0.9058633740251579,0.08371286394698084,0.6332949988204953,0.027953113048226837,0.026164925953885955,0.09224855745396553
85,12.0,1,0.8297334970399334,0.08269261982823202,0.8712761405929434,0.02434196729985655,0.03033770933658419,0.09088810813002238
86,13.0,1,0.9936360514958507,0.07879001816639299,0.6183258564094968,0.023104579990140903,0.009694719651090563,0.09310054745419616
87,13.0,1,0.8692682347676411,0.09442238937718206,0.8718503032483697,0.022263608157245436,0.010935183798269249,0.08129492296171072
88,13.0,1,0.8528022812207231,0.08932634741633128,0.6901188806932641,0.025981600872574485,0.010219842650737443,0.09274146288883604
89,13.0,1,0.866459304003803,0.08573288320879142,0.7859691779137753,0.023054416024961815,0.011375550084814499,0.09310813491025337
90,13.0,1,0.8414128655771362,0.08765480717110698,0.6518162241256812,0.026876219219715,0.009598063750111529,0.08779039003392428
91,13.0,1,0.8454058513597049,0.08584238583032885,0.5559664123765977,0.027806950209294076,0.010384846209552935,0.08192855881241062
92,13.0,1,0.9421999968030517,0.09397477477245707,0.7823179412735325,0.026568566313194413,0.010054488048294336,0.09064055120950956
93,13.0,1,0.9041981249384285,0.0784469366548672,0.7497709743495695,0.026693879640458974,0.010434652539916153,0.08886804881143119
94,13.0,1,0.8245116013521665,0.0899378465008739,0.8258398021319897,0.02653961364526724,0.01087978363280608,0.08466686514409066
95,14.0,1,0.8750409271053023,0.08867944638068044,0.6915781340684484,0.029024855556348043,0.005717248267774251,0.08457701386059922
96,14.0,1,0.9549198712122936,0.09270470275983121,0.8626626426264083,0.026355499938838997,0.0054700072961631,0.08486192240668484
97,14.0,1,0.8330452636239591,0.09192550072791007,0.5886746083077449,0.02855609078898095,0.005572959526764172,0.09530073749517838
98,14.0,1,0.8639840989998059,0.09945411744531545,0.6934438447469393,0.026304913345178694,0.0054195152223877295,0.09178409313897161
99,14.0,1,0.8745453105966241,0.09250311440065177,0.7911531038054692,0.028570638639576738,0.005769713820773551,0.08347042615804477
100,14.0,1,0.8338559392548505,0.10262626380888279,0.7735156487456655,0.029141515715172726,0.006184671138450533,0.09204307170258345
101,14.0,1,0.8751567808306849,0.1007700228361057,0.541738819834929,0.028712573985977947,0.006175569141117348,0.08079228088809184
102,14.0,1,0.8656314932938797,0.09771677748063724,0.6573357694282643,0.024330785840183857,0.005589600660211807,0.09186737974773826
103,14.0,1,0.8681236203092586,0.09694198101294689,0.5779807926809013,0.025936527465849547,0.00644111773137674,0.08587606141451336
104,14.0,1,0.9976760680678103,0.10194289479191104,0.6493686630369685,0.022710635778280183,0.006377786530758737,0.09293903328210168
105,15.0,1,0.16580040343991115,0.3452248904737096,0.6194192144039885,0.38536412697500305,0.02068739806227941,0.021473803752973242
106,15.0,1,0.1668787565510163,0.3382945251604075,0.5871970679020534,0.4185091501704512,0.023638706931616443,0.021263289181708382
107,15.0,1,0.13894024581386644,0.3851552600237936,0.7226760217520624,0.4154746466850729,0.023971647503799057,0.020810322880361727
108,15.0,1,0.16521202980644073,0.37144540246381447,0.6948294500349659,0.4466097444022205,0.023244113742299084,0.024850844054993805
109,15.0,1,0.15551124802800403,0.3912744182605527,0.603224322304979,0.4324133057181236,0.021927233494520054,0.024835267476292798
110,15.0,1,0.1385314011268066,0.39111429451083235,0.5702940800664139,0.4469212352594671,0.023282642072919368,0.0233341364474251
111,15.0,1,0.13973524276473231,0.35741027626391997,0.705071393220058,0.44868084531093766,0.020738590967480413,0.02123133981416267
112,16.0,1,0.1287073245194903,0.34933637167384307,0.630610866872417,0.43114650948358424,0.009386585543156523,0.02215080467373811
113,16.0,1,0.1470013917539555,0.2890879732916989,0.6133565224880173,0.4034362327017603,0.00919209869330673,0.021365067331794052
114,16.0,1,0.15056957276970973,0.33312908428473115,0.5887930214028123,0.43997349585293993,0.010148862719167002,0.019562212736282603
115,16.0,1,0.13833603018745982,0.32572023582170817,0.4821431987528965,0.4146376409202952,0.010495896696974616,0.022624048315868155
116,16.0,1,0.14698699660208536,0.3479717528585292,0.6020968488633143,0.3993223023198915,0.009852551310815244,0.01923037590349349
117,17.0,1,0.1186320580462726,0.2822263022923437,0.7219448829078112,0.4172691112033958,0.00394755711559773,0.01854732119532374
118,17.0,1,0.13503900334512908,0.31036992429916416,0.6132623115397928,0.3961278677911906,0.004520023085257044,0.018424581791100604
119,17.0,0,0.12766709526607506,0.2940915482181137,0.6646270036411273,0.3585493205776259,0.00410190290338852,0.01624791940115303
120,18.0,1,0.09320179721958602,0.26254178795562005,0.6393396754453421,0.3795089563951634,0.0019172801144157032,0.012241796785533368
