rfuid,fid,Target,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,NAT_AREA
0,1.0,1,0.08295638175865439,0.052706202589274984,0.03697590388406462
1,1.0,1,0.06969994940430446,0.05176412054949556,0.037302922493991565
2,1.0,1,0.07578735596942597,0.0509378461228851,0.04466635074806556
3,1.0,1,0.0773983834564744,0.05529366643351114,0.041540537006770496
4,1.0,1,0.07299572605027216,0.05391322521310492,0.03701281973292194
5,1.0,1,0.08137033172824212,0.05736123968208835,0.039687395952857446
6,1.0,1,0.06936569533945397,0.052873766858052965,0.04063110647723215
7,1.0,1,0.08359611476008547,0.05689654450473624,0.04354720906307898
8,2.0,1,0.06620084603426749,0.04192840178796456,0.056352445076869394
9,2.0,1,0.056119953562723035,0.04491632368847029,0.05455138880398174
10,2.0,1,0.0657016013671323,0.041457864738879,0.053727505679546435
11,2.0,1,0.05961085835894643,0.041101192507456204,0.059004004882818484
12,2.0,1,0.060041927920427555,0.04388202124551196,0.06067720503722229
13,2.0,1,0.05525903330693166,0.04646119740496387,0.05228152659956765
14,2.0,1,0.055776709355648206,0.03984618907550346,0.057820827991895425
15,2.0,1,0.06217464576930356,0.0422523190546235,0.05674232511294229
16,2.0,1,0.0617186040020645,0.04770767136734576,0.05807178533106946
17,3.0,1,0.0703813709019351,0.049102904856465956,0.045747449418809406
18,3.0,1,0.0699763173788733,0.04693119838136725,0.04283169208772152
19,3.0,1,0.06498665553297897,0.0499472310572479,0.04322190444164948
20,3.0,1,0.06999575167665721,0.04532102262407907,0.03828153134472892
21,3.0,1,0.06352867842486418,0.04602140263158074,0.0424989244294051
22,3.0,1,0.06368148755553274,0.05383523040013844,0.0390413739963032
23,3.0,1,0.06939362360870102,0.050061648306949945,0.03846559433199891
24,3.0,1,0.07521003808912909,0.05056776207102381,0.047299897228091504
25,3.0,1,0.06182897649510523,0.05398601852798544,0.044377702710229484
26,4.0,1,0.0870385707796223,0.05099679944789871,0.03760553210481322
27,4.0,1,0.08629377445355288,0.053653749063965875,0.04104513114462626
28,4.0,1,0.07302246571695656,0.05715841678222795,0.03930694391024957
29,4.0,1,0.08022428468690558,0.05939516414488871,0.038319667050546964
30,4.0,1,0.07675649827626392,0.05493354661874846,0.03856144135213083
31,4.0,1,0.08481338555920144,0.059841816073722305,0.040202702062996636
32,4.0,1,0.07425539391582656,0.05598510988116668,0.03522823966514765
33,4.0,1,0.08458405916846616,0.05870876776870015,0.03954289024258129
34,4.0,1,0.07481214374162666,0.06121401127341922,0.03844690939379514
35,5.0,1,0.07979196577144192,0.0615731686886403,0.038475430963615616
