fid,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR
125,0.15781415605253166,0.2150731314604024,0.10744852688234667
126,0.16407939019212595,0.11791301553299104,0.12154681510319472
127,0.16465661494043415,0.08929625230006549,0.127932969402237
128,0.16945663089035665,0.09732823481155256,0.12993675525031761
129,0.1852507495319955,0.09702707924836425,0.15086896995038018
130,0.23962767295819964,0.07811294224560675,0.2195414850186848
131,0.37822278183852714,0.0559031580122679,0.3789499239190299
132,0.5708496407141785,0.049723736509823833,0.5759903107524287
133,0.7221532731910679,0.06801979357204917,0.6948307966878653
134,0.7596506263463304,0.10841669682783471,0.680257712313786
135,0.7011860229709441,0.1702164034741351,0.5643916672571836
136,0.6035531160957834,0.2603637785970746,0.43040617996578173
137,0.484279128940597,0.38490408263883963,0.3099838474264581
138,0.3408378957892752,0.5287634389567605,0.19101434973722464
139,0.1971105858978393,0.6515400636928612,0.08100166493494337
140,0.10470910229395583,0.7252052593426022,0.02152690976471385
141,0.07401091074678462,0.7675087693492569,0.012713292529445667
142,0.05616880719325146,0.8207373728163952,0.010931540197327894
143,0.05141983222260031,0.6527132501171375,0.017037834560243797
144,0.06567500091154663,0.5647766586620403,0.026598708420375494
145,0.09632181591957394,0.4187983309482149,0.05290765848421937
146,0.1309948754662143,0.2598240770451907,0.0814128402044212
147,0.16174525982145568,0.14066891272054138,0.111877714453285
148,0.18463848120606977,0.08751357334163098,0.1352368922225036
149,0.19681770796367135,0.07438403921910804,0.14899120947860683
150,0.21316048523033837,0.06453753774193831,0.18191017687351924
151,0.2867663405842274,0.051905702964284206,0.2825438731139642
152,0.46924252958436313,0.0413394133211876,0.490048900030439
153,0.7023431808159692,0.03930187533364007,0.7195495910163101
154,0.8579959984782664,0.051527772282162126,0.8311475340952773
155,0.8713757372080926,0.0862174325061871,0.7753713066956429
156,0.7822452993001033,0.14642934161678942,0.6182157724603091
157,0.6495450657982476,0.24806925761019488,0.45917622269679087
158,0.48143654106936123,0.4015526467346408,0.31677628095440546
159,0.30246707053426797,0.5603295530783973,0.179008792252757
160,0.16206380297252398,0.6613879674826852,0.06813790863992358
161,0.09382304693756963,0.7027478104065643,0.018565607327782237
162,0.07150535060558676,0.7470239466746219,0.01244176026179152
163,0.05280415487508653,0.8163328996151579,0.01058852015488967
164,0.034884472414049766,0.8838108211208349,0.007493933307511235
165,0.03504276074748834,0.771835776997847,0.011322215851595551
166,0.04360094650821752,0.7030060586836734,0.014086567529960497
167,0.054624891110697876,0.5910504452475065,0.018159063550634555
168,0.08016024179974901,0.4354174402336481,0.03555494143817268
169,0.11895599870983058,0.27154937328918943,0.06575792311084991
170,0.15875092406220734,0.14988694910679434,0.10470697081169345
171,0.1866008530371064,0.08683492217234369,0.13697212067206546
172,0.1972373412028514,0.059857481283089334,0.15375987538796224
173,0.2149696033939117,0.04716275496609314,0.19149178244905166
174,0.29921634552663173,0.041281930260118956,0.3084103247040008
175,0.49419534087839456,0.0375715396109991,0.5326435495111236
176,0.7376479026823217,0.0341408433114389,0.7727237872387416
177,0.8981457225818386,0.03935540046601132,0.8806378921281841
178,0.9064321159118311,0.06981379656462801,0.8069436376981395
179,0.8006815854432909,0.13139657299102178,0.6274833841479283
180,0.6453885185008548,0.23879980467615272,0.45159387572114223
181,0.46280507736527154,0.40098521602420895,0.3033501273975718
182,0.28386622522036403,0.5582666784165777,0.17187014906978457
183,0.1553944100911231,0.6394035017957915,0.07060366005076577
184,0.09564360662568279,0.655015946716294,0.023296616934165973
185,0.07673109961905128,0.6828989950394139,0.014530209324286851
186,0.05938303995312661,0.7642104325973391,0.012467020969833292
187,0.04127562336057297,0.8465092275622248,0.009035115597945396
188,0.02938594554082629,0.8988697279472467,0.00633693685544273
189,0.03021753062512741,0.7967384903601009,0.008255958462430374
190,0.03228720392216399,0.7827848683883801,0.009248957141411886
191,0.040373257195480725,0.7155417481426258,0.012182578592116208
192,0.051487006735393824,0.5948830444827604,0.015422338906606622
193,0.07872911637940679,0.42493222976156597,0.030302639171463173
194,0.12052836914638965,0.2543431870332381,0.06224392663026656
195,0.15459639400031386,0.14101014628428116,0.09961122361692601
196,0.17257919232534588,0.08302851119046016,0.1280839471389505
197,0.17888754876085727,0.05206718375056825,0.1456518985709834
198,0.201245815987643,0.0376425748649117,0.1847372182568767
199,0.2794712821730598,0.0344082148984191,0.2910332600745915
200,0.4429970229572835,0.03447205778728946,0.4866058839661985
201,0.6517709949677327,0.03298788021985828,0.7011737059804812
202,0.8034598021657615,0.037129317710423534,0.8067339970197552
203,0.8246443904342312,0.06527706459953987,0.7463869809205
204,0.7330157136427224,0.12686139312843794,0.5821286294943071
205,0.5931058490746879,0.23216792448072635,0.41592805016785583
206,0.43980104458980224,0.3837195508544432,0.28571835165213233
207,0.28835986788545687,0.5347842248663535,0.1785013592316109
208,0.16769922802658566,0.6215186192960102,0.08877692181516379
209,0.1010550153101039,0.6416910821519313,0.03429205376236023
210,0.07986872964868286,0.6512970163572562,0.01970883737698746
211,0.07094903834547878,0.7000507465048593,0.020098862972910386
212,0.05648599318998703,0.7809670487388828,0.019179678983951294
213,0.041208894973665415,0.8581752155911898,0.016858789538896028
214,0.032127104030767205,0.9033854962132627,0.014286424224494457
215,0.026533885866066774,0.9168961088271641,0.010319751016405228
216,0.024381652623982432,0.9065310621800841,0.007920724723407482
217,0.02288528236082444,0.902975856248511,0.007241109591186548
218,0.03405391193361428,0.7602651721065989,0.009184781853613417
219,0.039340443332689455,0.7096930898536485,0.010803958501208681
220,0.05113279444730582,0.5896866868533759,0.014948743509110546
221,0.08187293447430245,0.41491357140364427,0.03220639069573538
222,0.12292761445827777,0.22910136896292851,0.06731653620080477
223,0.15038602431561127,0.11785658238851887,0.10142571747181497
224,0.16109759898352352,0.074916867557977,0.12260287955389366
225,0.17262840565347243,0.04980170725662949,0.14442382082928726
226,0.20066731446907302,0.03717115870785586,0.18584461436098548
227,0.25724545861648357,0.035548006075686714,0.2647965512777807
228,0.3605264772733651,0.03829477294616644,0.4009170993514626
229,0.5058603083761417,0.0395207774872093,0.5601514375931281
230,0.6328454485568008,0.04468616970673446,0.6544736507944318
231,0.6740992805701989,0.07278948554572243,0.6207129318437115
232,0.6191846149062659,0.14133151288627668,0.49407173652249553
233,0.518749974447006,0.25231222277593646,0.360259580527862
234,0.40615420813401687,0.39748010784631477,0.26005451954612946
235,0.2847871069793,0.5423046752498349,0.1769795005686784
236,0.17265122416826173,0.646873056063572,0.09891180040339755
237,0.09953603821714657,0.6956769759045407,0.042349660216745584
238,0.07657961225806849,0.6985145449445295,0.02640133166058019
239,0.07810527621303338,0.6965709857144579,0.0329342270482239
240,0.07566684146474406,0.7286457547744608,0.03784378577424065
241,0.06248016268876973,0.8003980813538201,0.03533095082530425
242,0.04445979143784227,0.875595534190094,0.0239027329408775
243,0.0316760711621639,0.9075991397333207,0.01352073852237563
244,0.02348010745803173,0.908968894152697,0.007967427651749463
245,0.0201589754326677,0.9044870403334452,0.005969329192238957
246,0.14841501453227163,0.09104250952246663,0.1085450988731634
247,0.15739543851170348,0.06556270032124879,0.124851487881418
248,0.17969249153912092,0.05121471757890853,0.15493205726701192
249,0.21319688718376903,0.04316622405589316,0.19835286373884664
250,0.24475706182934767,0.04361176669858927,0.2452506775132616
251,0.28965786142687927,0.04796995628087353,0.31402707441868977
252,0.37230446447779625,0.05048717523559648,0.40919878517466257
253,0.47246178462813876,0.0555658907920699,0.4859167715153622
254,0.5341534851647165,0.08415899102511704,0.49234535946740027
255,0.5218131376298644,0.1630885602866452,0.4154321893982062
256,0.4540749534699853,0.295420197839865,0.3104309673129173
257,0.3594631316731623,0.4533270944417991,0.2225415018658098
258,0.24960086182436478,0.6020849689307932,0.1488094445039845
259,0.15017587970510318,0.7152101165749141,0.08367977167733394
260,0.08403059671140727,0.7877948181923979,0.038606763520254675
261,0.06553760303756899,0.795973643094658,0.029399966988236482
262,0.07651387403906797,0.7571282470985058,0.04220284256574506
263,0.0849145566935195,0.737522019734452,0.05084838702094166
264,0.07685798420803443,0.778190492061822,0.047892591767180887
265,0.05451441856690153,0.8542859936123356,0.03155510751615444
266,0.03383276068931693,0.9037551027225293,0.015595688895973138
267,0.01975911624649703,0.9157148198247799,0.007422669421326668
268,0.014092186885608237,0.9143607925707302,0.0040582393879971465
269,0.1597500268886638,0.05928336816414408,0.13682912988737964
270,0.1800683384350504,0.05239780870461876,0.1623379429352687
271,0.212663048330598,0.04730433570746257,0.2026299881098235
272,0.22997626098899804,0.04786415836851725,0.2278891752570297
273,0.24405245872454348,0.051687203297232025,0.2547112230433722
274,0.29292271057347613,0.054517131325416475,0.3080671427981857
275,0.3770702645909948,0.06074418090263893,0.37695562395834986
276,0.4580574566640303,0.0893491721166797,0.42266686228561
277,0.47821001694820753,0.17500120434045632,0.3909415235529931
278,0.4244226910694977,0.3281521302050245,0.29981743520685944
279,0.31872660397519315,0.5121253012242226,0.19839743561624673
280,0.2007044419518759,0.670911306882878,0.11156003961731524
281,0.11108020492304359,0.7814941064785323,0.054754721615412234
282,0.06161712425625314,0.8532224996953739,0.0257318442520214
283,0.05208566887789833,0.8674161799512513,0.02622223941759674
284,0.06872632705313729,0.8251516487413924,0.04326140744966447
285,0.08156603922318352,0.7898296322728222,0.05330969956758049
286,0.0736852796479371,0.8118473018674413,0.04983096985319373
287,0.048463985409242745,0.8761082013135586,0.030541464728801874
288,0.027226758438325213,0.9199017990972158,0.013678993377212793
289,0.015520547111313194,0.9272710427620191,0.006566514968333591
290,0.013333421732751717,0.9225896391027082,0.004677594816876151
291,0.1717197451654175,0.05510114079329055,0.16748001410299584
292,0.18035143947545682,0.05141209422880225,0.1755987401278876
293,0.2016620619896648,0.047195380761810776,0.20062109449238338
294,0.2139770707616283,0.04573099775085488,0.21203296358861398
295,0.2263862123432548,0.04480415805255206,0.2257220035957631
296,0.26766107009520973,0.0452022843518518,0.26912669482637963
297,0.34624218337944523,0.052469421338885866,0.33719500580557643
298,0.4414419538451405,0.08007060544275103,0.4059749616899869
299,0.48617358538205585,0.16626359447292624,0.40589308995758744
300,0.4323167933401797,0.33451568585218705,0.3188737733513539
301,0.30306878750708777,0.5407358344013913,0.19393964380024709
302,0.1643376083414334,0.7127506549831369,0.08512403155710567
303,0.07836222135443945,0.818017926940759,0.03039067485224956
304,0.04220521764599608,0.8797988927895611,0.014262474569066727
305,0.04080613645737573,0.8941764033746846,0.020209098032531354
306,0.05923336983803027,0.8644826688101679,0.03639318310015411
307,0.07020775914990147,0.8433533409646778,0.04527008975847647
308,0.05883411369781165,0.8681214115991819,0.04063220609277844
309,0.033182677995278693,0.9193069299802631,0.022425226345813613
310,0.018515874016098697,0.9435438854839058,0.009600126149178503
311,0.18539018538283186,0.050941741785007766,0.19383533347782894
312,0.1861184470500929,0.04885413966241406,0.19007044771420473
313,0.19296814457860054,0.04667683986615796,0.19616134950376884
314,0.20455938951255223,0.04207725028105681,0.19991841819864556
315,0.22616710233790147,0.03484944790765528,0.21400838827939098
316,0.2698199939784366,0.031185922373503126,0.2575057885822672
317,0.34135159341866916,0.03777668370750269,0.3271433470477033
318,0.44383655557950247,0.061823392792383726,0.411374753592995
319,0.5088797461401798,0.14520195317761384,0.4311034387144945
320,0.46012548896608874,0.3214140163238098,0.34699498104213483
321,0.31277970923963605,0.5439290269852196,0.20491666374791695
322,0.15425351609582266,0.7268830682449906,0.07743826338838634
323,0.06507812523525792,0.8328964439852019,0.02162269975188662
324,0.03522292913505229,0.8899912663479136,0.011476973903376608
325,0.03469226299524466,0.9039520748645313,0.01679014752908504
326,0.05060437424994029,0.8804733195612414,0.0290018834871602
327,0.05896342112377011,0.8685289980083013,0.03522837969263464
328,0.045822012400751164,0.9000530176180102,0.029901208676299404
329,0.025115654838831773,0.9417239210309667,0.01706189686334697
330,0.1759188307921851,0.0498620426428736,0.1871272750709732
331,0.1877616661108153,0.04825172265893982,0.19647784329431525
332,0.186385538708836,0.04827101103050113,0.19031218815092293
333,0.18474645495924233,0.048045458371881136,0.18717272787982403
334,0.19484974657388276,0.04210046601670781,0.1877245326649817
335,0.22075059480760972,0.03200817536323048,0.2067776094085064
336,0.26322394629972773,0.026922993026819112,0.2520558995916707
337,0.324670039522297,0.03201016299788602,0.3182692301045908
338,0.4239350204288349,0.05239980898111863,0.4052522908148732
339,0.5004305512362547,0.13481456356044189,0.4325967764563927
340,0.46472840149703293,0.3157779574315998,0.35568719751656586
341,0.3187035782811375,0.547391847336135,0.21348667013026212
342,0.15432794567603572,0.7358540754967061,0.08048478169531126
343,0.06340331943654105,0.8413666679420244,0.021861655665638118
344,0.035021066756988996,0.8950177174895372,0.011866939042028329
345,0.031833912721451633,0.9079345661967024,0.01597313938236004
346,0.04367725260982715,0.884089489403566,0.026649285521127084
347,0.050458092133854264,0.8723126707883659,0.031740658889446466
348,0.03911143119205299,0.9035537439546789,0.026889866776913504
349,0.020457338098347162,0.9483647546337575,0.015439339586911625
350,0.15723912796401293,0.049442126047951174,0.1593592083173163
351,0.1690051406435185,0.048236891754925376,0.17171508157550466
352,0.16991703057812244,0.04871496348001648,0.17289960239563382
353,0.16910947000163876,0.04767053959185968,0.17176424315836716
354,0.17706465137436928,0.04265509377337579,0.17330003449914172
355,0.19827580421699809,0.036083044993261607,0.19244223790835216
356,0.23562976834234686,0.03364454988727106,0.2325293331509442
357,0.2913523848545239,0.03806743878064346,0.2920302111569736
358,0.3801637077062371,0.06335063161917101,0.37008534222873385
359,0.449755305434691,0.1545842467521104,0.3925830025478006
360,0.4229384751698182,0.33765051926537093,0.3253931654233
361,0.29679733070590336,0.560844759949178,0.19936704439989136
362,0.14841358524892073,0.7422307800279287,0.08055065349035465
363,0.06241088092883309,0.8463383971843467,0.02521983204056393
364,0.03247452963665231,0.9021267662641257,0.01165318756633346
365,0.02832360266308419,0.9135431794104463,0.01518255332297116
366,0.04004777871483695,0.8862795112996777,0.026695713534228897
367,0.04780420077963526,0.8699959558862795,0.032336347952999556
368,0.03892499184517501,0.8971939149222342,0.028067313523851445
369,0.019304183735004424,0.9479653317035015,0.014972820967659646
370,0.009517320411503919,0.9731202515545901,0.007731423237987707
371,0.1289111514577833,0.05572798790390982,0.12593443843451416
372,0.13899426631025671,0.05272878545086388,0.1402781218927261
373,0.14483316525110163,0.04869503155697057,0.148665632712863
374,0.14861430577996915,0.044281092300042145,0.15177014449976292
375,0.15602768589592428,0.041316879839790495,0.15552525487744312
376,0.17428113953338084,0.040125940261205195,0.17587143535134556
377,0.2117194549402183,0.04004288160408614,0.21565819490791552
378,0.27084683526747655,0.046198143737842076,0.27252079076669955
379,0.34762239201962475,0.0865474113369773,0.33302372394575264
380,0.3921646040521527,0.1990745375730256,0.3385248224603824
381,0.35914354874493915,0.380532042164167,0.2744691768118044
382,0.25580956382476594,0.5785080176831169,0.16961193989581436
383,0.1408094096079545,0.7341795987317395,0.07661745423760778
384,0.06668849629231927,0.8364473615733167,0.03166705511124599
385,0.03229203361638399,0.9014433505542476,0.013438314151824232
386,0.026699655271217985,0.9168008508485757,0.014909146261243414
387,0.042193692667164696,0.8858574779838851,0.027473030957164017
388,0.05416798633403349,0.8633687432503638,0.03415129564232267
389,0.04682745107422014,0.8850932346176893,0.030853703405498718
390,0.02644115088636422,0.9347114926864206,0.01834180187606704
391,0.01562742370445741,0.9600368534977395,0.01168909448740055
392,0.1220996285454739,0.06387295079688776,0.12296401078674014
393,0.13569162424945752,0.05804745384394068,0.142946797947283
394,0.14268290028500097,0.0477735712594712,0.15056247499051872
395,0.14224285983537996,0.04039709642312138,0.14713102138908712
396,0.14667876001096145,0.03903346948213913,0.1464482150627029
397,0.16554266034604678,0.03946448102554101,0.164961446544918
398,0.20704646796278361,0.03806008240242475,0.20771711091710335
399,0.2720206287438802,0.047193724696979085,0.26491988739305733
400,0.33460504795451224,0.10871252872558886,0.304536938534257
401,0.34689881028826236,0.24727727486800108,0.28493269660170606
402,0.2934795689401913,0.4310445554303287,0.21685160923837096
403,0.20794575967669973,0.598652971607191,0.13220099594318035
404,0.13061037975620862,0.7194638998087567,0.06892280248368594
405,0.0774267311522815,0.8100833187151664,0.03690910939932752
406,0.04020883680212746,0.8850962942577235,0.01704891724444084
407,0.029745228601019066,0.9107805782904138,0.015193074672603607
408,0.045420764641973116,0.8831058415530336,0.02653085971717943
409,0.05994974968873089,0.8579203961025944,0.0340164869943632
410,0.05331812960823481,0.8766762169156538,0.03159492490125082
411,0.031512483581153085,0.9258057015899614,0.020264797278656165
412,0.019783677899597882,0.95097252954896,0.014594428007902829
413,0.18112005841624254,0.05453922779894838,0.1869337130465372
414,0.17024411016039084,0.04282763248698098,0.17733387886046886
415,0.15488756320636435,0.03584087657814821,0.16145100431556877
416,0.15219107274088017,0.03492877940702255,0.1522840796219037
417,0.17186515673227273,0.03309285564028439,0.1672254917416817
418,0.2182857113421301,0.02903689586627042,0.21181483522804692
419,0.2841904758885315,0.044799547393530245,0.26535819139578615
420,0.3298411691699333,0.12491092122899164,0.28483659745707396
421,0.3089812227923078,0.2787065233206471,0.241631375216781
422,0.23468877021169873,0.4583435268864075,0.16408287522956838
423,0.1606046995026538,0.6040101569990026,0.09511485765320571
424,0.11733526797515441,0.7010573184275046,0.05707190172677278
425,0.08586701080294652,0.7837573224317057,0.037449750857195784
426,0.05088168161658255,0.8649403520261532,0.019189111493480796
427,0.03364525483238935,0.9017886876621314,0.014512465952988928
428,0.0439956203495219,0.8815774317072993,0.02255945189622347
429,0.05739118949643402,0.857220756340227,0.029641784510973837
430,0.05053911194806059,0.8769777389191856,0.028247323172830303
431,0.02837976381009303,0.9298489746910124,0.018268789813055807
432,0.016549965538810593,0.9565072334834777,0.013478934180631641
433,0.21830898419727257,0.052804787342383364,0.21127451779974912
434,0.21362257940862772,0.04374454708806458,0.20748046010851068
435,0.19314599804076413,0.03271380940588197,0.19293945506896373
436,0.17163619541504807,0.028956498755583693,0.177295061251195
437,0.16516192656551643,0.028701589195684878,0.1665213661751616
438,0.18550799165468596,0.024931990411813244,0.18277371161825007
439,0.237449957703952,0.020560403417063042,0.234062441378564
440,0.3033933498412677,0.04678668881804442,0.28569708608554323
441,0.3300686948728626,0.14278934195337178,0.28819877130765775
442,0.27940692360491726,0.29985033293962177,0.2218548023572019
443,0.1894867646477384,0.46493455473614087,0.13157713621462858
444,0.12933641869403256,0.5907276683448522,0.07287521185681219
445,0.10807893125249289,0.6831592361012858,0.052008830672740945
446,0.08872023243359362,0.7717406192135188,0.038350198753664
447,0.05445411103265721,0.8590845706375047,0.019724828142709875
448,0.03325077291953714,0.8997272498602806,0.012699088432692296
449,0.0392779949201753,0.8816324594141406,0.017991758859566206
450,0.051129206716685846,0.8556868874455917,0.024749770065672583
451,0.04550418930557508,0.8749517866733996,0.024744216365596414
452,0.024826512878312695,0.931529509823786,0.016393053741528017
453,0.012176469430704759,0.9593099247843758,0.010472180575636626
454,0.19008092963847245,0.039900857744288844,0.18231540733206514
455,0.19213789845588833,0.030536856116579487,0.18383713162040832
456,0.18729292782065493,0.02206909238071248,0.1847842965653866
457,0.17831451606822568,0.02153291938464431,0.18356518607525574
458,0.17917038115238473,0.023060065045977438,0.18177394743256278
459,0.2071673833383247,0.020733936441180087,0.21057229422797014
460,0.27239827941306477,0.020134965396713948,0.2785791916470373
461,0.342971959307614,0.062478021067121664,0.3315424697998786
462,0.35093690637806385,0.1824678574216275,0.3154653169586476
463,0.2693409549175786,0.35136774030279955,0.22254601044823305
464,0.1661991412878793,0.5022489251455544,0.11889183821800992
465,0.11647250854496674,0.6018768069671722,0.06805453044728281
466,0.10881733889863522,0.6811662258166444,0.05738485453732352
467,0.09158049710313015,0.7719525964826627,0.045894703076216035
468,0.05515651698808994,0.8615194808266394,0.023986166892225633
469,0.030388905276995948,0.903526517620387,0.011160105380630581
470,0.035116033295902946,0.8826904844537926,0.015146930321969164
471,0.04861064260630154,0.8479759406828137,0.021882152808287123
472,0.046832859190520014,0.8586277501289967,0.023091952023416178
473,0.02901881256398047,0.9130019709779649,0.016698274896252457
474,0.009114433140338015,0.9291631798791004,0.0039007750570198164
475,0.01419085115260243,0.8985883419476995,0.004333422441185065
476,0.01625628498038338,0.8857452197568937,0.004883934139314348
477,0.13945371071161516,0.029211346309342783,0.13286489675147675
478,0.1466947916167574,0.022253606624505453,0.13951438236769365
479,0.1587158782320232,0.015800014369296705,0.15565857896107457
