rfuid,fid,Target,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,NAT_AREA_BLOCK,ROADS_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK
0,1.0,1,0.9207961483352655,0.07946820602725742,0.045905791799460104,0.023290086809266617,0.3435146082755693,0.014708162340393178,0.08876625299499855
1,1.0,1,0.9846195477776449,0.07855758135290429,0.04565350904664908,0.023944243743455523,0.35243577588862623,0.012352168061453915,0.09724390709314246
2,1.0,1,0.8554596859444883,0.07713943821253694,0.04295636088483517,0.023940788965046974,0.33471690677093313,0.014101982137353135,0.0836992080914166
3,1.0,1,0.8999156556420317,0.0801513162995224,0.04563534695029441,0.02805618991932601,0.38295521788877274,0.012738285481686156,0.08577610150378419
4,1.0,1,0.8181000367501884,0.07795962181275273,0.04918268710035542,0.024827800281108293,0.34732145605231846,0.015036028607346671,0.08759927250709673
5,1.0,1,0.9137646593855542,0.07515744001216032,0.04813647776646472,0.025469992626740882,0.3463432006788088,0.012457705053161608,0.08794019782116239
6,1.0,1,0.9613590185189941,0.06950099754806503,0.047359830223395835,0.02332955579068739,0.3086443545864019,0.01365595799246368,0.08950633779334345
7,1.0,1,0.9931638233916038,0.07100408602763181,0.05024307354955657,0.025827922835276566,0.34461121774604475,0.01344958475119363,0.08204991862504202
8,1.0,1,0.979321755022034,0.08023620588542886,0.05053308656544762,0.024975580700211535,0.37397344253604015,0.01443785744885462,0.09069516726666657
9,1.0,1,0.8746194735124261,0.07953609796076465,0.046347583109824855,0.026896466055184712,0.3363494899557297,0.012673303311788288,0.08842085810087433
10,1.0,1,0.9110507839856676,0.07398261977929807,0.04364389762339978,0.026335648942373873,0.3742203829871559,0.014302584545367302,0.08312762148577905
11,1.0,1,0.9249583711316722,0.0786352871604166,0.04230534908164269,0.028151199987077675,0.38248456730149794,0.013917346549376174,0.09873276465276119
12,2.0,1,0.9821488408849974,0.06091376402829198,0.035314791221356216,0.03854997328886143,0.35107901178119655,0.04666992073107774,0.10525726658425377
13,2.0,1,0.8457428115835062,0.062465798984460544,0.033831414933059814,0.03912660627189277,0.3075564781383276,0.03862514553141576,0.09430072940061059
14,2.0,1,0.8300372256472056,0.06544868179037386,0.036410942351968796,0.03782200508726359,0.3586762167206366,0.04195921940495667,0.10413293527204473
15,2.0,1,0.9637074024276345,0.06609022317374312,0.032783443457674345,0.038733084508747476,0.3121668617933244,0.046024165969456104,0.09496332574970533
16,2.0,1,0.817947279191819,0.0628086529725386,0.03309960528311044,0.033452896557353715,0.328398541316869,0.03974419988362051,0.1097514390628921
17,2.0,1,0.9364000002058367,0.05483426175573389,0.035516397436338804,0.03401676317497855,0.3081311040961514,0.04507594548649413,0.11253605274264787
18,2.0,1,0.8249464805187782,0.05826210745317823,0.03811943026319753,0.03371722221124811,0.34414984012129174,0.04407428073355223,0.10360185117732126
19,2.0,1,0.9804095927093865,0.062295532559847974,0.03660064915548191,0.03228305302255397,0.35944699651149,0.044902827427891534,0.09526074772044407
20,2.0,1,0.9142440485283195,0.061430563770966395,0.03211075259189919,0.03560329900321879,0.3251281889736188,0.04552467353139116,0.10033919555656678
21,2.0,1,0.9648519261062412,0.0653364327916204,0.03416718519938373,0.035930576310355365,0.35507756389595474,0.04417454044430816,0.10699125676834376
22,2.0,1,0.8511871986976292,0.05936822536409833,0.034703699188939244,0.037289579909024796,0.3575120439999142,0.04250790451033413,0.0953757600065243
23,2.0,1,0.9071110237462626,0.054521409245973394,0.03527282299935169,0.03296106783443886,0.3474334862025981,0.04632876232079074,0.09526671822869823
24,2.0,1,0.8221505228341961,0.06122588965268277,0.03320830563282531,0.035143047721736216,0.30941746401923603,0.04094141118223549,0.09460856524388093
25,2.0,1,0.9113288259669713,0.05499432610459051,0.03187850237471983,0.032206041118728254,0.3773926451767671,0.03985382259972087,0.10854289314328622
26,3.0,1,0.8768085113991002,0.06721358936659115,0.04143319663743489,0.0326573006529726,0.33601820551523237,0.028922005299675656,0.09069864928725482
