rfuid,fid,Target,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,NAT_AREA_BLOCK,ROADS_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK
0,1.0,1,0.9155167994215397,0.06991247325905545,0.04711892714909712,0.02881525186868227,0.30772167211813256,0.013141495841764994,0.08157217119859923
1,1.0,1,0.9853600296282119,0.06718527051306845,0.04017750785739905,0.03050522271356885,0.31336273269807247,0.012799498934253403,0.09100777030620348
2,1.0,1,0.953228193500356,0.08128074616620883,0.04492312553881773,0.025774499770543177,0.33926809982344985,0.012871609730667418,0.09034521687304076
3,1.0,1,0.9044551339477969,0.067743173159127,0.03980496451522954,0.025203266907160002,0.36711841574882764,0.012057338651802361,0.08566363299412369
4,1.0,1,0.9723227430686876,0.07795306947150783,0.04053521679177452,0.025503143248458485,0.3313636096431135,0.011588754275278319,0.0921939615661285
5,1.0,1,0.8255972396699097,0.0786267144639753,0.044279502234189645,0.02845362640877038,0.3151271884919605,0.01100131521304602,0.08909499008857671
6,1.0,1,0.8324097280525965,0.07930451429165924,0.04367890583130627,0.02595214198506194,0.33569942613265263,0.012388171514012628,0.09749875167892773
7,1.0,1,0.9338489638514602,0.07489877498643156,0.04654530995505665,0.028207439227465197,0.32504002852202335,0.012555478076831854,0.09297073325061181
8,1.0,1,0.9771852191644871,0.07577133632428693,0.04024762031317491,0.029404070361362125,0.33811057237674974,0.01250940692454755,0.08992297673734394
9,1.0,1,0.9347669516729976,0.06766510623321048,0.04543896825525058,0.03024590777489599,0.33906732860544203,0.013074023225384434,0.09719777461953737
10,1.0,1,0.8285279565686593,0.07007339872711597,0.04663256318607732,0.026906506186145002,0.3167847325381912,0.011855285338580122,0.08574519301918415
11,1.0,1,0.8848858201327658,0.06686918813764157,0.04464898642001268,0.02858519183283336,0.32295661791953506,0.011671473549020418,0.08357474734616717
12,1.0,1,0.8164294718200604,0.08058337674280958,0.04026078107637017,0.026534176445060634,0.3119644740626632,0.011382578536153544,0.09352696656740264
13,1.0,1,0.8830331180321007,0.07273886633855299,0.040049169829955565,0.026098836649693355,0.3482731343104004,0.0116570419868338,0.08822845997821213
14,1.0,1,0.9495944166817022,0.0673327362157528,0.04417613453956282,0.025397777046624125,0.34225001843558767,0.012984074674137003,0.08309295656422189
15,1.0,1,0.9177709878160546,0.07592328893222652,0.04604596065829365,0.027133762002786697,0.32776600203589884,0.011941472630783264,0.0855618032330556
16,1.0,1,0.911472422690732,0.08103086446445276,0.04666739603503714,0.03160692731082919,0.35400978194652966,0.012858372852169866,0.09865228874912779
17,1.0,1,0.9611942855959681,0.07141409134999205,0.045222287246227205,0.027227072470949458,0.3557955977040231,0.011888572369598874,0.09061922922962913
18,1.0,1,0.8727010987371243,0.08057527244322388,0.04569215607767635,0.027668573151040567,0.31717035210280914,0.012638832722925882,0.08980476735653037
19,1.0,1,0.8912707921203928,0.07734942888175926,0.04473828419725916,0.02851215805850949,0.33285387035548875,0.011252476738374841,0.08843994718055415
20,1.0,1,0.8114474022304171,0.06744497831592584,0.04057418877000522,0.03100727561186917,0.3048767061858864,0.012276009076756423,0.08933356640288201
21,2.0,1,0.8403519920815451,0.06024279827595725,0.032041400185454275,0.041158559662729154,0.36056234632734635,0.03945571768003744,0.09890209273483463
22,2.0,1,0.8829097029299757,0.05641385373761678,0.036218155855236106,0.041616822731402124,0.3738857897544666,0.038441518389044305,0.10412024708662655
23,2.0,1,0.8375614625332591,0.06059504985653425,0.03326784991127313,0.03527342594776997,0.3054873010778119,0.04408284067639549,0.09739218412281662
24,2.0,1,0.9440634078271823,0.05368529257341884,0.0323361843182351,0.036487278619437805,0.3230507282348733,0.04107784563917167,0.10134893016589996
25,2.0,1,0.9763874394780602,0.05214933966788927,0.03587588228990553,0.04314868380562338,0.31621930050671243,0.04593040433906963,0.098595779301062
26,2.0,1,0.9544359698909077,0.056765534470709804,0.034932478230744905,0.03788437929944399,0.3378093561941018,0.042967883502542104,0.09887704458344236
27,2.0,1,0.9284568276601672,0.06218537565843286,0.03296901499530343,0.037289402009176624,0.33725017572451815,0.04371261361257602,0.09600431039317091
28,2.0,1,0.9747319640946842,0.0630206611757195,0.03204235806195651,0.04302584668791414,0.31307184842688623,0.04580062161924536,0.10084986515710416
29,2.0,1,0.9548515340068167,0.05464811945377494,0.034623115625911347,0.0389436295117974,0.3343165041632919,0.03981567620098928,0.10400829371280257
30,2.0,1,0.8643412318671247,0.0594527708724178,0.03116113647088785,0.03966079565353502,0.3197735025032856,0.04575142856941102,0.09538371870289251
31,2.0,1,0.86813375339785,0.0620802603468101,0.035122569822004686,0.035130066291864014,0.3154592929229351,0.03891479132980919,0.0957711797524095
32,2.0,1,0.9418493763484602,0.05707680745264831,0.033665248725068736,0.03878280333265805,0.31142042332399766,0.0434548326544303,0.09265482653505523
33,2.0,1,0.9065361485370987,0.05887940902199426,0.030825811251747378,0.03670352112959521,0.32371412544037254,0.04140720631424082,0.10263062051737959
34,2.0,1,0.8489598831949908,0.05472414960079928,0.03405408153601124,0.042104466556584,0.33103748218336065,0.045869773083629564,0.10319925805046634
35,2.0,1,0.8542971776513514,0.058085076286551886,0.03346030370826923,0.03518873611713007,0.33076630730980117,0.042158051959591804,0.10769686506910882
36,2.0,1,0.9261012972572022,0.061851815403678116,0.03215326946912653,0.04129057234265998,0.3160890701953688,0.040645886536509114,0.0921072305414995
37,2.0,1,0.8948903120301621,0.06185712597544502,0.030250313773108727,0.03950981139802103,0.3119257764197102,0.04361600305673815,0.09138148202445681
38,2.0,1,0.983584109934468,0.05206939844781043,0.032757317744411464,0.040833291752333,0.3468047394278297,0.03859028217514421,0.1025420153235465
