fid,BUILT_AREA_SURR,NAT_AREA_SURR,INDUSTRIAL_AREA_SURR
1,0.22785173512974946,0.05745166379690042,0.05192045920280857
2,0.22990956260155396,0.0500377194921359,0.04572467956181105
3,0.22882680731121177,0.05312713213272993,0.05091112305443663
4,0.22772840112582907,0.05868798073225441,0.05547834194809607
5,0.22661762258029208,0.07911383949126391,0.06647344512825744
6,0.21984230560893298,0.44220222211574467,0.18027352325689888
7,0.21871453869966456,0.4645419588489141,0.14585947449016934
8,0.21759165409835318,0.4911208755587005,0.12124160680510193
9,0.23203406657493436,0.05624308563730664,0.046506744314362865
10,0.2309579124265325,0.054134970656557126,0.045612848029521605
11,0.2298562443715432,0.05352677971155749,0.047837187227788645
12,0.22873349755856817,0.05231631682889539,0.0549372136295241
13,0.2275937186834099,0.057730232838117464,0.0637501383118397
14,0.22644059009700718,0.08182385091270139,0.0789512696013801
15,0.220581045810866,0.4183994453869421,0.2682805623734468
16,0.2194076821111041,0.44609061692026447,0.1916762282203668
17,0.21823846931686275,0.47384239416189733,0.14644204743604974
18,0.2170749747446319,0.5049678324471615,0.11650282019463719
19,0.215918587050855,0.5344269076139138,0.09217830651432196
20,0.23310322785011617,0.06402621268360571,0.05756100613787802
21,0.23205262486273337,0.05926929520359758,0.054337363575180965
22,0.2309384198686704,0.05689480229529351,0.053588991258551835
23,0.22979598187455627,0.056521329073909624,0.0589103850810559
24,0.2286303518164211,0.059939971603411586,0.07098587783300993
25,0.22744611305408033,0.06426691408559597,0.08357388657101425
26,0.2226003602434351,0.3068606363844498,0.4313981971609817
27,0.22137784883562708,0.3700113391408846,0.4026092373443804
28,0.22015623178678334,0.4132315893278824,0.31579847252764925
29,0.21893767828643437,0.45121223344422895,0.22631931539929442
30,0.21772411325464278,0.48603389821150006,0.15833896738854125
31,0.21651723849759452,0.5257778067749029,0.11491495873218878
32,0.21531855244645165,0.5598447398214306,0.08284294132952377
33,0.21412936850610165,0.5853610245859353,0.05969276667813812
34,0.2129508320557933,0.6078202899894802,0.04890810128581491
35,0.23315405110574366,0.07038432142468018,0.07945074145851097
36,0.23206826591889246,0.06556690011713456,0.07048783472252863
37,0.23091360293470986,0.06225429527794853,0.07150133149495225
38,0.2297275395009784,0.06274962572565777,0.08000726418376317
39,0.22851583715748822,0.06762155508457594,0.09512142105386483
40,0.22728371480888762,0.0808150435797208,0.11476396027453097
41,0.22603588485453527,0.10855477528206992,0.1578525911225222
42,0.2235096336604632,0.2217669364186069,0.39997288133385417
43,0.22223842331197896,0.28982945546614913,0.454489202337934
44,0.22096599361285088,0.349158903200984,0.43634606988662306
45,0.21969504200343337,0.4025532137967897,0.3596508760856819
46,0.21842795692437816,0.4554685315732901,0.2597102127206004
47,0.21716684516982296,0.5079983603237531,0.17410727164303688
48,0.21591355741700272,0.561196943457444,0.11458548243721567
49,0.21466971194850742,0.5927981459341175,0.07412502769850689
50,0.21343671660976796,0.6216505177257728,0.05237573626655409
51,0.21221578906363495,0.6384882508119192,0.03999016297191667
52,0.23207988828717535,0.07372377466977478,0.10240602764809684
53,0.23088220224721842,0.07140457766433482,0.09927774806872097
54,0.22964939835096174,0.0762125306114054,0.10017221971739695
55,0.22838810187220765,0.08672571263972399,0.11215644325935845
56,0.2271042898867957,0.10072262028458695,0.136476300867334
57,0.225803336034066,0.12054075018612309,0.1864341186517824
58,0.2244900549871234,0.15311419443218596,0.2812530512904011
59,0.22316874593656322,0.1989062333257375,0.39253339496485795
60,0.2218432345706358,0.2528929424034286,0.45663100695582703
61,0.22051691318274566,0.3127338877187795,0.4567271304682992
62,0.21919277865820855,0.3771086143417033,0.3824645374522751
63,0.21787346818970268,0.44758637123174305,0.28134110136032875
64,0.2165612926480964,0.5219869932709702,0.18740840324869498
65,0.21525826759552122,0.5893786587065996,0.11764014464465292
66,0.21396614197337807,0.634582360557188,0.06981126817267316
67,0.21268642453198786,0.6593370277296949,0.042357449435201464
68,0.21142040809297943,0.674892578410791,0.03474760234177406
69,0.23324739347147722,0.11027683375030559,0.14493329113845416
70,0.23208603244591286,0.08749389584332329,0.13196221588635465
71,0.23084261233588044,0.08483633052202286,0.12027846116372683
72,0.2295596757454783,0.09133920943459489,0.11217514442090104
73,0.2282448918460012,0.10252382214216267,0.1184196493684148
74,0.22690514939357898,0.1122972968503333,0.14443084364534434
75,0.2255466126693005,0.12082498830107848,0.20066918633913486
76,0.22417477710550843,0.13697829421618984,0.2964419086137566
77,0.22279452363608554,0.16720465384488564,0.4051359605869572
78,0.22141017106446853,0.21326461467499194,0.4701559524268747
79,0.2200255259536956,0.2722104518554522,0.46564121337820985
80,0.21864392971333563,0.34588604980816395,0.3914228062187885
81,0.21726830269398334,0.43101679817770633,0.2924818396144674
82,0.21590118520621215,0.520003380847547,0.19717041288368126
83,0.21454477546233994,0.6008486786196413,0.12206971663474406
84,0.2132009645002809,0.6619643095773676,0.07022622617454018
85,0.21187136819293245,0.683796492678819,0.0393676709210437
86,0.21055735647729273,0.7086493994249565,0.026637812645546936
87,0.23438590718222488,0.19708159978501197,0.1417492597100429
88,0.2332863491224786,0.14077721763798598,0.15019474893628523
89,0.23208475166775963,0.10736892135755756,0.14003873787622514
90,0.23079276839687554,0.09797744965972745,0.125358902978732
91,0.22945601717929962,0.10054876884929756,0.11473701090848547
92,0.22808344025711497,0.10821120828579538,0.11892254491805734
93,0.22668303220588482,0.11184992361919636,0.1529454959480234
94,0.2252619104992737,0.11161933924667874,0.22964829850436788
95,0.22382638576483316,0.11582416367652913,0.34133799617557375
96,0.22238203037799525,0.13526759485625386,0.45014541316590817
97,0.22093374441486385,0.17590004337195952,0.5015504377362722
98,0.21948581828896369,0.23810404508753555,0.47690399804218847
99,0.21804199164109064,0.31940655527538897,0.39442434800510867
100,0.216605508243257,0.41504358245561285,0.2967694422788876
101,0.2151791668256433,0.5140616409201275,0.20148709246359733
102,0.2137653678468907,0.6028656524583609,0.12212061526089799
103,0.2123661563097038,0.6746425642007152,0.06632815513574576
104,0.234446016027957,0.2566199168535829,0.1198711314475068
105,0.23331660768593884,0.18351516775595367,0.13450028351723645
106,0.23207342929695168,0.13254961299839205,0.1336171534237143
107,0.2307299892407202,0.10746035207318583,0.1255453213411073
108,0.22933544958939303,0.10120523310429737,0.12097254830966096
109,0.22790032051626577,0.1021767150942966,0.13310030011910334
110,0.22643395067956684,0.10027698799871086,0.18652611305429076
111,0.22494461712493155,0.09445392954501819,0.2936240492320111
112,0.22343961494648737,0.09342227042915553,0.4307370201613914
113,0.22192534477024714,0.10898708773177573,0.5392934520072185
114,0.2204073966787974,0.14839409078488744,0.5646833412252343
115,0.2188906296445725,0.21351459244596746,0.5091414245690854
116,0.21737924589384247,0.301471016558173,0.4085391696646896
117,0.21587685989873662,0.4050789914389618,0.3030516979054884
118,0.21438656190332456,0.5112952491466276,0.1993753020057291
119,0.21291097604403347,0.6033810203334965,0.11165192428892591
120,0.2114523132349364,0.6777206464123673,0.0545482128708161
121,0.2100124190639993,0.7258585214288226,0.02476265228474718
122,0.23524333300624828,0.46059976491690396,0.044671301043581885
123,0.23554579344901186,0.4001404766865562,0.05925348980948505
124,0.234491936282376,0.31603183666878043,0.08482159294821791
125,0.23333417406347903,0.22756602966628908,0.10723483480426939
126,0.23204851682129468,0.1553708293343099,0.12051095169767277
127,0.23065075663753734,0.11383197431013775,0.12696938230961283
128,0.2291941796113618,0.09492709418374586,0.1346933108704177
129,0.22769124796060478,0.08774565382144499,0.16214898276887527
130,0.22615298577012266,0.08145126901699361,0.24373579246776358
131,0.22458909475203923,0.07388096481718162,0.38852714882028655
132,0.2230080699640402,0.07268299425045448,0.5543543974258139
133,0.22141731265977443,0.08802145439388204,0.6592855617238342
134,0.21982323828773304,0.12777809021676292,0.6523327771494765
135,0.2182313783275888,0.19584129175808387,0.5599750838578592
136,0.2166464751784827,0.2896503112527679,0.4331765221868675
137,0.21507256971507147,0.39986518407191063,0.31040344845046725
138,0.2135130814260529,0.5115308275047059,0.19315059227702727
139,0.21197088126593974,0.604656094508789,0.0969561054233282
140,0.21044835750118107,0.6780117414278087,0.04102635470672309
141,0.2089474749306834,0.7312201145733005,0.017613189579717893
142,0.2074698279206052,0.7572060647372786,0.011328631570015462
143,0.23438453215981328,0.489242521647289,0.02480061133385281
144,0.2351351082955182,0.44980207328097715,0.036728362247337436
145,0.23451660377708794,0.3652255257124877,0.05686877185112736
146,0.23333343240743984,0.264143775247002,0.08467581125677377
147,0.23200515310243452,0.17346691307610895,0.11132931009114831
148,0.2305504009753786,0.11529064597432337,0.13102400525060998
149,0.2290273125305254,0.08534997577399074,0.15118725096367372
150,0.2274508092213315,0.07130527615788068,0.1934034552518339
151,0.22583401203765613,0.0623502242477796,0.3012465496513599
152,0.22418839224463835,0.05567613449104251,0.4786524973778068
153,0.22252392254986747,0.05655516557293126,0.6657502138304168
154,0.22084922448398314,0.07283963126827171,0.7658226236342078
155,0.21917170908594988,0.11288114642536722,0.7321147201375711
156,0.21749770901507556,0.1826448718400081,0.6066802204895448
157,0.2158326010057005,0.2806313686479572,0.4535077106675026
158,0.21418091817660434,0.39594387114227003,0.31280913654623654
159,0.21254645214217824,0.510561262114168,0.18642281389696572
160,0.21093234517904205,0.6072600335499508,0.08809066076520684
161,0.20934117290829135,0.6756094603855728,0.03168953613054388
162,0.2077750180833487,0.7243745239409576,0.014767702251673863
163,0.20623553614582457,0.7602374304500692,0.011278316603264017
164,0.20472401324212183,0.7876193848121089,0.010516605183670953
165,0.233044763965495,0.5275869872646858,0.014425766411412416
166,0.2337419621139498,0.5105816738483699,0.017648004473521897
167,0.23420344729256656,0.4774065298525044,0.023288717976308552
168,0.23450985959597,0.3965007201525595,0.041930912844189386
169,0.2333064123257433,0.2825010867272676,0.07067662827855549
170,0.23193660245414005,0.17899325481805495,0.1034662218188949
171,0.23042264678562838,0.11182726684632235,0.12947177204475752
172,0.22882845526437048,0.07574871891944096,0.15593420319131757
173,0.22717208821239282,0.058219939251857714,0.20671039933310345
174,0.22546932440617967,0.04872537951460999,0.3250623348991094
175,0.22373385969123166,0.04396810959254751,0.5130993932182778
176,0.22197750704667654,0.04699431208495558,0.7054063167915035
177,0.2202103916590012,0.06377396637882174,0.8010188735403971
178,0.218441136639401,0.10325341223119416,0.7550548917461896
179,0.21667703663639123,0.17383737699356394,0.6146474664048401
180,0.214924217821478,0.2749362678484359,0.4515188582968703
181,0.21318778362912455,0.3939524742555442,0.3069386811166297
182,0.21147194627659296,0.5095623631423462,0.18305838775078898
183,0.20978014453058585,0.6042571151029159,0.0889532995623508
184,0.20811514847350535,0.6718397643429687,0.035012859782128446
185,0.20647915219167778,0.7185892772482857,0.01711687658192041
186,0.2048738553922882,0.7546109445652954,0.013866406856470387
187,0.20330053497970102,0.787990691315633,0.0133566358012552
188,0.20176010760413154,0.818597452227903,0.012199039171451471
189,0.23152798154960458,0.5545634198157494,0.012623826383094035
190,0.2323856630623527,0.5457501809295223,0.0131543633123017
191,0.23277373494310952,0.5155775289501482,0.014573815919585339
192,0.23316823383246782,0.48122304018787837,0.020942243940320147
193,0.23396647177415306,0.3933783402911166,0.03786856590511016
194,0.2332416728177341,0.27988956127188724,0.06681367507937046
195,0.23183341198198995,0.17352513285936036,0.09962533227797957
196,0.2302589452849721,0.10529561862770609,0.12613831817988144
197,0.22858914724879772,0.06788910524360688,0.15344110744099546
198,0.22684614245329607,0.05090923623107623,0.20394354468145154
199,0.2250491257871868,0.04278582978878433,0.3125246933113014
200,0.22321462734719713,0.04013627486880029,0.48185543430212713
201,0.22135678093751945,0.044659721682429966,0.6560421648617051
202,0.21948758605545488,0.061922332313456854,0.7440265861265536
203,0.21761715663712844,0.10152312977140211,0.7026621397269955
204,0.21575395244127937,0.17339428714417876,0.5708038960064002
205,0.21390499088999687,0.27775202341346866,0.41969002292889573
206,0.21207603858562393,0.4002840704275933,0.28945104923489673
207,0.21027178269627922,0.5175794126482395,0.18065574524873165
208,0.20849598304732275,0.6103380329900414,0.09600622062535716
209,0.20675160615482976,0.6727527589532101,0.043915765916823286
210,0.20504094265610467,0.7148060263268826,0.02399709634108942
211,0.2033657096835407,0.7495826951553192,0.021101037289809728
212,0.201727139731656,0.7838143599879068,0.021749080248872014
213,0.20012605751286291,0.8201778706964667,0.020307065985427083
214,0.19856294620754258,0.8510792024475534,0.01718416855283253
215,0.19703800440407854,0.8700504311883573,0.013306395929478071
216,0.19555119490575165,0.8816817983548273,0.010502192554789389
217,0.1941022864614883,0.8871727392267733,0.009436689311314092
218,0.23107254561223792,0.5526911036134958,0.013798203811366155
219,0.231691993140121,0.5238369149517328,0.015411099000688612
220,0.23243406598373845,0.4739786467848933,0.022686864905424414
221,0.23282547922507807,0.3868277783143572,0.03948500067573021
222,0.2331225760060707,0.2624296059848185,0.06978356791824657
223,0.23168212637532917,0.15618169293451184,0.10058709230440947
224,0.2300474778568039,0.09262963171382638,0.1257531193769411
225,0.2282980321078173,0.062383626625857926,0.15276067683621325
226,0.22646125998599004,0.048317802402339134,0.1981843863457371
227,0.224560815710224,0.042503902581918135,0.2813931593478675
228,0.22261689449045208,0.041645870039075585,0.4063268945316294
229,0.22064659825074362,0.04712911245481502,0.53969166749258
230,0.21866429306953303,0.06536732629476141,0.6164328530941839
231,0.21668194765999624,0.106901043233983,0.5954768386080006
232,0.21470944653094864,0.18229942083298956,0.4945993445619335
233,0.21275487462652223,0.29156333734554307,0.3704559584103725
234,0.21082477246876363,0.41938619239388114,0.26131070448619725
235,0.20892436232975437,0.541756432060683,0.17135735332325416
236,0.20705774691762355,0.636052054488971,0.09792399971161297
237,0.20522808262035178,0.6949246500592308,0.04978985742686738
238,0.20343772962794512,0.7286700998570823,0.031150931393184735
239,0.20168838133604117,0.7542895320995333,0.03130842896903357
240,0.19998117538851365,0.7850070365514795,0.03444941187312407
241,0.19831678859133922,0.8199044920912733,0.03139480964398818
242,0.19669551775943395,0.8556662190428403,0.023846446761633392
243,0.19511734836600855,0.8739815621523372,0.014835587166483416
244,0.19358201266643024,0.8848603438035669,0.010298479366789874
245,0.19208903877578656,0.890116954520514,0.008814156584168233
246,0.23146329311031388,0.13017500090727713,0.10929377820383793
247,0.22977164276606193,0.07850095769004414,0.13249520913672821
248,0.22793963319555927,0.05688757740088092,0.15844424545560087
249,0.2260018909334888,0.047945041437249564,0.1968968518443466
250,0.22398799205682823,0.04439370138701192,0.25202347100993144
251,0.22192295055122543,0.044645024796888415,0.3283744125108329
252,0.2198277242343274,0.050706463428089876,0.41807133953224784
253,0.21771971078744604,0.07023292924953908,0.48364807893271644
254,0.21561321635973857,0.11506672909215304,0.4860495217947336
255,0.2135198866041214,0.19609241456026838,0.42223494874134526
256,0.21144909530390468,0.3129462661251516,0.3253353267180755
257,0.2094082893894496,0.4493636408615813,0.22953741466192845
258,0.2074032915213223,0.5798168105093117,0.149302010944425
259,0.20543856286508283,0.6795053842880054,0.08529555462343312
260,0.20351742947107437,0.7387882347550933,0.045696183029688094
261,0.20164227600720314,0.7658440095197155,0.0335758972492197
262,0.19981471062792056,0.7792713608216931,0.03877780980775959
263,0.19803570461050748,0.7977548402679904,0.04556445086888259
264,0.19630571012915374,0.8282995976662185,0.0414820122476549
265,0.19462475922258923,0.8604768209036093,0.029847805999631126
266,0.19299254667793178,0.8805864310779906,0.01656755301731102
267,0.19140849922495823,0.8900846074133887,0.01068636219589206
268,0.18987183312480263,0.8979887892297241,0.008899014836281074
269,0.22940771782307579,0.06516068884135699,0.15025929658372794
270,0.22749251587735347,0.052722854009561636,0.17011205163566157
271,0.22544709217997363,0.04796241543522109,0.19689109886925435
272,0.2233090373358829,0.04561887202232547,0.22909657521956903
273,0.221109819137387,0.04589102186106307,0.26937301568916705
274,0.21887549348501883,0.05165398678768556,0.3274950845073899
275,0.21662740533606437,0.07186053928104673,0.388546257254622
276,0.21438284973269647,0.12032326903517741,0.4161388026328757
277,0.21215567610159733,0.2081782501445538,0.3857274688129941
278,0.2099568282295051,0.33432570799436984,0.3051650693100857
279,0.20779481846909914,0.4808911207708821,0.2070984817756272
280,0.20567613859867298,0.6205374272601084,0.1223117989255728
281,0.2036056119953732,0.726858568416854,0.06293989761292723
282,0.20158669289355563,0.7883133655134213,0.033775254700945126
283,0.19962171886807517,0.8120036171433908,0.029843659833424362
284,0.1977121225830785,0.817087821881409,0.039099187266883106
285,0.195858608473443,0.8250732304384918,0.047284530510176837
286,0.19406129950978157,0.8447869818613799,0.04240921692578386
287,0.19231985862480463,0.8701583050283643,0.029820479548244253
288,0.1906335888029952,0.8875751401428406,0.017372809643788772
289,0.18900151528870807,0.8974800234542848,0.010395315376201112
290,0.18742245286720402,0.9037229089392362,0.007787469957605894
291,0.22892119255378532,0.054539858838976364,0.17083368594535805
292,0.22692649136621532,0.05000608615349427,0.1822271572364886
293,0.22476824049109573,0.04717310483659439,0.19626479125538104
294,0.22249510495502192,0.04499396501318011,0.21377242323877746
295,0.22014737573984494,0.044404676395757126,0.23820671381453834
296,0.21775798369447083,0.048730308525814676,0.2823728494479694
297,0.21535350898184497,0.0681244604716977,0.345517007341271
298,0.21295513256926293,0.11880865301867104,0.3932295241568409
299,0.210579500601377,0.21297795255699548,0.38594962974136776
300,0.20823948916322818,0.3486973131843091,0.3114323793078636
301,0.2059448677271026,0.5051106124101261,0.20184550444356167
302,0.2037028660852645,0.6527455286892302,0.1044303488956702
303,0.20151865310696448,0.7645141425522294,0.04433697003753054
304,0.19939573722083606,0.8282828994337825,0.022306459970144084
305,0.1973362988390082,0.8512151434901499,0.023776001695219123
306,0.19534146451478,0.8534435276318817,0.034158759397022266
307,0.19341153180326331,0.8558269591442762,0.04155154325506886
308,0.19154615279563023,0.8670425444763006,0.03674523012430943
309,0.18974448325979495,0.8857380429473695,0.026516025194754718
310,0.18800530332360407,0.8984976556515718,0.015764665795803486
311,0.22826093944058531,0.050169184759782215,0.1850199755210838
312,0.22619831980210403,0.04829024336717456,0.18956823892356675
313,0.2239256532530955,0.045834247116115834,0.19394034788015693
314,0.22150725370896018,0.043055336913500886,0.20241031839555698
315,0.2189957511920438,0.041292928636138794,0.22323657250200432
316,0.21643355510267412,0.043951255817851725,0.26511739284629326
317,0.2138543357410124,0.06228407690289041,0.332138709275572
318,0.2112844235034595,0.1142698152424392,0.3913039638504392
319,0.20874407236211726,0.21318030374759045,0.3985240734845848
320,0.2062485658036207,0.3559633447401954,0.3273754138235151
321,0.2038091631654672,0.5193293874438789,0.20801480749032342
322,0.2014338956953274,0.6717647109936855,0.09906760253389733
323,0.19912822741947225,0.7861541273784505,0.03551751864213013
324,0.19689559808215396,0.8514356955273173,0.01629816398004949
325,0.1947378654441633,0.8752169603611099,0.0194670100629069
326,0.1926556630696419,0.8774763990704763,0.028505513079122857
327,0.19064868800501544,0.8787596033771896,0.03428973690239688
328,0.18871593084214117,0.8878740189990602,0.02986390582303373
329,0.18685585877870492,0.9032740000242299,0.022171298279154688
330,0.22628315272081473,0.05072922982905368,0.1755064422659127
331,0.2268788076241129,0.049181786475986734,0.18210268641883848
332,0.22524509728306086,0.04746579702864439,0.18701017043750937
333,0.22286362395589696,0.044820790292648856,0.18628737434700468
334,0.22029243132826537,0.04163330629170364,0.19170013628391022
335,0.21760183321305437,0.0391159118610647,0.2121320745218406
336,0.2148476316121732,0.04112679011483926,0.25297040000011844
337,0.21207332878079393,0.060004047030845824,0.31972210043091387
338,0.20931223029927162,0.11405601613192974,0.38107021365300525
