fid,X,Y,I,BUILT_AREA_BLOCK,NAT_AREA,INDUSTRIAL_AREA_SURR,ROADS_SURR
118,9.009,45.837,1.007083464221259,0.4192376548040509,0.457255504,0.24407294887658657,0.6853287251840111
119,9.009,45.903,0.7107996263230407,0.263160248131045,0.939022568,0.07885156352792608,0.5244113183737108
120,9.009,45.969,0.4648288008714574,0.09457336618549526,0.839394715,0.015418087285281391,0.2618642820912901
121,9.009,46.035,0.3445763498597991,0.08920806342930043,0.737305504,0.012786585304267475,0.2726230642711234
122,9.075,44.781,0.3333404484066565,0.0535471328569223,0.977647388,0.01591806994758285,0.45524698045787476
123,9.075,44.847,0.3986300257926094,0.07781572011650857,0.541790747,0.025511939335647237,0.4952026884974051
124,9.075,44.913,0.3873654125211547,0.14907086541747455,0.560557662,0.1004226861383641,0.6383150816640473
125,9.075,44.979,0.5426536081330551,0.1728279930817302,0.134432516,0.11498358791263621,0.6837926051716613
126,9.075,45.045,0.7615066847472343,0.17695378448255203,0.041672726,0.13083833326488659,0.6377667054145294
127,9.075,45.111,0.9535363679836482,0.17459869039039272,0.08397579,0.14808027447302236,0.6045480650585855
128,9.075,45.177,1.0766702931828784,0.16838488778584512,0.139438836,0.133628953202186,0.527996692588768
129,9.075,45.243,1.1777044678446238,0.19998531180126417,0.074535808,0.16480446845180463,0.5402468232577267
130,9.075,45.309,1.2541376862386169,0.20910928076041294,0.039416711,0.17762102098796623,0.5617489370807681
131,9.075,45.375,1.3378538738725605,0.3713094291334526,0.0260435129999999,0.39175444660241143,0.6832525746117223
132,9.075,45.441,1.429306843577217,0.5806968785405504,0.042795612,0.60154390900069,0.8142672382664637
133,9.075,45.507,1.5021781948081594,0.75191727879483,0.083781391,0.7227699669351599,0.8732582209252737
134,9.075,45.573,1.5345225327123002,0.7885301838815785,0.175164372,0.7413655381586917,0.9177261464708689
135,9.075,45.639,1.5307228883886106,0.6958127427361847,0.172184299,0.5458952981807873,0.8659218195599157
136,9.075,45.705,1.4346514981323748,0.6273693321845952,0.239037518,0.4490741462371451,0.8471460441950137
137,9.075,45.771,1.2340201337900498,0.4866227541679197,0.301747537,0.27092605088355304,0.7663768339108992
138,9.075,45.837,0.983054697712865,0.3507028134838766,0.452990371,0.21391734724523054,0.6005006372900064
139,9.075,45.903,0.6770430703471247,0.15250793344922228,0.885261208,0.03939364296240464,0.4137910811258667
140,9.075,45.969,0.5346342904989831,0.07833446752526181,0.679976953,0.01105195997256224,0.2301676481896424
141,9.075,46.035,0.3116232502211142,0.073489090598995,0.702368793,0.014093784560960687,0.2607058368114545
142,9.075,46.101,0.1749279590817578,0.04745778990176757,0.960014584,0.011260307913837572,0.1748929825197772
143,9.141,44.781,0.3564852587070559,0.05221058906461424,0.930340352,0.01983366327204784,0.4789677881069426
144,9.141,44.847,0.4305488474307321,0.053412299492987224,0.624203742,0.01783867491570015,0.454871703988761
145,9.141,44.913,0.3332831434139097,0.08106846106506833,0.541029141,0.04284497152316737,0.543743813800882
146,9.141,44.979,0.4693457067555028,0.11944682826425507,0.255515638,0.07930398678648834,0.6033414386045893
147,9.141,45.045,0.721616166161301,0.14548885527228417,0.061823828,0.08124034893508139,0.597563148415024
148,9.141,45.111,0.9408616425692412,0.19565569403564742,0.074953047,0.15495141675350768,0.5991871480941817
149,9.141,45.177,1.1001658741065832,0.19218200910345767,0.108574244,0.1034091538272783,0.4886547181846105
150,9.141,45.243,1.2100504333944568,0.2209131219686408,0.029275784,0.1996520064552992,0.5450752257279619
151,9.141,45.309,1.2995137934754828,0.23519197157020338,0.074860579,0.23410347168366766,0.6048722386465974
152,9.141,45.375,1.3683218291958703,0.47944575063870054,0.07395506,0.4794898246735451,0.6786176187089418
153,9.141,45.441,1.45339511740533,0.7487168562868869,0.019562563,0.7755747711879444,0.8580334345205117
154,9.141,45.507,1.5327717198451305,0.9364715066900715,0.01201918,0.8816689619448326,0.93944146018601
155,9.141,45.573,1.5660821155203737,0.9136320440192223,0.075648387,0.8311087142074296,0.939808650494542
156,9.141,45.639,1.547103462726441,0.7948777861847705,0.160784951,0.6026658693081037,0.9088856367775943
157,9.141,45.705,1.4225479243434005,0.6898063644929896,0.272704578,0.49463184673831956,0.9245425240810325
158,9.141,45.771,1.2077845170110264,0.49073191142169703,0.399552992,0.33207753057349343,0.7717965228740304
159,9.141,45.837,0.9152675332349028,0.29051751752501465,0.816512539,0.18820253839871928,0.5997141069707168
160,9.141,45.903,0.6736491065162142,0.13183860403355135,0.647375346,0.032708320445918676,0.3484786050206795
161,9.141,45.969,0.5556177059642524,0.08243833830282976,0.710537275,0.01456941824326066,0.26247182522126095
162,9.141,46.035,0.3693200643729409,0.07574026239908443,0.7520103979999999,0.009584539125431498,0.21415904732834534
163,9.141,46.101,0.1439679134467668,0.04654359533458993,0.93940381,0.012310770379825652,0.13912323064918433
164,9.141,46.167,0.1045368284452815,0.01062172743630272,0.998735116,0.0008901346631668858,0.05372048110622045
165,9.207,44.715,0.0257001075539968,0.028634948332423176,0.895719713,0.009620415930481322,0.4590764698543542
166,9.207,44.781,0.236291150822071,0.043881128666706876,0.792813828,0.013438958157168961,0.4614938490160803
167,9.207,44.847,0.3799905980896704,0.04940333192176982,0.594234122,0.012676107607691502,0.4435207318007445
168,9.207,44.913,0.3978518109402791,0.07020593976385041,0.486695938,0.0240935779957621,0.5463186136462252
169,9.207,44.979,0.4848001024954965,0.1308441118445613,0.240848789,0.07614608006807652,0.6823966434117006
170,9.207,45.045,0.7100843223866607,0.15987876763462933,0.104396403,0.10221400530654563,0.6523100976775207
171,9.207,45.111,0.9415966117282872,0.22258926008266086,0.065050393,0.1863073506194189,0.6269303721771854
172,9.207,45.177,1.1040724017332562,0.19758164645827603,0.06033811,0.14470668971859632,0.5125955781977972
173,9.207,45.243,1.2379377101277984,0.21929518837696987,0.033449741,0.19590890274468856,0.5362358813226845
174,9.207,45.309,1.334132727304205,0.2600273729315886,0.037156204,0.26689983526617317,0.615205806012775
175,9.207,45.375,1.411404060878091,0.512304971105035,0.055493208,0.5861230103798972,0.72609216992051
176,9.207,45.441,1.4972257620809462,0.8075792155887933,0.026855772,0.8948069114187068,0.8744569785261284
177,9.207,45.507,1.5846962572469585,1.0,0.002733228,1.0,0.9803078361177872
178,9.207,45.573,1.6250797856346222,0.9811408813124594,0.014212462,0.8738456892709876,1.0
179,9.207,45.639,1.6056025393614823,0.833833606195244,0.044350187,0.6142335478607215,0.9912444413844
180,9.207,45.705,1.463762315803957,0.6721778644100941,0.205956592,0.44151309812879264,0.9362380275358371
181,9.207,45.771,1.2497746762939437,0.45016860215025895,0.274117465,0.2894196023144666,0.7486392670546673
182,9.207,45.837,0.9630649247201756,0.25773426585142284,0.786472597,0.15522698619282818,0.5525481972639317
183,9.207,45.903,0.7205711063983864,0.12080374450075675,0.899372739,0.03925712895931548,0.3306773185581156
184,9.207,45.969,0.5542402802095028,0.08685668698500343,0.483829022,0.014113681051320298,0.28541150905803775
185,9.207,46.035,0.4547744441316043,0.07970510932803797,0.806227532,0.012811458301030663,0.24539110434991662
186,9.207,46.101,0.1786342306739945,0.06508467023526696,0.980529901,0.015728596009065135,0.23362802710586938
187,9.207,46.167,0.1283433749714496,0.039159841588576154,0.970067704,0.007710573682277794,0.1327036073073732
188,9.207,46.233,0.0,0.02509613543830804,1.0,0.004378105498519805,0.05928559496915149
189,9.273,44.649,0.0,0.02016458678948022,0.986165307,0.002771101441557438,0.48370428903434537
190,9.273,44.715,0.0291174664744674,0.0301583769527113,0.865320034,0.010722228643818922,0.49848134452530934
191,9.273,44.781,0.2042087415228476,0.04235468813247072,0.708118152,0.013765135774282178,0.4713863447026036
192,9.273,44.847,0.3776542628574276,0.05016194812173718,0.65211746,0.017303867169300442,0.4900002696664874
193,9.273,44.913,0.4019902873471182,0.06563811297328948,0.407671556,0.018036944575735753,0.5183816022735065
194,9.273,44.979,0.487538840683407,0.12323272346176635,0.203720129,0.05677891625382278,0.630062577758217
195,9.273,45.045,0.7036509767827032,0.14296053553321234,0.188375968,0.08079952954356133,0.5688305487658339
196,9.273,45.111,0.948166308808258,0.17667918254068665,0.073189153,0.12501821656545506,0.5730870549882228
197,9.273,45.177,1.1008021612206664,0.15918670500200638,0.035125448,0.13234444420474611,0.4668293333748695
198,9.273,45.243,1.2475014596044367,0.184640603432113,0.032602831,0.16503730457854507,0.5109535822907636
199,9.273,45.309,1.362997596218097,0.2486256516255273,0.032946133,0.25520200316206,0.6137136208704237
200,9.273,45.375,1.455604600086988,0.42687884359118666,0.029553602,0.47068787646369964,0.6985021392867559
201,9.273,45.441,1.538382982023118,0.6782212971071425,0.0455979,0.693828120889328,0.7790716037235687
202,9.273,45.507,1.6316754360627574,0.8536044572823402,0.045632023,0.8502969678844203,0.8870176807878013
203,9.273,45.573,1.67758598947551,0.8756161042071474,0.034733237,0.7939410440464331,0.9275569243453525
204,9.273,45.639,1.653545729341501,0.7478948655914979,0.138129644,0.5996399598377786,0.976533187167891
