rfuid,fid,Target,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,URBAN_AREA_BLOCK
0,1.0,1,0.9174172510132024,0.07967837442762779,0.0287637172784574,0.008905628326479313,0.08107331753259937,0.10486501609315747
1,1.0,1,0.8100476723804771,0.06732241374641361,0.02876665710807154,0.008194253527682499,0.08986697000679172,0.09118150992320635
2,1.0,1,0.9870089726605236,0.07930965552624349,0.030356347071291683,0.00957557680908459,0.08067176735509411,0.0958769636480235
3,1.0,1,0.8775277894880739,0.07444920156222914,0.029286684357134236,0.008747297928586672,0.08318235106256575,0.1046600960405069
4,1.0,1,0.9377813244379886,0.06701757757972517,0.02530508241496643,0.008656466712690582,0.09579151930130415,0.09882658481843588
5,1.0,1,0.9116997134416243,0.0756318294419011,0.02735649623515887,0.009778593097148295,0.09439543886662491,0.09231372894018908
6,1.0,1,0.8651041107798315,0.07765954443780798,0.030260346950893677,0.008661955306116994,0.09523157454324108,0.10109761026123588
7,1.0,1,0.8641012544286708,0.0659367087325106,0.025545940978772795,0.008288263195470524,0.09753388346913228,0.10309403748182719
8,1.0,1,0.9077605727420881,0.07392308113857753,0.029847756914984664,0.009749429819056587,0.09495575614514169,0.10443574242227903
9,1.0,1,0.8999874935058071,0.06908950748424102,0.028077953357883823,0.008371788236368805,0.09577344886981241,0.0915779795377575
10,1.0,1,0.8609641562331882,0.07310040283621758,0.030303504698881416,0.00851406044347048,0.08452915759324808,0.1068198204555867
11,1.0,1,0.9674525809431055,0.07157456156041626,0.02813471792078095,0.009239084144208909,0.0940933475021917,0.09900061281288056
12,1.0,1,0.8747783273120453,0.06752001099533703,0.02498721739488018,0.008579186491741437,0.0889831397530981,0.09518551094981026
13,1.0,1,0.9565623816125459,0.07866328509378799,0.029565337321914603,0.009513090717202265,0.09101764609672386,0.09868228888943217
14,1.0,1,0.9344732358283472,0.07699166994249401,0.030573954059857182,0.008529741833435555,0.09458814334784438,0.09501363047885446
15,1.0,1,0.9333182233114641,0.07392711386076375,0.030309109459788826,0.008246618494705382,0.08167821741893942,0.10231822198310415
16,1.0,1,0.9788427108336734,0.07674096910411243,0.02679810385128331,0.009055218545007739,0.08439553495255774,0.09552099746866224
17,1.0,1,0.9174611817236089,0.07697185347363097,0.025275686093192907,0.008069836771290733,0.08063338184629588,0.10233768011185264
18,1.0,1,0.8458687240380375,0.07057625354026094,0.024918517855969848,0.008212957646663195,0.09506333085762006,0.09603357394346897
19,1.0,1,0.9790583586200304,0.06690294384022719,0.028750902115881254,0.009512530327899888,0.08442594231238655,0.10872550146248189
20,1.0,1,0.9498097649027356,0.07592797792690581,0.026006354076648683,0.00970644846459787,0.09549290608801235,0.10504917306786762
21,1.0,1,0.8652702766634732,0.07415982658691847,0.027427870174043766,0.00944378442704789,0.08075388585710237,0.0941555831240183
22,1.0,1,0.9429677185085626,0.07653337732490816,0.028664746639665135,0.008546425384546719,0.09226009512287903,0.10270851363436562
