fid,left,bottom,right,top,lng_cen,lat_cen,X_UTM,Y_UTM,area,h_mean,aspect_major,slope_mean,aq_zone,clim_zone,pop,dusaf,dsf2,dsf3,dsf4,dsf5,dsf11,dsf12,dsf13,dsf14,siarl,siarl2,siarl9,siarl12,soil,soil1,soil2,soil4,soil5,soil7,soil8,soil9,soil_text,soil_text1,soil_text2,soil_text3,soil_text4,soil_text5,soil_text6,soil_text7,soil_text8,soil_text9,soil_text10,int_prim,int_prim_sec,int_sec,highway,prim_road,sec_road,farms,farm_pigs,farm_poultry,farm_sheep,urban,agricultural
1,8.448,45.276,8.514,45.342,8.481,45.309,459315.3274,5017408.315,1.780350811,115.2788633,315.7292786,0.382622744,2,4,1838.145386,2,0.842632675,0.081934063,0,0.067614326,0.007818936,0,0,0,12,0,0.016527002,0.419925512,7,0,0,0,0,0.956108683,0.043891317,0,0,0,0,0,0.041895838,0,0,0.143410063,0,0,0,0,0,0,0,0.20384802,0,0,0,0,0,0,1
2,8.514,45.144,8.58,45.21,8.547,45.177,464406.7692,5002712.965,13.64261895,102.2476712,146.4658508,0.583363998,2,4,1156.989014,2,0.85216652,0.083021597,0.001268445,0.042134271,0.009273918,0.007348774,0.0029571,0.001829376,12,0.036492019,0.169079689,0.346347831,7,0,0,0.001161665,0,0.99767667,0.001161665,0,0,0,0,0,0.176181555,0,0,0.182787747,0,0,0,0,0.219899127,0.439798254,0,0.299643216,0.731568513,0.002809783,0,0,0,0,1
3,8.514,45.21,8.58,45.276,8.547,45.243,464447.9107,5010044.998,26.83287937,109.3110623,39.64907074,0.558838489,2,4,616.2735596,2,0.877877461,0.059548283,0,0.028247095,0.027202618,0.003497996,0.001389959,0.002236588,12,0.00061443,0.051412421,0.592064638,7,0,0,0,0,0.994289521,0.005710479,0,4,0,0,0,0.498295988,0,0,0.193318955,0,0,0,0,0.59628338,0.260873979,0,0.502577621,0.751814398,0.001878241,0,0,0,0,1
4,8.514,45.276,8.58,45.342,8.547,45.309,464489.0997,5017377.115,32.66394506,121.3017773,24.88697815,0.444355242,2,4,3165.408691,2,0.862889767,0.031261267,0,0.027481267,0.04777042,0.020335648,0.002025408,0.008236223,12,0.000335909,0.079510818,0.56346807,7,0,0,0,0,0.957586273,0.042413727,0,4,0,0,0,0.565563917,0,0,0.300525302,0,0,0,0,1.3776658,1.867502529,0,0.719363465,0.741110272,0.003932453,0,0,0,0,1
5,8.514,45.342,8.58,45.408,8.547,45.375,464530.3361,5024709.317,3.666043929,127.9629916,180.5752258,0.198798456,2,4,2366.263672,2,0.942808826,0.039646036,0,0.006764391,0.009315616,0.001465132,0,0,12,0,0.031816701,0.776740146,7,0,0,0,0,0.948976678,0.051023322,0,0,0,0,0,0.090562551,0,0,0.008283965,0,0,0,0,0.2727736,0.2727736,0,0.493599279,0.530880077,0.001415907,0,0,0,0,1
6,8.514,45.738,8.58,45.804,8.547,45.771,464778.7479,5068704.305,8.762770875,209.7732161,0,3.354748915,3,2,20479.97266,5,0.064957405,0.173713115,0.007677088,0.594469822,0.135546499,0.008971799,0.000267452,0.01439682,19,0,0,0,7,0,0,0,0,0.984628523,0,0.015371477,0,0,0,0,0.232963603,0,0,0,0,0,0,0,0.456476617,0.456476617,0,0.586364613,0.71718972,0,0.342357462,0.114119154,0.798834079,0,0
7,8.514,45.804,8.58,45.87,8.547,45.837,464820.3149,5076037.099,1.212079134,193.8804977,0,0.140557752,3,2,5331.368164,5,0,0,0,1,0,0,0,0,19,0,0,0,7,0,0,0,0,0.85111536,0,0.14888464,0,0.007783913,0,0,0.024333045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8.514,45.87,8.58,45.936,8.547,45.903,464861.9289,5083369.977,5.774622341,,,,3,2,15305.69824,5,0,0,0,1,0,0,0,0,19,0,0,0,7,0,0,0,0,1,0,0,0,0.027743547,0,0,0.009325562,0,0,0,0,0.116885928,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8.58,45.012,8.646,45.078,8.613,45.045,469522.3651,4988022.189,1.970782649,87.09307918,172.6531219,0.305189428,2,4,8185.416016,2,0.585656566,0.300579125,0.004781145,0.104390572,0.004592593,0,0,0,4,0.004739336,0.186808847,0,7,0,0,0.204742921,0,0.77767556,0.017581519,0,0,0,0,0,0.051701796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507412626,0.507412626,0,0
10,8.58,45.078,8.646,45.144,8.613,45.111,469557.431,4995354.053,19.44496745,95.54868746,62.26390839,0.388017247,2,4,1397.963135,2,0.882210455,0.07070058,0.005544633,0.012022277,0.02325677,0.003405969,0.000531583,0.002327732,12,0.015933568,0.098636373,0.390077349,7,0,0,0.001532802,0,0.998467198,0,0,0,0,0,0,0.334367307,0.169604464,0,0,0,0,0,0,0.205708753,3.188485667,0,0.24960604,1.078292472,0.001453453,0.102854376,0.205708753,0.411417505,0,1
11,8.58,45.144,8.646,45.21,8.613,45.177,469592.5376,5002686.002,37.70782727,102.5572829,47.92770386,0.378096222,2,4,1666.596558,2,0.900302017,0.039935583,0.009491547,0.005906071,0.0286301,0.010232102,0.000185139,0.005317442,12,0.018859958,0.075883722,0.692924809,7,0,0,0,0,1,0,0,4,0,0,0,0.99214126,0,0,0,0,0,0,0.026519693,0.795590788,0.556913551,0,0.707164696,0.810774304,0.005009692,0.053039386,0.026519693,0.132598465,0,1
12,8.58,45.21,8.646,45.276,8.613,45.243,469627.6847,5010018.035,37.97936296,109.5130526,102.1904449,0.342393112,2,4,1505.342041,2,0.910654015,0.031826999,0.010959538,0.004496904,0.026658716,0.011837873,0,0.003565954,12,0.003237708,0.005496574,0.789559736,7,0,0,0,0,0.997341183,0.002658817,0,4,0,0,0,0.936158657,0,0,0.063841343,0,0,0,0.026330089,0.710912398,0.526601776,0,0.608445635,0.698661699,0.002377205,0,0,0,0,1
13,8.58,45.276,8.646,45.342,8.613,45.309,469662.8725,5017350.153,37.02122796,120.3851112,16.27208519,0.294805862,2,4,5379.614258,2,0.900688523,0.01135015,0.001487589,0.003386117,0.049925261,0.026261302,0.000819001,0.006082057,12,0.002363805,0.028089515,0.671221226,7,0,0,0,0,0.948189468,0.051810532,0,7,0,0,0,0.435396451,0,0,0.539711043,0,0,0,0,0.540230595,0.756322833,0,0.354142125,1.04189573,0.004072481,0.02701153,0.054023059,0.135057649,0,1
14,8.58,45.342,8.646,45.408,8.613,45.375,469698.1007,5024682.356,4.3550259,125.1744168,210.1008606,0.291360469,2,4,1696.228516,2,0.944947173,0.030247261,0,0.01531623,0.007318773,0.002170563,0,0,12,0,0.166436908,0.609318996,7,0,0,0,0,0.995442028,0.004557972,0,0,0,0,0,0.079120915,0,0,0.03707917,0,0,0,0,0.459239519,0,0,0.228252394,0.178581773,0.002455424,0,0,0,0,1
15,8.58,45.672,8.646,45.738,8.613,45.705,469874.8484,5061344.639,6.884526819,200.6272201,0,1.431542087,1,2,21140.73828,5,0.128523591,0.221523197,0.014701447,0.248281222,0.242365069,0.097635859,0.00050268,0.046466935,17,0.007774481,0.002255193,0,7,0,0,0,0,1,0,0,0,0,0,0,0.121418849,0,0,0.013046509,0,0.048401554,0,0,0.871519591,4.357597957,0,0.239830551,2.851373739,0.001618511,0.145253265,0,0.435759796,1,0
16,8.58,45.738,8.646,45.804,8.613,45.771,469910.3189,5068677.35,37.04180029,241.5699136,0,3.799151083,3,2,11036.96387,3,0.248074517,0.478537532,0.011301487,0.073379462,0.132781507,0.031314853,0.001303437,0.023307205,4,0.001697943,0.034245518,0,7,0,0,0,0,1,0,0,4,0,0,0,0.786834897,0,0,0,0,0.197144517,0,0,0.755902785,0.728906257,0,0.535952374,0.935439785,0.008566581,0.512934033,0.161979168,1.37682293,0,0
17,8.58,45.804,8.646,45.87,8.613,45.837,469945.8296,5076010.146,33.04955042,207.2190923,0,2.447878406,3,2,10447.15137,5,0.103764841,0.229324563,0.006875425,0.44871115,0.135283318,0.054361877,0.001170217,0.020508609,19,0.001298027,0.00988973,0,7,0,0,0,0,1,0,0,4,0.145805271,0,0,0.656872038,0,0,0,0,0.076627588,0,0,0.847212735,0.574894356,0,0.58475896,0.627603899,0.003661118,0.272318379,0.030257598,0.937985528,0,0
18,8.58,45.87,8.646,45.936,8.613,45.903,469981.3804,5083343.026,34.18216663,319.3233178,0,13.93318613,3,2,11696.28125,5,0.066221717,0.344117202,0.000997005,0.387303347,0.15281539,0.022900716,0.002381431,0.023263192,19,0,0.000884533,0,7,0,0,0.018414591,0,0.981585409,0,0,9,0.081669359,0,0.220244142,0.280929938,0,0,0,0,0.327826536,0,0,0.64361046,0.292550209,0,0.651631483,0.559556311,0.000480288,0.087765063,0,1.199455858,0,0
19,8.58,45.936,8.646,46.002,8.613,45.969,470016.9714,5090675.991,3.15930815,195.0700707,0,0.618545214,3,2,5541.912598,5,0.000118304,0.004301202,0,0.993603123,0.00197737,0,0,0,19,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0.007331867,0.071735653,0,0,0,0,0.00529894,0,0,0,0,0,0.074445531,0,0,0,0,0,0,0
20,8.646,44.946,8.712,45.012,8.679,44.979,474691.0496,4980667.684,0.00610594,78.69505438,0.115086526,0.092433119,2,4,2937.479492,3,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0.530602547,0.019482988,0.384812773,0.065101692,0,0,0,0,0,9.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,8.646,45.012,8.712,45.078,8.679,45.045,474720.1013,4987999.463,28.71569003,86.89250673,0,0.359444916,2,4,2979.881836,2,0.857312778,0.059151318,0.009028476,0.021335817,0.034063454,0.01450624,0.000888838,0.003713078,12,0.006864177,0.096197756,0.387400547,7,0,0,0.047132993,0.001200841,0.951666166,0,0,4,0,0,0,0.743765177,0.010418718,0,0,0,0,0,0,0.452714178,0.41789001,0,0.546524909,0.643697636,0.00428113,0,0.27859334,0.348241675,0,1
22,8.646,45.078,8.712,45.144,8.679,45.111,474749.1868,4995331.327,38.06606076,97.0175945,10.19008541,0.307165083,2,4,1237.091309,2,0.925217082,0.023346039,0.006692695,0.002891395,0.025727888,0.014121712,0.000393359,0.00160983,12,0.027909471,0.10452644,0.565880082,7,0,0,0,0,1,0,0,4,0,0,0,0.797805952,0.090143204,0,0.112050844,0,0,0,0.078810361,0.420321927,0.63048289,0,0.463493789,0.614381218,0.003637413,0,0.105080482,0.105080482,0,1
23,8.646,45.144,8.712,45.21,8.679,45.177,474778.3061,5002663.276,38.02260331,101.7522762,72.72167969,0.324718051,2,4,2676.284424,2,0.894365728,0.035983207,0.009939741,0.00259846,0.040379846,0.011971978,0.001014016,0.003747024,12,0.010382408,0.018497023,0.675178951,7,0,0,0,0,1,0,0,4,0,0,0,0.959701542,0,0,0.040298458,0,0,0,0,0.631203492,0.157800873,0,0.769197925,0.567655061,0.001255614,0,0.052600291,0.052600291,0,1
24,8.646,45.21,8.712,45.276,8.679,45.243,474807.459,5009995.309,37.97909405,108.7411232,163.2628632,0.382182085,2,4,1396.320557,2,0.899210705,0.03436882,0.00091059,0.011494624,0.023758128,0.021504803,0,0.00875233,12,0.005948027,0.043507723,0.642419223,7,0,0,0,0,1,0,0,4,0,0,0,0.749958886,0,0,0.250041114,0,0,0,0,0.579266055,0.315963303,0,0.666092462,0.540874951,0.003529287,0,0,0.078990826,0,1
25,8.646,45.276,8.712,45.342,8.679,45.309,474836.6456,5017327.428,14.67766929,116.1025335,180,0.334987038,2,4,2778.598633,2,0.918607689,0.013498558,0.00275777,0.014588965,0.037841319,0.005363137,0,0.007342562,12,0,0.055107602,0.735249958,7,0,0,0,0,0.995425086,0.004574914,0,0,0,0,0,0.288536051,0,0,0.099388304,0,0,0,0,0.545045664,0,0,0.654237435,0.366423161,0.002516155,0,0,0,0,1
26,8.646,45.54,8.712,45.606,8.679,45.573,474953.7278,5046656.749,5.071593424,148.6151486,184.0476227,1.685879087,1,2,5387.434082,3,0.159136066,0.609258539,0,0.1509309,0.030912608,0.044610662,0.002869968,0.002281257,4,0.026762246,0,0,7,0,0,0,0,0.999221866,0,0.000778134,0,0,0,0,0.022974047,0,0,0,0,0.036215572,0.075145657,0,0.197176689,0.197176689,0,0.560888194,0.319744767,0.000515969,0.394353378,0,0.394353378,0,0
27,8.646,45.606,8.712,45.672,8.679,45.639,474983.0821,5053989.292,19.85061669,188.4862273,0,2.115181087,1,2,2707.292969,3,0.119278536,0.626415231,0.000110012,0.063546707,0.039098545,0.118327334,0.010150623,0.023073012,4,0.022611877,0.0003289,0,7,0,0,0,0,1,0,0,0,0,0,0,0.105103613,0,0,0.225612483,0,0.19463632,0,0.151128806,0.604515224,0.856396568,0,0.976995325,1.041177812,0.004086246,0.151128806,0,0.302257612,0,0
28,8.646,45.672,8.712,45.738,8.679,45.705,475012.4698,5061321.919,35.3840227,257.0542267,0,3.804901594,1,2,20784.69922,3,0.136416463,0.543200643,0.000363793,0.01968777,0.186692245,0.088312142,0.010336852,0.014990092,4,0.004761081,0.003919534,0,7,0,0,0,0,1,0,0,9,0,0,0,0.3930307,0,0,0.075232614,0,0.471547277,0,0.113045372,0.706533573,1.045669689,0.290763285,0.657731194,1.32005823,0.007949375,0.452181487,0.028261343,1.413067147,1,0
29,8.646,45.738,8.712,45.804,8.679,45.771,475041.8909,5068654.631,37.62916127,293.7929473,0,6.523265062,3,2,14232.18555,3,0.121121298,0.461408398,0.016954985,0.164187781,0.140775372,0.052667652,0.014487428,0.028397086,4,0.00205156,0.00387517,0,7,0,0,0,0,1,0,0,4,0,0,0,0.783939641,0,0,0,0,0.211673009,0,0.106300536,0.876979419,0.398627009,0,0.940412851,0.76363589,0.002760517,0.239176205,0.053150268,0.823829152,0,0
30,8.646,45.804,8.712,45.87,8.679,45.837,475071.3454,5075987.428,37.58518813,263.0345098,0,5.588680037,3,2,22731.44531,3,0.218953373,0.424601655,0.024963349,0.011931195,0.205375347,0.077897302,0.002307548,0.033970231,4,0.001651887,0.011204573,0,7,0,0,0.01436196,0,0.98563804,0,0,4,0,0,0.050209483,0.655732526,0,0,0,0,0.258695218,0,0.079818677,1.144067707,0.798186772,0,1.257979081,0.995071516,0.007999883,0.851399224,0.319274709,3.192747089,1,0
31,8.646,45.87,8.712,45.936,8.679,45.903,475100.8331,5083320.31,37.54116372,517.3750875,180,18.98573803,3,2,12049.09668,3,0.100146705,0.725253433,0,0.000895701,0.125127666,0.035933065,0.005245029,0.007398402,4,0,0.01042653,0,7,0,0,0.021561267,0,0.978438733,0,0,9,0,0,0.410965971,0.166270072,0,0,0,0,0.422763957,0,0,0.799122803,0.372923975,0,1.052426554,0.474798454,0.003334874,0.213099414,0.07991228,1.704795314,0,0
32,8.646,45.936,8.712,46.002,8.679,45.969,475130.3542,5090653.277,25.8026934,325.8761815,0,12.48160921,3,2,4305.19043,5,0.068940065,0.305525446,0,0.469348042,0.127053047,0.009892823,0.006844351,0.012396225,19,0,0,0,7,0,0,0.004072283,0,0.995927717,0,0,4,0,0,0.003285852,0.509357174,0,0,0,0,0.134653234,0.040697868,0,0.813868524,0.503823372,0,0.633933086,0.642643028,0.001886621,0.232533864,0.038755644,1.821515269,0,0
33,8.646,46.002,8.712,46.068,8.679,46.035,475159.9085,5097986.328,0.016767317,,,,3,2,4969.314453,5,0,0,0,1,0,0,0,0,19,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000400474,0,0,0,0,0,0,0,0,0,0,0,0
34,8.646,46.068,8.712,46.134,8.679,46.101,475189.4959,5105319.464,0.712896408,,,,3,2,1954.641724,5,0,0,0,1,0,0,0,0,19,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0.017953471,0,0,0,0,0.000951952,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8.712,44.946,8.778,45.012,8.745,44.979,479894.7591,4980649.195,0.564471603,76.4041069,329.290802,0.241950831,2,4,3175.848145,3,0.224402528,0.427614387,0,0.347983085,0,0,0,0,19,0,0,0,7,0,0,0.403568977,0.058829297,0.486420237,0.051181488,0,0,0,0,0,0.015621158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8.712,45.012,8.778,45.078,8.745,45.045,479917.8375,4987980.974,33.45258465,82.28451761,25.12592506,0.338573292,2,4,729.1890869,2,0.858166624,0.095744537,0.001441396,0.010316733,0.024137412,0.004542389,0.004508942,0.001141968,12,0.059701128,0.086404392,0.452613602,7,0,0,0.011070111,0,0.988929889,0,0,4,0,0,0,0.838670011,0,0,0.040102963,0,0,0,0,0.478288903,0.119572226,0,0.56582224,0.431742151,0.003185782,0.089679169,0.029893056,0.239144451,0,1
37,8.712,45.078,8.778,45.144,8.745,45.111,479940.9427,4995312.838,38.06584047,93.22047244,26.72197151,0.369490375,2,4,6086.440918,2,0.881570014,0.034496903,0.000702061,0.003935884,0.054436706,0.018756868,0.001385224,0.004716341,12,0.026820787,0.1582845,0.447603409,7,0,0,0,0,0.998856271,0,0.001143729,4,0,0,0,0.848264094,0,0,0.151735906,0,0,0,0.052540545,0.683027083,0.604216266,0,0.798542493,0.792256227,0.005451444,0.052540545,0.026270272,0.078810817,0,1
38,8.712,45.144,8.778,45.21,8.745,45.177,479964.0748,5002644.787,38.02238379,98.85305728,29.03014374,0.536591153,2,4,869.3182373,2,0.936048553,0.025787857,0.001093852,0.010305052,0.019611553,0.003245818,0.001725918,0.002181397,12,0.008650668,0.027540463,0.686182544,7,0,0,0,0,0.996148788,0,0.003851212,4,0,0,0,0.692594662,0,0,0.307405338,0,0,0,0,0.315603568,0.105201189,0,0.663783484,0.342047252,0.002759183,0,0,0.026300297,0,1
39,8.712,45.21,8.778,45.276,8.745,45.243,479987.2335,5009976.821,37.97887529,107.5399219,14.18084335,0.300973305,2,4,13546.30566,2,0.797081154,0.027988056,9.89E-05,0.002927686,0.078010577,0.073213186,0.000730343,0.019950076,12,0,0.150308366,0.441076753,7,0,0,0,0,0.993935948,0,0.006064052,7,0,0,0,0.297699483,0,0,0.702300517,0,0,0,0.052660854,1.211199638,0.974225796,0,0.679237968,1.21783132,0.004307136,0.026330427,0.026330427,0.052660854,0,1
40,8.712,45.276,8.778,45.342,8.745,45.309,480010.4191,5017308.939,32.91940442,114.6744116,31.74739075,0.300549063,2,4,10053.93457,2,0.805591703,0.038601977,0.000513884,0.009191641,0.074535805,0.049943837,0.001354711,0.020266443,12,0.003954088,0.10627696,0.378600823,7,0,0,0,0,1,0,0,7,0,0,0,0.36596775,0,0,0.452028396,0,0,0.050532835,0,1.154334371,1.215088812,0,0.723528914,1.019639463,0.003393899,0.03037722,0.091131661,0.182263322,0,1
41,8.712,45.342,8.778,45.408,8.745,45.375,480033.6313,5024641.143,12.1341646,121.1158148,170.2854309,0.206067511,2,4,2292.94751,2,0.963630057,0.020582411,0,0,0.014184849,0,0,0.001602684,12,0,0.062291884,0.639938112,7,0,0,0.01809007,0,0.947062744,0.034847187,0,0,0,0,0,0.239946602,0,0,0,0,0,0.080855693,0,0.164823873,0.247235809,0,0.098620974,0.900746787,0,0,0,0,0,1
42,8.712,45.474,8.778,45.54,8.745,45.507,480080.1357,5039305.805,22.85166288,140.6122666,194.0482025,0.796120541,1,4,10509.10449,3,0.283661946,0.408638482,0.000766005,0.041778157,0.130528613,0.110324509,0.000627261,0.023675027,4,0.033871025,0.082656747,0,7,0,0,0,0,1,0,0,0,0,0,0,0.138618774,0,0,0,0,0.294387114,0.17126414,0,0.743928356,1.487856712,0,0.371847048,1.309958293,0.009869647,0.131281475,0,0.218802458,1,0
43,8.712,45.54,8.778,45.606,8.745,45.573,480103.4279,5046638.264,37.75935032,187.7796337,274.1705322,0.974999156,1,2,17005.71875,3,0.269045724,0.416665255,0.00409282,0.027515038,0.125352476,0.089209352,0.04108344,0.027035895,4,0.038889249,0.033653534,0,7,0,0,0,0,1,0,0,4,0,0,0,0.902498759,0,0.028595069,0,0,0.034436538,0.034453086,0.105934026,0.900439221,1.509559871,0,0.95376589,1.443786148,0.00434061,0.052967013,0.07945052,0.211868052,1,0
44,8.712,45.606,8.778,45.672,8.745,45.639,480126.7466,5053970.807,37.71673928,232.2765032,270,0.937411238,1,2,30588.57813,12,0.14387118,0.300874284,0,9.61E-05,0.177200086,0.34676926,0.011213952,0.019975162,17,0.021507355,0.015500016,0,7,0,0,0,0,1,0,0,4,0,0,0,0.70346977,0,0.29636445,0.00016578,0,0,0,0.07954028,0.742375946,1.405211612,0,0.51424846,1.243933493,0.00579611,0.106053707,0.053026853,0.503755106,1,0
45,8.712,45.672,8.778,45.738,8.745,45.705,480150.0919,5061303.435,37.67286961,284.8696861,270,2.54666914,1,2,21982.32031,3,0.184200402,0.556153639,0.001008515,0.001635124,0.164311579,0.074674673,0.001110357,0.016905712,4,0.003852624,0.02354984,0,7,0,0,0,0,1,0,0,4,0,0,0,0.683040159,0,0,0,0,0.316959841,0,0.026544301,0.743240435,1.327215063,0.312802317,0.527466677,1.098825571,0.003911511,0.265443013,0.079632904,1.167949255,1,0
46,8.712,45.738,8.778,45.804,8.745,45.771,480173.4638,5068636.148,37.62894856,288.398421,0,4.252436411,1,2,13481.9082,3,0.224578528,0.405546838,0.058542323,0.101165422,0.141400744,0.053757563,0.001907673,0.01310091,4,0.003430867,0.021964063,0,7,0,0,0,0,1,0,0,4,0,0,0,0.63815309,0,0,0,0,0.290961296,0,0,0.983285513,0.690957388,0,0.663969,0.875663082,0.004228943,0.584656251,0.053150568,2.099447447,0,0
47,8.712,45.804,8.778,45.87,8.745,45.837,480196.8621,5075968.946,37.58497618,446.3020566,0,10.10688046,1,2,13201.10742,3,0.077804401,0.475589803,0.005569812,0.246163444,0.136492656,0.030763341,0.000974735,0.026641808,4,0,0,0,7,0,0,0.104429976,0,0.895570024,0,0,4,0.016306787,0,0.290280756,0.437424159,0,0,0,0,0.142289599,0,0.026606376,0.585340267,0.452308388,0,0.382812547,0.490840303,0.000516013,0.266063758,0.026606376,0.984435904,0,0
48,8.712,45.87,8.778,45.936,8.745,45.903,480220.2869,5083301.829,37.54095252,549.3506378,180,18.99709181,3,2,7746.510742,3,0.089616335,0.802809005,0,0.00031014,0.081558366,0.021063277,0.000218589,0.004424289,4,0,0.014710683,0,7,0,0,0.063174114,0,0.936825886,0,0,9,0.020735753,0,0.289217075,0.343756772,0,0,0,0,0.346290401,0,0.026637577,0.55938911,0.266375766,0,0.799940209,0.447145783,0.002106443,0.31965092,0.106550307,1.704804905,0,0
49,8.712,45.936,8.778,46.002,8.745,45.969,480243.7381,5090634.797,37.49687764,386.7200614,0,14.02522518,3,2,19014.07813,3,0.09394426,0.641200631,0,0.048322982,0.16092975,0.042579907,0.001032503,0.011989966,4,0,0.004381853,0,7,0,0,0.00518755,0,0.99481245,0,0,9,0.021463447,0,0.026346048,0.251928877,0,0,0,0,0.526504358,0.17375727,0.026668887,1.066755488,0.773397729,0,0.978070484,1.195162963,0.00423759,0.320026646,0.053337774,2.346862073,0,0
50,8.712,46.002,8.778,46.068,8.745,46.035,480267.2157,5097967.85,32.09730329,426.878177,0,16.39546841,3,2,5218.280762,3,0.036057355,0.514326742,0,0.335796311,0.104036853,0.004150983,0.000629993,0.005001764,4,0,0,0,7,0,0,0,0,1,0,0,4,0,0,0,0.458054726,0,0,0,0,0.301679145,0.097430425,0,0.498484245,0.373863184,0,0.679364547,0.746348695,5.39E-05,0.124621061,0.031155265,0.99696849,0,0
51,8.712,46.068,8.778,46.134,8.745,46.101,480290.7197,5105300.988,21.98206246,719.2100704,0,25.66036894,3,2,543.9178467,3,0.014811258,0.605383509,0,0.354462655,0.021931962,0.003164488,9.09E-05,0.000155193,4,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0.408710918,0,0,0,0,0.179067046,0,0,0.318441457,0.227458184,0,0.620014205,0.334791458,0.000180856,0.045491637,0,0.27294982,0,0
52,8.778,45.012,8.844,45.078,8.811,45.045,485115.5737,4987966.722,25.96423215,77.78453509,0,0.430685029,2,4,2084.884277,2,0.771955485,0.117441832,0.000843731,0.035103116,0.038231696,0.021330385,0.012280291,0.002813464,12,0.047567601,0.134646253,0.339872206,7,0,0,0.043746886,0,0.945889387,0.010363727,0,4,0,0,0,0.544370557,0.117207718,0,0.032561339,0,0,0,0,0.924348537,0.423659746,0,0.65594781,0.987894697,0.006697623,0.115543567,0.038514522,0.231087134,0,1
53,8.778,45.078,8.844,45.144,8.811,45.111,485132.6987,4995298.586,38.06567067,88.6438016,41.96257019,0.544708568,2,4,2292.913086,2,0.885430811,0.036204242,0.002462378,0.013263106,0.032682859,0.025079443,0.001629453,0.003247708,12,0.017749383,0.072640395,0.598464512,7,0,0,0,0,0.998869418,0,0.001130582,4,0,0,0,0.847244613,0.000674453,0,0.152080934,0,0,0,0,0.472867013,0.183892727,0,0.691385927,0.776267103,0.010856409,0.105081559,0.210163117,0.315244676,0,1
54,8.778,45.144,8.844,45.21,8.811,45.177,485149.8435,5002630.535,38.02221457,97.71976144,66.64572906,0.324295342,2,4,2021.353394,2,0.841005876,0.096425756,0.014041198,0.001804466,0.028895281,0.009872356,0.000126137,0.00782893,12,0.002300531,0.154393584,0.406075982,7,0,0,0,0,0.956331462,0,0.043668538,7,0,0,0,0.261375401,0,0,0.738624599,0,0,0,0,0.473407459,0.105201658,0,0.638353691,0.623351175,0.005169312,0.052600829,0.184102901,0.23670373,0,1
55,8.778,45.21,8.844,45.276,8.811,45.243,485167.0082,5009962.569,37.97870665,104.2892162,338.9204102,0.336430474,2,4,1752.014893,2,0.863033727,0.061570701,0.003810153,0.007560674,0.029325762,0.031523739,9.12E-05,0.003084042,12,0.011669013,0.222635306,0.428691158,7,0,0,0,0,0.939500427,0,0.060499573,7,0,0,0,0.148604215,0,0,0.851395785,0,0,0,0,0.579271964,0.579271964,0,0.400889612,0.967224077,0.003126597,0,0.157983263,0.184313807,0,1
56,8.778,45.276,8.844,45.342,8.811,45.309,485184.1927,5017294.688,37.93514699,110.3198396,47.04856873,0.37080706,1,4,9805.325195,2,0.771057724,0.055457888,0,0.006116178,0.08565599,0.065436361,0.00222017,0.01405569,12,0.001152173,0.08701598,0.489124349,7,0,0,0,0,1,0,0,4,0,0,0,0.627450012,0,0,0.372006457,0,0,0.000543532,0.079082335,0.63265868,1.818893704,0,0.33182758,1.723889305,0.006144398,0.079082335,0.079082335,0.15816467,0,1
57,8.778,45.342,8.844,45.408,8.811,45.375,485201.3971,5024626.892,25.83402961,113.9513918,5.63753891,0.565040408,2,4,7788.755371,2,0.721394651,0.147558629,0,0.008332766,0.070762528,0.033970302,0.003563232,0.014417892,12,0.013481264,0.024196735,0.577924233,7,0,0,0,0,0.992161361,0.007838639,0,4,0,0,0,0.336432547,0,0,0.261985368,0,0.049692005,0.033838125,0,0.425794975,0.503212244,0,0.303077364,0.896061554,0.012680878,0.116125902,0,0.116125902,0,1
58,8.778,45.408,8.844,45.474,8.811,45.441,485218.6211,5031959.181,19.39704819,114.4783749,0,0.557168157,1,4,6142.930664,2,0.487079289,0.367596199,0,0.02897559,0.069040994,0.037046655,0.000164884,0.010096388,4,0.012714358,0.106800605,0.057035978,7,0,0,0.001198322,0,0.996704614,0,0.002097064,0,0,0,0,0.017789009,0,0,0.14921626,0,0.103992204,0.240688436,0,0.360879652,0.670205068,0.263135591,0.245900514,0.817105905,0.006386887,0.25777118,0.103108472,0.463988124,0,0
