fid,left,bottom,right,top,lng_cen,lat_cen,X_UTM,Y_UTM,area,h_mean,aspect_major,slope_mean,aq_zone,clim_zone,pop,dusaf,dsf2,dsf3,dsf4,dsf5,dsf11,dsf12,dsf13,dsf14,siarl,siarl2,siarl9,siarl12,soil,soil1,soil2,soil4,soil5,soil7,soil8,soil9,soil_text,soil_text1,soil_text2,soil_text3,soil_text4,soil_text5,soil_text6,soil_text7,soil_text8,soil_text9,soil_text10,int_prim,int_prim_sec,int_sec,highway,prim_road,sec_road,farms,farm_pigs,farm_poultry,farm_sheep,urban,agricultural
565,10.296,45.738,10.362,45.804,10.329,45.771,603331.0151,5069463.335,37.63846805,1170.501312,270,27.39029466,3,3,398.1744385,3,0.109057084,0.882014812,0,4.39E-05,0.007457784,0.000831081,0.000293073,0.000302276,4,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0.622039528,0.27525328,0,0,0,0,0.102707191,0,0,0.106274251,0.185979939,0,0.344240722,0.443661343,0.000127282,0.026568563,0,0.451665567,0,0
566,10.296,45.804,10.362,45.87,10.329,45.837,603209.0482,5076796.083,37.59446196,1564.09296,22.34480095,25.71882363,3,3,1210.86792,3,0.112283104,0.87068839,0,0.001141045,0.012518896,0.002534396,0,0.000834168,7,0,0,0,7,0,0,0,0,1,0,0,9,0,0,0.042242282,0.219506924,0,0,0,0,0.717270959,0.020979835,0,0.026599663,0.053199325,0,0.1125314,0.136921131,0.000896091,0.026599663,0,0.797989875,0,0
567,10.296,45.87,10.362,45.936,10.329,45.903,603086.9435,5084128.911,37.55040464,1351.269818,90,27.69727664,3,3,985.3079224,3,0.080990295,0.908740191,0,0.000136236,0.007614327,0.002180489,6.60E-05,0.000272472,4,0,0.000195801,0,7,0,0,0,0,1,0,0,9,0.022548759,0,0.199976702,0.126023431,0,0,0,0,0.651451108,0,0,0.133154357,0.159785229,0,0.290871671,0.133965564,0.00048396,0.079892614,0,0.798926144,0,0
568,10.296,45.936,10.362,46.002,10.329,45.969,602964.7011,5091461.819,37.50629614,778.0512234,90,25.73295965,3,3,8214.25,3,0.16465399,0.731607255,0,0.006433367,0.05528817,0.036390154,0.001398064,0.004229001,4,0,0.001524556,0,7,0,0,0,0,0.907528327,0,0.092471673,3,0.092927138,0,0.487884141,0.126508233,0,0,0,0,0.292680488,0,0.133310951,0.666554754,0.719879134,0,0.527250659,0.711692861,0.002109617,0.266621902,0,2.559570256,0,0
569,10.296,46.002,10.362,46.068,10.329,46.035,602842.3211,5098794.808,37.46213651,860.1821848,180,24.91812109,3,3,5494.621094,3,0.152073058,0.746988475,0,0.011268016,0.044638926,0.034943439,0.00189116,0.008196925,4,0.00031628,0.001221494,0,7,0,0,0,0,0.994899432,0,0.005100568,9,0,0,0.34694831,0.174575366,0,0,0,0,0.478476324,0,0.080080857,0.694034095,0.667340476,0,0.737828551,0.547064893,0.002491094,0.213548952,0,3.950655616,0,0
570,10.296,46.068,10.362,46.134,10.329,46.101,602719.8037,5106127.878,37.41792582,855.2569985,189.1880951,25.42802367,3,3,5514.769043,3,0.147555283,0.777987047,0,0.00419552,0.046759544,0.01969445,0.001538785,0.002269369,4,0.000131012,0.000327529,0,7,0,0,0,0,0.988846154,0,0.011153846,9,0,0,0,0.15459389,0,0,0,0,0.84540611,0,0,0.721579281,0.641403805,0,0.814915805,0.888092423,0.001824771,0.267251585,0,4.489826636,0,0
571,10.296,46.134,10.362,46.2,10.329,46.167,602597.1491,5113461.028,37.3736641,1051.197866,270,23.62522863,3,3,5169.083984,3,0.16871287,0.758850029,0,0.007894893,0.039244902,0.02112529,0.001648987,0.002523029,4,9.84E-05,0.001398953,0,7,0,0,0,0,0.999229064,0,0.000770936,9,0,0,0,0.084053851,0,0,0,0,0.915946149,0,0,0.240811283,0.829461086,0,0.326996329,0.84551684,0.001956076,0.267568092,0,3.39811477,0,0
572,10.296,46.2,10.362,46.266,10.329,46.233,602474.3575,5120794.258,37.32935143,1704.309358,141.2249146,25.53638245,3,3,809.826355,3,0.11639314,0.868357959,0.00330331,0.00083011,0.009562326,0.000979287,0,0.000573868,4,0,0,0,7,0,0,0,0,0.995369477,0,0.004630523,9,0,0,0,0.03931352,0,0,0.029183759,0,0.931502721,0,0,0.053577143,0.214308572,0,0.08409099,0.409079331,0.000626557,0.026788572,0,0.723291431,0,0
573,10.296,46.266,10.362,46.332,10.329,46.299,602351.4289,5128127.569,37.28498785,1770.827175,270,30.02399986,3,1,2308.093262,3,0.093176663,0.872355067,0,0.008297996,0.018957763,0.004516305,0.001134079,0.001562127,4,0,0,0,7,0,0,0,0,0.988418106,0,0.011581894,9,0,0,0,0.131699796,0,0,0,0,0.868300204,0,0.053640892,0.295024905,0.214563567,0,0.295866581,0.288021753,0,0.053640892,0,1.475124525,0,0
574,10.296,46.332,10.362,46.398,10.329,46.365,602228.3636,5135460.961,37.24057342,1820.137445,341.4846802,31.16644321,3,1,1143.601196,3,0.084432997,0.87945625,0,0.007373542,0.012821779,0.006938542,0.008867425,0.000109466,4,0,0,0,7,0,0,0,0,0.947439614,0,0.052560386,9,0,0,0,0.07221271,0,0,0,0,0.92778729,0,0.026852433,0.349081628,0.322229195,0,0.400941059,0.456763482,0,0,0,2.228751933,0,0
575,10.296,46.398,10.362,46.464,10.329,46.431,602105.1617,5142794.433,37.19610819,1943.141648,360,25.85172477,3,1,2303.55127,3,0.087048025,0.857837796,0,0.009648921,0.0281323,0.007353094,0.00302075,0.006959114,4,0.000329424,0,0,7,0,0,0,0,0.884112692,0,0.115887308,9,0,0,0,0.321726856,0,0,0.059354362,0,0.618918783,0,0,0.483921595,0.457037062,0,0.387325363,0.489040843,0,0.107538132,0,1.58618745,0,0
576,10.296,46.464,10.362,46.53,10.329,46.497,601981.8234,5150127.985,37.15159222,1827.924189,0,26.37435094,3,1,1934.960327,3,0.09853573,0.800913976,0,0.048448485,0.02379752,0.006698476,0.000489118,0.021116695,4,0,0,0,7,0,0,0,0,0.904809922,0,0.095190078,9,0,0,0,0.242675502,0,0,0.073682263,0,0.683642235,0,0,0.242250721,0.188417227,0,0.333442247,0.702775786,8.78E-05,0.107666987,0,1.641921553,0,0
577,10.296,46.53,10.362,46.596,10.329,46.563,601858.3488,5157461.618,10.99540297,2544.720848,0,32.88980678,3,1,54.24847412,3,0,0.982840221,0,0.017159779,0,0,0,0,18,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0.240537035,0,0,0,0,0.053720331,0,0,0,0,0,0,0.114454806,0,0,0,0,0,0
578,10.362,44.946,10.428,45.012,10.395,44.979,609987.5188,4981564.1,20.66006857,26.1684113,35.04299545,0.45950462,2,5,11992.25293,2,0.611350295,0.073221223,0.004034618,0.090640976,0.12389757,0.066453893,0.002383389,0.028018036,4,0.082535601,0.137143987,0,4,0,0,0.492677931,0.141935484,0.32421915,0.041167435,0,0,0,0.002932023,0.095233415,0.108075348,0.039000819,0,0.296330876,0,0,0,0.04840255,1.064856098,0.726038249,0,0.618103057,0.683485869,0.002175434,0,0,0.14520765,0,1
579,10.362,45.012,10.428,45.078,10.395,45.045,609861.2421,4988895.881,38.12018384,24.16832561,32.54274368,0.165233085,2,5,3219.191406,2,0.909632162,0.013949252,0.000369753,0.005818188,0.035496258,0.027068833,0.000582937,0.007082616,9,0.15897326,0.238915385,0,4,0.074032106,0.048819641,0.628139754,0.106893296,0.089707271,0.052407932,0,2,0.248569508,0.501336219,0.071631171,0.063646648,0.114816454,0,0,0,0,0,0,0.524656441,0.393492331,0,0.361138286,0.507140319,0.008939623,0.13116411,0.157396932,0.288561043,0,1
580,10.362,45.078,10.428,45.144,10.395,45.111,609734.8187,4996227.742,38.07674125,28.58654785,0,0.30925677,2,5,3235.843262,2,0.88040588,0.024688404,0,0.019808382,0.032228856,0.035354617,0.000172137,0.007341725,9,0.139591267,0.253811082,0,7,0,0,0.422342036,0.028755202,0.463772229,0.085130533,0,5,0.003380873,0,0.23272226,0.048481069,0.714628022,0.000787776,0,0,0,0,0.026262752,0.31515302,0.393941275,0,0.394351709,0.670191999,0.006268298,0.105051007,0.026262752,0.31515302,0,1
581,10.362,45.144,10.428,45.21,10.395,45.177,609608.2487,5003559.684,38.03324684,33.81491818,350.4138794,0.39524634,2,6,5245.729004,2,0.844375992,0.029796824,0,0.014880548,0.05914389,0.044707496,0.001711463,0.005383787,9,0.071623421,0.358987026,0,7,0,0,0.014492754,0,0.962205172,0.023302074,0,3,0.031651082,0,0.618527222,0.056712297,0.152536524,0.140572875,0,0,0,0,0.052585571,0.552148495,0.631026851,0,0.460055172,0.839854434,0.012719661,0.157756713,0.210342284,0.420684568,0,1
582,10.362,45.21,10.428,45.276,10.395,45.243,609481.5324,5010891.705,37.98970067,42.45249591,359.9999084,0.324272818,2,6,9753.433594,2,0.804469861,0.016080616,0,0.006813642,0.07854099,0.074686355,0.003570587,0.015837948,9,0.061494451,0.374042846,0,7,0,0,0.003410383,0,0.973664267,0.022925351,0,3,0.024500609,0,0.574999177,0.024977787,0.276302366,0.099220061,0,0,0,0,0.078968772,0.710718946,0.842333565,0,0.53054629,0.71883642,0.020294637,0.315875087,0.157937543,0.526458478,0,1
583,10.362,45.276,10.428,45.342,10.395,45.309,609354.6699,5018223.807,37.94610278,55.46506964,156.0839539,0.362859782,2,5,5288.407227,2,0.841403397,0.025509541,0.001159971,0.011152437,0.05375962,0.057032397,0.000693034,0.009289602,9,0.074982775,0.435965894,0,7,0,0,0,0,0.993930773,0.006069227,0,3,0,0,0.696032413,0.072780276,0.231187312,0,0,0,0,0,0.079059502,1.159539367,1.871074888,0,0.574291326,1.468553457,0.030466298,0.81694819,0.237178507,1.1331862,0,1
584,10.362,45.342,10.428,45.408,10.395,45.375,609227.6614,5025555.989,37.90245324,81.14865123,0,0.783714626,2,5,11333.46289,2,0.803303131,0.0306405,0,0.00618968,0.065137512,0.081005027,0.001793285,0.011930864,9,0.060552179,0.424641148,0,7,0,0,0,0,1,0,0,3,0,0,0.655772846,0.244335983,0,0,0,0,0.038089899,0.061801273,0.211068132,0.738738462,1.741312088,0,0.55222401,1.182700648,0.034953316,0.659587912,0.158301099,1.002573627,0,1
585,10.362,45.408,10.428,45.474,10.395,45.441,609100.507,5032888.25,37.85875209,118.3379566,147.043808,1.185358937,2,5,25514.12891,2,0.697212692,0.029688825,0,0.008890109,0.146158962,0.08400632,0.010243472,0.023799621,9,0.016079079,0.336376488,0,7,0,0,0,0,0.999239037,0.000760963,0,4,0,0,0.242619378,0.303744799,0,0,0,0,0.240324285,0.213311538,0.132069858,0.977316947,3.407402328,0.279856542,0.302406103,2.331401479,0.018280622,0.422623545,0.316967658,1.056558861,0,1
586,10.362,45.474,10.428,45.54,10.395,45.507,608973.2068,5040220.592,37.81499939,161.5927419,270,1.476922876,1,5,21053.13672,2,0.681622142,0.040384432,0,0.007895803,0.133799547,0.102598935,0.019070133,0.014629008,9,0.018807999,0.270463556,0,7,0,0,0.024952381,0,0.975047619,0,0,4,0.019319759,0,0.329758049,0.458369141,0,0,0,0,0.184207047,0.008346004,0.185111731,0.899114123,3.702234623,0,0.521295943,2.210711307,0.01678766,0.978447722,0.317334396,1.613116514,0,1
587,10.362,45.54,10.428,45.606,10.395,45.573,608845.7612,5047553.014,37.77119519,448.2569773,180,14.61243921,1,3,14868.28027,3,0.192901619,0.585490178,0,0.000376688,0.095838868,0.088805949,0.027362077,0.009224622,4,0.000670502,0.018319851,0,7,0,0,0.373451496,0,0.626548504,0,0,3,0.404748511,0,0.465668432,0.124073461,0,0,0,0,0.005509596,0,0.052950403,0.820731244,1.376710473,0,0.536330388,1.145617556,0.00220064,0.238276813,0.18532641,1.350235272,0,0
588,10.362,45.606,10.428,45.672,10.395,45.639,608718.1702,5054885.516,37.72733955,424.4668803,90,17.28067069,3,3,7964.241699,3,0.243512891,0.634670987,0,0.002783267,0.062693773,0.04442139,0.003892054,0.008025639,4,0,0.001743235,0,7,0,0,0.141058655,0,0.858941345,0,0,4,0.000198827,0,0.117788382,0.641183683,0,0,0,0,0.240829108,0,0.132529886,0.450601612,0.9277092,0,0.654215795,0.955513782,0.000825738,0.026505977,0.053011954,1.033733109,0,0
589,10.362,45.672,10.428,45.738,10.395,45.705,608590.4339,5062218.098,37.68343252,568.5014326,350.4848328,25.85911247,3,3,5583.964844,3,0.119529465,0.807052798,0,0.006134466,0.040137057,0.022114058,0.002838145,0.002194012,4,0,0,0,7,0,0,0.023504682,0,0.976495318,0,0,3,0,0,0.736241499,0.263758501,0,0,0,0,0,0,0.079610582,0.451126632,0.132684304,0,0.906699119,0.220921566,0,0.079610582,0.053073721,1.061474429,0,0
590,10.362,45.738,10.428,45.804,10.395,45.771,608462.5527,5069550.76,37.63947415,1085.939802,16.73752785,32.0761284,3,3,491.2244568,3,0.093789951,0.900905231,0,0.000333409,0.004402985,0.000430388,0,0.000138036,4,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0.584570176,0.011953382,0,0,0,0,0.403476442,0,0,0.053135705,0.10627141,0,0.143769178,0.499638102,0.000215564,0,0,0.611060609,0,0
591,10.362,45.804,10.428,45.87,10.395,45.837,608334.5265,5076883.502,37.5954645,1650.377231,0,25.87014655,3,3,633.3444214,3,0.053882162,0.933181668,0,0.001817853,0.006799409,0.003426636,0.000315378,0.000576894,7,0,0,0,7,0,0,0,0,0.99923423,0,0.00076577,9,0,0,0.181553705,0.234069789,0,0,0,0,0.584376507,0,0,0.053197906,0.026598953,0,0.51766858,0.211948283,0.001072427,0.026598953,0,0.398984298,0,0
592,10.362,45.87,10.428,45.936,10.395,45.903,608206.3556,5084216.324,37.55140362,1880.991404,0,25.26454678,3,3,0.785356522,3,0.033725141,0.9609526,0.000131265,0.001353802,0.001910081,0.000749274,0.001177836,0,7,0,0,0,7,0,0,0,0,1,0,0,9,0.111752955,0,0.3573997,0.136923589,0,0,0,0,0.393923756,0,0,0.079890489,0,0,0.454783929,0.023012734,0.000468897,0.026630163,0,0.079890489,0,0
593,10.362,45.936,10.428,46.002,10.395,45.969,608078.0402,5091549.227,37.50729156,1789.893489,90,33.28384044,3,3,0.264619619,3,0.017129275,0.981559373,0.000301909,0.000153441,0.000856002,0,0,0,4,0,0,0,7,0,0,0,0,0.511179349,0,0.488820651,9,0,0,0.233117283,0.238415782,0,0,0,0,0.528466934,0,0,0,0.026661483,0,0,0.134884853,0,0,0,0,0,0
594,10.362,46.002,10.428,46.068,10.395,46.035,607949.5805,5098882.209,37.46312839,1496.351296,90,30.82611096,3,3,904.0521851,3,0.041601946,0.945416204,0,9.46E-05,0.011017467,0.000949475,0,0.000920315,4,0,0,0,7,0,0,0,0,0.794903846,0,0.205096154,9,0,0,0.261367807,0.122685571,0,0,0,0,0.615946622,0,0,0.106771649,0.106771649,0,0.16400069,0.489970608,0.000103979,0,0,0.58724407,0,0
595,10.362,46.068,10.428,46.134,10.395,46.101,607820.9765,5106215.271,37.41891415,1597.512066,270,28.46841869,3,3,702.7182007,3,0.090386505,0.892165226,1.42E-06,0.000805338,0.013851664,0.00137712,4.70E-05,0.001365727,4,2.18E-05,0.000240164,0,7,0,0,0,0,0.995186754,0,0.004813246,9,0,0,0,0.036219052,0,0,0,0,0.963780948,0,0,0.160346716,0.080173358,0,0.29210878,0.24150734,0.000122414,0.133622263,0,1.550018255,0,0
596,10.362,46.134,10.428,46.2,10.395,46.167,607692.2285,5113548.414,37.3746489,1939.788841,31.76704788,35.7146793,3,3,0.612110138,3,0.016603267,0.979994097,0,0.002756755,0.000159688,0.000486193,0,0,4,0,0,0,7,0,0,0,0,0.741649822,0,0.258350178,9,0,0,0,0.282501463,0,0,0,0,0.717498537,0,0,0,0.026756104,0,0,0.105414177,0,0,0,0,0,0
597,10.362,46.2,10.428,46.266,10.395,46.233,607563.3366,5120881.636,37.33033269,1532.724579,80.61367798,27.81287975,3,3,1274.953979,3,0.114269421,0.858983802,0,0.003063382,0.0178614,0.00452584,8.21E-05,0.001214076,4,0,0,0,7,0,0,0,0,0.904936367,0,0.095063633,9,0,0,0,0.030770776,0,0,0.074248309,0,0.894980915,0,0,0.160727204,0.133939337,0,0.162386983,0.371865226,0.001482871,0.133939337,0.026787867,1.044726826,0,0
598,10.362,46.266,10.428,46.332,10.395,46.299,607434.301,5128214.938,37.28596558,2206.498037,36.22358322,32.95860329,3,3,0.129466191,3,0.020087381,0.979183728,0,0.000600263,0.000128628,0,0,0,4,0,0,0,7,0,0,0,0,0.998551005,0,0.001448995,9,0,0,0,0.095619667,0,0,0,0,0.904380333,0,0,0,0,0,0,0,0,0,0,0,0,0
599,10.362,46.332,10.428,46.398,10.395,46.365,607305.1219,5135548.321,37.24154762,2131.358448,0,32.11168935,3,1,381.7510376,3,0.067444501,0.927593872,0,0.001477399,0.003400521,8.37E-05,0,0,4,0,0,0,7,0,0,0,0,0.963574551,0,0.036425449,9,0,0,0,0.048884041,0,0,0,0,0.951115959,0,0,0,0.02685173,0,0.04173512,0.161986928,0,0,0,1.10092095,0,0
600,10.362,46.398,10.428,46.464,10.395,46.431,607175.7994,5142881.783,37.19707887,2067.98984,214.6500702,25.87825307,3,1,2063.779785,3,0.123032788,0.803991906,0,0.002747703,0.019688054,0.003897355,0.00010243,0.046539763,4,0,0,0,7,0,0,0,0,0.892352372,0,0.107647628,9,0,0,0,0.165126516,0,0,0.031066232,0,0.803807252,0,0,0.107535326,0.161302989,0,0.140464592,0.397078107,0.000118797,0.134419157,0,1.908752035,0,0
601,10.362,46.464,10.428,46.53,10.395,46.497,607046.3337,5150215.326,37.15255938,2152.552837,64.19493103,30.36960793,3,1,4110.369141,3,0.064877254,0.892426565,0,0.000352843,0.038391064,0.001304516,0.000320571,0.002327188,18,0,0,0,7,0,0,0,0,0.976446443,0,0.023553557,9,0,0,0,0.165514225,0,0,0.054930265,0,0.779555511,0,0,0.107664184,0.215328369,0,0.449610131,0.233456287,0.000123401,0.080748138,0,2.207115778,0,0
602,10.362,46.53,10.428,46.596,10.395,46.563,606916.725,5157548.948,10.87505619,2634.84384,110.6606903,23.61327203,3,1,72.21809387,3,0.006936578,0.992369519,0,0.00012505,0.000568853,0,0,0,7,0,0,0,7,0,0,0,0,0.993210475,0,0.006789525,0,0,0,0,0.27210724,0,0,0,0,0.020326367,0,0,0,0,0,0.203796598,0,0,0,0,0,0,0
603,10.428,44.88,10.494,44.946,10.461,44.913,615323.3316,4974324.091,4.543073013,24.85589293,0,0.526933637,2,6,5386.820313,2,0.556355394,0.087138096,0,0.1288299,0.11480182,0.089070984,0,0.023803806,4,0.035945682,0.043667347,0,5,0.016367265,0.046506986,0.353892216,0.41746507,0.154590818,0.011177645,0,0,0,0,0.033984234,0.01483335,8.18E-05,0,0.070078174,0,0,0,0,0.66034598,1.320691959,0,0.432611803,0.856660081,0.000586934,0,0,0,0,0
604,10.428,44.946,10.494,45.012,10.461,44.979,615191.2318,4981655.793,37.56435756,23.35797854,0,0.196919856,2,5,5903.977539,2,0.811473264,0.01201705,0,0.004618559,0.078422582,0.074863788,0.001375424,0.017229333,9,0.186257253,0.197970315,0,5,0.012483196,0.034952948,0.3390628,0.427597465,0.116285769,0.069617822,0,4,0.206177126,0,0.119104546,0.394569632,0.217771518,0,0.046623215,0,0,0,0.079862939,1.038218208,1.064839188,0,0.549642265,1.125394509,0.006239095,0.106483919,0.079862939,0.292830777,0,1
605,10.428,45.012,10.494,45.078,10.461,45.045,615058.9782,4988987.574,38.12128011,22.51796524,338.4017944,0.171291221,2,5,3818.557617,2,0.89768382,0.006108637,0.000133495,0.003126308,0.04603005,0.037390591,0.000768822,0.008758276,9,0.165873679,0.242911335,0,4,0.030228604,0.024277347,0.764405819,0.041847723,0.12941621,0.009068581,0,1,0.465681773,0.279759953,0.046550141,0.10251197,0.105496163,0,0,0,0,0,0.026232068,1.049282707,1.337835452,0,0.686786319,0.870572633,0.008993067,0.104928271,0.131160338,0.288552745,0,1
606,10.428,45.078,10.494,45.144,10.461,45.111,614926.5709,4996319.435,38.07783373,26.27101948,281.6934204,0.289933862,2,6,5251.437012,2,0.873612256,0.022192709,0,0.011817779,0.048739152,0.03625313,0.000561885,0.006823089,9,0.112500939,0.327483184,0,7,0,0,0.320196579,0.010112466,0.636423778,0.033267177,0,5,0.028411982,0,0.175888387,0.335789906,0.459909725,0,0,0,0,0,0.052523996,1.496933896,1.785815876,0,0.652905879,1.431589729,0.009028166,0.105047993,0.052523996,0.262619982,0,1
607,10.428,45.144,10.494,45.21,10.461,45.177,614794.0102,5003651.376,38.03433554,32.76098064,179.8294373,0.232146553,2,6,3468.086914,2,0.896477709,0.011152521,0,0.007504834,0.04888685,0.024298064,0.00784039,0.003839633,9,0.143516977,0.342631879,0,7,0,0,0.127565012,0.048510638,0.760094563,0.063829787,0,3,0.112106223,0,0.627035643,0,0.045125138,0.215732996,0,0,0,0,0.052584066,0.631008789,0.631008789,0,0.479055315,0.939928904,0.013669065,0.262920329,0.210336263,0.499548624,0,1
608,10.428,45.21,10.494,45.276,10.461,45.243,614661.2962,5010983.396,37.99078559,43.70158595,144.1520386,0.139690003,2,6,4555.856445,2,0.899487884,0.002136974,0,0,0.048393658,0.043447128,0.001036576,0.005497781,9,0.156096774,0.439494624,0,7,0,0,0.000853161,0,0.936960849,0.062185989,0,6,0.083547177,0,0.353977497,0.031369259,0.034955257,0.496150809,0,0,0,0,0.052644344,0.342188238,1.026564715,0,0.291228561,1.366420643,0.020788341,0.473799099,0.210577378,0.737020821,0,1
609,10.428,45.276,10.494,45.342,10.461,45.309,614528.429,5018315.496,37.94718394,54.6791709,257.1750183,0.179233942,2,6,11990.70703,2,0.797470594,0.006506774,0,0.002236331,0.096167133,0.070976992,0.003076096,0.02356608,9,0.079241384,0.419391643,0,7,0,0,0,0,0.933054791,0.066945209,0,4,0,0,0.031018862,0.508195371,0.458347747,0.00243802,0,0,0,0,0.1581145,0.553400749,1.633849829,0,0.368224662,1.406811945,0.016093541,0.500695915,0.368933832,0.922334581,0,1
610,10.428,45.342,10.494,45.408,10.461,45.375,614395.409,5025647.675,37.90353063,83.72994354,270,0.82010664,2,5,24499.91797,2,0.67067722,0.011907942,0.000116689,0.001805171,0.128073641,0.163792546,0.001689184,0.021937606,9,0.03651531,0.387473998,0,7,0,0,0,0,1,0,0,4,0,0,0.051586844,0.668419751,0,0,0,0,0.279993405,0,0.211062132,0.84424853,1.371903861,0,0.705003987,1.344697692,0.032166799,0.448507031,0.211062132,0.76510023,0,1
611,10.428,45.408,10.494,45.474,10.461,45.441,614262.2361,5032979.934,37.85982571,135.1989515,270,1.666331317,1,5,12015.69922,2,0.757275848,0.051275429,0,0.000331472,0.07698739,0.096988319,0.001522238,0.015619304,9,0.020243439,0.390268905,0,7,0,0,0.004276347,0,0.994773354,0.000950299,0,4,0,0,0.020272055,0.684627575,0,0,0,0,0.29510037,0,0.184892557,0.660330562,1.347074347,0.281547257,0.489580081,1.334294492,0.025141363,1.0565289,0.554677672,1.690446239,0,1
612,10.428,45.474,10.494,45.54,10.461,45.507,614128.9107,5040312.273,37.81606926,197.8297562,180,3.397940288,1,5,8425.115234,2,0.682341361,0.111803474,0,0.002900033,0.074091062,0.071749053,0.016102372,0.041012644,7,0.063052261,0.108745436,0,7,0,0,0.004283674,0,0.995716326,0,0,4,0,0,0.291747942,0.58952954,0,0,0,0,0.118722518,0,0.185106494,0.92553247,1.242857889,0,0.6186904,1.291117766,0.024462956,0.819757331,1.08419518,2.459271993,0,1
613,10.428,45.54,10.494,45.606,10.461,45.573,613995.4329,5047644.691,37.7722613,260.6152556,270,7.778406766,1,3,20343.31641,2,0.45042179,0.319576284,0.00035058,0.010035629,0.13317683,0.066018457,0.007602728,0.0128177,4,0.024614453,0.076525426,0,7,0,0,0.149818806,0,0.850181194,0,0,3,0.053823753,0,0.533538502,0.340001324,0.072636421,0,0,0,0,0,0.211795633,1.614941703,1.773788428,0,0.762079196,1.642301957,0.012299361,0.794233624,1.006029258,2.753343232,0,0
614,10.428,45.606,10.494,45.672,10.461,45.639,613861.8028,5054977.189,37.72840191,488.8852431,0,22.60881797,3,3,4632.481445,3,0.123536636,0.787594783,0,0.007338978,0.036482319,0.033441361,0.008869344,0.00273658,4,0,0.001093583,0,7,0,0,0.274644527,0,0.725355473,0,0,3,0,0,0.62016133,0.236049227,0,0,0,0,0.143789442,0,0.079515692,0.344568,0.530104616,0,0.433448777,0.882164093,0.000212224,0.026505231,0.238547077,1.245745847,0,0
615,10.428,45.672,10.494,45.738,10.461,45.705,613728.0206,5062309.766,37.68449113,686.0221152,0,25.48944254,3,3,2124.18335,3,0.141065715,0.8191529,0.000194435,0.006208484,0.023981249,0.006484228,0.000768548,0.00214444,4,0,0.000195128,0,7,0,0,0.011681348,0,0.988318652,0,0,3,0,0,0.514255386,0.079843431,0,0,0,0,0.405901183,0,0,0.371505614,0.238825037,0,0.462420219,0.412177194,0.000495429,0,0.026536115,1.300269647,0,0
616,10.428,45.738,10.494,45.804,10.461,45.771,613594.0866,5069642.423,37.64052903,987.2228431,0,31.68254774,3,3,1416.830078,3,0.058250702,0.874123666,8.49E-06,0.04785999,0.016670159,0.000581863,5.31E-05,0.002452035,4,0,0,0,7,0,0,0,0,1,0,0,9,0,0,0.163937693,0.003719818,0,0,0,0,0.832342489,0,0.026567108,0.106268432,0.212536864,0,0.201636946,0.558101207,0.000159073,0.026567108,0,0.504775052,0,0
617,10.428,45.804,10.494,45.87,10.461,45.837,613460.0008,5076975.16,37.59651564,1269.324278,0,29.78464451,3,3,2110.439941,3,0.122521888,0.853045312,0,0.002542071,0.015039113,0.005568887,0.000447892,0.000834837,4,0,0,0,7,0,0,0,0,0.993678161,0,0.006321839,9,0,0,0.337699686,0.097528135,0,0,0,0,0.50183686,0.062935319,0,0.106392838,0.186187467,0,0.250993877,0.316555578,0.001262749,0.319178514,0.106392838,1.063928381,0,0
618,10.428,45.87,10.494,45.936,10.461,45.903,613325.7634,5084307.976,37.19794775,1768.700276,16.63367462,28.16371246,3,3,27.8061924,3,0.048573254,0.947019787,0.000216336,0.000469923,0.003212811,0.000432673,0,7.52E-05,4,0,0,0,7,0,0,0,0,0.994056748,0,0.005943252,9,0.000715605,0,0.034066135,0.180232655,0,0,0,0,0.775632811,0,0,0.053766407,0,0,0.323590811,0.049573907,0.000432446,0,0,0,0,0
619,10.428,45.936,10.494,46.002,10.461,45.969,613191.3747,5091640.871,25.01717001,2246.977829,0,29.67419425,3,3,0,3,0.014080802,0.974168865,0,0.011415887,0,0.000334446,0,0,14,0,0,0,7,0,0,0,0,0.574020459,0,0.425979541,9,0,0,0,0.236685109,0,0,0,0,0.441424477,0,0,0,0,0,0,0.005023773,0.000327504,0,0,0,0,0
620,10.428,46.002,10.494,46.068,10.461,46.035,613056.8349,5098973.847,28.37111766,2158.042961,0,30.89472131,3,3,0.227549896,3,0.00856514,0.964121446,0,0.02688896,5.35E-05,0.000370928,0,0,14,0,0,0,7,0,0,0,0,0.505452775,0,0.494547225,9,0,0,0,0.033298856,0,0,0,0,0.723215775,0,0,0,0,0,0,0,0,0,0,0,0,0
621,10.428,46.068,10.494,46.134,10.461,46.101,612922.1439,5106306.901,37.41778899,2094.394635,0,32.74876387,3,3,300.5750122,3,0.021796019,0.956767561,0.001122948,0.016150659,0.003272714,0.000444337,0.00013031,0.000315451,4,0,0,0,7,0,0,0,0,0.653891051,0,0.346108949,9,0,0,0,0.151410391,0,0,0,0,0.848522805,0,0,0,0.026725256,0,0,0.079839991,7.72E-05,0.026725256,0,0.855208201,0,0
