rfuid,fid,Target,BUILT_AREA_SURR,INDUSTRIAL_AREA_SURR,NAT_AREA_SURR
0,1.0,1,0.08418657451701592,0.051408351478598124,0.02560391866268759
1,1.0,1,0.08286706338205992,0.049568602498227525,0.023774085933206696
2,1.0,1,0.08135196346248519,0.04875559120337319,0.024075613803139207
3,1.0,1,0.07882536184010332,0.05140498535490456,0.02437816086656016
4,1.0,1,0.0827617095907185,0.0501468414019196,0.026102712447554875
5,1.0,1,0.08282940800308017,0.05023602616656835,0.02485998410577016
6,1.0,1,0.07742858877965633,0.0506206645654176,0.02546300966296654
7,1.0,1,0.08005143963915692,0.04960324643047164,0.02497145678503459
8,1.0,1,0.08190557421749782,0.048704210848846914,0.026064015446522166
9,1.0,1,0.07943786005611242,0.051062020911973725,0.025341215464368856
10,1.0,1,0.07713819260382229,0.050014774869734366,0.026878743574252843
11,1.0,1,0.08352892057470127,0.05107979359559831,0.026804301208877827
12,1.0,1,0.0773609619386985,0.04795817465503873,0.024432363167777756
13,1.0,1,0.0799651201779939,0.05011387976597409,0.026481015545083676
14,1.0,1,0.08030589399310352,0.04832811853223343,0.024366649809025677
15,1.0,1,0.07767229740436352,0.0481414289496924,0.02581688110175015
16,2.0,1,0.06430313490820543,0.043127614614563076,0.03609889896961116
17,2.0,1,0.0686247839446736,0.0436767606670448,0.03562308225970724
18,2.0,1,0.06313783129273715,0.040734390254201586,0.036913409319316144
19,2.0,1,0.06757044676033724,0.042554445693624765,0.03545401146326729
20,2.0,1,0.06275249843137731,0.042540621583294656,0.03513266223528662
21,2.0,1,0.06812029826862666,0.04345907459091462,0.03662303828121141
22,2.0,1,0.06851411956103698,0.04380488713692411,0.033265363019600765
23,2.0,1,0.06624647624688813,0.04106188069342921,0.03326485900933328
24,2.0,1,0.06204734943256596,0.04246622638410973,0.036703841337038565
25,2.0,1,0.06514194718200987,0.041723317184403336,0.033154698971394135
26,2.0,1,0.06546245154385416,0.04296626597783266,0.03505498291497217
27,2.0,1,0.0630886070644276,0.04322158399002252,0.0336432688206765
28,2.0,1,0.06480932638899818,0.041681749724188505,0.033518700564003565
29,2.0,1,0.0679326055975922,0.04224811226117272,0.03536600547727686
30,2.0,1,0.06762551474353393,0.040579845184505414,0.0359045594126928
31,2.0,1,0.06323686927345641,0.04103497879564237,0.03704763628859294
32,2.0,1,0.06261509457986046,0.041062804257033014,0.036636822850801186
33,2.0,1,0.06440265285290109,0.042457479465440706,0.035635115902448174
34,3.0,1,0.0727805307961783,0.04274864253900274,0.029410707428272013
35,3.0,1,0.07535510746337623,0.04142168412583099,0.030365428022129208
36,3.0,1,0.07290168090581452,0.041288093090862156,0.029303379879188404
37,3.0,1,0.06989852942281245,0.04423865628627749,0.029706633509778056
38,3.0,1,0.0725152810488798,0.04517141161718922,0.03065202913826953
39,3.0,1,0.07267035786379193,0.04538597181703946,0.031872184287764026
40,3.0,1,0.07392389571379035,0.04477079094458195,0.029973394780013617
41,3.0,1,0.07312309420983597,0.041719844733091635,0.030289559096226472
42,3.0,1,0.0729247533204532,0.04200885779393849,0.02859418576435136
43,3.0,1,0.06944523088407628,0.04365570423538416,0.03169851088922315
44,3.0,1,0.07505969992216542,0.042860302261404755,0.031089452973349592
45,3.0,1,0.07413831937765922,0.043344063156856516,0.02977418914842438
46,3.0,1,0.0696232593514694,0.04167733693123345,0.03152682758208006
47,3.0,1,0.06835715344271304,0.04472804031098469,0.031699034008546983
48,3.0,1,0.07255669298981658,0.04177989241750889,0.03160896622466497
49,3.0,1,0.07292342299112928,0.04160982423179421,0.03140870523478121
50,3.0,1,0.06895890779541901,0.04282563475202837,0.028498921578981352
51,4.0,1,0.08192455462977338,0.05311107197167429,0.02414979115909673
52,4.0,1,0.0822956720739015,0.05488226959550695,0.022319494608320528
53,4.0,1,0.07921039482272631,0.05234619646183697,0.024903266848438355
54,4.0,1,0.07989471476254982,0.052704350880007286,0.023947754878242158
55,4.0,1,0.08535212928245374,0.05222166404848132,0.02447043750814386
56,4.0,1,0.0859187771378245,0.05556531329294325,0.022526880309296893
57,4.0,1,0.07808899511122062,0.053248673854177385,0.024063968881248496
58,4.0,1,0.08490327026984253,0.05401065284203996,0.024126761199186074
59,4.0,1,0.08383861804276634,0.05239505301143959,0.024264302487982475
60,4.0,1,0.08188663085154355,0.052120696867678284,0.0245754800821385
61,4.0,1,0.08152789261990726,0.055177295931898025,0.024170360713844385
