rfuid,fid,Target,INDUSTRIAL_AREA_SURR,NAT_AREA_SURR,ROADS_SURR
0,1.0,1,0.05341221276091195,0.023167528481824917,0.3610615758923512
1,1.0,1,0.05408777776913037,0.027236602643976662,0.3157815115331272
2,1.0,1,0.05426646659281812,0.025140981267278224,0.36108041699772137
3,1.0,1,0.051633401719758096,0.02489212418582209,0.3300484605115332
4,1.0,1,0.04984204710842204,0.02577721521755871,0.32316022724474175
5,1.0,1,0.052516634637754335,0.02603939375126446,0.35276786655504944
6,1.0,1,0.05733935904072959,0.029601829409612743,0.38242467382551026
7,1.0,1,0.051945067090605875,0.025715649184665252,0.30881065140631075
8,1.0,1,0.0528686532659531,0.025667694555689707,0.34581301547581766
9,1.0,1,0.05840141492019417,0.026855393762665762,0.36284480003295505
10,1.0,1,0.05550453168947038,0.02744214601406385,0.37288437561425725
11,1.0,1,0.055228601412996244,0.024054140162405535,0.30550861669462004
12,2.0,1,0.040138354017342906,0.03243911579430868,0.32227851220171116
13,2.0,1,0.045336892549019174,0.032788538948940286,0.306226419858055
14,2.0,1,0.0408939504832346,0.03544255010359275,0.3014621334666083
15,2.0,1,0.04879387312521317,0.033875410743945206,0.3014981953153826
16,2.0,1,0.04158734271881843,0.031488512844024,0.3001049993762016
17,2.0,1,0.04441321991618093,0.03386949654960882,0.3230480906912783
18,2.0,1,0.04617412896363966,0.03321000707060974,0.3254297154927287
19,2.0,1,0.04861317436679859,0.031191657597313124,0.36171269888853724
20,2.0,1,0.04201180819493669,0.03522824794220625,0.3208340628845137
21,2.0,1,0.04247628361930598,0.03114510767780491,0.3526581745896148
22,2.0,1,0.039624308511473874,0.03135337044805977,0.3398222501143544
23,2.0,1,0.04739307592764748,0.03437826814819356,0.32548169085946527
24,2.0,1,0.04123025557406296,0.03231793626089962,0.3582433062647518
25,2.0,1,0.04356739353765194,0.02856570525071228,0.30347173686450823
26,3.0,1,0.04865397038417663,0.024798423669032312,0.300094029902093
27,3.0,1,0.05262741262345804,0.024801334055428403,0.3598281030595588
28,3.0,1,0.05079046117065259,0.02678559945737573,0.34000196412309047
29,3.0,1,0.04803219841523508,0.03010231845642826,0.36807881201635023
30,3.0,1,0.04565800804855236,0.024846775016832245,0.3816744953628107
31,3.0,1,0.053665894136777845,0.025846489518726923,0.30107198081872544
32,3.0,1,0.04617977112233351,0.026054387014868566,0.3050857830722015
33,3.0,1,0.05357315782152419,0.030042443444883535,0.3031383478413911
34,3.0,1,0.047212530282242336,0.02917871040962108,0.34502289503485867
35,3.0,1,0.05298873815114308,0.024346225755501102,0.32562691896366047
36,3.0,1,0.04525694623001172,0.024737450305504376,0.35675540938104966
37,3.0,1,0.04688345146828204,0.02813979400374862,0.33066430304095135
38,3.0,1,0.04620604442368684,0.02744902475683681,0.32972865499976134
39,3.0,1,0.05077442716082034,0.0269661569637092,0.3237585006744597
40,4.0,1,0.061719566569413103,0.024451732202305624,0.32903317003586247
41,4.0,1,0.05525645351958204,0.023358484133760894,0.3554369145184043
42,4.0,1,0.053850884181630664,0.025177177236828503,0.3573074130266369
43,4.0,1,0.0575344231551382,0.024445726416126027,0.3252443497015394
44,4.0,1,0.05094055816846381,0.025903877666368997,0.32648314386072436
45,4.0,1,0.057993045700532826,0.029229474894797897,0.32039379286520925
46,4.0,1,0.052996600554953886,0.027591484151187295,0.3623132386956207
47,4.0,1,0.058396954967083275,0.023150399606329683,0.3706998318022537
48,4.0,1,0.05054776579762658,0.0281649267688263,0.3241283634814295
49,4.0,1,0.061288461723187165,0.028455307359598208,0.35153514760367804
50,4.0,1,0.06054585483030966,0.02850576140603792,0.3814396602130288
51,4.0,1,0.06034524470863375,0.02764808058877025,0.36902284549440195
52,4.0,1,0.061421593082622176,0.02334841194419903,0.3853459119429737
53,4.0,1,0.05933528444843245,0.02801043043557449,0.30773782893439
54,5.0,1,0.06120974162994902,0.02558868111320981,0.40550002263383744
