fid,f,f_class,I,I_class,Ex,Ex_class,f_Nones,f_Nzeros,I_Nones,I_Nzeros,Ex_Nones,Ex_Nzeros
96,0.8888888888888888,4.0,1.509583708342901,3.0,1.3418521851936895,4.0,34.0,0.0,20.0,0.0,19.0,0.0
97,0.8888888888888888,4.0,1.5327324932131907,3.0,1.3624288828561695,4.0,34.0,0.0,20.0,0.0,19.0,0.0
98,0.8888888888888888,4.0,1.4874920997414969,3.0,1.3222151997702194,4.0,34.0,0.0,19.0,0.0,18.0,0.0
99,0.8148148148148148,4.0,1.365590439513112,3.0,1.112703321084758,3.0,31.0,0.0,17.0,0.0,15.0,0.0
100,0.8148148148148148,4.0,1.1570572149752647,3.0,0.9427873603502156,3.0,31.0,0.0,13.0,0.0,13.0,0.0
101,0.6666666666666666,4.0,0.9561123045261446,3.0,0.6374082030174297,3.0,24.0,0.0,10.0,0.0,8.0,0.0
102,0.6296296296296297,3.0,0.6721949255880788,2.0,0.42323384203693853,3.0,23.0,0.0,3.0,1.0,5.0,0.0
103,0.48148148148148145,3.0,0.4099280076545612,2.0,0.1973727444262702,2.0,16.0,0.0,1.0,3.0,2.0,0.0
104,0.6666666666666666,4.0,0.4225056527163488,2.0,0.2816704351442325,3.0,24.0,0.0,2.0,2.0,3.0,0.0
105,0.7037037037037037,4.0,0.6308028352602619,2.0,0.4438982914794436,3.0,26.0,0.0,3.0,1.0,6.0,0.0
106,0.8148148148148148,4.0,0.8278920569841417,3.0,0.6745787130981895,3.0,31.0,0.0,7.0,0.0,9.0,0.0
107,0.8148148148148148,4.0,0.9385565106767342,3.0,0.7647497494403018,3.0,31.0,0.0,9.0,0.0,10.0,0.0
108,0.8518518518518519,4.0,1.0289844714337435,3.0,0.8765423275176334,3.0,33.0,0.0,11.0,0.0,12.0,0.0
109,0.8888888888888888,4.0,1.131293830488956,3.0,1.005594515990183,3.0,34.0,0.0,13.0,0.0,14.0,0.0
110,0.8888888888888888,4.0,1.2120086691277772,3.0,1.0773410392246907,3.0,34.0,0.0,14.0,0.0,15.0,0.0
111,0.8888888888888888,4.0,1.3044870037117124,3.0,1.1595440032992999,4.0,34.0,0.0,16.0,0.0,16.0,0.0
112,0.8888888888888888,4.0,1.425752243351653,3.0,1.2673353274236914,4.0,34.0,0.0,18.0,0.0,18.0,0.0
113,0.8888888888888888,4.0,1.502613202584364,3.0,1.33565618007499,4.0,34.0,0.0,20.0,0.0,18.0,0.0
114,0.8888888888888888,4.0,1.5305316492888505,3.0,1.360472577145645,4.0,34.0,0.0,20.0,0.0,19.0,0.0
115,0.8888888888888888,4.0,1.5110273670421663,3.0,1.3431354373708144,4.0,34.0,0.0,20.0,0.0,19.0,0.0
116,0.8518518518518519,4.0,1.4026379393582102,3.0,1.1948397261199568,4.0,33.0,0.0,18.0,0.0,16.0,0.0
117,0.8148148148148148,4.0,1.1989246223366063,3.0,0.9769015441261236,3.0,31.0,0.0,14.0,0.0,13.0,0.0
118,0.6666666666666666,4.0,1.007083464221259,3.0,0.6713889761475059,3.0,24.0,0.0,11.0,0.0,9.0,0.0
119,0.6296296296296297,3.0,0.7107996263230407,2.0,0.4475405054626553,3.0,23.0,0.0,4.0,1.0,6.0,0.0
120,0.48148148148148145,3.0,0.4648288008714574,2.0,0.22380645967884985,2.0,16.0,0.0,1.0,1.0,2.0,0.0
121,0.3333333333333333,3.0,0.3445763498597991,2.0,0.11485878328659971,2.0,9.0,0.0,1.0,6.0,4.0,5.0
122,0.3333333333333333,3.0,0.33334044840665655,2.0,0.11111348280221885,2.0,9.0,0.0,1.0,7.0,5.0,7.0
123,0.4074074074074074,3.0,0.3986300257926094,2.0,0.16240482532291495,2.0,13.0,0.0,1.0,4.0,2.0,0.0
124,0.5925925925925926,3.0,0.38736541252115475,2.0,0.2295498740866102,2.0,21.0,0.0,1.0,4.0,2.0,0.0
125,0.6666666666666666,4.0,0.5426536081330551,2.0,0.36176907208870335,3.0,24.0,0.0,1.0,1.0,4.0,0.0
126,0.8148148148148148,4.0,0.7615066847472343,3.0,0.6204869283125612,3.0,31.0,0.0,6.0,0.0,8.0,0.0
127,0.8148148148148148,4.0,0.9535363679836482,3.0,0.7769555590977874,3.0,31.0,0.0,10.0,0.0,10.0,0.0
128,0.8518518518518519,4.0,1.0766702931828784,3.0,0.9171635830817113,3.0,33.0,0.0,12.0,0.0,12.0,0.0
129,0.8888888888888888,4.0,1.1777044678446238,3.0,1.0468484158618878,3.0,34.0,0.0,14.0,0.0,14.0,0.0
130,0.8888888888888888,4.0,1.2541376862386167,3.0,1.1147890544343257,3.0,34.0,0.0,15.0,0.0,15.0,0.0
131,0.8888888888888888,4.0,1.3378538738725605,3.0,1.189203443442276,4.0,34.0,0.0,17.0,0.0,16.0,0.0
132,0.8888888888888888,4.0,1.429306843577217,3.0,1.2704949720686372,4.0,34.0,0.0,18.0,0.0,18.0,0.0
133,0.8888888888888888,4.0,1.5021781948081594,3.0,1.3352695064961415,4.0,34.0,0.0,20.0,0.0,18.0,0.0
134,0.8888888888888888,4.0,1.5345225327123002,3.0,1.3640200290776001,4.0,34.0,0.0,20.0,0.0,19.0,0.0
135,0.8888888888888888,4.0,1.5307228883886106,3.0,1.3606425674565428,4.0,34.0,0.0,20.0,0.0,19.0,0.0
136,0.8518518518518519,4.0,1.4346514981323748,3.0,1.222110535446097,4.0,33.0,0.0,18.0,0.0,17.0,0.0
137,0.8148148148148148,4.0,1.2340201337900498,3.0,1.0054978867918924,3.0,31.0,0.0,15.0,0.0,14.0,0.0
138,0.6666666666666666,4.0,0.983054697712865,3.0,0.6553697984752433,3.0,24.0,0.0,10.0,0.0,9.0,0.0
139,0.6296296296296297,3.0,0.6770430703471247,2.0,0.42628637762596744,3.0,23.0,0.0,3.0,1.0,5.0,0.0
140,0.4444444444444444,3.0,0.5346342904989831,2.0,0.23761524022177027,2.0,14.0,0.0,1.0,1.0,3.0,0.0
141,0.3333333333333333,3.0,0.31162325022111426,2.0,0.10387441674037141,2.0,9.0,0.0,1.0,7.0,7.0,11.0
142,0.14814814814814814,2.0,0.17492795908175787,1.0,0.025915253197297462,2.0,0.0,1.0,0.0,14.0,2.0,76.0
143,0.18518518518518517,2.0,0.35648525870705594,2.0,0.0660157886494548,2.0,2.0,1.0,1.0,6.0,13.0,34.0
144,0.3333333333333333,3.0,0.4305488474307321,2.0,0.14351628247691067,2.0,9.0,0.0,1.0,2.0,1.0,0.0
145,0.48148148148148145,3.0,0.33328314341390974,2.0,0.1604696616437343,2.0,16.0,0.0,1.0,7.0,1.0,1.0
146,0.6666666666666666,4.0,0.4693457067555028,2.0,0.31289713783700185,3.0,24.0,0.0,1.0,1.0,4.0,0.0
147,0.8148148148148148,4.0,0.721616166161301,2.0,0.5879835427980971,3.0,31.0,0.0,5.0,0.0,8.0,0.0
148,0.8148148148148148,4.0,0.9408616425692411,3.0,0.7666280050564186,3.0,31.0,0.0,9.0,0.0,10.0,0.0
149,0.8518518518518519,4.0,1.1001658741065832,3.0,0.9371783372019042,3.0,33.0,0.0,12.0,0.0,13.0,0.0
150,0.8888888888888888,4.0,1.2100504333944568,3.0,1.075600385239517,3.0,34.0,0.0,14.0,0.0,15.0,0.0
151,0.8888888888888888,4.0,1.2995137934754828,3.0,1.1551233719782068,4.0,34.0,0.0,16.0,0.0,16.0,0.0
152,0.8888888888888888,4.0,1.3683218291958703,3.0,1.2162860703963292,4.0,34.0,0.0,17.0,0.0,17.0,0.0
153,0.8888888888888888,4.0,1.4533951174053301,3.0,1.29190677102696,4.0,34.0,0.0,19.0,0.0,18.0,0.0
154,0.8888888888888888,4.0,1.5327717198451305,3.0,1.3624637509734492,4.0,34.0,0.0,20.0,0.0,19.0,0.0
155,0.8888888888888888,4.0,1.5660821155203735,3.0,1.3920729915736652,4.0,34.0,0.0,21.0,0.0,19.0,0.0
156,0.8888888888888888,4.0,1.547103462726441,3.0,1.3752030779790587,4.0,34.0,0.0,20.0,0.0,19.0,0.0
157,0.8518518518518519,4.0,1.4225479243434005,3.0,1.2118000836999339,4.0,33.0,0.0,18.0,0.0,17.0,0.0
158,0.8148148148148148,4.0,1.2077845170110264,3.0,0.98412071756454,3.0,31.0,0.0,14.0,0.0,13.0,0.0
159,0.6666666666666666,4.0,0.9152675332349027,3.0,0.6101783554899352,3.0,24.0,0.0,9.0,0.0,8.0,0.0
160,0.5555555555555556,3.0,0.6736491065162142,2.0,0.37424950362011905,3.0,19.0,0.0,3.0,1.0,5.0,0.0
161,0.4074074074074074,3.0,0.5556177059642524,2.0,0.22636276909654726,2.0,13.0,0.0,1.0,1.0,2.0,0.0
162,0.3333333333333333,3.0,0.3693200643729409,2.0,0.12310668812431363,2.0,9.0,0.0,1.0,5.0,1.0,2.0
163,0.18518518518518517,2.0,0.14396791344676682,1.0,0.026660724712364223,2.0,2.0,1.0,0.0,16.0,3.0,74.0
164,0.037037037037037035,1.0,0.10453682844528155,1.0,0.003871734386862279,1.0,0.0,34.0,0.0,17.0,0.0,95.0
165,0.1111111111111111,2.0,0.025700107553996862,1.0,0.0028555675059996513,1.0,1.0,11.0,0.0,21.0,0.0,96.0
166,0.14814814814814814,2.0,0.23629115082207108,1.0,0.0350060964180846,2.0,0.0,1.0,0.0,12.0,8.0,63.0
167,0.3333333333333333,3.0,0.37999059808967045,2.0,0.1266635326965568,2.0,9.0,0.0,1.0,5.0,1.0,0.0
168,0.4444444444444444,3.0,0.3978518109402791,2.0,0.17682302708456848,2.0,14.0,0.0,1.0,4.0,2.0,0.0
169,0.5925925925925926,3.0,0.48480010249549654,2.0,0.2872889496269609,3.0,21.0,0.0,0.0,1.0,3.0,0.0
170,0.7777777777777778,4.0,0.7100843223866607,2.0,0.5522878063007362,3.0,29.0,0.0,4.0,1.0,7.0,0.0
171,0.8148148148148148,4.0,0.9415966117282871,3.0,0.7672268688156413,3.0,31.0,0.0,9.0,0.0,10.0,0.0
172,0.8518518518518519,4.0,1.1040724017332562,3.0,0.940506119994996,3.0,33.0,0.0,12.0,0.0,13.0,0.0
173,0.8888888888888888,4.0,1.2379377101277984,3.0,1.1003890756691541,3.0,34.0,0.0,15.0,0.0,15.0,0.0
174,0.9259259259259259,4.0,1.334132727304205,3.0,1.2353080808372268,4.0,36.0,0.0,16.0,0.0,17.0,0.0
175,0.9259259259259259,4.0,1.4114040608780907,3.0,1.3068556119241581,4.0,36.0,0.0,18.0,0.0,18.0,0.0
176,0.8888888888888888,4.0,1.4972257620809462,3.0,1.330867344071952,4.0,34.0,0.0,19.0,0.0,18.0,0.0
177,0.8888888888888888,4.0,1.5846962572469585,3.0,1.4086188953306298,4.0,34.0,0.0,21.0,0.0,20.0,0.0
178,0.8888888888888888,4.0,1.6250797856346222,3.0,1.444515365008553,4.0,34.0,0.0,22.0,0.0,20.0,0.0
179,0.8888888888888888,4.0,1.6056025393614823,3.0,1.4272022572102065,4.0,34.0,0.0,21.0,0.0,20.0,0.0
180,0.8518518518518519,4.0,1.463762315803957,3.0,1.246908639388556,4.0,33.0,0.0,19.0,0.0,17.0,0.0
181,0.8148148148148148,4.0,1.2497746762939435,3.0,1.0183349214246946,3.0,31.0,0.0,15.0,0.0,14.0,0.0
182,0.6666666666666666,4.0,0.9630649247201755,3.0,0.6420432831467836,3.0,24.0,0.0,10.0,0.0,8.0,0.0
183,0.5555555555555556,3.0,0.7205711063983864,2.0,0.4003172813324369,3.0,19.0,0.0,5.0,0.0,5.0,0.0
184,0.4444444444444444,3.0,0.5542402802095028,2.0,0.24632901342644567,2.0,14.0,0.0,1.0,1.0,3.0,0.0
185,0.3333333333333333,3.0,0.45477444413160434,2.0,0.15159148137720144,2.0,9.0,0.0,1.0,1.0,1.0,0.0
186,0.25925925925925924,2.0,0.17863423067399453,1.0,0.04631257832288747,2.0,5.0,1.0,0.0,14.0,13.0,49.0
187,0.037037037037037035,1.0,0.12834337497144963,1.0,0.004753458332275912,1.0,0.0,34.0,0.0,16.0,0.0,94.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
190,0.1111111111111111,2.0,0.02911746647446741,1.0,0.003235274052718601,1.0,1.0,11.0,0.0,21.0,0.0,95.0
191,0.14814814814814814,2.0,0.20420874152284768,1.0,0.03025314689227373,2.0,0.0,1.0,0.0,13.0,6.0,69.0
192,0.3333333333333333,3.0,0.3776542628574276,2.0,0.1258847542858092,2.0,9.0,0.0,1.0,5.0,1.0,0.0
193,0.4444444444444444,3.0,0.4019902873471182,2.0,0.17866234993205254,2.0,14.0,0.0,1.0,4.0,2.0,0.0
194,0.5925925925925926,3.0,0.487538840683407,2.0,0.2889119055901671,3.0,21.0,0.0,1.0,0.0,3.0,0.0
195,0.7777777777777778,4.0,0.7036509767827032,2.0,0.5472840930532136,3.0,29.0,0.0,4.0,1.0,7.0,0.0
196,0.8148148148148148,4.0,0.9481663088082581,3.0,0.7725799553252474,3.0,31.0,0.0,9.0,0.0,10.0,0.0
197,0.8888888888888888,4.0,1.1008021612206664,3.0,0.9784908099739257,3.0,34.0,0.0,12.0,0.0,13.0,0.0
198,0.9259259259259259,4.0,1.2475014596044367,3.0,1.1550939440781822,4.0,36.0,0.0,15.0,0.0,16.0,0.0
199,0.9259259259259259,4.0,1.362997596218097,3.0,1.2620348113130526,4.0,36.0,0.0,17.0,0.0,17.0,0.0
200,0.9259259259259259,4.0,1.455604600086988,3.0,1.3477820371175815,4.0,36.0,0.0,19.0,0.0,19.0,0.0
201,0.8888888888888888,4.0,1.538382982023118,3.0,1.3674515395761049,4.0,34.0,0.0,20.0,0.0,19.0,0.0
202,0.8888888888888888,4.0,1.6316754360627574,3.0,1.4503781653891177,4.0,34.0,0.0,22.0,0.0,20.0,0.0
203,0.8888888888888888,4.0,1.6775859894755099,3.0,1.4911875462004531,4.0,34.0,0.0,23.0,0.0,21.0,0.0
204,0.8888888888888888,4.0,1.653545729341501,3.0,1.469818426081334,4.0,34.0,0.0,22.0,0.0,20.0,0.0
205,0.8518518518518519,4.0,1.4843803674490104,3.0,1.2644721648639718,4.0,33.0,0.0,19.0,0.0,17.0,0.0
206,0.8518518518518519,4.0,1.2392962863365384,3.0,1.0556968365089032,3.0,33.0,0.0,15.0,0.0,14.0,0.0
207,0.7037037037037037,4.0,0.9772691476790905,3.0,0.6877079187371378,3.0,26.0,0.0,10.0,0.0,9.0,0.0
208,0.5925925925925926,3.0,0.7319268381676255,2.0,0.4337344226178521,3.0,21.0,0.0,5.0,0.0,5.0,0.0
209,0.4444444444444444,3.0,0.593224285420266,2.0,0.26365523796456264,3.0,14.0,0.0,2.0,1.0,3.0,0.0
210,0.3333333333333333,3.0,0.48570039448234986,2.0,0.1619001314941166,2.0,9.0,0.0,1.0,0.0,1.0,1.0
211,0.25925925925925924,2.0,0.23396451472679947,1.0,0.06065746678102208,2.0,5.0,1.0,0.0,12.0,12.0,39.0
212,0.07407407407407407,1.0,0.14158059100824444,1.0,0.010487451185795884,1.0,0.0,23.0,0.0,16.0,0.0,90.0
213,0.037037037037037035,1.0,0.0009580540551376436,1.0,3.548348352361643e-05,1.0,0.0,34.0,0.0,22.0,0.0,98.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
218,0.1111111111111111,2.0,0.07799669732462428,1.0,0.00866629970273603,1.0,1.0,11.0,0.0,18.0,0.0,91.0
219,0.18518518518518517,2.0,0.23136172017657405,1.0,0.04284476299566186,2.0,2.0,1.0,0.0,12.0,10.0,55.0
220,0.37037037037037035,3.0,0.3748321550999706,2.0,0.1388267241111002,2.0,11.0,0.0,1.0,5.0,1.0,0.0
221,0.48148148148148145,3.0,0.36123587819894276,2.0,0.17392838579949094,2.0,16.0,0.0,1.0,5.0,2.0,0.0
222,0.5925925925925926,3.0,0.5069182057577551,2.0,0.3003959737823734,3.0,21.0,0.0,1.0,0.0,4.0,0.0
223,0.7777777777777778,4.0,0.7209025677306574,2.0,0.5607019971238447,3.0,29.0,0.0,5.0,0.0,7.0,0.0
224,0.8518518518518519,4.0,0.9540411680206877,3.0,0.8127017357213265,3.0,33.0,0.0,10.0,0.0,11.0,0.0
225,0.8888888888888888,4.0,1.1092686921198218,3.0,0.9860166152176193,3.0,34.0,0.0,12.0,0.0,13.0,0.0
226,0.9259259259259259,4.0,1.2652897657924305,3.0,1.1715645979559541,4.0,36.0,0.0,15.0,0.0,16.0,0.0
227,0.9259259259259259,4.0,1.3927977348169247,3.0,1.2896275322378932,4.0,36.0,0.0,18.0,0.0,18.0,0.0
228,0.9259259259259259,4.0,1.502453151993855,3.0,1.3911603259202363,4.0,36.0,0.0,20.0,0.0,19.0,0.0
229,0.9259259259259259,4.0,1.5676844752360426,3.0,1.451559699292632,4.0,36.0,0.0,21.0,0.0,20.0,0.0
230,0.8888888888888888,4.0,1.679774998673087,3.0,1.4931333321538551,4.0,34.0,0.0,23.0,0.0,21.0,0.0
231,0.8888888888888888,4.0,1.725903827159144,3.0,1.5341367352525723,4.0,34.0,0.0,24.0,0.0,21.0,0.0
232,0.8888888888888888,4.0,1.662352768168573,3.0,1.4776469050387315,4.0,34.0,0.0,22.0,0.0,21.0,0.0
233,0.8518518518518519,4.0,1.4559323537980924,3.0,1.2402386717539307,4.0,33.0,0.0,19.0,0.0,17.0,0.0
234,0.8518518518518519,4.0,1.1888099351851347,3.0,1.012689944787337,3.0,33.0,0.0,14.0,0.0,14.0,0.0
235,0.7037037037037037,4.0,0.9773182959052716,3.0,0.6877425045259319,3.0,26.0,0.0,10.0,0.0,9.0,0.0
236,0.5925925925925926,3.0,0.7331868472676581,2.0,0.43448109467713075,3.0,21.0,0.0,6.0,0.0,5.0,0.0
237,0.3333333333333333,3.0,0.5507624425725669,2.0,0.1835874808575223,2.0,9.0,0.0,1.0,1.0,2.0,0.0
238,0.3333333333333333,3.0,0.356178178691575,2.0,0.11872605956385832,2.0,9.0,0.0,1.0,6.0,3.0,4.0
239,0.3333333333333333,3.0,0.2039830586224524,1.0,0.06799435287415079,2.0,9.0,0.0,0.0,13.0,14.0,32.0
240,0.14814814814814814,2.0,0.15085552421126697,1.0,0.02234896654981733,1.0,0.0,1.0,0.0,15.0,0.0,81.0
241,0.037037037037037035,1.0,0.04770638154663629,1.0,0.0017669030202457886,1.0,0.0,34.0,0.0,20.0,0.0,97.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
246,0.8148148148148148,4.0,0.7604939109494366,3.0,0.6196617052180594,3.0,31.0,0.0,6.0,0.0,8.0,0.0
247,0.8518518518518519,4.0,0.9792157377743274,3.0,0.8341467395855381,3.0,33.0,0.0,10.0,0.0,11.0,0.0
248,0.8888888888888888,4.0,1.1281654732231587,3.0,1.002813753976141,3.0,34.0,0.0,13.0,0.0,14.0,0.0
249,0.9259259259259259,4.0,1.2803713898851181,3.0,1.1855290647084427,4.0,36.0,0.0,16.0,0.0,16.0,0.0
250,0.9259259259259259,4.0,1.4774424294347979,3.0,1.3680022494766646,4.0,36.0,0.0,19.0,0.0,19.0,0.0
251,0.9259259259259259,4.0,1.552541868190411,3.0,1.4375387668429733,4.0,36.0,0.0,20.0,0.0,20.0,0.0
252,0.9259259259259259,4.0,1.6463281921998925,3.0,1.5243779557406412,4.0,36.0,0.0,22.0,0.0,21.0,0.0
253,0.9259259259259259,4.0,1.7241607113135156,3.0,1.59644510306807,4.0,36.0,0.0,24.0,0.0,22.0,0.0
254,0.8888888888888888,4.0,1.7642666130282447,4.0,1.5682369893584396,4.0,34.0,0.0,24.0,0.0,22.0,0.0
255,0.8888888888888888,4.0,1.6678667720281246,3.0,1.4825482418027773,4.0,34.0,0.0,23.0,0.0,21.0,0.0
256,0.8518518518518519,4.0,1.4313667237448122,3.0,1.2193123943011364,4.0,33.0,0.0,18.0,0.0,17.0,0.0
257,0.8148148148148148,4.0,1.1632539253659016,3.0,0.9478365317796235,3.0,31.0,0.0,13.0,0.0,13.0,0.0
258,0.7037037037037037,4.0,0.8910363454413113,3.0,0.6270255764216635,3.0,26.0,0.0,8.0,0.0,8.0,0.0
259,0.5555555555555556,3.0,0.6640112565229456,2.0,0.3688951425127476,3.0,19.0,0.0,3.0,1.0,5.0,0.0
260,0.3333333333333333,3.0,0.45514259608293733,2.0,0.15171419869431244,2.0,9.0,0.0,1.0,1.0,1.0,0.0
261,0.3333333333333333,3.0,0.28071402865707135,2.0,0.09357134288569044,2.0,9.0,0.0,1.0,9.0,10.0,16.0
262,0.2962962962962963,2.0,0.154066049777352,1.0,0.04564919993403022,2.0,8.0,0.0,0.0,15.0,11.0,52.0
263,0.14814814814814814,2.0,0.1582998565396202,1.0,0.023451830598462252,1.0,0.0,1.0,0.0,15.0,0.0,80.0
264,0.037037037037037035,1.0,0.016546435808840784,1.0,0.000612830955882992,1.0,0.0,34.0,0.0,21.0,0.0,97.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
269,0.8888888888888888,4.0,0.9866336792552187,3.0,0.8770077148935277,3.0,34.0,0.0,10.0,0.0,12.0,0.0
270,0.9259259259259259,4.0,1.1348292845588168,3.0,1.0507678560729785,3.0,36.0,0.0,13.0,0.0,14.0,0.0
271,0.9259259259259259,4.0,1.3382882291074398,3.0,1.239155767692074,4.0,36.0,0.0,17.0,0.0,17.0,0.0
272,0.9259259259259259,4.0,1.5440094751088564,3.0,1.4296384028785707,4.0,36.0,0.0,20.0,0.0,20.0,0.0
273,0.9259259259259259,4.0,1.5875838119332428,3.0,1.469985011049299,4.0,36.0,0.0,21.0,0.0,20.0,0.0
274,0.9259259259259259,4.0,1.6893254452049806,3.0,1.5641902270416488,4.0,36.0,0.0,23.0,0.0,22.0,0.0
275,0.9259259259259259,4.0,1.7691943678289743,4.0,1.6381429331749762,4.0,36.0,0.0,24.0,0.0,23.0,0.0
276,0.8888888888888888,4.0,1.7846423345538664,4.0,1.586348741825659,4.0,34.0,0.0,25.0,0.0,22.0,0.0
277,0.8888888888888888,4.0,1.6724729722603402,3.0,1.4866426420091912,4.0,34.0,0.0,23.0,0.0,21.0,0.0
278,0.8518518518518519,4.0,1.4034734295423181,3.0,1.1955514399804932,4.0,33.0,0.0,18.0,0.0,16.0,0.0
279,0.8148148148148148,4.0,1.0961726771275258,3.0,0.8931777369187246,3.0,31.0,0.0,12.0,0.0,12.0,0.0
280,0.6296296296296297,3.0,0.855056937101812,3.0,0.5383691826196594,3.0,23.0,0.0,8.0,0.0,7.0,0.0
281,0.48148148148148145,3.0,0.618080148058447,2.0,0.2975941453614745,3.0,16.0,0.0,2.0,1.0,3.0,0.0
282,0.3333333333333333,3.0,0.3691560392125418,2.0,0.12305201307084726,2.0,9.0,0.0,1.0,5.0,1.0,2.0
283,0.3333333333333333,3.0,0.19688216324273738,1.0,0.06562738774757912,2.0,9.0,0.0,0.0,13.0,12.0,35.0
284,0.14814814814814814,2.0,0.21533709971643933,1.0,0.031901792550583605,2.0,0.0,1.0,0.0,13.0,7.0,66.0
285,0.07407407407407407,1.0,0.16251892180013097,1.0,0.012038438651861553,1.0,0.0,23.0,0.0,15.0,0.0,89.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
291,0.8888888888888888,4.0,1.01461686102527,3.0,0.9018816542446844,3.0,34.0,0.0,11.0,0.0,12.0,0.0
292,0.9259259259259259,4.0,1.16271996859601,3.0,1.076592563514824,3.0,36.0,0.0,13.0,0.0,15.0,0.0
293,0.9259259259259259,4.0,1.3980802051498809,3.0,1.294518708472112,4.0,36.0,0.0,18.0,0.0,18.0,0.0
294,0.9259259259259259,4.0,1.5691899770563618,3.0,1.4529536824595943,4.0,36.0,0.0,21.0,0.0,20.0,0.0
295,0.9259259259259259,4.0,1.6080212282750723,3.0,1.488908544699141,4.0,36.0,0.0,21.0,0.0,21.0,0.0
296,0.9259259259259259,4.0,1.7305544298624478,3.0,1.6023652128355999,4.0,36.0,0.0,24.0,0.0,22.0,0.0
297,0.9259259259259259,4.0,1.7986861509906404,4.0,1.6654501398061485,4.0,36.0,0.0,25.0,0.0,23.0,0.0
298,0.8888888888888888,4.0,1.783309281609235,4.0,1.5851638058748756,4.0,34.0,0.0,25.0,0.0,22.0,0.0
299,0.8888888888888888,4.0,1.6740503945160448,3.0,1.488044795125373,4.0,34.0,0.0,23.0,0.0,21.0,0.0
300,0.8518518518518519,4.0,1.3521748127457924,3.0,1.1518526182649342,3.0,33.0,0.0,17.0,0.0,16.0,0.0
301,0.7777777777777778,4.0,0.9569498413171362,3.0,0.7442943210244393,3.0,29.0,0.0,10.0,0.0,10.0,0.0
302,0.5925925925925926,3.0,0.7287941059088522,2.0,0.4318779886867272,3.0,21.0,0.0,5.0,0.0,5.0,0.0
303,0.3333333333333333,3.0,0.5270908534568539,2.0,0.17569695115228462,2.0,9.0,0.0,1.0,1.0,2.0,0.0
304,0.3333333333333333,3.0,0.27629928998188563,2.0,0.0920997633272952,2.0,9.0,0.0,0.0,10.0,10.0,17.0
305,0.1111111111111111,2.0,0.20998998330082685,1.0,0.023332220366758537,1.0,1.0,11.0,0.0,13.0,0.0,80.0
306,0.07407407407407407,1.0,0.15036961079644862,1.0,0.011138489688625823,1.0,0.0,23.0,0.0,15.0,0.0,89.0
307,0.07407407407407407,1.0,0.06865442630597879,1.0,0.005085513059702132,1.0,0.0,23.0,0.0,19.0,0.0,94.0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,22.0,0.0,98.0
311,0.8888888888888888,4.0,1.058757974482113,3.0,0.9411181995396559,3.0,34.0,0.0,11.0,0.0,13.0,0.0
312,0.9259259259259259,4.0,1.232216687532803,3.0,1.140941377345188,3.0,36.0,0.0,15.0,0.0,16.0,0.0
313,0.9259259259259259,4.0,1.4253722418430723,3.0,1.3197891128176595,4.0,36.0,0.0,18.0,0.0,18.0,0.0
314,0.9259259259259259,4.0,1.5769810831924034,3.0,1.4601676696225958,4.0,36.0,0.0,21.0,0.0,20.0,0.0
315,0.9259259259259259,4.0,1.6385636622923716,3.0,1.5171885761966404,4.0,36.0,0.0,22.0,0.0,21.0,0.0
