Protocol,Unnamed: 0,AGRI_AREA,AGRI_AREA_SURR,AGRI_AREA_BLOCK,BUILT_AREA,BUILT_AREA_SURR,BUILT_AREA_BLOCK,NAT_AREA,NAT_AREA_SURR,NAT_AREA_BLOCK,URBAN_AREA,URBAN_AREA_SURR,URBAN_AREA_BLOCK,INDUSTRIAL_AREA,INDUSTRIAL_AREA_SURR,INDUSTRIAL_AREA_BLOCK,SIARL_2,SIARL_2_SURR,SIARL_2_BLOCK,SIARL_9,SIARL_9_SURR,SIARL_9_BLOCK,SIARL_12,SIARL_12_SURR,SIARL_12_BLOCK,ROADS,ROADS_SURR,ROADS_BLOCK,FARMS,FARMS_SURR,FARMS_BLOCK
All,0.30750279955207155,0.3647509301737527,0.5426073763681681,0.5294151645414152,0.4337174439186503,0.5515948415995376,0.5435032330311019,-0.8471986417657046,-0.9053715276523497,-0.9089983022071306,-0.07429108116894845,0.24356464256041607,0.21298992161254185,0.7114185601271535,0.7181230357981433,0.7246396705559366,0.556955532276126,0.605288444171513,0.6099844670014085,0.47853917566737697,0.5892930679478378,0.5828197810930894,-0.05604161398692338,0.34426182133439287,0.34429071993642313,0.2250695372611349,0.5076400679117147,0.4975544558032004,-0.4551746559260196,-0.4962973666148898,-0.4988693421955711
Nospills,0.3170971354260737,0.3687678358559405,0.5522306108442003,0.5387205143951161,0.4267384315283747,0.5377524112271067,0.5297041505617164,-0.8517935194884946,-0.914142253368493,-0.9175667377090634,-0.0849402160170502,0.22180399523173064,0.191113679875736,0.7126612000144492,0.7118231405555757,0.7191055882671676,0.5490951125239318,0.6000144493010149,0.6044503847126395,0.48037423689629,0.5974280244193185,0.5903045190188924,-0.0475454249900661,0.35749738106419093,0.35751183036520606,0.22587869811797856,0.49316186829462116,0.48415995376223664,-0.4637864393309973,-0.5047791063107321,-0.5080157497381063
Spills,0.2784597045117941,0.3581620489108838,0.5172199544847017,0.5055449192645305,0.4438464039302098,0.5790774121301882,0.5709713542607375,-0.8337029946176353,-0.8783802333562114,-0.8824549362424592,-0.057703283603655675,0.28614673265180796,0.25451721272983413,0.705133114185601,0.7284253874218836,0.7338872232055774,0.5754650868764223,0.6174114077231513,0.6232922732362821,0.47719539067297617,0.5657840551963296,0.5611169309684642,-0.08225264602824837,0.31452515984539237,0.31455405844742257,0.2247950005418488,0.5303688184084095,0.5191561608207201,-0.4430805909764115,-0.47937723512625063,-0.48171802189069096
