,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.4006481268602458,-0.5433686518085495,-0.33248081841432225,7.675993272430404,0.009803023055281152,0,109
1,aspect_major,0.34616374682737017,0.33867107156571435,0.248000643340434,4.604228502291077,0.0011797407985078097,0,51
2,slope_mean,-0.41645916265426863,-0.4904640116916332,-0.329923273657289,7.934217524161572,0.00144141746954874,0,81
3,pop,-0.11413047025907304,0.16704420898794303,0.10485933503836317,0.19327837914991147,0.0013364599490930712,0,22
4,soil7,0.20928329649792038,0.2618195221363722,0.18439440354321043,0.7360348670259714,0.029483863229283303,1,64
5,int_sec,0.1359294918904767,0.37026279013957947,0.2519718667356526,0.5812542893012226,0.0020602379030158643,1,59
6,sec_road,0.0816290417290971,0.2895167109794778,0.18972500964021216,0.47085702150445846,0.0019454169539122076,1,46
7,farm_sheep,-0.12576763526058116,0.04380748819591038,0.04220848529074383,0.8326995408484643,0.0032082560553841895,1,50
8,ndvi,0.5691459050012933,0.6006576543660943,0.44501278772378516,16.447536397919542,0.01982397184916013,1,135
9,temp_2m,0.4334914976838608,0.3127146510778224,0.23358908780903662,7.664120186580138,0.0034262600868327333,1,91
10,press,0.43769056274505613,0.4883814395323347,0.3256606990622336,8.790586788090557,0.0012285661698711633,1,99
11,n_wind,-0.3926834358494824,-0.1967482645232006,-0.21909633418584823,7.010469963007772,0.05878879769327501,1,92
12,aod_047,0.508275266860136,0.7812933869199854,0.5907928388746803,12.25327707016863,0.005752462690634742,1,138
13,nh3_cams,0.9226517135003293,0.9261234928754112,0.7698209718670076,181.81042451722195,0.23327230042367864,1,178
14,no_cams,0.011252753641245289,0.46766532700036545,0.3188405797101449,0.12240360663911248,0.0010989920312122732,0,38
15,co_cams,0.6943555304532568,0.7776397515527952,0.6214833759590792,33.57879572812877,0.002925196154795663,0,116
16,pm10_cams,0.7604011026568287,0.8854585312385824,0.7186700767263428,50.06967799749543,0.006942526191466883,0,142
17,pm25_cams,0.7346438696691806,0.8800511508951407,0.7075873827791985,45.63582392014117,0.0056971559168988665,0,136
18,no2_cams,0.3324209895372897,0.6419802703690173,0.4501278772378516,5.979741101952613,0.0014915287616403768,0,85
19,nmvocs_cams,0.2992227795706182,0.680306905370844,0.5200341005967604,4.534062300024131,0.003201974985547559,0,91
20,so2_cams,-0.045998032840126886,0.07826086956521741,0.057118499573742536,0.25534688086766344,0.0021893825918689117,0,32
21,o3_cams,-0.2666631638709328,-0.4851297040555353,-0.31116794543904513,2.228628686351993,0.0025111472630906916,1,88
22,no2_int,0.3495242424103259,0.511362805991962,0.2745098039215686,5.393606858548857,0.000955206063963952,1,67
23,nox_int,0.5073373475623265,0.5731092436974791,0.3589087809036658,14.020339875787156,0.0008767468512090856,1,113
24,o3_int,-0.821700089781445,-0.8462184873949582,-0.6487638533674339,60.275791480484735,0.006937531859710961,1,161
25,pm10_int,0.8718838135295623,0.9223237120935333,0.7681159420289855,92.93153377383628,0.0703724615647106,1,176
26,pm25_int,0.8646539802362115,0.8435147972232371,0.629156010230179,87.0419030366178,0.5128284741828955,1,167
27,so2_int,0.27889185327567617,0.33153087321885283,0.21739130434782608,7.387876507424967,0.0019332843753094324,1,74
28,air_hum_int,0.3425245468225688,0.40917062477164784,0.28132992327365725,6.882247302567783,0.0034306310597221486,1,83
29,rad_glob_int,0.5269614002064251,0.4433321154548776,0.2872975277067349,5.857594408425653,0.0009978589419402262,1,76
30,temp_int,0.3877319148753133,0.5334307636097917,0.36317135549872126,7.628113586247564,0.0028591268765380666,1,116
