,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.39355960045889804,-0.4623966205906839,-0.29059011164274323,23.513979146629115,0.001421754688163608,0,124
1,aspect_major,-0.06884712850601228,-0.08461743046244787,-0.05459226686919127,0.9028487186653851,4.746414148378515e-05,0,50
2,slope_mean,-0.035018683162785384,-0.16966565487393623,-0.12335383914331281,0.17400358873568253,2.6592207970986897e-05,0,52
3,pop,-0.25784912252935355,-0.2477196444785689,-0.16394266621144143,13.318250546467237,1.8815440179886358e-05,0,86
4,dsf2,0.46686769678202034,0.3718486215277173,0.22210736248126092,47.514528187710056,0.00020636268060858102,0,134
5,soil_text4,0.012392069008303887,-0.030568203508601864,-0.015791508270226986,0.36464554261483,0.0001310339869088938,0,36
6,int_prim,-0.12128031038981561,-0.0695905794121028,-0.05788324788213255,1.656801150430828,3.2908001355991823e-06,0,46
7,int_prim_sec,0.090676676788805,0.03522676492024336,0.0257197330800261,0.26485987689169926,4.839316185671499e-06,0,34
8,int_sec,-0.33820759995758387,-0.26962988304839497,-0.19787379271819436,18.303450583570356,8.708202857790119e-05,0,105
9,highway,-0.16022606986322324,-0.12178363631011745,-0.09815967552278818,3.1518121173410183,2.460385247917265e-06,0,50
10,prim_road,0.09916182823059198,-0.03144133290982547,-0.028011386141462164,0.8708577757030214,8.884229622998286e-06,0,37
11,sec_road,-0.45619959211867595,-0.39197859394754364,-0.2603829806649564,34.98664939067492,5.123537982934906e-05,0,124
12,farm_pigs,0.29051494521966703,0.28389984574884397,0.2284565896487511,14.038412984772465,1.0520294119095231e-06,0,84
13,farm_poultry,-0.07024870688785106,-0.023769081373440047,-0.017953744535209298,0.5438709873199882,7.817923036907012e-07,0,19
14,farm_sheep,0.15363167079037232,0.2002141462665655,0.15757538665993046,5.743789724410895,3.4341277185000936e-06,0,55
15,ndvi,0.3040110011468507,0.32832037007641895,0.2299840510366826,13.699550930645696,6.175180479565946e-05,0,96
16,press,0.25120482089795915,0.32360535251577655,0.19150348591728222,8.767157933635728,0.03735740878319851,0,100
17,n_wind,-0.6615430424971812,-0.7639422998012568,-0.6293490029056317,120.65230369628343,0.005953871499986013,0,179
18,aod_055,-0.47275637235274853,-0.519709093289631,-0.282945802622003,33.35160910439605,0.0011570537360076146,1,154
19,aod_047,-0.4727700524054067,-0.5195534545181275,-0.2825418521946512,33.40555611455215,0.0007841809012714776,1,172
20,nh3_cams,0.8139882245490337,0.8532354151211722,0.6818409660514922,284.7979383937678,0.007716934260832678,1,226
21,no_cams,-0.2953245687490046,-0.4886220290061647,-0.3188425609478241,16.072720849313406,0.0015778632889543608,1,140
22,co_cams,0.2711644095293573,0.6189288386843886,0.4817953975848712,8.936136208477912,0.007060660817042118,1,168
23,pm10_cams,0.6844531160945493,0.7569585316155533,0.5877876509455456,121.04970912806458,0.004432727648886946,1,212
24,pm25_cams,0.6484594651494422,0.8014532237530492,0.6389154704944178,100.59592218236732,0.009645833084287502,1,217
25,no2_cams,-0.22320060284828347,-0.09887687767458282,-0.027204374572795623,9.164125769723881,0.001738905432055374,1,95
26,nmvocs_cams,-0.0697620722221487,0.5089554994768265,0.3491000227842333,1.2298718676956746,0.054886272346083904,1,142
27,so2_cams,-0.5404438196419069,-0.42929836439439834,-0.3184780132148553,66.6545022071741,0.0006988211473037449,0,144
28,o3_cams,-0.18163475496101797,-0.32002474950841125,-0.1009341535657325,2.377207422153819,0.07283717163222522,1,118
29,no2_int,-0.49048229394104514,-0.563057147392393,-0.34718614718614715,42.491719173997176,0.007890672047710873,1,193
30,nox_int,-0.31285627597907767,-0.2823134959328523,-0.163818637502848,19.91943809217125,0.003158696425798715,1,132
31,o3_int,-0.3013166170229797,-0.47768818858866247,-0.2586010480747323,10.046517788677356,0.0034858491629991325,1,140
32,pm10_int,0.5903079904041033,0.5771565924721325,0.426475279106858,81.77608446969786,0.0005825214012786859,1,181
33,pm25_int,0.423641469206839,0.46423922797083184,0.32394622920938704,40.45786669163064,0.0022485134161111513,1,164
34,so2_int,0.31460817197541296,0.15292021523001817,0.10166324903167007,10.44386603221878,0.07061015845675041,1,123
35,air_hum_int,0.44397337496929984,0.5995866443359584,0.3249487354750512,31.352212918721587,0.6915200436655103,1,184
36,rad_glob_int,0.30871484038597186,0.20028377708597211,0.11187058555479608,21.220066145468238,0.006938657851442766,1,124
37,temp_int,0.17501640316444014,0.4366752728438934,0.2933242196400091,4.214269604852339,0.003247760714254777,1,122
38,wind_speed_int,-0.30509683788620695,-0.26004541729161335,-0.21831852358168147,13.821700957612473,0.002392587240862619,1,118
