,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.21210923406324864,-0.3109076007554431,-0.17074504442925495,9.384147556589475,0.0025677764220018865,1,138
1,aspect_major,-0.05423889946088074,-0.0470636026938124,-0.029620178184452693,0.5134534787536483,2.8190359879272968e-05,0,43
2,slope_mean,0.03687945082136383,-0.1150806788621705,-0.07222601959444064,0.06904323469632398,2.10129073166728e-05,1,66
3,pop,-0.23960433424334254,-0.062071152730590294,-0.05634959272451102,12.533143404277236,0.0006467832517651289,1,100
4,dsf2,0.3524502208751766,0.1412743195795244,0.10631679436306804,27.200724753183245,3.283280854595172e-05,1,112
5,soil_text4,0.19673246189533092,0.18091213000694864,0.12884099738231922,8.113649610922577,3.129221836298303e-05,1,99
6,int_prim,-0.09766291692237185,-0.04681115376806355,-0.03924287992008987,1.247919673326207,2.3437047510521655e-06,1,57
7,int_prim_sec,0.09941997333183059,0.04594396149077889,0.03688488852561882,0.003599747584274222,3.8058949335832482e-06,1,47
8,int_sec,-0.20414342868829505,-0.08135225660582317,-0.052488402066252535,5.601292234033459,2.5092810840526503e-05,1,84
9,highway,-0.112838070105005,-0.016474939833268677,-0.015111596633360966,1.4996540143959183,1.4828719443808602e-06,1,59
10,prim_road,0.06582139516234899,-0.08936703513624919,-0.0663126692328492,0.06477683343409298,9.93000145298114e-06,0,42
11,sec_road,-0.3155319330419996,-0.17836057856237186,-0.11981940728355615,12.460523922777162,0.00017074750734985428,0,92
12,farm_pigs,0.30459593839481597,0.26535408608377864,0.21319622806121172,15.127973451615283,7.155012020193988e-07,0,92
13,farm_poultry,-0.0842763914732773,-0.0005101371029088771,0.0006412051619717607,1.0380370253153053,7.518036198094436e-07,0,27
14,farm_sheep,0.14688973172448486,0.20648834395177978,0.16197566226237434,5.0829724277369,1.790743185801837e-06,0,75
15,ndvi,0.4468099829518075,0.44345611983426897,0.30580997949419,33.152123061010414,6.569060550292191e-05,1,153
16,press,0.04250668132568937,0.1490434383524502,0.0607346474736412,0.8766643395195522,0.0025348352284108194,0,66
17,n_wind,-0.6841191658401761,-0.8766116926947088,-0.7309728802885199,128.41867968088647,0.5370655759798845,1,209
18,aod_055,0.46903503967970145,0.6320275668775096,0.4536915795616278,41.89339099454924,0.0006948169042358479,0,142
19,aod_047,0.46519745105174853,0.6286138566952788,0.4500377023869312,41.14607991581199,0.00017403867288800693,0,136
20,ch4_s5p,0.6762162294941657,0.488696132193869,0.3437728225155426,121.60936905862363,0.00027722589806931973,1,163
21,nh3_cams,0.9010412391165923,0.8615802755488462,0.7012531328320801,591.5744118382198,0.03029612933411241,1,214
22,no_cams,-0.22973502942695292,0.27113993514592166,0.12709045340624286,11.300312348234716,0.013951335841238515,1,139
23,co_cams,0.6022151154359708,0.7424224067277196,0.5867851446798814,66.5707811102839,0.010080227167539188,1,187
24,pm10_cams,0.7146212680108919,0.8553423628005817,0.6711779448621553,139.14239950709225,0.032839741483354244,1,208
25,pm25_cams,0.6847658229276609,0.8443968603110532,0.6578719526087946,117.96682608240248,0.045674464424212996,1,204
26,no2_cams,0.022524718901857893,0.541374763924028,0.2525860104807473,0.1904846009216151,0.008878352525524413,1,120
27,nmvocs_cams,0.046625720196569416,0.6531712737250277,0.42064251537935743,0.017661343062875624,0.0052066994094909875,1,127
28,so2_cams,-0.5749483651076701,-0.7008004716660241,-0.45108225108225103,82.70085679302719,0.001516558171560909,1,168
29,o3_cams,0.01973344049702996,-0.38340811097109423,-0.22816131237183865,0.44248979658469145,0.009572728841605515,0,92
30,no2_int,0.1341509880439101,0.4180846342482661,0.2023695602642971,1.349809987561501,0.005529734501160613,0,110
31,nox_int,0.3401510576650406,0.5547861467542186,0.27910685805422647,13.88099411027153,0.02046385096299199,0,147
32,o3_int,-0.8897518465252015,-0.9219003994259669,-0.769423558897243,557.5882936761587,0.07421166894398455,0,203
33,pm10_int,0.8734356030327747,0.9275267012857434,0.7561175666438824,434.9948760275908,0.09593760158300069,0,200
34,pm25_int,0.778160240860558,0.8134198054377649,0.5852358168147641,203.18300067791958,0.07610625406889014,0,192
35,so2_int,-0.029611082766352534,0.08344277324072784,0.028024606971975386,1.6417492421032813,0.00817079702081617,0,74
36,air_hum_int,0.2520496130663085,0.05183855804958324,0.04370015948963317,10.152137867679485,0.0024619395257220998,0,87
37,rad_glob_int,0.5542095385693729,0.20441733372638837,0.1137844611528822,86.63233623547353,0.004204140089504272,0,130
38,temp_int,-0.20116950888926616,0.10979128130537459,-0.014171793119161539,7.740576301090766,0.01054104400914707,0,76
