,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.31165271834047087,-0.3497785826047237,-0.289587605377079,15.699125770745212,0.003571681356667016,0,128
1,aspect_major,-0.11700453749964741,-0.15997711641570828,-0.10827314364039937,1.878679078137656,6.308074274249545e-05,0,76
2,slope_mean,0.15309441992193523,0.10388768128852938,0.08161312371838687,4.666003752054157,7.20973285011818e-05,0,82
3,pop,-0.3277819218895697,-0.6270738787715453,-0.42763687682517265,21.35431669430506,0.00017660592505380472,0,157
4,dsf2,0.4978205102248465,0.6160935236569165,0.4177156186619552,56.120775968965425,0.00012854733641197707,0,171
5,soil_text4,0.06798753342699454,-0.06324332758613774,-0.04058565209637777,1.708079991839892,0.00014998043964726423,0,53
6,int_prim,-0.09402347492026113,-0.12452065829663976,-0.10055987979523029,1.146901149694556,1.2833406630769587e-06,0,53
7,int_prim_sec,0.09308286372822738,0.13689865938884402,0.10414165823359404,0.8511947990606965,1.0622513062194674e-05,0,54
8,int_sec,-0.359840452897574,-0.5568686311962499,-0.41862440425956193,20.59073546287033,2.3295597322425344e-05,0,141
9,highway,-0.18371584505612265,-0.29272218914188547,-0.2332442089062236,4.360272856520258,4.812288635370492e-06,0,101
10,prim_road,0.1273370025671909,0.20957193397710575,0.16303770056214303,1.2691920418816467,2.1050047109395686e-05,0,73
11,sec_road,-0.49220683558642214,-0.6455827608408043,-0.45209403231864626,43.62916716651725,1.3533754846608336e-05,0,159
12,farm_pigs,0.28154877118292304,0.2166152938791877,0.1780076295770033,10.08816427100332,1.4281659056254128e-05,0,95
13,farm_poultry,-0.09260786559822581,-0.16643827259519026,-0.13465308401406975,0.8750262828693035,6.385813739822549e-07,0,49
14,farm_sheep,0.13861816542144856,0.09054970326689207,0.07397015021349648,3.5448929417213546,8.343346097861507e-06,0,55
15,ndvi,0.47466215079255136,0.572437526097974,0.4001002530146071,52.700340310902355,5.465992956937989e-05,0,148
16,temp_2m,-0.2241029802340289,0.027960881207268203,-0.0658158413427856,6.389090357999451,0.028603796318906183,0,87
17,press,0.13831527631114213,0.23061078334388796,0.12726952568470196,2.7518687114764813,0.0029354438046582053,0,89
18,aod_055,0.13085827786766827,-0.16742627472620944,-0.13647974008826025,3.319258625885579,0.00048542094697739453,0,85
19,aod_047,0.12895919985280102,-0.17513481154317176,-0.13957414726622508,3.192937049604314,0.0005104183638700613,1,117
20,ch4_s5p,-0.6666709673587634,-0.5753376824282752,-0.4120549057752777,148.38982145305764,0.11550797003595994,1,212
21,nh3_cams,0.7005845535454784,0.49173191487983203,0.37498291182501703,148.89427246028595,0.6241622598637321,1,199
22,co_cams,-0.347835273773812,-0.3880483198517621,-0.34281157439052173,19.825833941754833,0.005112296237763757,1,175
23,pm10_cams,0.13821745927390264,-0.0009685998710693149,0.003417634996582365,2.511988148897059,0.0009954192313213085,1,86
24,pm25_cams,0.06901955494811035,-0.04716077138127524,-0.08434723171565275,0.8097213503325813,0.0008304984115177792,1,79
25,no2_cams,-0.35963235548527644,-0.4268804281276219,-0.2851218956482114,22.83597207711303,0.00214462308605919,1,166
26,nmvocs_cams,-0.3844731160475751,-0.3779295286903169,-0.33716108452950555,24.446340543972326,0.0031589083314133627,1,172
27,so2_cams,-0.39629256044698435,-0.3435328951417752,-0.2378218272955115,27.342177888996723,0.003971074497730054,1,169
28,o3_cams,0.005664331387787836,0.047949904921718335,0.07413989519252676,0.00924078057319374,0.0014722878678055135,1,69
29,no2_int,-0.0568398935520535,-0.4604296177755893,-0.33196627933470035,0.2635079751069303,0.08654578886268915,1,137
30,nox_int,0.05642384544209679,-0.270586634617565,-0.20628844839371152,0.3937078139596179,0.000269098754344631,1,93
31,o3_int,-0.3984458944882097,-0.398215055087093,-0.2650717703349282,28.137109869177568,0.0010014467760975545,1,163
32,pm10_int,0.4122690477749796,0.23929340801378712,0.21048074732285257,25.157989752203907,0.009217064259921396,1,163
33,pm25_int,-0.0003164690614982104,0.05035877068802985,-0.00806561859193438,0.7971734229239876,0.0007864628872662305,1,58
34,so2_int,0.1998093682976104,0.11657601565309222,0.1383914331282752,4.269090276330082,0.0004033208296744617,1,105
35,air_hum_int,0.5916430301080046,0.5933111538000538,0.38819776714513554,85.9872897688438,0.003047646051297816,1,193
36,rad_glob_int,0.40692507858738275,0.5246474652810397,0.33160173160173156,28.39031347821434,0.0033893822191398727,1,174
37,temp_int,-0.6194275498747797,-0.5859744147097602,-0.3802688539530644,97.3842388838472,0.09955329894042672,1,200
38,wind_speed_int,-0.19522914652159068,-0.07810024846692346,-0.03959899749373433,6.230103429184668,0.0015815592346671737,1,94
