,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.3722620956152305,-0.8482744596856177,-0.6498369916781089,26.371450761107752,0.019392186465947803,0,183
1,aspect_major,-0.1162483120581813,-0.15154274180991983,-0.10192940076797596,3.80975175124443,4.555448605202127e-05,0,93
2,slope_mean,-0.262040989064511,-0.4798582613974013,-0.33741871376665017,13.527966923570984,4.3186488202482234e-05,0,146
3,pop,-0.18222786296556093,-0.33073872962416145,-0.21413748518117032,6.64804877361914,2.6356442040874282e-05,0,123
4,dsf2,0.48046892330265345,0.6692530575915414,0.443819663826264,46.58646832914668,5.268608413862282e-05,0,170
5,soil7,0.1108142155005163,-0.09784043526295332,-0.06873719771210549,2.2157508338417853,1.516475316499828e-05,0,67
6,soil_text4,0.1693923992886029,0.06425033209527437,0.04422862285740364,4.932961269267559,8.884631335578241e-05,0,82
7,int_prim,-0.07927191705455339,-0.10715875426715932,-0.0883002217751007,0.39465017558722804,4.827460044841536e-06,0,52
8,int_prim_sec,0.02550089956680654,0.08268724504424121,0.06646881197185163,3.8054030181977256,1.0245610181149954e-05,0,51
9,int_sec,-0.15080814280981128,-0.16438859638534323,-0.13046879017185523,3.8165681888674805,5.42426572948805e-05,0,96
10,highway,-0.07130602443195663,-0.05174117976079674,-0.0415029820636544,0.5811976912934944,4.1110363789337926e-06,0,34
11,prim_road,0.028511813901440905,0.10945920765491919,0.09048816201869068,4.00547119305058,2.3198707347862677e-05,0,64
12,sec_road,-0.2720462078586165,-0.24487657625147533,-0.17216413557383228,13.921752991433896,2.702145213761187e-05,0,117
13,farm_pigs,0.15294164994698684,-0.08621630426029779,-0.06591546517980033,0.9432069188838282,1.5950725846298053e-06,0,50
14,farm_poultry,-0.014193940990560476,0.01203169233131375,0.006726824995403044,0.09226752621241498,1.65281283654966e-07,0,14
15,farm_sheep,-0.05925195238456081,-0.1509274146089199,-0.11430919444148155,1.157063326624117,1.3425682980974544e-06,0,49
16,ndvi,-0.12358832683063106,-0.2613370023785135,-0.16429567642956766,3.4889664155492635,2.272179634395523e-05,0,85
17,temp_2m,0.37682653195978855,0.6757637910705787,0.48654086614384423,26.295147768935788,0.0025935918394033555,0,171
18,press,0.37701970399505746,0.7695051739147141,0.6000391249776094,25.417397038625822,0.005076220954225577,0,176
19,e_wind,-0.2941797090265294,-0.6266776479241002,-0.4437512207132597,16.762848529337,0.006970798128106636,0,181
20,aod_047,-0.06622736598357096,-0.14103213491342684,-0.14370194437004588,0.8597917607340323,0.00018555366251867653,1,99
21,nh3_cams,0.8934445163341991,0.8277348565079253,0.6793584379358439,521.0751078602628,0.9262575635160877,1,229
22,no_cams,-0.21653559188094956,-0.23796506883800062,-0.20348675034867506,8.804458321290136,0.0004658321502996142,1,135
23,co_cams,0.15839926654254455,-0.004523516033264466,-0.0027894002789400282,2.2024611335083524,0.0007254911824812329,1,100
24,pm10_cams,0.5240608484956586,0.4341056268337991,0.3066945606694561,53.32861848764187,0.001711192361943028,1,204
25,pm25_cams,0.4545619015269773,0.31820170489070987,0.23145048814504887,36.13929592675795,0.0008727844485537073,1,184
26,no2_cams,-0.07223544674607375,-0.0968801541693432,-0.07831241283124128,1.3951282182955935,0.0005777691510098805,1,98
27,nmvocs_cams,-0.13174933663005592,-0.1932984947655341,-0.17336122733612275,3.5534741436592174,0.0035046402757547388,1,140
28,so2_cams,0.04779694962488186,0.2396144030278303,0.1591352859135286,0.12142197573106052,0.0005155212858537035,1,100
29,o3_cams,-0.11980768355743016,0.15328825153214462,0.11736401673640169,0.9537967195708472,0.000779761260389082,1,114
30,no2_int,-0.24209354514949427,-0.31080487508463683,-0.2583682008368201,12.2351251668849,0.00034501229213451076,1,163
31,nox_int,-0.20005114476814986,-0.2875093317592319,-0.23500697350069735,8.643636205950406,0.0005335142554070765,1,152
32,o3_int,0.06793593507488725,0.1730724491744648,0.18047419804741982,1.5171453918811504,0.0005318892632605846,1,111
33,pm10_int,0.5081516649218805,0.6263537561415995,0.43054393305439337,53.32854715340738,0.007038490082720654,1,205
34,pm25_int,0.49801663134601654,0.5693293286341775,0.41638772663877277,49.793788584108626,0.00024596154071469974,1,181
35,so2_int,0.09098703346902001,-0.010142537196826331,0.032357043235704326,0.7894580951953795,0.0010559477373321567,1,77
36,air_hum_int,0.6305075567209432,0.7512682511849164,0.5663179916317993,95.08224249546268,0.013151475377378678,1,215
37,rad_glob_int,0.35995305687274,0.36006527891109213,0.2767085076708508,22.68717234767541,0.00042996228834135187,1,161
38,temp_int,0.09907207109049779,0.4022760811819649,0.24232914923291496,1.3562616728913193,0.005946746120860649,1,136
39,wind_speed_int,-0.22745882828106628,-0.11274848521675722,-0.06324965132496514,4.974434023388511,0.0006708281504245942,1,112
