,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.44738787858429474,-0.7345633905736209,-0.5413469735720375,17.029693583460965,0.07421015797780697,0,154
1,aspect_major,0.2695073629838119,0.27590101597283506,0.2013550117839253,2.564186156797338,0.0009877961301822562,0,90
2,slope_mean,-0.46080369983838765,-0.5982462550237487,-0.41346973572037504,17.760069234288075,0.0007257491353106115,0,132
3,pop,-0.17266701405427257,-0.1658385093167702,-0.10997442455242966,1.1022753660006093,0.0044627610393499035,0,92
4,soil7,0.05779212669024331,-0.10619243969963808,-0.06893668470413303,0.7822842236924157,0.005635699055697292,0,71
5,int_prim_sec,0.10319604849012576,0.21487225861563714,0.1300362425623926,3.439041582704025,0.0009686371823041837,0,76
6,int_sec,0.1065726246144039,0.18867545374785755,0.10616073573126478,0.06222634368597086,0.0013126360364436812,0,66
7,sec_road,0.06068103619780157,0.14000858612737996,0.06693668879441193,0.3964362496476526,0.0011565872002048021,0,57
8,farm_sheep,-0.11711544569577427,-0.0640853497044427,-0.01918567513215629,0.4750853171722374,0.0003962042516935347,0,33
9,ndvi,-0.3132615595592212,-0.4761052246985752,-0.33162830349531114,8.668123847861885,0.002093398744950322,0,125
10,temp_2m,0.4649495812248064,0.5244428206065035,0.35720375106564367,16.905910047550233,0.0036037071105753664,0,140
11,press,0.48216423564393485,0.673547679941542,0.48849104859335035,19.644695974749016,0.0012063033591213901,1,152
12,e_wind,-0.3033901171220405,-0.46086956521739136,-0.3282182438192668,7.080016778129243,0.001647961325891477,1,125
13,aod_055,0.13045353368866563,0.12890025575447572,0.08013640238704177,2.6449044791061342,0.0015200879704080547,1,80
14,aod_047,0.16634244301851728,0.1524662038728535,0.09718670076726342,3.554512915550133,0.0018475578006405602,1,92
15,nh3_cams,0.9265000044421194,0.8612349287541103,0.702472293265132,161.93555828156005,0.7849249601068969,1,203
16,no_cams,-0.077228274142426,0.10288637194008039,0.04774083546462062,0.004735745090779983,0.000896980037773999,1,49
17,co_cams,0.3179056572673431,0.2194373401534527,0.13895993179880647,6.971350430695131,0.0007790961942126713,1,116
18,pm10_cams,0.596632726470241,0.5664961636828645,0.3972719522591645,26.565013462548272,0.0018968664026238593,1,164
19,pm25_cams,0.5366697589320272,0.4647058823529412,0.30605285592497866,20.23909289784391,0.0009550659653381023,1,142
20,no2_cams,0.12720050268281563,0.23120204603580566,0.1372549019607843,1.7819223574332985,0.0024640124144738756,1,102
21,nmvocs_cams,-0.027622045190927567,0.07157471684325906,0.0196078431372549,0.024314682717182852,0.002499963848625134,0,37
22,so2_cams,0.1919789386971762,0.27552064303982465,0.1713554987212276,3.2788858556601803,0.0033040067468783608,0,98
23,o3_cams,-0.2665011793884911,-0.25089514066496166,-0.15089514066496162,2.5751693260908195,0.0008475280356603264,0,80
24,no2_int,-0.0550180617820807,-0.05367190354402631,-0.06052855924978686,0.03747203296354521,0.0008339528532508785,1,47
25,nox_int,-0.03192861501426764,-0.018304713189623675,-0.040068201193520885,0.0023908392835548416,0.00040685122464323144,1,35
26,o3_int,-0.21116091978434498,-0.14676653270003653,-0.07672634271099743,1.3531592137534265,0.002405952159403208,1,96
27,pm10_int,0.5560925338160886,0.4575812933869201,0.2941176470588235,15.698953760634756,0.06425554252091994,1,163
28,pm25_int,0.47155273167420475,0.37025940811107055,0.25575447570332477,5.068589139218045,0.006796417817033608,1,150
29,so2_int,0.04943401465277932,-0.0319693094629156,-0.005115089514066496,0.04640654526158466,0.003818780905166978,1,67
30,air_hum_int,0.541755839026576,0.6495432955791013,0.47826086956521735,14.130143953022966,0.002960008439558105,1,172
31,rad_glob_int,0.19492918362901482,0.09283887468030691,0.08866155157715261,0.24173475636928846,0.0007344374280843866,1,75
32,temp_int,0.4173629321451611,0.5270369017172086,0.35976129582267685,15.981091647894841,0.016171474820223488,1,170
33,wind_speed_int,-0.3855971664373347,-0.3236390208257216,-0.24808184143222506,5.322136717845196,0.001272857758652171,1,119
