,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.40645680391939976,-0.4797748315850995,-0.2764670296430732,11.626772784520009,0.033479746920902956,0,119
1,aspect_major,0.21496659109291538,0.19927204685739208,0.1572797144722055,2.067063692569068,0.0011483296013188933,0,55
2,slope_mean,-0.17214534823862576,-0.2706635085668584,-0.18451300665456744,0.6465462986801764,0.0014441985881992983,0,45
3,pop,-0.214510104527516,0.01245808852933034,0.015124016938898968,1.5472042171406324,0.00185373170017297,0,35
4,soil7,0.10187006400011982,0.25357404844456294,0.17016281279227619,5.024755905370039e-05,0.02977221397658119,0,56
5,int_sec,-0.07629034572014536,-0.0019379248823402752,0.0030248033877797935,0.3885809704231026,0.0036260642140998906,0,23
6,sec_road,-0.17912007969661495,-0.11581408225414502,-0.0719903206291591,1.118074804605643,0.0013128590210384622,0,41
7,farm_sheep,0.5004290229360758,0.4469839121474054,0.30671506352087113,7.576360382636603,0.003683081975426054,0,109
8,ndvi,0.349706969371413,0.33439970469716085,0.24016938898971565,6.970590366804974,0.0023401753910046296,0,92
9,press,0.35219025825251127,0.3943830939124551,0.22323049001814876,7.111538395486241,0.017289140033547288,0,111
10,n_wind,-0.7313493101907657,-0.7524993078839706,-0.5607985480943738,49.44901811513894,0.016010846666974214,1,154
11,aod_055,-0.59196976596642,-0.6303177581592789,-0.39503932244404105,32.881391514572094,0.023073747305230752,1,142
12,aod_047,-0.5921161517315925,-0.6324710080285461,-0.3974591651542649,32.84802095394583,0.018653285823095257,1,144
13,nh3_cams,0.8351624485414593,0.8358608385370206,0.6430732002419841,102.9284663060445,0.14862033366239255,1,169
14,no_cams,-0.27118566264831984,-0.2352886892860439,-0.14579552329098608,3.0696238245748706,0.0010013330340942778,1,60
15,co_cams,0.34985519720135877,0.45627364729767145,0.31760435571687834,4.360418446145063,0.004379663527460536,1,127
16,pm10_cams,0.7278864135193982,0.7212464240671814,0.529340592861464,48.04743073967975,0.0035829545401649438,1,155
17,pm25_cams,0.674108217985131,0.6691377772309207,0.48699334543254674,34.26455740704229,0.007427400010176962,1,146
18,no2_cams,-0.1681920629943152,-0.025069980620751182,-0.021173623714458557,1.4834599428304132,0.001096511809350947,0,34
19,nmvocs_cams,-0.04120696100407373,0.26248115906364394,0.1978221415607985,0.17409975941166592,0.07063532264805589,1,78
20,so2_cams,-0.33250993271842944,-0.27484696545571996,-0.1566848154869933,6.463307112801396,0.005627986525600846,1,95
21,o3_cams,-0.2913798953045284,-0.31674305576917167,-0.18330308529945552,4.2425746802206135,0.008905499909649828,1,98
22,no2_int,-0.30148139606965224,-0.2726321941616168,-0.17604355716878398,3.4555082825299586,0.0016017854508657873,1,85
23,nox_int,-0.17308247679773903,-0.09188224799286353,-0.06957047791893525,0.8978818956334593,0.005084843743306842,1,63
24,o3_int,-0.29209956691968036,-0.33033929065797163,-0.18693284936479126,6.168801464779966,0.00754358923858149,1,106
25,pm10_int,0.49308324339067183,0.41893014242209853,0.3139745916515426,11.365292452028806,0.015038980997062275,1,136
26,pm25_int,0.2635375475083549,0.33925989725922057,0.22565033272837262,1.71030240753072,0.015278593477209152,1,106
27,so2_int,0.07931225806174941,0.009382017287520378,-0.01996370235934664,0.44103374425693204,0.004621661916139183,1,53
28,air_hum_int,0.4718605869967875,0.6473591928389063,0.38535995160314573,13.238238338426507,0.49679053694673586,1,159
29,rad_glob_int,0.1722511758319498,0.09668091913008706,0.02480338777979431,0.22496277697308062,0.03602216833707427,1,78
30,temp_int,0.2882623900398484,0.35113353225260696,0.23774954627949182,3.3438268931192057,0.013053413008486512,1,102
