,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.32532107135442556,-0.5347164305622685,-0.33930159178084873,19.48200612245852,0.0001961348491177826,0,115
1,aspect_major,-0.018169615948133506,-0.006457220823919313,-0.01330285303504753,0.7178191804847152,2.458463289653346e-05,0,37
2,slope_mean,-0.246537107767403,-0.2889855485741028,-0.19111211844115014,11.877026548987706,4.7194830219742674e-05,0,105
3,pop,-0.17036614926446467,0.051959928792458365,0.02375429669463707,7.298528940581968,2.709816594288794e-05,0,73
4,dsf2,0.4165541982945703,0.2806830815855146,0.1908328366240938,37.26753613923292,3.938372493957745e-05,0,114
5,soil_text4,0.1709440569193043,0.14244302988111665,0.09818381002539749,7.500808357142523,3.5160153201811096e-05,0,84
6,int_prim,-0.08013233766645032,-0.038350966456770726,-0.03175483619015212,0.8943117989563398,3.5605754415139936e-06,0,46
7,int_prim_sec,0.04000168137433895,0.0050785735665255394,0.00819585849443482,4.777835890500565,3.1201364483659564e-06,0,35
8,int_sec,-0.12387928055141958,0.03828325123401536,0.034512695158941196,4.515268213274004,2.0149737231141104e-05,0,59
9,highway,-0.07223470491724353,0.03858921792638705,0.02950485493221377,0.644050467409136,4.6388549207531e-06,0,48
10,prim_road,0.026296776248504662,-0.07933082824900464,-0.0589531676552564,3.3244685638317555,8.872859276283493e-06,0,53
11,sec_road,-0.21131970753260734,-0.015725262472672506,-0.013230963539551815,9.516057296578177,4.865799851992542e-05,0,67
12,farm_pigs,0.17148177476363863,0.01449810455060841,0.015101710654180762,2.4839591774308123,1.166132606220321e-06,0,41
13,farm_poultry,-0.05642426027438822,0.038649132689768495,0.03210143067426516,0.3027249072162383,3.552937862218211e-06,0,35
14,farm_sheep,-0.07278552786610687,-0.034662008823731646,-0.020788348124233906,1.4111884213220516,1.3224416458434839e-06,0,30
15,ndvi,0.28596168166153557,0.17975138457264878,0.13131101813110183,16.461911342379228,6.291236678322614e-05,0,93
16,temp_2m,0.4063238237372748,0.3203313549386671,0.2646516967965208,30.960002543920485,0.0005158740437266993,0,115
17,press,0.38049788575037347,0.42877900948798325,0.27259306911608605,27.402153171449022,0.0011059967568720565,0,117
18,n_wind,-0.47024685846979253,-0.3828984163052075,-0.3736452104668842,49.298421048354335,0.003683798477547889,1,150
19,aod_047,0.47448987575204515,0.7489033457989248,0.5623921761873087,41.42513698284543,0.0004189298079710418,1,175
20,nh3_cams,0.9158483959299579,0.903405441066685,0.7426778242677825,725.7827833934704,0.011813586038086901,1,215
21,no_cams,-0.1051181242570336,0.5089636972864111,0.3133193863319387,2.961445069085623,0.0026724330214978912,1,113
22,co_cams,0.66807436870755,0.826643691730759,0.6746861924686194,112.10091379253336,0.004855180634166635,1,192
23,pm10_cams,0.7453772362355643,0.9022127120262503,0.7386331938633195,186.1891598931692,0.06647618499173576,1,209
24,pm25_cams,0.7197225007139123,0.8949113699890622,0.7285913528591353,164.28065959074453,0.08160322483973965,1,205
25,no2_cams,0.1588145811530357,0.6896109307453253,0.4057182705718271,2.413881430915033,0.003247096041807852,1,135
26,nmvocs_cams,0.1976126897787213,0.7669048073751279,0.547489539748954,4.418186779307756,0.003735387120201009,1,149
27,so2_cams,-0.20227383047500747,-0.13952846403583394,-0.11324965132496514,9.73379724206995,0.0010254375475696597,1,116
28,o3_cams,-0.1561751519019418,-0.5840509383843469,-0.38974895397489545,1.7763764687886876,0.013130391612575162,1,133
29,no2_int,0.16546485448664827,0.4586833104741401,0.21122733612273364,2.189173666260942,0.05355669645643267,1,127
30,nox_int,0.38126381195749937,0.6061763225055989,0.29546722454672253,21.23206226266691,0.022608611873777613,1,160
31,o3_int,-0.8988009298802128,-0.8768633135991942,-0.688563458856346,590.4878374176322,0.3089470506335124,1,207
32,pm10_int,0.8753230355122004,0.9502682338235037,0.8020223152022317,453.0195200899577,0.15032218282900583,1,210
33,pm25_int,0.807592761809311,0.8490260247573741,0.6013249651324966,266.130814134633,0.2240188002085223,1,197
34,so2_int,0.18424562089653856,0.3754466223371933,0.23375174337517435,4.747041877348284,0.027830075896040127,1,129
35,air_hum_int,0.38676296061244697,0.29842792409590435,0.20090655509065553,33.051528908624526,0.0038922977519459646,1,138
36,rad_glob_int,0.537016597407767,0.10388201184048332,0.022803347280334733,53.88969765673603,0.0013760034616031197,1,123
37,temp_int,0.05849839176108397,0.4016779805204951,0.2087168758716876,0.15940578303186084,0.012637249558607871,1,96
