,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.4260837450281757,-0.5296981499513145,-0.3644920480363519,12.141141175452699,0.035685757657199384,0,129
1,aspect_major,0.26234172182647264,0.18913409443591936,0.1498757803889784,0.7794689323788352,0.002007572425218289,0,55
2,slope_mean,-0.43762534557618427,-0.44637293086660174,-0.29957805907173,12.361248946606533,0.0038324546040480892,0,103
3,pop,-0.2469735873847428,-0.07375851996105161,-0.05939629990262902,3.6764931328553683,0.00444924264444904,0,56
4,int_sec,0.023071519471442585,0.19452406599718788,0.12465509010168248,0.09370908624200659,0.001304904695414314,0,36
5,sec_road,-0.018344342285418057,0.10732781966982873,0.055185847180432346,0.04363671249761882,0.00288789933383621,1,43
6,farm_sheep,-0.14198826311969034,-0.06385141097617617,-0.02467131991595799,0.8724634115457918,0.0022436201906444035,1,49
7,ndvi,-0.282611424146602,-0.30905550146056476,-0.1996105160662123,5.913798005706765,0.002645430481524615,1,89
8,temp_2m,0.4140032794765691,0.3108325219084713,0.17429406037000975,10.870295321177286,0.012132373072456144,1,112
9,press,0.45733103620420185,0.4799659201557936,0.32684193443687115,14.136242682223985,0.0021793739979880894,1,118
10,e_wind,-0.3688998813400045,-0.33819376825705944,-0.2112950340798442,9.472451798863684,0.003011475152117362,1,105
11,aod_055,-0.3162474143941105,-0.4687439143135346,-0.32294709509899383,7.5574772942910515,0.004626684803906276,1,117
12,aod_047,0.0163404697526842,-0.08135345666991237,-0.06329113924050633,0.009987654124938294,0.003878639128880942,1,51
13,nh3_cams,0.9058306428034668,0.8393378773125609,0.6715352158390133,220.23343273516863,0.5492736548166911,1,173
14,co_cams,0.12607147774413227,0.15304284323271666,0.09120415449529375,0.4658247145064952,0.0018075705897015494,1,59
15,pm10_cams,0.7056619168008155,0.7045034079844207,0.5202856215514443,45.53626900369306,0.16665698564197326,0,146
16,pm25_cams,0.6575558486745531,0.6736124634858812,0.5040571243102889,33.82983431060691,0.0009746422217934337,0,116
17,no2_cams,-0.004750971007890515,0.20501460564751706,0.12885426809477443,0.00012112805499900597,0.0025187300167362485,0,40
18,nmvocs_cams,-0.20557681607731493,0.03977604673807206,-0.0042194092827004225,2.6200592341159274,0.008303821962475685,0,54
19,so2_cams,0.021180017148387874,-0.026777020447906526,-0.07757221681272315,0.026228551519056297,0.009446914698530798,0,43
20,o3_cams,0.08575808063914789,0.18220545277507302,0.12820512820512822,0.040349421686691894,0.0032943953721601004,1,72
21,no2_int,0.05739744126925097,0.201095423563778,0.11132749107432653,0.17629767540830585,0.017003501762202607,1,67
22,nox_int,0.07718017840792578,0.2632424537487829,0.17299578059071732,0.4518480526827898,0.017808202807969114,1,94
23,o3_int,-0.3274985146116208,-0.3664556962025317,-0.25348912690684844,6.867364578291811,0.0026255115386244984,1,108
24,pm10_int,0.6748006041963343,0.699634858812074,0.49172346640701076,45.06286415650375,0.07499563404292654,1,165
25,pm25_int,0.48499133615326334,0.6209104186952289,0.43005517689061995,15.306542694737226,0.00837772242302448,1,146
26,so2_int,0.16620477771053307,0.29922103213242457,0.20999675430055179,3.1559469438895045,0.0022385312800821348,1,74
27,air_hum_int,-0.18597696100962705,-0.3545520934761442,-0.25543654657578707,3.5548199578963886,0.02725519723854715,1,102
28,rad_glob_int,0.5643373672814581,0.5982229795520935,0.42810775722168126,18.830740803140504,0.016727252943674716,1,137
29,temp_int,0.3595029149523434,0.4081548198636807,0.30087633885102244,9.62783855825848,0.009806302455203475,1,131
