,Features,Pearson,Spearmanr,Kendall,Fisher,RF Importance,RFS,Borda Count Voting
0,h_mean,-0.1570843877838367,-0.29176535728567476,-0.12280701754385963,1.826659709431767,0.013194000580238098,0,73
1,aspect_major,0.21881293397170437,0.14632868936422674,0.11215848491050721,3.2588650879868557,0.000805290422815947,0,47
2,slope_mean,-0.11299070025182491,-0.2016979913254791,-0.12038717483363578,0.3946906607578257,0.0012053017435606195,0,51
3,pop,-0.1856108971396322,0.07625580608446893,0.04053236539624924,1.2228832321792182,0.0010185732777882636,0,46
4,soil7,0.36057326096088316,0.38877866002569716,0.2868458844212656,3.2097013777185044,0.03228426386795003,0,98
5,int_sec,0.007972230784029453,0.08862161247654496,0.059891107078039914,0.09273244773384672,0.0011312408700609627,0,27
6,sec_road,-0.13533522517740199,-0.06487434248977207,-0.04416212946158499,0.6380408408963137,0.0023603188141104133,0,44
7,farm_sheep,0.49203420092689115,0.4151158140822542,0.28130671506352084,11.327909779037943,0.004220597430648663,0,98
8,ndvi,0.5719729356906129,0.5738410901596482,0.4349667271627343,29.371356064497824,0.01391993809475197,0,125
9,press,0.11216122317957798,0.19960626288104835,0.10223835450695704,0.9861938130249689,0.00095576783465777,0,40
10,n_wind,-0.7163372452774196,-0.7724322495308992,-0.616454930429522,49.325219665251716,0.10292139360207544,1,149
11,aod_055,0.560377348574823,0.6701836414531361,0.47610405323653954,18.570515502256626,0.0034874363827173886,1,125
12,aod_047,0.559609716521262,0.6717831984988772,0.4773139745916514,18.683870514550133,0.0027944830136547834,1,125
13,ch4_s5p,0.4979957832588152,0.5508935986957458,0.3889897156684815,7.968924626097461,0.0026629854619246176,1,112
14,nh3_cams,0.90774889075502,0.9093174197914423,0.7447065940713853,193.4319796155658,0.2398750057830979,1,176
15,no_cams,-0.1500336218377048,0.19443846319480762,0.1131276467029643,0.9503464247473831,0.0011601286927298046,1,73
16,co_cams,0.6572040963932282,0.6834722692177552,0.5341802782819116,26.873424380422055,0.000999996032043683,1,136
17,pm10_cams,0.7450255622457597,0.8282937032821681,0.6418632788868722,51.688667012977206,0.0035388064787450824,0,138
18,pm25_cams,0.7098720494167639,0.8212802608508414,0.6297640653357531,41.35070663905707,0.0009918433418242359,1,131
19,no2_cams,0.17093537263560402,0.491956073702667,0.3188142770719903,0.7215899903962605,0.0026018947477329628,1,90
20,nmvocs_cams,0.1367301693594208,0.527453935833154,0.38777979431336956,0.4814745419681158,0.0032958385100132553,0,76
21,so2_cams,-0.40899492683087874,-0.42766618474883883,-0.26315789473684204,10.775969703417797,0.0026521466620232914,1,101
22,o3_cams,-0.06306096975910291,-0.24365560306376696,-0.13732607380520265,0.24172312951635597,0.004704266994003165,1,75
23,no2_int,0.3195805395576168,0.46119536128456745,0.2764670296430732,4.913560107790634,0.001165643295530866,1,95
24,nox_int,0.47324313352198155,0.5483096988526255,0.38173018753780996,12.058980825621383,0.0007475274902877066,1,103
25,o3_int,-0.8252550532372172,-0.8246024177919962,-0.6467029643073199,94.27476222644496,0.01216576322991539,1,167
26,pm10_int,0.883375842511289,0.8915992494386171,0.7241379310344827,149.19793010813322,0.19398538395804654,1,180
27,pm25_int,0.8419153583434187,0.8057768617921192,0.5958862673926194,109.97160035561178,0.33709671955634923,1,172
28,so2_int,-0.0470265135520487,-0.02439324494755299,-0.01875378100423472,0.0121152211283186,0.002432406269679346,1,46
29,air_hum_int,0.09577119032041856,0.15211172290750255,0.0865093768905021,1.1407157149373381,0.00469789951011049,1,79
30,rad_glob_int,0.46897818961598753,0.3874926943308008,0.23895946763460374,17.518807555328877,0.0032497130354241805,1,113
31,temp_int,0.052675320544425835,0.26980220861915166,0.16515426497277674,0.012531135014325054,0.0016774250154879772,1,57
