fid,X,Y,Ex,Intercept,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
46,8.745,45.771,0.4916397686201186,-0.19980235204893135,-0.14967266474288582,0.04463119047632823,0.19943520389081776
47,8.745,45.837,0.3779921368912677,-0.3299890924659299,-0.25427430175743637,0.08342939255769516,0.1758160415820093
48,8.745,45.903,0.2131171956671654,-0.4615424355937563,-0.25841620103888263,0.34552473340506884,0.0921291336294535
49,8.745,45.969,0.1102875297294198,-0.5551983147052497,-0.25278954596707276,0.41511279084162744,-0.07366212528963312
50,8.745,46.035,0.0393657668710544,-0.6213310940944596,-0.28821893677188504,0.4305329118466912,-0.22299270582004405
51,8.745,46.101,0.0136479397283564,-0.6516880353489631,-0.3237115643505055,0.42971090104809306,-0.15719047106861542
52,8.811,45.045,0.5586912039133359,-0.2524617890025829,-0.5357928501103917,0.29642876434641285,-0.34264663203208223
53,8.811,45.111,0.5734863857440501,-0.2322549078071765,-0.5347150863884007,0.2941866653813441,-0.3408384503008174
54,8.811,45.177,0.5845579448388982,-0.17876846302006105,-0.5534664714667197,0.29120192000655537,-0.15486081041144562
55,8.811,45.243,0.6646892604294768,-0.0937163086711971,-0.5988702875303697,0.21728749487755006,-0.04045105553122569
56,8.811,45.309,0.734908122829057,0.005965500925572492,-0.6827985020190497,0.12261785264194941,0.14744522375875013
57,8.811,45.375,0.8053567747460688,0.07809159720968473,-0.7952839675076985,0.04521457337569126,0.2401586792507091
58,8.811,45.441,0.8231333398382563,0.10438764482959058,-0.9089212327771928,0.027036334193928868,0.1797057204931195
59,8.811,45.507,0.82248915592728,0.07107210317721183,-0.9266166210861984,0.023443511987085643,0.15248503930220203
60,8.811,45.573,0.816111872933218,0.027456033433124832,-0.8862057816373508,0.027137747587338813,0.15880440392331685
61,8.811,45.639,0.7531556689956288,-0.005056395666550639,-0.8983557804980824,0.030064654613390123,0.17988688474519596
62,8.811,45.705,0.6569060293436045,-0.06729222548002883,-0.8707746827895049,0.033725627578816794,0.1861636065387162
63,8.811,45.771,0.5448170935291361,-0.1437903942386956,-0.24386053928051243,0.02847486454473959,0.18972789617653593
64,8.811,45.837,0.4189210921201402,-0.25625352316600203,-0.2930593327133625,0.0853617220506599,0.18821612337654398
65,8.811,45.903,0.2476110095821017,-0.3879802867125566,-0.27629501483524,0.30827506369994856,0.09231504740502632
66,8.811,45.969,0.1342992493738551,-0.46351280478393925,-0.2528868021452682,0.3642515025036087,-0.041990110056854824
67,8.811,46.035,0.0544994774823144,-0.5358690559308934,-0.2818443322793581,0.39272923104667423,-0.15573675189043928
68,8.811,46.101,0.0197747855621628,-0.5791961295475102,-0.30364311072955763,0.40695261038727876,-0.14979549750827686
69,8.877,44.979,0.5136005186639092,-0.22568555321504447,-0.6433341461260622,0.23942539148868885,-0.38568878703525766
70,8.877,45.045,0.5527776510940332,-0.2280385249573723,-0.607513719938973,0.2438132063609368,-0.36814605516205934
71,8.877,45.111,0.5896891460288631,-0.20426736716274926,-0.5960646476488327,0.21674002810417267,-0.3861860344510945
72,8.877,45.177,0.6285178136026678,-0.13994575796496728,-0.6162517786716666,0.14264624346598254,-0.158854362581794
73,8.877,45.243,0.6930085621045792,-0.035577268776654916,-0.688268053598112,-0.010345848037236649,0.039423629021931236
74,8.877,45.309,0.7844243572487768,0.08172438712897656,-0.8379915538751728,-0.02434297395095543,0.2355207660759926
75,8.877,45.375,0.8796695906927601,0.13947100981815708,-0.9659242670877838,0.01982760353861624,0.23024732201965803
76,8.877,45.441,0.8956731878626183,0.11909695071404369,-0.9888160988554364,0.013889343190101136,0.15442519178692038
77,8.877,45.507,0.8989209724042807,0.056138434267245865,-0.9485886054836714,0.0144011074151092,0.12537155134101333
78,8.877,45.573,0.8683902093991518,0.026858109577984953,-0.9232182881548913,0.015099563901499548,0.13831571955953118
79,8.877,45.639,0.8172373803426529,0.013708087200382281,-0.9573292409202886,0.02283271145098762,0.16202791421067492
80,8.877,45.705,0.679054041942193,-0.03692004263443681,-0.9845758270748209,0.027317634373326787,0.1713225671944024
