fid,X,Y,Ex,Intercept,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
81,8.877,45.771,0.5598275128009431,-0.09557113023048572,-0.35567812689804024,0.02554020567482231,0.18527538618331138
82,8.877,45.837,0.4483025023343755,-0.21534211851849455,-0.3733952053350345,0.11058565285521077,0.17797235867287048
83,8.877,45.903,0.2558516370986639,-0.35181493566307204,-0.32285257452429006,0.25178497857305626,0.08411792279034337
84,8.877,45.969,0.1443152094654807,-0.41278039334539374,-0.28103101238637074,0.33097593518634405,-0.044250076536034494
85,8.877,46.035,0.0627720602372061,-0.47197613831502017,-0.2823762891439359,0.36230261971084,-0.14435147650001826
86,8.877,46.101,0.0263805620393457,-0.5191197337293003,-0.29625283912988976,0.3815732925456704,-0.1447753580932719
87,8.943,44.913,0.3031674997443321,-0.25284564524737185,-0.6812665422856364,0.20282483045780636,-0.4088143265633707
88,8.943,44.979,0.4590287869765564,-0.23609608536509533,-0.676893014653261,0.18755899077772697,-0.3984760021720063
89,8.943,45.045,0.540319574982859,-0.2228246930453277,-0.6629844608373832,0.1470731878085178,-0.385395020034615
90,8.943,45.111,0.5944173892854865,-0.18772331922700408,-0.6664226824198711,0.0835948863294533,-0.38772105917961425
91,8.943,45.177,0.6589737269772142,-0.11529473929095105,-0.7053408069903901,0.0174417672531368,-0.19075597848840298
92,8.943,45.243,0.7351979342840266,-0.012261029104876704,-0.8113299550665313,-0.08278892213994385,0.14926849347896276
93,8.943,45.309,0.8018959020808999,0.08725026943107098,-0.9664823511215229,-0.052079769718536145,0.22290104130376603
94,8.943,45.375,0.8932783742845769,0.1269356405770528,-1.0303546716993728,0.009223168267731341,0.15807844155551737
95,8.943,45.441,0.9534851345564278,0.10246149141102504,-1.012889397268356,0.011885955602943955,0.12941840223733198
96,8.943,45.507,0.9590032089478294,0.06333718240397118,-0.9862886648900546,0.01105359942196111,0.12497063811925904
97,8.943,45.573,0.9303194464231452,0.05600272810815622,-0.9841090945862746,0.018670337472419904,0.1380107644997564
98,8.943,45.639,0.8664594268558052,0.051257461003780355,-1.028788584795265,0.02741762337654407,0.15740895825451207
99,8.943,45.705,0.6954659580666959,0.00839084845559793,-1.0740820005355232,0.03330132271960967,0.16803476443450405
100,8.943,45.771,0.6041988832530312,-0.06414034675688486,-0.6641020117635523,0.03285716798602926,0.17452871838370365
101,8.943,45.837,0.4662113412241774,-0.19248371141994303,-0.4846200490424747,0.08644246467605102,0.15915830978455703
102,8.943,45.903,0.2490632134879871,-0.3197746575477166,-0.40494354582148395,0.215649537157156,0.07339711531960669
103,8.943,45.969,0.1344756714794564,-0.36378003956583826,-0.3626839865670557,0.30451880612675153,-0.046777164457490375
104,9.009,44.913,0.25259478620715,-0.27337762713034564,-0.6722274744357306,0.251329563633547,-0.4081496373715956
105,9.009,44.979,0.3994978985947197,-0.2545164360163985,-0.706936160695586,0.226389940768284,-0.3940042762938247
106,9.009,45.045,0.5180807677144812,-0.22728516003452492,-0.717379341014446,0.15365429886415896,-0.3680180114558477
107,9.009,45.111,0.5944772179591273,-0.1882060324022396,-0.7347223634627861,0.051805777420591434,-0.34574544176075683
108,9.009,45.177,0.6790880977319855,-0.11212473300667225,-0.7979203666751813,-0.020883851301970034,-0.1920133324967867
109,9.009,45.243,0.75769711915034,-0.02836870186228823,-0.8979358017764961,-0.0886484035247744,0.055115871961517134
110,9.009,45.309,0.8279034105332126,0.03484675709200226,-0.9785889555709618,-0.030256018548478883,0.10085690193316592
111,9.009,45.375,0.9027661506778002,0.05609913702711797,-1.0002314659720213,-0.0062118369601618555,0.09921822836747238
112,9.009,45.441,0.9636626331723644,0.0544272348527378,-1.0018514675693058,0.0036045711005046003,0.10972234298042258
113,9.009,45.507,0.9884447820764446,0.06107484914056576,-1.0125064980390928,0.00972505091850504,0.12261919032420153
114,9.009,45.573,0.9772239661923038,0.08316434708668946,-1.0413893417729003,0.016789060783546344,0.13712255910713933
115,9.009,45.639,0.900388902500273,0.08694348838032784,-1.0883654751972662,0.024714214063615632,0.15011188997651073
116,9.009,45.705,0.7606647426951194,0.04276912115280265,-1.086765945336249,0.028554244974012905,0.1532806728254355
117,9.009,45.771,0.634026284819058,-0.031095087165200708,-0.9059367136858822,0.03228435119365964,0.1613714498719629
118,9.009,45.837,0.463003971497991,-0.1493708154919587,-0.46827087966965175,0.0751277110818475,0.14421225551238498
119,9.009,45.903,0.2690874557234449,-0.248559645114215,-0.42729339122435805,0.20840084911846302,0.057438406732475716
120,9.009,45.969,0.1234636988293256,-0.308412047549729,-0.4530525271978933,0.29945759422533086,-0.044541273372286194
121,9.009,46.035,0.0566010898730419,-0.3571687692676725,-0.4950701623800029,0.3470468709547534,-0.0758317522909955
122,9.075,44.781,0.074447660436091,-0.3427968864923615,-0.5533264467723505,0.3051599477552367,-0.3815083709524728
123,9.075,44.847,0.1668449685658602,-0.3152321465375359,-0.5593645063380213,0.29448450834192036,-0.39309574873559006
124,9.075,44.913,0.1886234366410742,-0.2887828349286691,-0.6439453403133154,0.2753854642837655,-0.39446300745769525
125,9.075,44.979,0.3362713762655824,-0.2757450419826377,-0.7561580550364012,0.26922477307082343,-0.38021307648923686
126,9.075,45.045,0.5067107654736359,-0.24305597920218608,-0.777180313229715,0.299256163886109,-0.3538697996573786
127,9.075,45.111,0.580582816736117,-0.19933177350622633,-0.8024185083316406,0.11994830388405352,-0.323677518633386
128,9.075,45.177,0.6903586436020914,-0.13817503509670348,-0.8566353253009923,-0.014644814965873014,-0.2036584782119452
129,9.075,45.243,0.7720239472962704,-0.07915588811411343,-0.9171154367546039,-0.05542406862323582,0.00847317812122518
130,9.075,45.309,0.8426744155891818,-0.0409540641336839,-0.9528678016224295,-0.013770162102158139,0.06680070468910518
131,9.075,45.375,0.9109863568228602,-0.01809140395033282,-0.9731757303652724,-0.005340447842084179,0.08759323074836045
132,9.075,45.441,0.964476224837292,0.004233235074980876,-0.9931204783181409,0.0019984440814753797,0.10322042438439878
133,9.075,45.507,0.9998934653913722,0.03792041576738843,-1.0243453735993893,0.006311902618270036,0.11595131939399476
134,9.075,45.573,1.0027076326142192,0.07242038287046597,-1.0587993248559504,0.011184852180294266,0.12684967970769298
135,9.075,45.639,0.9633039246874262,0.07723877523264763,-1.0817210155815125,0.014823828129532198,0.13154613111002506
136,9.075,45.705,0.8015856079190338,0.048038786013479495,-1.0379084983632878,0.016513021783043674,0.13242271213283444
137,9.075,45.771,0.6559377055302783,-0.00571441322985413,-0.8035226186727024,0.015604853489617857,0.14523787700876584
138,9.075,45.837,0.4496742020145692,-0.09379102219975488,-0.4524678167637101,0.07256994007664937,0.1456446724144774
139,9.075,45.903,0.263781327452398,-0.1801721883779775,-0.42661290146104675,0.20313265599151895,0.04120096744348073
140,9.075,45.969,0.1262297977225628,-0.2679010326885601,-0.47055250796812975,0.3148748218226828,-0.0630944256805511
141,9.075,46.035,0.0476600265044057,-0.35183764996865785,-0.5172995278724741,0.3636475405020152,-0.11137606695006308
142,9.075,46.101,0.0204208564342174,-0.39461639355480094,-0.5272035952712051,0.38752050774440083,-0.1638994035075116
143,9.141,44.781,0.0377454979807471,-0.36738161125222113,-0.5446232522610734,0.3119670871054554,-0.3352035670213175
144,9.141,44.847,0.0896221740167403,-0.33909190063489064,-0.5749156694932813,0.3055304352436893,-0.34014800343242535
145,9.141,44.913,0.1943965510657005,-0.3133564344128688,-0.6282456589038939,0.29688163456564776,-0.37194913178507755
146,9.141,44.979,0.2617125103405258,-0.3020027312122691,-0.7797490279192891,0.288661361862637,-0.372016123438879
147,9.141,45.045,0.4556040164149441,-0.2796695474256402,-0.8121930538409463,0.3145650899622132,-0.35691026823161975
148,9.141,45.111,0.5608466582914029,-0.2399556232393802,-0.8309710307515421,0.20662894022756928,-0.33508095541302824
149,9.141,45.177,0.6887235812719248,-0.1905871024701671,-0.8702667628062313,0.03126046237681411,-0.22858441482940375
150,9.141,45.243,0.7818205527111398,-0.1401475153999872,-0.9145723372820768,-0.004259517146263762,0.013899782622253614
151,9.141,45.309,0.8521786122950263,-0.09261586154378895,-0.955428218109875,0.002333012937389125,0.0809327041216178
152,9.141,45.375,0.9192183401175076,-0.052966269871568106,-0.9866950925061869,0.00031155946373629756,0.09703017148821128
153,9.141,45.441,0.9915596376690022,-0.01381512943878363,-1.0176493620452138,0.0030788039049518,0.10762593665728228
154,9.141,45.507,1.0556320170958136,0.019763820412800434,-1.0435590334526657,0.003675933794825506,0.11284400156282745
155,9.141,45.573,1.0164965692009615,0.05004067965309263,-1.0639478660338375,0.005361753113881331,0.11832565461485485
156,9.141,45.639,0.9766318013962196,0.0548177937496858,-1.067641076966077,0.005169491636929546,0.11951018456001439
157,9.141,45.705,0.8077185996243291,0.05031640359370386,-1.0054750358219815,0.006382622139181355,0.12160580838484848
158,9.141,45.771,0.6428241889957907,0.03731522613173207,-0.7306948302209963,0.011200509082862454,0.14339070334574244
159,9.141,45.837,0.4182347490983826,-0.0402571828573123,-0.4732267306893918,0.10617117036559734,0.16256118670755326
160,9.141,45.903,0.2260617322077333,-0.14925043381992126,-0.44827497857382026,0.24839351624971023,0.03128846909656943
161,9.141,45.969,0.1141214111237676,-0.2658793037612904,-0.49124477100099934,0.34266848213633105,-0.06431357351047015
162,9.141,46.035,0.0564842451393909,-0.36717761559432016,-0.5301980448391218,0.3880656764219582,-0.1213708058024337
163,9.141,46.101,0.0195499039999627,-0.4118264724953964,-0.5271416056040712,0.40327188050837603,-0.178553979522418
164,9.141,46.167,0.0079906886291859,-0.4334281521373996,-0.5194319774461342,0.4007500609620941,-0.20679892526054114
165,9.207,44.715,0.00843128638844,-0.3666031306227734,-0.48190546600338546,0.3087520141835141,-0.18893834844447902
166,9.207,44.781,0.0188837939467194,-0.3860406951200286,-0.5213345966460963,0.3142439427903714,-0.29882916812848104
167,9.207,44.847,0.0657369609608334,-0.3729848349777187,-0.5691392355227574,0.3145774751030202,-0.32345391144977
168,9.207,44.913,0.1591407174808086,-0.34622114391535247,-0.6279944259860542,0.30944825893977046,-0.36370075303101235
169,9.207,44.979,0.2201697197008082,-0.33939413820816705,-0.7714710068979864,0.3121152720720427,-0.37648456672364167
170,9.207,45.045,0.4182957931599023,-0.31730982878255937,-0.8230789898582511,0.33334971337377606,-0.3615565983089737
171,9.207,45.111,0.5520134896648039,-0.2795316309635496,-0.846837779780464,0.2387975893832029,-0.3401910673663495
172,9.207,45.177,0.6907614800441021,-0.23725060294505868,-0.8780962061341955,0.05919385781910978,-0.24561867279424587
173,9.207,45.243,0.7970414337148574,-0.17516417815780858,-0.9290370970323684,0.010353820511481463,0.040708801521800966
174,9.207,45.309,0.8952370367991166,-0.10703315476391273,-0.9852961584319571,0.00847523911414447,0.10487121610632164
175,9.207,45.375,0.9710769180908312,-0.04730953072511013,-1.0329535947802115,0.004892633077280713,0.11302617190661782
176,9.207,45.441,1.0349630434427808,-0.0006948348662807751,-1.0679749869012447,0.005860074139531851,0.11572855454977013
177,9.207,45.507,1.0882674164030663,0.028031104203507462,-1.0851446848451243,0.004771902598736052,0.114774256795426
178,9.207,45.573,1.0442229817172344,0.04378880356177407,-1.0855630417255226,0.003920932747269199,0.11378391140564531
179,9.207,45.639,0.9822509652564364,0.04893120066729052,-1.0736392354831412,0.0017181562025433842,0.11292106730812995
180,9.207,45.705,0.8279261916093015,0.06533288968611423,-1.0054809632606532,0.0023626737162134688,0.11685155224935027
181,9.207,45.771,0.676118246069148,0.07753904752257748,-0.7366577001945791,0.012910951450764103,0.1456121218755218
182,9.207,45.837,0.4343891451976299,-0.0005446736297624157,-0.48788541692389475,0.13484833057501233,0.17579006669899194
183,9.207,45.903,0.2456043486959657,-0.12995200362486672,-0.46899220431430044,0.2951774492557739,0.04288831998316289
184,9.207,45.969,0.1265135380447064,-0.2689855329646387,-0.5185743277195706,0.38006438079177113,-0.044278529001493955
185,9.207,46.035,0.0683442605516828,-0.38678413786500326,-0.5587424171966726,0.424448506499541,-0.10185555567105317
186,9.207,46.101,0.0223595384404554,-0.4396442255231292,-0.5406044530025765,0.41777640988275566,-0.17823381877115213
187,9.207,46.167,0.0084301703264232,-0.46367504215751293,-0.5282082779702244,0.4069617904575433,-0.2110767333501296
188,9.207,46.233,0.0041684410207472,-0.48156403969379136,-0.5224574933389019,0.3861786274813504,-0.22409433578710097
189,9.273,44.649,0.0059697426154353,-0.35519024266913296,-0.4625970732474927,0.3062314288185756,-0.13657052246953388
190,9.273,44.715,0.0081745173091378,-0.36474982356102137,-0.4725722441404623,0.30893488325257357,-0.16108290616995935
191,9.273,44.781,0.0166955728585451,-0.3867341474358319,-0.5062305327660778,0.3149249263602043,-0.2592486899779979
192,9.273,44.847,0.0581659350297953,-0.38510625310056135,-0.5374328205438628,0.3190852943951768,-0.3437300829083252
193,9.273,44.913,0.1384065511667348,-0.37693459100303983,-0.6079928104348955,0.31911979291349335,-0.3826067858078342
194,9.273,44.979,0.2117071876237469,-0.38066367487322994,-0.7542268807661195,0.32547339123313057,-0.3895052337540887
195,9.273,45.045,0.409746297214479,-0.3596790108768685,-0.8096559641511081,0.3458662808293953,-0.37623680373261265
196,9.273,45.111,0.5501575937968457,-0.3149700473540379,-0.8519678130444018,0.31425944647544024,-0.34144160899306375
197,9.273,45.177,0.699143692365764,-0.267027577019348,-0.8896762562011964,0.1086582866715456,-0.20932188488228298
198,9.273,45.243,0.8111734954855341,-0.19815790606253827,-0.944830959946857,0.010502486192622576,0.07111205277743454
199,9.273,45.309,0.909386600523749,-0.11186888682664584,-1.0152346721429444,0.009526529370043692,0.11660790672781039
200,9.273,45.375,0.9908758733440022,-0.03588130943464979,-1.076749478934996,0.007879106367091845,0.12385877565851437
201,9.273,45.441,1.0745907154726286,0.023776458800940606,-1.1226135891155022,0.00825684402515001,0.126034224368721
202,9.273,45.507,1.133107912423046,0.05604706806709714,-1.140729913595436,0.006684809614357919,0.12214155984303596
203,9.273,45.573,1.078377054757858,0.06420509897411443,-1.1320856363597211,0.004319731533925933,0.11689003407514752
204,9.273,45.639,1.0064452860354365,0.05985756372664126,-1.1041617195854787,0.0002133093334213646,0.11172765150947292
205,9.273,45.705,0.8438194756212639,0.0727360802877573,-1.0389225089901495,-0.0020629572843003643,0.11456208497877823
206,9.273,45.771,0.6867123013563151,0.07737677059959015,-0.8158657308953646,0.0063218998159187655,0.13852340942543612
207,9.273,45.837,0.463748827586329,-0.0005070541903971128,-0.5357635116403022,0.11610001018644708,0.1640187824448635
208,9.273,45.903,0.268250763048745,-0.12718721896590499,-0.5183265674609162,0.31227432132694427,0.055173767638423174
209,9.273,45.969,0.1390328895869191,-0.26236538976456364,-0.5584035339800205,0.3983381113014688,-0.057426679121132626
210,9.273,46.035,0.0696745433292755,-0.39034670279996997,-0.5963002997607664,0.4371634341436858,-0.08847598207530658
211,9.273,46.101,0.0302777607293505,-0.46807230766272745,-0.5766250175787706,0.44169909884016395,-0.16756536225506313
212,9.273,46.167,0.0116759479231521,-0.5051071036130874,-0.5525085061999405,0.41630342956724553,-0.20579792727759316
213,9.273,46.233,0.0065394810387498,-0.5196076767899964,-0.5355143666733351,0.3868430108276148,-0.22297321499866066
214,9.273,46.299,0.003162719205646,-0.517493955211447,-0.5244472555301544,0.3531203013453541,-0.23327341069542867
215,9.273,46.365,0.0022553252486391,-0.5091353013842519,-0.5192376248052788,0.3258169146168667,-0.2343078907820389
216,9.273,46.431,0.0017756033866923,-0.5075095693013212,-0.521053625988547,0.3176179773296894,-0.22641866346562167
217,9.273,46.497,0.0013830429002681,-0.5080611490728686,-0.5229163272749802,0.3131961513409124,-0.22520871658056718
218,9.339,44.715,0.0097702970004755,-0.36858881772417734,-0.47534355602999223,0.3083857470969791,-0.18207197029076908
219,9.339,44.781,0.023383420334079,-0.3834396358815985,-0.4987400502647515,0.3126861984012607,-0.25093249714990334
220,9.339,44.847,0.0588317185192558,-0.38448708450943425,-0.5217303513222882,0.3189842874066564,-0.3508354694545982
221,9.339,44.913,0.1309719964582776,-0.3834721590243087,-0.6263029014411872,0.3244837385438749,-0.3802049421985081
222,9.339,44.979,0.2207633400897699,-0.4063346926403514,-0.733390504810314,0.33966178752606946,-0.39525594283553356
223,9.339,45.045,0.4167258300831499,-0.39970314647386995,-0.7788279160815248,0.37558737124275754,-0.39085784979321236
224,9.339,45.111,0.568646338304008,-0.34646196488453906,-0.8463662253492226,0.3727634237972518,-0.33321029416050724
225,9.339,45.177,0.7116910990533645,-0.2797043236976804,-0.9075762018313389,0.05568424814748228,-0.08780943695877463
226,9.339,45.243,0.8385545328832992,-0.19806190903147713,-0.9744737800818766,0.006977459760926221,0.09783070778399966
227,9.339,45.309,0.9454317892720996,-0.09556253425275255,-1.0581822840851909,0.008181662048256166,0.12994116670763128
228,9.339,45.375,1.026829173861008,-0.0073708751126673805,-1.1299572566031189,0.008864812457233683,0.13552817306301962
229,9.339,45.441,1.097258154392851,0.060449541830853167,-1.184203798857785,0.011182662905617665,0.13660441916610025
230,9.339,45.507,1.1509292864044127,0.0944278106377654,-1.2050868944381783,0.00923181635168667,0.13140999820151172
231,9.339,45.573,1.0855964146532695,0.09450328746486131,-1.1877072123039205,0.005106174995095162,0.12151064966680798
232,9.339,45.639,0.994483972187566,0.09484001906586931,-1.1580970280244294,-0.00017414244602215927,0.11670265692899254
233,9.339,45.705,0.8209995820474907,0.10246206106431817,-1.096957119243213,-0.002464421368981647,0.12019158853333858
234,9.339,45.771,0.6560398712805161,0.08884057800823708,-0.8072923295598691,0.0025804228930233625,0.13922772096904754
235,9.339,45.837,0.4634977010702512,-0.002159991265458131,-0.5875137307726888,0.08380405341195905,0.15050570173819472
236,9.339,45.903,0.2437177419790061,-0.13117767733823438,-0.5843656713701345,0.3142671625773669,0.04294939547408023
237,9.339,45.969,0.1203785984302748,-0.2529499530763443,-0.582345073177575,0.37559968694550416,-0.14032902578049836
238,9.339,46.035,0.0621856772992373,-0.37538544284273306,-0.589812094956952,0.40559275441662473,-0.1468351645114874
239,9.339,46.101,0.0311974089657868,-0.47638928213917076,-0.6028270490458938,0.43119081060921405,-0.16027028909229432
240,9.339,46.167,0.0153587729169386,-0.5384733080665698,-0.596905178196155,0.4339458925476813,-0.17992042838668887
241,9.339,46.233,0.0079104155775996,-0.5606747721101508,-0.56760807092187,0.3856169750233903,-0.20540241226146294
242,9.339,46.299,0.0036713732494595,-0.5429944100614377,-0.5407302546172108,0.34852092480720176,-0.22492383634223978
243,9.339,46.365,0.0026806778558975,-0.5239089759012527,-0.5320582591218439,0.3224663626010369,-0.2251465971121275
244,9.339,46.431,0.0020265498432386,-0.5163041228703167,-0.5294406252063522,0.3153973664222146,-0.22106179942605247
245,9.339,46.497,0.0015489586857475,-0.511647255708453,-0.5271574580711916,0.3131166840119557,-0.22217339859652302
246,9.405,45.045,0.4367100279162959,-0.41714954574449026,-0.7750430585129853,0.40083103578819623,-0.3912114386899498
247,9.405,45.111,0.5962171989264384,-0.36012723962218274,-0.8509789226349198,0.3065071354983564,-0.2864086435486255
248,9.405,45.177,0.7574925504039838,-0.2664363093223515,-0.9449791140945487,0.06235980498587555,0.005378619356470035
249,9.405,45.243,0.8713050836946185,-0.16686511492515194,-1.0310925531398172,0.01068531467071518,0.11541400878657537
250,9.405,45.309,0.9921841162207864,-0.05353460582590521,-1.1267482425294544,0.022575943035791423,0.1491695462675337
251,9.405,45.375,1.0695990117895189,0.04422224435566975,-1.2099243053918887,0.013985840245330974,0.15759950782033014
252,9.405,45.441,1.113850672607271,0.1109319962164016,-1.2651243498751694,0.01317847292488402,0.15284188455009287
253,9.405,45.507,1.1747547622680872,0.14230836808177832,-1.2843053003398635,0.0091097272831853,0.14195090226163004
254,9.405,45.573,1.0950457657841537,0.1382346863608933,-1.263140399892286,0.0017229990654963018,0.1280700059886371
255,9.405,45.639,0.9874721988920904,0.14260502965344476,-1.2274507404056314,-0.005151146988006707,0.1260216547631404
256,9.405,45.705,0.7943614897620686,0.1667598793230075,-1.164381655184221,0.0009465373768785604,0.14485306072081935
257,9.405,45.771,0.626256471825303,0.1457718393613115,-0.6386936577066856,0.028119190122026003,0.16909087735697143
258,9.405,45.837,0.4174871036506143,0.03943101349352365,-0.574314351895816,0.13401460817409594,0.16940646069506646
259,9.405,45.903,0.1909793050244106,-0.11111388641595663,-0.6016530779429249,0.31360007728805606,-0.03463530263535566
260,9.405,45.969,0.0731813344969969,-0.23203496809956076,-0.5903247271650993,0.331686314452891,-0.15862304564007362
261,9.405,46.035,0.0419659418831124,-0.3402747952273462,-0.5839837573168741,0.34833343926483396,-0.1750681987672439
