fid,X,Y,I,Intercept,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
212,9.273,46.167,0.3308185244893113,-0.17723865330957017,-0.7354419388979907,0.7672511723457709,-0.37273683105192956
213,9.273,46.233,0.2779279441468667,-0.1515159122534726,-0.7189986685179826,0.6954808377057858,-0.3734101001582285
214,9.273,46.299,0.2688311324799174,-0.13733923668501274,-0.727899762612667,0.6493427095757367,-0.3543024313154188
215,9.273,46.365,0.1917026461343281,-0.13016820298358042,-0.7451148710814133,0.6246409011518345,-0.3221820537512905
216,9.273,46.431,0.1509262878688476,-0.14334051812581378,-0.7693680589239349,0.6365322300042219,-0.282454833143464
217,9.273,46.497,0.1175586465227967,-0.14822803809236532,-0.7776163815536825,0.6406568618734103,-0.2701549681984303
218,9.339,44.715,0.207618811260105,-0.07094146229026861,-0.47140878754924,0.5708341932988543,-0.41179498727469377
219,9.339,44.781,0.2484488410495895,-0.11523140295993031,-0.548247425571179,0.6327089908871208,-0.5274940049359028
220,9.339,44.847,0.2778164485631525,-0.09840455262843498,-0.5755460994759083,0.625897732693296,-0.45636438595918527
221,9.339,44.913,0.4638591541230666,-0.07307627006941189,-0.6046767693318287,0.6093872851387812,-0.4318035632466418
222,9.339,44.979,0.5864026221134515,-0.07122073352847066,-0.5312422710412352,0.612127805868562,-0.4428410686943205
223,9.339,45.045,0.8433737037397082,-0.0686329515681985,-0.5623142595162047,0.6988559637881122,-0.4438713026413181
224,9.339,45.111,1.0507595381704498,-0.033194627853498346,-0.6101533743201889,0.7345539164768112,-0.3957025738437942
225,9.339,45.177,1.2345661922354283,0.0072876879616629595,-0.6460452626233026,0.19893609545079807,-0.15403504151686404
226,9.339,45.243,1.397590888138832,0.07312861790266437,-0.7019467684241432,0.06689852929075919,0.03871398072871336
227,9.339,45.309,1.545417347848624,0.16858808014159876,-0.783203633698935,0.03162852627988469,0.06588107222024527
228,9.339,45.375,1.6163051810775129,0.24177541040969358,-0.8431820318609684,0.02674956294320587,0.06371704138846933
229,9.339,45.441,1.695762602243497,0.29232201861037943,-0.8804859604693176,0.024709107122959706,0.05717950923484878
230,9.339,45.507,1.7469462382924124,0.3306906578122175,-0.9037252745484079,0.022986935989866893,0.05367565871340177
231,9.339,45.573,1.741050853689206,0.3617422861507844,-0.9196966779070084,0.024623411958637216,0.05321984282744608
232,9.339,45.639,1.6255988006912137,0.3721372694353579,-0.9173231315921015,0.02576175359042352,0.04642273879267771
233,9.339,45.705,1.395699289480734,0.3691192527739055,-0.8584329255769432,0.012113414130226654,0.03345059694648977
234,9.339,45.771,1.2122475882357364,0.3899063693893251,-0.6452623467170551,-0.0002836060373479026,0.0380441468230005
235,9.339,45.837,1.0943695719714264,0.3540344315706715,-0.6544596348921462,0.13464657895161236,0.06457360686000047
236,9.339,45.903,0.7143451058005353,0.2456058305070699,-0.6932767004854421,0.559918149552289,0.009017746074977004
237,9.339,45.969,0.5385358350828084,0.12311184546066117,-0.6992069732505661,0.6131681257998163,-0.22786859188023384
238,9.339,46.035,0.3523855046956781,-0.045206438939834344,-0.7567127948376822,0.7102001978953395,-0.19959825007673196
239,9.339,46.101,0.2039830586224524,-0.2049373741328265,-0.8402248977105996,0.8323765615198229,-0.21585053222230563
240,9.339,46.167,0.1864993854199697,-0.24146668441995348,-0.8202638233911905,0.8296627493580893,-0.2817271323969065
241,9.339,46.233,0.336192662047984,-0.1992232613247586,-0.7642408368123326,0.7188225134012207,-0.31806999930467805
242,9.339,46.299,0.3120667262040624,-0.1444130605162271,-0.7400833140572006,0.6275617428698312,-0.3284485520067665
243,9.339,46.365,0.2278576177512958,-0.13388505145130458,-0.7550687143324345,0.6205178157380783,-0.30148153579688564
244,9.339,46.431,0.1722567366752865,-0.14125972973751594,-0.7726907991406426,0.6306134302093312,-0.2738739784020995
