fid,X,Y,I,Intercept,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
245,9.339,46.497,0.1316614882885396,-0.149253421376869,-0.7823729655279892,0.6402112726331133,-0.26208145503888713
246,9.405,45.045,0.8632640086717478,-0.08021547587940533,-0.5612754316849307,0.832889420307036,-0.43250137769292246
247,9.405,45.111,1.1017056936684189,-0.04485829335421064,-0.6097064976589259,0.9048293394955396,-0.3306736082461579
248,9.405,45.177,1.2877373356867725,0.015002091536759537,-0.6693669086586549,0.15206619428810728,-0.0511842296615509
249,9.405,45.243,1.4521751394910307,0.09444291878096756,-0.7397654540290437,0.07839188313195691,0.05443149641905754
250,9.405,45.309,1.561771294051238,0.18831254414474202,-0.8202955421744074,0.04670357793616911,0.0749245739455192
251,9.405,45.375,1.6234985000376625,0.25902886449532564,-0.8786105610092592,0.02604992161183456,0.06953619958826018
252,9.405,45.441,1.6610053889757552,0.3105844403937415,-0.9182803521071751,0.0241771924746063,0.06190670043086985
253,9.405,45.507,1.751827277066446,0.35740699471107895,-0.9516932680248833,0.026614089011192086,0.061988788052292035
254,9.405,45.573,1.7562054734274164,0.39092258616830466,-0.9714277693019182,0.02901648558961823,0.062133053135858166
255,9.405,45.639,1.6457869981534838,0.4049026724898172,-0.9685428951574498,0.028722290888515446,0.0565435129012361
256,9.405,45.705,1.377974012852568,0.4202379206774843,-0.918005199358442,0.0258897203677211,0.05275523951610529
257,9.405,45.771,1.2098136387534262,0.4360623352479142,-0.617068946741379,0.023538753314572093,0.061023317652044023
258,9.405,45.837,0.9857334391750616,0.382984578577915,-0.6766368376912839,0.2121076723441539,0.08970962932918111
259,9.405,45.903,0.6012311454472187,0.25361422163769964,-0.723777572863678,0.49910119898959077,-0.040025766862228015
260,9.405,45.969,0.4146942288163161,0.13508893034598218,-0.7258240812159362,0.5257796919955826,-0.16274547538224088
261,9.405,46.035,0.2547932185760397,-0.016873610789599775,-0.7572525164109092,0.6029355683059864,-0.16213984451966224
262,9.405,46.101,0.154066049777352,-0.17877235672672886,-0.8323155069707033,0.7558825386869652,-0.1413084220822336
263,9.405,46.167,0.1848257503949987,-0.23746658323298223,-0.8655250633866354,0.8260233683276009,-0.16709998097927664
264,9.405,46.233,0.3193933563908693,-0.19259996226312592,-0.7927962864703877,0.6934477168199258,-0.2559726195073455
265,9.405,46.299,0.2877934791559603,-0.14839938902623268,-0.7634866272250986,0.6098753692134702,-0.2807226181997734
266,9.405,46.365,0.2107793951690794,-0.13218128004029334,-0.7673370009868676,0.605451201692943,-0.27083706490882653
267,9.405,46.431,0.1532906230561387,-0.1397798524444974,-0.779349702398732,0.6226178338792914,-0.2550239421058619
268,9.405,46.497,0.115747429091585,-0.15286755977998986,-0.7904186230416899,0.640298339179244,-0.24372824115335667
269,9.471,45.111,1.1442263542183009,-0.03552602108347491,-0.632157590148524,0.6123193826564852,-0.22148988880054526
270,9.471,45.177,1.3337904397181282,0.03063412931975909,-0.6995531943666113,0.13012552984436423,-0.002790320313721734
271,9.471,45.243,1.4904860631552566,0.11813506006312466,-0.7797623285779474,0.08404743837971573,0.06369957192663646
272,9.471,45.309,1.5791991304789557,0.20930014645791428,-0.8598906093246252,0.07362810452650116,0.08262573305877852
273,9.471,45.375,1.678829258665977,0.2901952357202028,-0.9309603411769801,0.04766629814776479,0.08506317683689146
274,9.471,45.441,1.7137396856707965,0.347238904765967,-0.9785339912675948,0.039364752970150144,0.08001229689993433
275,9.471,45.507,1.7855393415883651,0.3906935341667009,-1.0110298757262839,0.03683319924959052,0.07864121867168669
276,9.471,45.573,1.779597537568157,0.41503203462039184,-1.0249831628922195,0.03084811900323042,0.07482857828380174
277,9.471,45.639,1.6534376595997438,0.4287097749909889,-1.0217443624755336,0.02663502864004371,0.07265286438128656
278,9.471,45.705,1.378698926943011,0.45005862416989173,-0.9417969586582084,0.027678141710421232,0.07831007930270925
279,9.471,45.771,1.1589131611482268,0.46567165020418516,-0.6138671655354022,0.06706760995022386,0.09784256320184725
280,9.471,45.837,0.8517207602543997,0.4031137114902446,-0.6688415223474802,0.28605383488356617,0.07216427133009057
281,9.471,45.903,0.548825529368574,0.2643263855280352,-0.729083090817451,0.42888287455519103,-0.08653565586377353
282,9.471,45.969,0.3330691988421269,0.13731505932010235,-0.7478319618671656,0.47293056935762656,-0.12740901350168804
283,9.471,46.035,0.2420059297830226,0.023933677136638253,-0.7574168327912226,0.5009124826517283,-0.14607165751359594
284,9.471,46.101,0.2273940168006565,-0.09985457392083041,-0.7950494699511108,0.5896901186786558,-0.14569075186192973
285,9.471,46.167,0.1791587849166083,-0.16057808190600348,-0.8192391029340342,0.662429220511674,-0.1615128416230728
286,9.471,46.233,0.3823160180851995,-0.1496385940703957,-0.7917206313850556,0.6112145703560392,-0.2205306297989885
287,9.471,46.299,0.2389744304125755,-0.1337106011368528,-0.7807183450124826,0.5840984291461089,-0.23729302281449124
288,9.471,46.365,0.1661284838018646,-0.14171334828502224,-0.7887797210751792,0.6048200942511124,-0.23208797336354936
289,9.471,46.431,0.114389431271747,-0.14980166170850015,-0.793077620308859,0.6268078121650937,-0.2317543777980885
290,9.471,46.497,0.0842795135092286,-0.15598485556487987,-0.7955405322512047,0.638931196980867,-0.23323886186872161
291,9.537,45.111,1.1924386581730562,-0.024235511334268964,-0.6567813170355302,0.086244435892161,-0.19682611157197094
292,9.537,45.177,1.372918018850937,0.04105265518836565,-0.7217089636257847,0.08706807516493732,-0.011350709533668893
293,9.537,45.243,1.4977445769259945,0.13070115160934648,-0.8056062611462145,0.08018773288070806,0.06905214775623794
294,9.537,45.309,1.5982310617890485,0.21907896310733133,-0.8857972759803636,0.08257540799107363,0.08527965053767644
295,9.537,45.375,1.6974399745506037,0.3084761807277606,-0.9667359539866393,0.0641918681421157,0.1017265029831694
296,9.537,45.441,1.775541162724425,0.3689397618635427,-1.018400936236718,0.047688480577911946,0.0974768185943293
297,9.537,45.507,1.808897073157106,0.4099867972259662,-1.0523684055554974,0.03484910224939616,0.09351626191271396
298,9.537,45.573,1.790905752464528,0.41926690747679995,-1.0565801208213346,0.01715747438211159,0.07882643601781691
299,9.537,45.639,1.6431095024519986,0.4133759432360973,-1.0336435318448638,0.0041737392619106625,0.0683172422849056
300,9.537,45.705,1.3320322412695953,0.43219172860607735,-0.9238215436390393,0.0018916741819715263,0.07687858843847
301,9.537,45.771,1.1097198799547965,0.4397234213113577,-0.6438254660590494,0.05638230024365136,0.09346969503162887
302,9.537,45.837,0.7153445173316493,0.38097891596285105,-0.6872625058548556,0.30032303275216987,0.002001147238400761
303,9.537,45.903,0.4782999010666677,0.2553023052116957,-0.7373220392324307,0.3876282153790588,-0.10179599095524983
304,9.537,45.969,0.3176246431287085,0.14242560091412942,-0.7551283889851348,0.4263761528433412,-0.12102034570166303
305,9.537,46.035,0.3043889472165919,0.06286654620473642,-0.7523228869423119,0.42808625271702083,-0.14428308517259328
306,9.537,46.101,0.3844355909535734,-0.00835348539331585,-0.7542981281962013,0.4273879282263753,-0.1828510194939754
307,9.537,46.167,0.3324275727535646,-0.052958799300182186,-0.7564592794068458,0.4310066177475918,-0.22192182279479422
308,9.537,46.233,0.3198115760584325,-0.0831573471229832,-0.7706388881003201,0.48244921034466515,-0.2195630093298972
309,9.537,46.299,0.1614054045200015,-0.11367920574324947,-0.7884443528149446,0.5457700577244442,-0.21138322091463235
310,9.537,46.365,0.0810260314443101,-0.1407571119670978,-0.7994368144774802,0.5877400313427552,-0.2113287151851821
311,9.603,45.111,1.2285017104460678,-0.036524725139919514,-0.6515549319764521,0.06666157186186172,-0.23749617826634503
312,9.603,45.177,1.3777923690763865,0.04847117487546773,-0.7351186851203829,0.08172217558086306,-0.07248885360671446
313,9.603,45.243,1.4851498026544183,0.13193756435441073,-0.8150145267878127,0.06952435787466815,0.05922130164079319
314,9.603,45.309,1.587178049872799,0.2173065015893182,-0.8956978300823697,0.07036722077049883,0.07603210974232273
315,9.603,45.375,1.6987554978623602,0.3000546935760215,-0.970325396302641,0.03844650857354603,0.09263136292341559
316,9.603,45.441,1.7867014435362591,0.36129545391026957,-1.0217565741407064,0.0333719360816855,0.09627829283147929
317,9.603,45.507,1.8212136571973288,0.40314131617940174,-1.0583392517207229,0.016392203341853977,0.08553600684565678
318,9.603,45.573,1.7809568404706453,0.4004171239621014,-1.055614319464881,-0.007056398072851864,0.05634593686056248
319,9.603,45.639,1.601762437475626,0.374973691740226,-1.0168982448965835,-0.022912870469556805,0.03714356269164718
320,9.603,45.705,1.2952164677473932,0.37762380592845524,-0.9256836791022293,-0.02786067207263005,0.03908970288130452
321,9.603,45.771,1.01610306838504,0.37709111449729504,-0.7124938240766246,0.037776065370060466,0.05726404445207732
322,9.603,45.837,0.6134083081011026,0.3168465955047014,-0.7339345175117855,0.30366770167552515,-0.01373396808329924
323,9.603,45.903,0.4112718571920285,0.2190435577115451,-0.7581343582833526,0.375213362506733,-0.08873495309184144
324,9.603,45.969,0.3198408810961312,0.13451942914212003,-0.7636788318921152,0.3976904553910332,-0.10528055634092434
325,9.603,46.035,0.2434607706677254,0.06259975474536242,-0.7658272432124709,0.40358454270876604,-0.12035518873274134
326,9.603,46.101,0.3176035541795147,0.029022970827690446,-0.7500472476052283,0.3657893373145538,-0.19318091997303297
327,9.603,46.167,0.5263982105010422,0.013100764493544872,-0.7326042276751585,0.32178378122508255,-0.2662572592952799
328,9.603,46.233,0.2782367444985689,-0.0450709576958726,-0.7653704788138258,0.4079132673636253,-0.2150750304704126
329,9.603,46.299,0.1263010689281822,-0.09908626958994293,-0.7934446115384783,0.49358573669718386,-0.19262138627390196
330,9.669,45.045,1.0379934569705045,-0.1506969716982731,-0.5383283934776661,0.045557580227288,-0.3481219015083723
331,9.669,45.111,1.243003848180941,-0.0611186399606231,-0.6280982614612458,0.08676280775336287,-0.25915228546087576
332,9.669,45.177,1.363463451402405,0.04796871046132609,-0.7350578332549951,0.10581546806671938,-0.12448879076831082
333,9.669,45.243,1.482274675914283,0.13337181522737257,-0.8188692557356199,0.07426942415013142,0.04324095537554347
334,9.669,45.309,1.5749464593401927,0.21439464715871587,-0.8968210393457339,0.07119715299547781,0.07294670103718517
335,9.669,45.375,1.677982378669646,0.28169834337701416,-0.9570758143233811,0.02610032087170596,0.0857040630090404
336,9.669,45.441,1.7687401990665823,0.34136290001082403,-1.0077027039944508,0.023713908529247894,0.08833843754737872
337,9.669,45.507,1.791823789126283,0.3843063244931087,-1.0467503858608214,0.0013105916636468751,0.0664040236047646
338,9.669,45.573,1.7272746385177329,0.3720989069369103,-1.037799873866149,-0.024513765953650186,0.026988627279104
339,9.669,45.639,1.5568650434532727,0.33507648310110577,-0.9951805212530782,-0.040466570581888905,0.005125430541544088
340,9.669,45.705,1.2375156790256765,0.3285082991157862,-0.9157638551196454,-0.0440827258264262,0.006531767964362644
341,9.669,45.771,0.981387039373214,0.3178564596875648,-0.7558630812737628,0.020670932354033403,0.023938126847281912
342,9.669,45.837,0.5541971828210648,0.26277116055409805,-0.761541400002899,0.2922312503093493,-0.014306848571552743
343,9.669,45.903,0.3761659199078654,0.18729206295255307,-0.7691573495466786,0.35728237111286176,-0.06251838089376649
344,9.669,45.969,0.288914426508907,0.11678806704769847,-0.7726918678764784,0.37952919615081293,-0.07281028425310546
345,9.669,46.035,0.2080223190868803,0.04716913520010746,-0.7802829314014443,0.39430108308210315,-0.07854850575290714
346,9.669,46.101,0.2797284243071805,0.023504499861344758,-0.7629745386915425,0.354158291809591,-0.16025619005454866
347,9.669,46.167,0.4873970019280672,0.015919002768861497,-0.7403511264857929,0.3004356234497068,-0.2506178569006398
348,9.669,46.233,0.2595502151763327,-0.054150973246800946,-0.7785064530573056,0.38464970778142504,-0.19264298459386558
349,9.669,46.299,0.1146182359891642,-0.10809662766117369,-0.8042384476796822,0.4456965736707321,-0.16393040548615193
350,9.735,45.045,1.1106774250277005,-0.1396724458819132,-0.5443889534444089,0.1461833549195537,-0.23969809063806582
351,9.735,45.111,1.2411601816492817,-0.05772645983596694,-0.6271046491700725,0.13767176170419915,-0.23245991098581914
352,9.735,45.177,1.3712963201832638,0.05352032028575675,-0.738047161092787,0.1092303592747243,-0.1760498297417755
353,9.735,45.243,1.474277159092669,0.14353214786589222,-0.8264136319134721,0.08169365486053613,-0.018250291542882588
354,9.735,45.309,1.5623958354214658,0.2101178771063663,-0.8878556811508702,0.06468160463581071,0.0658975063499315
355,9.735,45.375,1.6133111435113303,0.264678245248684,-0.9353682384751283,0.03465419290641777,0.10303982790915986
356,9.735,45.441,1.7397622477071173,0.32499511742178855,-0.9884323344587873,0.03319208392305663,0.1030504090570737
357,9.735,45.507,1.7527662247115796,0.3668408362230775,-1.02804961025087,-0.005154304361092224,0.05521445776674895
358,9.735,45.573,1.688326701045676,0.3546300688116364,-1.0203818323803164,-0.029087598130822116,0.016091275589882006
359,9.735,45.639,1.5152234450514457,0.3229094705120902,-0.9884409025472406,-0.04163574003445803,-0.002272101653677269
360,9.735,45.705,1.1970269728407652,0.30618519076613315,-0.9093015170066584,-0.04268071913816294,-0.0012541676504947646
361,9.735,45.771,0.9066226509271612,0.2743777441101364,-0.7829444575155076,0.030672027709402756,0.01905485854903445
362,9.735,45.837,0.5254395976332427,0.22196228456227024,-0.7715836601468054,0.29895141284640026,-0.02566227723838816
363,9.735,45.903,0.3848622639973958,0.16326251203634098,-0.7692285841779825,0.33898229714665085,-0.04531896411233216
364,9.735,45.969,0.2579243194814994,0.10151512459403106,-0.7735674656114001,0.3612348917552125,-0.045488317878679047
365,9.735,46.035,0.1864715782612222,0.0459379443900985,-0.7767843749669769,0.37093723739630213,-0.051126360012791916
366,9.735,46.101,0.3831803535619815,0.0311223856343811,-0.7553581208744082,0.3234782386889001,-0.13182774069333675
367,9.735,46.167,0.484839633152372,0.007519970131721719,-0.7431554066881871,0.28458761389091436,-0.22651525985019244
368,9.735,46.233,0.2639984114249238,-0.070982557850472,-0.7844142171830089,0.3642728956316007,-0.18003359972606073
369,9.735,46.299,0.1179100696874272,-0.1256399489390202,-0.8087474297689325,0.4184157898001629,-0.1466995280519007
370,9.735,46.365,0.0349573554040561,-0.15255066511958956,-0.8189289529220969,0.4340338682461857,-0.13335833403598793
371,9.801,45.045,1.1441844729296056,-0.08034079375119518,-0.594734437041059,0.23852422483814437,0.02238624050638724
372,9.801,45.111,1.2894276253460224,-0.01318743728256784,-0.6652020658492296,0.20909488917314578,-0.044836782428724485
373,9.801,45.177,1.4199794771956602,0.08533054062144882,-0.7649140783322941,0.07975594593299198,-0.25384666842579084
374,9.801,45.243,1.515790777827077,0.161161382173883,-0.8357723614559722,0.055900247388483426,-0.24254871417391874
375,9.801,45.309,1.5549464829740534,0.21069147272799826,-0.8766861094564893,0.021428520953557705,-0.09437902301252982
376,9.801,45.375,1.5874883332729677,0.2513529633487067,-0.908549492092813,0.03980879151094856,0.0995071808732139
377,9.801,45.441,1.6847105246477816,0.3104637638472358,-0.9602027430761463,0.041650306409890814,0.1008296369426829
378,9.801,45.507,1.7091604472597026,0.35042029315241746,-0.9973458466298094,-0.00406546473842913,0.04722506199520452
379,9.801,45.573,1.6453988547088223,0.34563090264249896,-0.9966056400582047,-0.023035973525465825,0.01751490902849495
380,9.801,45.639,1.4593010242374067,0.3309426920785118,-0.9837981967466252,-0.02616703955109498,0.011476612818054153
381,9.801,45.705,1.1655167458856583,0.30809967802732924,-0.9060039643166516,-0.019366845963900148,0.017962619826544755
382,9.801,45.771,0.8474333264595817,0.24830889877088144,-0.8061995593744006,0.07674363599430095,0.020927231687140942
383,9.801,45.837,0.5206804135364617,0.18254310768943371,-0.784708021287124,0.3289271059782415,-0.02488372637731749
384,9.801,45.903,0.3691812065450189,0.13525503480417703,-0.7703599839455337,0.3348582084927145,-0.033364306869639856
385,9.801,45.969,0.2356821517997726,0.07864211539934657,-0.7735115680153282,0.3531122062595755,-0.027551349567606725
386,9.801,46.035,0.163619410499482,0.04401780139214752,-0.7651689035145228,0.34419422250426207,-0.036792462947909416
387,9.801,46.101,0.3661524730599623,0.043619200561425146,-0.7347545343946877,0.2803238753439101,-0.10955210241385692
388,9.801,46.167,0.4768320612621554,-0.0019756417402747375,-0.7365094492887421,0.2591727967880336,-0.208903116138833
389,9.801,46.233,0.2606114253370474,-0.08982467939969627,-0.7832524087826973,0.3433591925085614,-0.16714528038736925
390,9.801,46.299,0.119654690827249,-0.14576026409208054,-0.8087369749734994,0.40137088684839717,-0.13227965714416265
391,9.801,46.365,0.0378585541362331,-0.17338343583383176,-0.8210526978977617,0.42561935679197166,-0.1177319898547299
392,9.867,45.045,1.1931357502742668,-0.01615617575497102,-0.6545453293417023,0.16025800301127457,0.03764845997465373
393,9.867,45.111,1.3541630171810004,0.04564300553204437,-0.7191846937881875,0.10659689817831475,-0.006564395735676701
394,9.867,45.177,1.4790970369479437,0.11886014781599438,-0.7888302580408701,0.019370676358971602,-0.2548377263822152
395,9.867,45.243,1.5163601572095915,0.17590575635299743,-0.836502387148554,0.0044723607130816335,-0.2145470077855637
396,9.867,45.309,1.547283274937766,0.21197802097423202,-0.8609671696913643,0.006056294853712247,-0.023554185234962995
397,9.867,45.375,1.5545219158590533,0.24668245766437086,-0.8842320114971445,0.040343088365154656,0.07557833992998134
398,9.867,45.441,1.6575097844181903,0.2974832567578056,-0.9244317201477493,0.03409777891646071,0.0735381640478714
399,9.867,45.507,1.6819386774028555,0.33078485553953896,-0.9511626206220402,-0.005076132366264188,0.033800145210385754
400,9.867,45.573,1.5953540367468753,0.3323877054441903,-0.9515699781273573,-0.018683811882202507,0.01253873548083266
401,9.867,45.639,1.3441255078717271,0.33583394448581166,-0.9431794320575617,-0.014075407188663803,0.010413832795321014
402,9.867,45.705,1.1164854580762271,0.3210285055445172,-0.8193364930309597,0.014143246671833802,0.0021010131364093184
403,9.867,45.771,0.7933357226311926,0.24654132110093152,-0.7878072645769121,0.16792155526387514,-0.014045258766136166
404,9.867,45.837,0.5599846904788157,0.15898513929759817,-0.7849143109579406,0.33429565174840775,-0.018178414589032292
405,9.867,45.903,0.4103356680170429,0.10052396345431622,-0.7763766078669267,0.3441791911293357,-0.01409642549441838
406,9.867,45.969,0.2249437241242449,0.05360187974016603,-0.7691667380973723,0.34351139104220674,-0.014744659241295786
407,9.867,46.035,0.2464225074383067,0.04589552140451186,-0.7427063937562157,0.3049745255213841,-0.032970104443172416
408,9.867,46.101,0.4686368244189829,0.05289997906281057,-0.7068834467742436,0.23153476151366761,-0.10465821140856506
409,9.867,46.167,0.4622497202662119,-0.013635917133062867,-0.7236532529851437,0.23561001739088616,-0.1925963715660813
410,9.867,46.233,0.2488886390723408,-0.1155335874438747,-0.780593378835057,0.332421385047715,-0.147716023914871
411,9.867,46.299,0.1150003285960826,-0.1674228101163185,-0.8030354619799491,0.38421596900254323,-0.1154933363099675
412,9.867,46.365,0.037642503635628,-0.19448194827631402,-0.8156914391195538,0.4103121251683738,-0.09925532991978804
413,9.933,45.111,1.4018584490841983,0.09633406018867738,-0.7567135739908584,0.07088915507796376,-0.08124238928905335
414,9.933,45.177,1.4678703600562626,0.13396042830331978,-0.7877727547433204,0.04571157758861037,-0.14493152164396328
415,9.933,45.243,1.513955750052735,0.17855682278492352,-0.8205845578665223,0.02477301414664521,-0.11698644182197265
416,9.933,45.309,1.5475418592683914,0.21363025197541932,-0.8415169945386898,-0.0025123849942350384,0.010550657991853065
417,9.933,45.375,1.559575551813622,0.24658314152799507,-0.8596911839193031,0.03857191570814759,0.06532078271314107
418,9.933,45.441,1.6490103150125923,0.2897619066602971,-0.8872665831056664,0.02045454991207691,0.049197015013901765
419,9.933,45.507,1.6458939556088903,0.31508490417495494,-0.9000806470783866,-0.0031648020815380658,0.023341362459529943
420,9.933,45.573,1.548524823792012,0.32468792810129365,-0.9004890804570688,-0.007232913605000728,0.013547141820583128
421,9.933,45.639,1.2936439914583242,0.33062431347907373,-0.8938750438882725,0.0038853056607022086,0.010257413767513884
422,9.933,45.705,1.0624441804285971,0.31095883620800013,-0.7499261305633189,0.10919284456248404,-0.046129370353737306
423,9.933,45.771,0.7432424979672984,0.22820612477412133,-0.774265923032884,0.2880514059569955,-0.023330208315263078
424,9.933,45.837,0.5376623195360186,0.13223647594329405,-0.7824285362244673,0.33447081858272465,-0.007488548583984525
425,9.933,45.903,0.4116962166802436,0.06534933766480383,-0.7793248559335774,0.34626219463039837,0.0018066462227370478
426,9.933,45.969,0.2297305003377459,0.017672247002860752,-0.7697873373665,0.3416918727089588,0.00011540240381823809
427,9.933,46.035,0.2498606883592476,0.027218958872481137,-0.7289626138191596,0.2804963840226349,-0.02690862322122331
428,9.933,46.101,0.4535569799844552,0.04239302724803535,-0.6883420645768357,0.20389299539283878,-0.09915219677090917
429,9.933,46.167,0.4399684001049685,-0.035709281628693225,-0.7137590950920517,0.22803664934721907,-0.17429691180344867
430,9.933,46.233,0.2283300280098263,-0.13707356294052891,-0.7694144362998394,0.32012156637842637,-0.13131179969004073
431,9.933,46.299,0.0990949007412034,-0.18476611240249258,-0.7883221760496428,0.36345829343816016,-0.10050387675750969
432,9.933,46.365,0.0276440281619942,-0.2091337310190929,-0.7994213799153065,0.3862142465850933,-0.08446888763286516
433,9.999,45.045,1.3035985983583185,0.09369298675915216,-0.7331418167744757,0.05375761769213713,-0.1910193103387562
434,9.999,45.111,1.4396716171916004,0.1208180564195637,-0.7619173350587025,0.08032416434567799,-0.13021474896411603
435,9.999,45.177,1.464693655410457,0.1492296240405998,-0.783482718740933,0.09328396272977145,-0.03881805561755641
436,9.999,45.243,1.5085984450941574,0.17996229565957694,-0.8007837969045927,0.043884576440590586,-0.02202932939215364
437,9.999,45.309,1.5347688077406532,0.21334102333745203,-0.8173436812014836,-0.0036796781214837593,0.0004909933183873741
438,9.999,45.375,1.5574392501585463,0.24760880272385083,-0.8329356085919462,0.04512150246522983,0.04946314124548222
439,9.999,45.441,1.6510061793931303,0.2850767209143743,-0.8488331538898659,0.012559215767762776,0.031856222006727185
440,9.999,45.507,1.6037407499775622,0.30452370968383774,-0.8469199116322044,0.003086353591342913,0.015218874852797517
441,9.999,45.573,1.5312048643097502,0.32051524728422587,-0.8500252160636022,0.016948433522066313,0.01995480754197028
442,9.999,45.639,1.3062057975624892,0.3165664693170731,-0.8628245031779354,0.04169440176868004,0.027107246235899697
443,9.999,45.705,1.006908761111901,0.27157015700041853,-0.7519305286775516,0.1808285060130793,-0.02610738213695966
444,9.999,45.771,0.697654893188619,0.17779478913998387,-0.7926867293391524,0.32878999548559235,0.004281039587719148
445,9.999,45.837,0.5279957651396802,0.09236328325168379,-0.7860005972880552,0.34379882422384517,0.010335757809808896
446,9.999,45.903,0.4081223516550992,0.032928108897592706,-0.7773802467734018,0.34318641578600456,0.01163760511042614
447,9.999,45.969,0.2151776423453172,-0.01383811096747591,-0.7661482463391764,0.33213707524676994,0.007194119252107949
448,9.999,46.035,0.2321595409296319,-0.009615646501484915,-0.7280263160102864,0.27398659949063253,-0.018815193442401262
449,9.999,46.101,0.421575633022984,0.003666565031116326,-0.6890646805129765,0.20598172318616936,-0.0840605193119254
450,9.999,46.167,0.4031860693256867,-0.06929348233273688,-0.7098011646729173,0.23280952136708924,-0.14597503036604026
451,9.999,46.233,0.2147245413778211,-0.1637397046097281,-0.7587060834260714,0.3153996635287339,-0.11215122884005588
452,9.999,46.299,0.0886343815178201,-0.20060845145319917,-0.7717111972282644,0.34700431877847004,-0.08806322297958558
453,9.999,46.365,0.0160842585847292,-0.22669242874109044,-0.7766061020310848,0.3621316392816436,-0.06720380336214421
454,10.065,45.045,1.3205077830763186,0.09290145215136339,-0.7195030881668674,0.0556309075142017,-0.21413771102742413
455,10.065,45.111,1.4516834199414654,0.13064007965096538,-0.7553252866494169,0.1041655202038572,-0.11654222358672728
456,10.065,45.177,1.5304485985747245,0.16567762457648932,-0.7800547789240883,0.11299150767081356,-0.011934472464963082
457,10.065,45.243,1.5087771672648598,0.1888779850670358,-0.7879829752385531,0.05864402016787731,0.001930983498224171
458,10.065,45.309,1.538552153361696,0.21551927577850433,-0.7949095322931403,0.012280044260560456,0.0054485168520013935
459,10.065,45.375,1.5583772486526613,0.2573370312497836,-0.8128038237104771,0.05029889004115225,0.041285682972051416
460,10.065,45.441,1.644131515641743,0.2902605058508486,-0.8170461359292114,0.022719547096517932,0.025555003587103824
461,10.065,45.507,1.5707621270747685,0.31141364545977546,-0.8028597085965805,0.020090168659537777,0.018204198415063905
462,10.065,45.573,1.4852059508693618,0.3369219918260016,-0.8040401169510492,0.041989383207277804,0.03397517126451524
463,10.065,45.639,1.214461216037858,0.32635952540915614,-0.8129841349193885,0.07613199596918957,0.05186987322282477
464,10.065,45.705,0.9125314719494744,0.23900509726757982,-0.7776599208378518,0.2054172877075738,0.03913966457960659
465,10.065,45.771,0.655088406441121,0.13158029283111516,-0.8104002651350705,0.3502998331753122,0.05897885268138332
466,10.065,45.837,0.5254829619704041,0.05660644429904112,-0.7838225038853115,0.3541332508797165,0.036252196843007026
467,10.065,45.903,0.4042983556755891,0.005053548441823779,-0.7718563151675015,0.3353586615803461,0.02121560879890341
468,10.065,45.969,0.19241830600234,-0.041380232570857586,-0.7593856743783096,0.3163239044285838,0.009877046527337507
469,10.065,46.035,0.2239480350447816,-0.03423705508496675,-0.7196411922091059,0.2532720135355714,-0.021546206422936545
470,10.065,46.101,0.3967933592497122,-0.02893451489177046,-0.6846962288488596,0.19844965339739315,-0.07660687070535246
471,10.065,46.167,0.3752790124334228,-0.10392976984756172,-0.7055102561838796,0.23726299974101095,-0.11654769781975302
472,10.065,46.233,0.2185229251103142,-0.1945538987616327,-0.7512623289477482,0.31827381645447517,-0.08257013781747283
473,10.065,46.299,0.0967647053296121,-0.2227638962871848,-0.7519806204064945,0.3327610174081652,-0.06706208614468696
474,10.065,46.431,0.0,-0.3083879580392525,-0.7350889735561207,0.3484636989866113,-0.0020128590300193595
475,10.065,46.497,0.0,-0.34270905042674815,-0.7344172228652273,0.3620677472060073,0.02140097179906361
476,10.065,46.563,0.0,-0.3529637519542437,-0.7332698544283969,0.3652363173857169,0.02959152913709699
477,10.131,45.045,1.3437011187225432,0.10164514482070999,-0.713883528088018,0.14975169558332785,-0.18826338549713165
478,10.131,45.111,1.444247770861884,0.1393280270528245,-0.7472820892965479,0.14506995968620123,-0.08449416654123193
479,10.131,45.177,1.505122876521375,0.1767628815250324,-0.7721339281531736,0.12090309677305389,-0.006592288701622202
480,10.131,45.243,1.5165086251915771,0.19593573389099106,-0.7739115371220455,0.04532867061348858,0.0007016174771572051
481,10.131,45.309,1.5387357547618534,0.22969172763867454,-0.7841441005061484,0.04750757795386118,0.017694297486243293
482,10.131,45.375,1.5974526096489634,0.27818480845092025,-0.8028500506941519,0.04726037983965196,0.037006001212680065
483,10.131,45.441,1.647813583883006,0.3124417026531703,-0.8002396221630985,0.03163068463591179,0.025883908615847766
484,10.131,45.507,1.5879608621753756,0.34214567642730587,-0.775710721884416,0.03351015219061601,0.02516198290448502
485,10.131,45.573,1.461054743879571,0.3882370281416949,-0.7594564865656273,0.05661968692064086,0.046548009877623475
486,10.131,45.639,1.1923754803083817,0.3708930730992731,-0.6819206700179564,0.09942364686706703,0.07038662324456725
487,10.131,45.705,0.7675436708180253,0.25778361259562466,-0.689433226405922,0.22989528696044167,0.05220847585914603
488,10.131,45.771,0.6110249305715015,0.12852701153992158,-0.7377094688638303,0.3321228370188257,0.056956348531852156
489,10.131,45.837,0.4926720866796602,0.04340070339304288,-0.7609676068184665,0.34128602961075705,0.04766456693176047
490,10.131,45.903,0.4049086004585995,-0.02476779139658468,-0.7728610697757423,0.3349058144632736,0.040189180163190084
