fid,X,Y,f,Intercept,NAT_AREA,INDUSTRIAL_AREA_SURR,ROADS_SURR
467,10.065,45.903,0.3333333333333333,0.028883969112886203,-0.26947877051919067,0.6994908073493713,0.06268916821900787
468,10.065,45.969,0.1481481481481481,-0.1392136100470302,-0.27567379222139937,0.7903224215868013,0.06518422106739494
469,10.065,46.035,0.074074074074074,-0.274833353498629,-0.2771563474001635,0.8164753098903273,0.06632125783925996
470,10.065,46.101,0.0,-0.42959560084232973,-0.2853008710036496,0.910368120058293,0.06420257295665992
471,10.065,46.167,0.0,-0.551704584507781,-0.29178920653344165,0.9981447642347625,0.05920865306043076
472,10.065,46.233,0.0,-0.5662071319249276,-0.27094667998890903,0.9265311384094028,0.05356917678991227
473,10.065,46.299,0.0,-0.5569744317560056,-0.24904838989648787,0.8014046910019648,0.04959559272619906
474,10.065,46.431,0.0,-0.5482962703848365,-0.22644667012780584,0.788573406288252,0.046282110556139025
475,10.065,46.497,0.0,-0.5563257383161667,-0.22331434540517264,0.8219499693866564,0.045323936784867014
476,10.065,46.563,0.0,-0.5590610584885835,-0.22096870874963093,0.8302350495414115,0.04522111468793624
477,10.131,45.045,0.8888888888888888,0.7523774067542085,-0.1607015134180807,0.07242372216595346,-0.024269835099127113
478,10.131,45.111,0.925925925925926,0.7612610153754119,-0.1722382116959539,0.06407054830498601,-0.015866723970773884
479,10.131,45.177,0.925925925925926,0.7677450802509228,-0.17920082801610904,0.075005016457101,-0.006133245126486194
480,10.131,45.243,0.925925925925926,0.7416277848410024,-0.17014049546056892,0.06500893108199549,0.004472637832634287
481,10.131,45.309,0.8888888888888888,0.7033591624964064,-0.15556760448490548,0.03844176242538682,0.011171348546967639
482,10.131,45.375,0.8888888888888888,0.6664546919005448,-0.14000539059681957,0.039723890988098545,0.014523437170067897
483,10.131,45.441,0.8888888888888888,0.6428038387388462,-0.1347100664622503,0.043430782414651654,0.016989418225557208
484,10.131,45.507,0.8888888888888888,0.6227903503846948,-0.13302565560044216,0.052147439322524525,0.019310217691260456
485,10.131,45.573,0.8888888888888888,0.6008012829332536,-0.12805620144707114,0.0606040923400879,0.0225210493923811
486,10.131,45.639,0.7777777777777778,0.5569898604921102,-0.11863252819567946,0.08965953385103341,0.0272038981591584
487,10.131,45.705,0.7037037037037037,0.45853686258597337,-0.13303460975918036,0.2970389136724507,0.03676478054041493
488,10.131,45.771,0.5555555555555556,0.31367334198851426,-0.179504626383817,0.45138326080064667,0.05081352955758563
489,10.131,45.837,0.5185185185185185,0.14534966771359786,-0.24085423266867406,0.5480497677808747,0.06009543271119717
490,10.131,45.903,0.3333333333333333,-0.030951366785720254,-0.278598760946692,0.7322789219630442,0.06416745337474601
491,10.131,45.969,0.1481481481481481,-0.1705524909819362,-0.27550561469782964,0.8142721672285941,0.0668067216438413
492,10.131,46.035,0.074074074074074,-0.27658548278120243,-0.27092311758302656,0.8152057059451221,0.06793368994418286
493,10.131,46.101,0.0,-0.4122334490895384,-0.2760405076179172,0.8984968529935012,0.06524504297278447
494,10.131,46.167,0.0,-0.5420975256630506,-0.28568631194825145,1.0023346261341932,0.05884847859396116
495,10.131,46.233,0.0,-0.5635056975311485,-0.2685386411592834,0.9771399091654337,0.05214220973414159
496,10.131,46.299,0.0,-0.5591564965102569,-0.24254726920124992,0.8589281497203256,0.04816358560200818
497,10.131,46.365,0.0,-0.5448864546710332,-0.22701114761235774,0.7808516932797925,0.045840377287429526
498,10.131,46.431,0.0,-0.5473942190821851,-0.2210728739344594,0.7885463824462746,0.045506376489877765
499,10.131,46.497,0.0,-0.5580203118739329,-0.2210477946260198,0.8285242949468932,0.04485963213920988
500,10.131,46.563,0.0,-0.5613326996026365,-0.2205294958392803,0.8429423117807797,0.044672905265549415
501,10.131,46.629,0.0,-0.5618271100517367,-0.21958511985730375,0.8378185989895486,0.04450575540023715
502,10.197,45.045,0.8888888888888888,0.7619011306637341,-0.16143728673231222,0.08245346409554892,-0.02204088622700244
503,10.197,45.111,0.925925925925926,0.7687936598151527,-0.17139542911207828,0.052697475239611775,-0.01425573882785639
504,10.197,45.177,0.925925925925926,0.7777940230595922,-0.17793766509262293,0.01809090773955397,-0.0029907974911954132
505,10.197,45.243,0.925925925925926,0.7509011492258569,-0.16824984091305586,0.016305600965811375,0.005795086500033063
506,10.197,45.309,0.8888888888888888,0.7046322132437015,-0.1501919920099153,0.03480519942623986,0.010469304016563173
507,10.197,45.375,0.8888888888888888,0.6606022548119633,-0.13190448590326928,0.040338399673019436,0.013212923154430883
508,10.197,45.441,0.8888888888888888,0.6327657819335356,-0.12404908793485267,0.045057320830590414,0.015279377863320384
509,10.197,45.507,0.8888888888888888,0.6086228450170479,-0.11923159810858638,0.051976867222614326,0.017541845753745892
510,10.197,45.573,0.8518518518518519,0.5785732069759444,-0.1146548357340289,0.058285614212584796,0.022064299747331182
511,10.197,45.639,0.7407407407407407,0.5320530160060235,-0.11659816734867545,0.09443233770947915,0.028890035627920193
512,10.197,45.705,0.5925925925925926,0.4340563177296288,-0.14297674715450143,0.4462997300648266,0.04018855346523223
513,10.197,45.771,0.4814814814814814,0.27152499705520894,-0.18380598861050298,0.6220095665879236,0.05419161367890325
514,10.197,45.837,0.3703703703703703,0.09246441154225558,-0.23693894700663387,0.7017657992819314,0.06339864540915607
515,10.197,45.903,0.3333333333333333,-0.09067250726387749,-0.27504780300002846,0.8546946171401829,0.06779240874156589
516,10.197,45.969,0.1481481481481481,-0.221962982010157,-0.2787425630376228,0.8765246987946165,0.06994534779108169
