fid,X,Y,I,Intercept,NAT_AREA_SURR,INDUSTRIAL_AREA_SURR,ROADS_SURR
295,9.537,45.375,1.7684978541166658,0.4161709310366761,-0.8210802479544731,0.05757414465156925,0.08147287204198457
296,9.537,45.441,1.8825089846398133,0.4906390178338609,-0.8606138079435075,0.048170233361040427,0.08031598821306796
297,9.537,45.507,1.901092219636356,0.5120058473381038,-0.8784965918652509,0.008044026500140342,0.07470492521815625
298,9.537,45.573,1.7786421725764985,0.44338347222337215,-0.8699271552842731,-0.028889213634588927,0.0705782988639605
299,9.537,45.639,1.5660281918781298,0.34764149490019436,-0.8250542877430822,-0.059520507469973435,0.06863883286212225
300,9.537,45.705,1.2062612631005625,0.3493303321126432,-0.6540141958417276,-0.07633159180525849,0.0693691162849997
301,9.537,45.771,1.257344570920716,0.3686586665328167,-0.4520908228532371,0.03387723780270374,0.06431381753295386
302,9.537,45.837,0.6780214819119532,0.17734678237880636,-0.47001639862718647,0.568482994198856,0.033927627460437884
303,9.537,45.903,0.3155310866380589,-0.07943054938651427,-0.45622649499944035,0.5855350681090754,-0.01770239367865021
304,9.537,45.969,0.47921484557237,-0.12897952653991845,-0.4132954972795169,0.45371343111012796,-0.06329750299275791
305,9.537,46.035,0.5681518383840315,-0.12319751087092815,-0.37577100079580034,0.32272426267082127,-0.08593622192244231
306,9.537,46.101,0.6140248410096113,-0.2025090790425712,-0.3595863296045941,0.2521071780224546,-0.08993348482137259
307,9.537,46.167,0.5904632347681763,-0.3159579909249954,-0.3752511472833492,0.2763459004057744,-0.0827580514690543
308,9.537,46.233,0.3198115760584325,-0.45511508888337593,-0.4028142321050392,0.3900353788880264,-0.07698722233858232
309,9.537,46.299,0.1614054045200015,-0.5368368088692633,-0.4173101447077569,0.4551382211761566,-0.07192784523962298
310,9.537,46.365,0.0810260314443101,-0.5516099381058457,-0.4202863723565915,0.49625478183909677,-0.06896603668877867
311,9.603,45.111,1.2738388579997182,-0.03887026204538918,-0.6117544210331074,-0.06919581053442742,-0.024890788017570054
312,9.603,45.177,1.469747543483266,0.10014714327079718,-0.6721265948681605,0.033501659939702146,0.021262780769898133
313,9.603,45.243,1.6546403525841666,0.24200721678560655,-0.7394698394225305,0.19289085160525665,0.05211280506222933
314,9.603,45.309,1.6896678514349346,0.3243799849892067,-0.7878769896687899,0.15301274176124208,0.07396894223401004
315,9.603,45.375,1.7606453052826558,0.3827147522121449,-0.8200849428698915,0.023614026535844053,0.08588522796643319
316,9.603,45.441,1.8145119391428668,0.44110109117414553,-0.8532206853775973,0.015906842510020835,0.0838116833910878
317,9.603,45.507,1.8524655222790805,0.46493078648845565,-0.8719468386952145,-0.020668720153760506,0.07704042037898287
318,9.603,45.573,1.7278333325360469,0.4036277855912914,-0.8635703484041825,-0.055687657836146875,0.07271086057572367
319,9.603,45.639,1.5155888978545695,0.3062326095715978,-0.8234482429865607,-0.08085115588327116,0.07034409717564963
