fid,X,Y,Ex,Intercept,AGRI_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR,FARMS_BLOCK
148,9.141,45.111,0.4690100234604014,0.18777216204723174,-0.4511304384433362,-0.9432089513126276,0.12204455859077369,-0.08710911871203492,0.7497296702387112,0.10045833529428631
149,9.141,45.177,0.5635091655920184,0.18892435171984062,-0.4455777977319928,-0.9756728320175139,0.015372903662354104,-0.09330295367573467,0.6548946876464862,0.09577243038897523
150,9.141,45.243,0.6294322001082865,0.2073578268678665,-0.42090752501026585,-1.0230496672463436,0.06267122861181611,-0.09842488369146708,0.4414384105819349,0.07220831617627145
151,9.141,45.309,0.7111637785028874,0.22706888405126174,-0.38570073880711586,-1.0613361863057285,0.040839903558432734,-0.25474443332122126,0.28951944101699023,0.054332126465549815
152,9.141,45.375,0.7678274510579377,0.21376022513110993,-0.3497421970878841,-1.0601907372682353,0.03567974115985527,-0.07779288812586294,-0.001728492965642446,0.06841508548191078
153,9.141,45.441,0.8337108851117733,0.1918301858276975,-0.038894979937037624,-1.0510967339730946,0.03742186648107948,0.3956639216480117,-0.17751411803829326,0.09512550868738204
154,9.141,45.507,0.8552532903459041,0.1956026932119643,0.1569216383368519,-1.065412842959916,0.04063603300689116,0.15973333312792876,-0.2345156402771899,0.09664365350537357
155,9.141,45.573,0.8372037230986774,0.21398646722155903,0.17995731045726726,-1.0896281736435012,0.044238944449477395,0.1240781996359534,-0.2810366500268787,0.08410042176678564
156,9.141,45.639,0.7751608983173769,0.19860078162532674,0.25576568770107555,-1.0724834330639184,0.04094279526087351,0.17717434194510157,-0.29470431522814744,0.021968975281488785
157,9.141,45.705,0.6205220292317057,0.191787078223009,0.37544075140277056,-0.9593097308679901,0.019867169016322628,0.0971762599922971,-0.3511451963842729,0.08360451851800929
158,9.141,45.771,0.5654415679455677,0.23946961741797085,0.41746184188329094,-0.735080917257912,0.016306284019421427,-0.1358586068243857,-0.4462438334683637,0.114956305364689
159,9.141,45.837,0.3137285905699645,0.24953861440228248,0.472244966488285,-0.6035681619046838,0.13956699440685444,0.21666628163225404,-0.4396921320977649,0.08350025382189497
160,9.141,45.903,0.149347637649013,0.22686438075043325,0.5035643102801256,-0.5668399921147195,0.2879996390973072,0.20347054088957706,-0.4214301139502267,0.01976855370184318
161,9.141,45.969,0.0684371066022681,0.2018144846319081,0.5256515697482825,-0.5587712764554742,0.3324909875747888,0.26135998780989467,-0.4098689961575589,-0.01901786272377176
